,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
1113,Nancy,Nancy,Empty,1987.03.23,"$105,000",Pat Cash,Carpet,/en/scores/archive/nancy/304/1987/results,1987
1114,Milan,Milan,Empty,1987.03.30,"$345,000",Boris Becker,Carpet,/en/scores/archive/milan/408/1987/results,1987
1115,Chicago,Chicago,Empty,1987.03.30,"$315,000",Tim Mayotte,Carpet,/en/scores/archive/chicago/411/1987/results,1987
1116,Bari,Bari,Empty,1987.04.06,"$105,000",Claudio Pistolesi,Clay,/en/scores/archive/bari/306/1987/results,1987
1117,Dallas WCT,Dallas,Empty,1987.04.07,"$675,000",Miloslav Mecir Sr.,Carpet,/en/scores/archive/dallas/610/1987/results,1987
1118,Tokyo Outdoor,Tokyo,Empty,1987.04.13,"$500,000",Stefan Edberg,Hard,/en/scores/archive/tokyo/329/1987/results,1987
1119,Nice,Nice,Empty,1987.04.13,"$105,000",Kent Carlsson,Clay,/en/scores/archive/nice/6120/1987/results,1987
1120,Monte Carlo,Monte Carlo,Empty,1987.04.20,"$513,000",Mats Wilander,Clay,/en/scores/archive/monte-carlo/410/1987/results,1987
1121,Seoul,Seoul,Empty,1987.04.20,"$105,000",Jim Grabb,Hard,/en/scores/archive/seoul/434/1987/results,1987
1122,Hamburg,Hamburg,Empty,1987.04.27,"$375,000",Ivan Lendl,Clay,/en/scores/archive/hamburg/414/1987/results,1987
1123,Forest Hills,Forest Hills,Empty,1987.05.04,"$615,000",Andres Gomez,Clay,/en/scores/archive/forest-hills/415/1987/results,1987
1124,Munich,Munich,Empty,1987.05.04,"$174,000",Guillermo Perez-Roldan,Clay,/en/scores/archive/munich/308/1987/results,1987
1125,Rome,Rome,Empty,1987.05.11,"$500,000",Mats Wilander,Clay,/en/scores/archive/rome/416/1987/results,1987
1126,World Team Cup,Dusseldorf,Empty,1987.05.18,"$750,000",Brad Gilbert,Clay,/en/scores/archive/dusseldorf/615/1987/results,1987
1127,Florence,Florence,Empty,1987.05.18,"$105,000",Andrei Chesnokov,Clay,/en/scores/archive/florence/310/1987/results,1987
1128,Roland Garros,Paris,Empty,1987.05.25,"$1,500,000",Ivan Lendl,Clay,/en/scores/archive/roland-garros/520/1987/results,1987
1129,London / Queen's Club,London,Empty,1987.06.08,"$300,000",Boris Becker,Grass,/en/scores/archive/london/311/1987/results,1987
1130,Bologna,Bologna,Empty,1987.06.08,"$105,000",Kent Carlsson,Clay,/en/scores/archive/bologna/312/1987/results,1987
1131,Athens,Athens,Empty,1987.06.15,"$117,000",Guillermo Perez-Roldan,Clay,/en/scores/archive/athens/367/1987/results,1987
1132,Bristol,Bristol,Empty,1987.06.15,"$117,000",Kelly Evernden,Grass,/en/scores/archive/bristol/313/1987/results,1987
1133,Wimbledon,London,Empty,1987.06.22,"$1,752,592",Pat Cash,Grass,/en/scores/archive/wimbledon/540/1987/results,1987
1134,Boston,Boston,Empty,1987.07.06,"$293,400",Mats Wilander,Clay,/en/scores/archive/boston/417/1987/results,1987
1135,Gstaad,Gstaad,Empty,1987.07.06,"$231,000",Emilio Sanchez,Clay,/en/scores/archive/gstaad/314/1987/results,1987
1136,Newport,Newport,Empty,1987.07.06,"$117,000",Dan Goldie,Grass,/en/scores/archive/newport/315/1987/results,1987
1137,Indianapolis,Indianapolis,Empty,1987.07.13,"$375,000",Mats Wilander,Clay,/en/scores/archive/indianapolis/717/1987/results,1987
1138,Stuttgart Outdoor,Stuttgart,Empty,1987.07.13,"$231,000",Miloslav Mecir Sr.,Clay,/en/scores/archive/stuttgart/321/1987/results,1987
1139,Bordeaux,Bordeaux,Empty,1987.07.13,"$150,000",Emilio Sanchez,Clay,/en/scores/archive/bordeaux/323/1987/results,1987
1140,Livingston,Livingston,Empty,1987.07.13,"$105,000",Johan Kriek,Hard,/en/scores/archive/livingston/318/1987/results,1987
1141,Schenectady,Schenectady,Empty,1987.07.20,"$105,000",Jaime Yzaga,Hard,/en/scores/archive/schenectady/224/1987/results,1987
1142,Washington,Washington,Empty,1987.07.27,"$293,400",Ivan Lendl,Hard,/en/scores/archive/washington/418/1987/results,1987
1143,Bastad,Bastad,Empty,1987.07.27,"$202,500",Joakim Nystrom,Clay,/en/scores/archive/bastad/316/1987/results,1987
1144,Hilversum,Hilversum,Empty,1987.07.27,"$174,000",Miloslav Mecir Sr.,Clay,/en/scores/archive/hilversum/317/1987/results,1987
1145,Stratton Mountain,Stratton Mountain,Empty,1987.08.03,"$315,000",Ivan Lendl,Hard,/en/scores/archive/stratton-mountain/420/1987/results,1987
1146,Kitzbuhel,Kitzbuhel,Empty,1987.08.03,"$202,500",Emilio Sanchez,Clay,/en/scores/archive/kitzbuhel/319/1987/results,1987
1147,Montreal / Toronto,Montreal,Empty,1987.08.10,"$375,000",Ivan Lendl,Hard,/en/scores/archive/montreal/421/1987/results,1987
1148,Prague,Prague,Empty,1987.08.10,"$174,000",Marian Vajda,Clay,/en/scores/archive/prague/379/1987/results,1987
1149,St. Vincent,St. Vincent,Empty,1987.08.10,"$117,000",Pedro Rebolledo,Clay,/en/scores/archive/st-vincent/366/1987/results,1987
1150,Cincinnati,Cincinnati,Empty,1987.08.17,"$375,000",Stefan Edberg,Hard,/en/scores/archive/cincinnati/422/1987/results,1987
1151,Rye Brook,Rye Brook,Empty,1987.08.24,"$105,000",Peter Lundgren,Hard,/en/scores/archive/rye-brook/435/1987/results,1987
1152,US Open,New York,Empty,1987.09.01,"$1,989,647",Ivan Lendl,Hard,/en/scores/archive/us-open/560/1987/results,1987
1153,Geneva,Geneva,Empty,1987.09.14,"$231,000",Claudio Mezzadri,Clay,/en/scores/archive/geneva/322/1987/results,1987
1154,Madrid,Madrid,Empty,1987.09.14,"$105,000",Emilio Sanchez,Clay,/en/scores/archive/madrid/309/1987/results,1987
1155,Los Angeles,Los Angeles,Empty,1987.09.21,"$315,000",David Pate,Hard,/en/scores/archive/los-angeles/423/1987/results,1987
1156,Barcelona,Barcelona,Empty,1987.09.21,"$293,400",Martin Jaite,Clay,/en/scores/archive/barcelona/425/1987/results,1987
1157,San Francisco,San Francisco,Empty,1987.09.28,"$293,400",Peter Lundgren,Carpet,/en/scores/archive/san-francisco/424/1987/results,1987
1158,Palermo,Palermo,Empty,1987.09.28,"$117,000",Martin Jaite,Clay,/en/scores/archive/palermo/325/1987/results,1987
1159,Scottsdale,Scottsdale,Empty,1987.10.05,"$303,400",Brad Gilbert,Hard,/en/scores/archive/scottsdale/433/1987/results,1987
1160,Basel,Basel,Empty,1987.10.05,"$231,000",Yannick Noah,Hard,/en/scores/archive/basel/328/1987/results,1987
1161,Brisbane,Brisbane,Empty,1987.10.05,"$174,000",Kelly Evernden,Hard,/en/scores/archive/brisbane/326/1987/results,1987
1162,Sydney Indoor,Sydney,Empty,1987.10.12,"$345,000",Ivan Lendl,Hard,/en/scores/archive/sydney/427/1987/results,1987
1163,Toulouse,Toulouse,Empty,1987.10.12,"$202,500",Tim Mayotte,Hard,/en/scores/archive/toulouse/327/1987/results,1987
1164,Tel Aviv,Tel Aviv,Empty,1987.10.12,"$105,000",Amos Mansdorf,Hard,/en/scores/archive/tel-aviv/330/1987/results,1987
1165,Vienna,Vienna,Empty,1987.10.19,"$150,000",Jonas Svensson,Hard,/en/scores/archive/vienna/337/1987/results,1987
1166,Tokyo Indoor,Tokyo,Empty,1987.10.20,"$375,000",Stefan Edberg,Carpet,/en/scores/archive/tokyo/428/1987/results,1987
1167,Hong Kong,Hong Kong,Empty,1987.10.26,"$231,000",Eliot Teltscher,Hard,/en/scores/archive/hong-kong/336/1987/results,1987
1168,Paris,Paris,Empty,1987.11.02,"$840,000",Tim Mayotte,Carpet,/en/scores/archive/paris/352/1987/results,1987
1169,Stockholm,Stockholm,Empty,1987.11.02,"$525,000",Stefan Edberg,Hard,/en/scores/archive/stockholm/429/1987/results,1987
1170,Sao Paulo,Sao Paulo,Empty,1987.11.09,"$105,000",Jaime Yzaga,Hard,/en/scores/archive/sao-paulo/237/1987/results,1987
1171,Wembley,Wembley,Empty,1987.11.10,"$465,000",Ivan Lendl,Carpet,/en/scores/archive/wembley/430/1987/results,1987
1172,Frankfurt,Frankfurt,Empty,1987.11.10,"$174,000",Tim Mayotte,Carpet,/en/scores/archive/frankfurt/348/1987/results,1987
1173,Johannesburg,Johannesburg,Empty,1987.11.16,"$293,400",Pat Cash,Hard,/en/scores/archive/johannesburg/426/1987/results,1987
1174,Buenos Aires,Buenos Aires,Empty,1987.11.16,"$105,000",Guillermo Perez-Roldan,Clay,/en/scores/archive/buenos-aires/303/1987/results,1987
1175,Itaparica,Itaparica,Empty,1987.11.23,"$516,000",Andre Agassi,Hard,/en/scores/archive/itaparica/240/1987/results,1987
1176,Masters,,Empty,1987.12.02,"$500,000",Ivan Lendl,Carpet,/en/scores/archive/masters/605/1987/results,1987
1177,Wellington,Wellington,Empty,1987.12.28,"$145,000",Ramesh Krishnan,Hard,/en/scores/archive/wellington/354/1988/results,1988
1178,Adelaide,Adelaide,Empty,1987.12.28,"$123,400",Mark Woodforde,Hard,/en/scores/archive/adelaide/7308/1988/results,1988
1179,Auckland,Auckland,Empty,1988.01.04,"$123,400",Amos Mansdorf,Hard,/en/scores/archive/auckland/301/1988/results,1988
1180,Sydney Outdoor,Sydney,Empty,1988.01.04,"$123,400",John Fitzgerald,Grass,/en/scores/archive/sydney/338/1988/results,1988
1181,Australian Open,Melbourne,Empty,1988.01.11,"$1,054,984",Mats Wilander,Hard,/en/scores/archive/australian-open/580/1988/results,1988
1182,Guaruja,Guaruja,Empty,1988.01.25,"$130,000",Luiz Mattar,Hard,/en/scores/archive/guaruja/201/1988/results,1988
1183,Rotterdam,Rotterdam,Empty,1988.02.08,"$442,500",Stefan Edberg,Carpet,/en/scores/archive/rotterdam/407/1988/results,1988
1184,Lyon,Lyon,Empty,1988.02.08,"$280,000",Yahiya Doumbia,Carpet,/en/scores/archive/lyon/7309/1988/results,1988
1185,Milan,Milan,Empty,1988.02.15,"$490,000",Yannick Noah,Carpet,/en/scores/archive/milan/408/1988/results,1988
1186,Memphis,Memphis,Empty,1988.02.15,"$415,000",Andre Agassi,Hard,/en/scores/archive/memphis/402/1988/results,1988
1187,Philadelphia,Philadelphia,Empty,1988.02.22,"$602,500",Tim Mayotte,Carpet,/en/scores/archive/philadelphia/401/1988/results,1988
1188,Metz,Metz,Empty,1988.02.22,"$123,400",Jonas Svensson,Carpet,/en/scores/archive/metz/7305/1988/results,1988
1189,Indian Wells,Indian Wells,Empty,1988.02.29,"$702,500",Boris Becker,Hard,/en/scores/archive/indian-wells/404/1988/results,1988
1190,Orlando,Orlando,Empty,1988.03.07,"$415,000",Andrei Chesnokov,Hard,/en/scores/archive/orlando/409/1988/results,1988
1191,Key Biscayne,Key Biscayne,Empty,1988.03.14,"$1,017,500",Mats Wilander,Hard,/en/scores/archive/key-biscayne/403/1988/results,1988
1192,Dallas WCT,Dallas,Empty,1988.03.28,"$675,000",Boris Becker,Carpet,/en/scores/archive/dallas/610/1988/results,1988
1193,Tokyo Outdoor,Tokyo,Empty,1988.04.11,"$627,500",John McEnroe,Hard,/en/scores/archive/tokyo/329/1988/results,1988
1194,Nice,Nice,Empty,1988.04.11,"$145,000",Henri Leconte,Clay,/en/scores/archive/nice/6120/1988/results,1988
1195,Madrid,Madrid,Empty,1988.04.11,"$123,400",Kent Carlsson,Clay,/en/scores/archive/madrid/309/1988/results,1988
1196,Monte Carlo,Monte Carlo,Empty,1988.04.18,"$492,500",Ivan Lendl,Clay,/en/scores/archive/monte-carlo/410/1988/results,1988
1197,Seoul,Seoul,Empty,1988.04.18,"$123,400",Dan Goldie,Hard,/en/scores/archive/seoul/434/1988/results,1988
1198,Hamburg,Hamburg,Empty,1988.04.25,"$602,500",Kent Carlsson,Clay,/en/scores/archive/hamburg/414/1988/results,1988
1199,Charleston,Charleston,Empty,1988.04.25,"$220,000",Andre Agassi,Clay,/en/scores/archive/charleston/717/1988/results,1988
1200,Forest Hills,Forest Hills,Empty,1988.05.02,"$677,500",Andre Agassi,Clay,/en/scores/archive/forest-hills/415/1988/results,1988
1201,Munich,Munich,Empty,1988.05.02,"$195,000",Guillermo Perez-Roldan,Clay,/en/scores/archive/munich/308/1988/results,1988
1202,Rome,Rome,Empty,1988.05.09,"$825,000",Ivan Lendl,Clay,/en/scores/archive/rome/416/1988/results,1988
1203,World Team Cup,Dusseldorf,Empty,1988.05.16,"$750,000",Kent Carlsson,Clay,/en/scores/archive/dusseldorf/615/1988/results,1988
1204,Florence,Florence,Empty,1988.05.16,"$123,400",Massimiliano Narducci,Clay,/en/scores/archive/florence/310/1988/results,1988
1205,Roland Garros,Paris,Empty,1988.05.23,"$1,950,000",Mats Wilander,Clay,/en/scores/archive/roland-garros/520/1988/results,1988
1206,London / Queen's Club,London,Empty,1988.06.06,"$385,000",Boris Becker,Grass,/en/scores/archive/london/311/1988/results,1988
1207,Bologna,Bologna,Empty,1988.06.06,"$123,400",Alberto Mancini,Clay,/en/scores/archive/bologna/312/1988/results,1988
1208,Athens,Athens,Empty,1988.06.13,"$123,400",Horst Skoff,Clay,/en/scores/archive/athens/367/1988/results,1988
1209,Bristol,Bristol,Empty,1988.06.13,"$123,400",Christian Saceanu,Grass,/en/scores/archive/bristol/313/1988/results,1988
1210,Wimbledon,London,Empty,1988.06.20,"$1,995,396",Stefan Edberg,Grass,/en/scores/archive/wimbledon/540/1988/results,1988
1211,Boston,Boston,Empty,1988.07.04,"$415,000",Thomas Muster,Clay,/en/scores/archive/boston/417/1988/results,1988
1212,Gstaad,Gstaad,Empty,1988.07.04,"$270,000",Darren Cahill,Clay,/en/scores/archive/gstaad/314/1988/results,1988
1213,Newport,Newport,Empty,1988.07.04,"$145,000",Wally Masur,Grass,/en/scores/archive/newport/315/1988/results,1988
1214,Stuttgart Outdoor,Stuttgart,Empty,1988.07.11,"$350,000",Andre Agassi,Clay,/en/scores/archive/stuttgart/321/1988/results,1988
1215,Bastad,Bastad,Empty,1988.07.11,"$245,000",Marcelo Filippini,Clay,/en/scores/archive/bastad/316/1988/results,1988
1216,Washington,Washington,Empty,1988.07.18,"$415,000",Jimmy Connors,Hard,/en/scores/archive/washington/418/1988/results,1988
1217,Schenectady,Schenectady,Empty,1988.07.18,"$123,400",Tim Mayotte,Hard,/en/scores/archive/schenectady/224/1988/results,1988
1218,Stratton Mountain,Stratton Mountain,Empty,1988.07.25,"$602,500",Andre Agassi,Hard,/en/scores/archive/stratton-mountain/420/1988/results,1988
1219,Bordeaux,Bordeaux,Empty,1988.07.25,"$245,000",Thomas Muster,Clay,/en/scores/archive/bordeaux/323/1988/results,1988
1220,Hilversum,Hilversum,Empty,1988.07.25,"$180,000",Emilio Sanchez,Clay,/en/scores/archive/hilversum/317/1988/results,1988
1221,Indianapolis,Indianapolis,Empty,1988.08.01,"$415,000",Boris Becker,Hard,/en/scores/archive/indianapolis/419/1988/results,1988
1222,Kitzbuhel,Kitzbuhel,Empty,1988.08.01,"$290,000",Kent Carlsson,Clay,/en/scores/archive/kitzbuhel/319/1988/results,1988
1223,Montreal / Toronto,Toronto,Empty,1988.08.08,"$602,500",Ivan Lendl,Hard,/en/scores/archive/toronto/421/1988/results,1988
1224,Prague,Prague,Empty,1988.08.08,"$170,000",Thomas Muster,Clay,/en/scores/archive/prague/379/1988/results,1988
1225,St. Vincent,St. Vincent,Empty,1988.08.08,"$155,000",Kent Carlsson,Clay,/en/scores/archive/st-vincent/366/1988/results,1988
1226,Cincinnati,Cincinnati,Empty,1988.08.15,"$602,500",Mats Wilander,Hard,/en/scores/archive/cincinnati/422/1988/results,1988
1227,Livingston,Livingston,Empty,1988.08.15,"$123,400",Andre Agassi,Hard,/en/scores/archive/livingston/318/1988/results,1988
1228,Rye Brook,Rye Brook,Empty,1988.08.22,"$123,400",Milan Srejber,Hard,/en/scores/archive/rye-brook/435/1988/results,1988
1229,US Open,New York,Empty,1988.08.29,"$2,200,000",Mats Wilander,Hard,/en/scores/archive/us-open/560/1988/results,1988
1230,Barcelona,Barcelona,Empty,1988.09.12,"$490,000",Kent Carlsson,Clay,/en/scores/archive/barcelona/425/1988/results,1988
1231,Los Angeles,Los Angeles,Empty,1988.09.19,"$415,000",Mikael Pernfors,Hard,/en/scores/archive/los-angeles/423/1988/results,1988
1232,Geneva,Geneva,Empty,1988.09.19,"$220,000",Marian Vajda,Clay,/en/scores/archive/geneva/322/1988/results,1988
1233,Bari,Bari,Empty,1988.09.19,"$123,400",Thomas Muster,Clay,/en/scores/archive/bari/306/1988/results,1988
1234,San Francisco,San Francisco,Empty,1988.09.26,"$415,000",Michael Chang,Carpet,/en/scores/archive/san-francisco/424/1988/results,1988
1235,Palermo,Palermo,Empty,1988.09.26,"$123,400",Mats Wilander,Clay,/en/scores/archive/palermo/325/1988/results,1988
1236,Scottsdale,Scottsdale,Empty,1988.10.03,"$415,000",Mikael Pernfors,Hard,/en/scores/archive/scottsdale/433/1988/results,1988
1237,Basel,Basel,Empty,1988.10.04,"$270,000",Stefan Edberg,Hard,/en/scores/archive/basel/328/1988/results,1988
1238,Brisbane,Brisbane,Empty,1988.10.04,"$195,000",Tim Mayotte,Hard,/en/scores/archive/brisbane/326/1988/results,1988
1239,Sydney Indoor,Sydney,Empty,1988.10.10,"$510,000",Slobodan Zivojinovic,Hard,/en/scores/archive/sydney/427/1988/results,1988
1240,Toulouse,Toulouse,Empty,1988.10.10,"$290,000",Jimmy Connors,Hard,/en/scores/archive/toulouse/327/1988/results,1988
1241,Tel Aviv,Tel Aviv,Empty,1988.10.10,"$125,000",Brad Gilbert,Hard,/en/scores/archive/tel-aviv/330/1988/results,1988
1242,Vienna,Vienna,Empty,1988.10.17,"$210,000",Horst Skoff,Carpet,/en/scores/archive/vienna/337/1988/results,1988
1243,Frankfurt,Frankfurt,Empty,1988.10.17,"$170,000",Tim Mayotte,Carpet,/en/scores/archive/frankfurt/348/1988/results,1988
1244,Tokyo Indoor,Tokyo,Empty,1988.10.18,"$617,500",Boris Becker,Carpet,/en/scores/archive/tokyo/428/1988/results,1988
1245,Paris,Paris,Empty,1988.10.24,"$1,077,500",Amos Mansdorf,Carpet,/en/scores/archive/paris/352/1988/results,1988
1246,Stockholm,Stockholm,Empty,1988.10.31,"$642,500",Boris Becker,Hard,/en/scores/archive/stockholm/429/1988/results,1988
1247,Sao Paulo,Sao Paulo,Empty,1988.10.31,"$130,000",Jay Berger,Hard,/en/scores/archive/sao-paulo/237/1988/results,1988
1248,Buenos Aires,Buenos Aires,Empty,1988.11.07,"$123,400",Javier Sanchez,Clay,/en/scores/archive/buenos-aires/303/1988/results,1988
1249,Wembley,Wembley,Empty,1988.11.08,"$452,500",Jakob Hlasek,Carpet,/en/scores/archive/wembley/430/1988/results,1988
1250,Detroit,Detroit,Empty,1988.11.14,"$415,000",John McEnroe,Carpet,/en/scores/archive/detroit/437/1988/results,1988
1251,Johannesburg,Johannesburg,Empty,1988.11.14,"$415,000",Jakob Hlasek,Hard,/en/scores/archive/johannesburg/426/1988/results,1988
1252,Brussels,Brussels,Empty,1988.11.21,"$490,000",Henri Leconte,Carpet,/en/scores/archive/brussels/406/1988/results,1988
1253,Itaparica,Itaparica,Empty,1988.11.21,"$305,000",Jaime Yzaga,Hard,/en/scores/archive/itaparica/240/1988/results,1988
1254,Masters,,Empty,1988.11.30,"$750,000",Boris Becker,Carpet,/en/scores/archive/masters/605/1988/results,1988
1255,Wellington,Wellington,Empty,1989.01.02,"$145,000",Kelly Evernden,Hard,/en/scores/archive/wellington/354/1989/results,1989
1256,Adelaide,Adelaide,Empty,1989.01.02,"$123,400",Mark Woodforde,Hard,/en/scores/archive/adelaide/7308/1989/results,1989
1257,Auckland,Auckland,Empty,1989.01.09,"$145,000",Ramesh Krishnan,Hard,/en/scores/archive/auckland/301/1989/results,1989
1258,Sydney Outdoor,Sydney,Empty,1989.01.09,"$145,000",Aaron Krickstein,Hard,/en/scores/archive/sydney/338/1989/results,1989
1259,Australian Open,Melbourne,Empty,1989.01.16,"$1,213,342",Ivan Lendl,Hard,/en/scores/archive/australian-open/580/1989/results,1989
1260,Rotterdam,Rotterdam,Empty,1989.02.06,"$452,500",Jakob Hlasek,Carpet,/en/scores/archive/rotterdam/407/1989/results,1989
1261,Guaruja,Guaruja,Empty,1989.02.06,"$130,000",Luiz Mattar,Hard,/en/scores/archive/guaruja/201/1989/results,1989
1262,Milan,Milan,Empty,1989.02.13,"$492,500",Boris Becker,Carpet,/en/scores/archive/milan/408/1989/results,1989
1263,Memphis,Memphis,Empty,1989.02.13,"$415,000",Brad Gilbert,Hard,/en/scores/archive/memphis/402/1989/results,1989
1264,Philadelphia,Philadelphia,Empty,1989.02.20,"$602,500",Boris Becker,Carpet,/en/scores/archive/philadelphia/401/1989/results,1989
1265,Lyon,Lyon,Empty,1989.02.20,"$291,000",John McEnroe,Carpet,/en/scores/archive/lyon/7309/1989/results,1989
1266,Nancy,Nancy,Empty,1989.02.27,"$130,000",Guy Forget,Carpet,/en/scores/archive/nancy/304/1989/results,1989
1267,Dallas WCT,Dallas,Empty,1989.02.28,"$685,000",John McEnroe,Carpet,/en/scores/archive/dallas/610/1989/results,1989
1268,Scottsdale,Scottsdale,Empty,1989.03.06,"$415,000",Ivan Lendl,Hard,/en/scores/archive/scottsdale/433/1989/results,1989
1269,Indian Wells,Indian Wells,Empty,1989.03.13,"$702,500",Miloslav Mecir Sr.,Hard,/en/scores/archive/indian-wells/404/1989/results,1989
1270,Key Biscayne,Key Biscayne,Empty,1989.03.20,"$1,012,500",Ivan Lendl,Hard,/en/scores/archive/key-biscayne/403/1989/results,1989
1271,Rio De Janeiro,Rio De Janeiro,Empty,1989.04.10,"$230,000",Luiz Mattar,Carpet,/en/scores/archive/rio-de-janeiro/215/1989/results,1989
1272,Athens,Athens,Empty,1989.04.10,"$123,400",Ronald Agenor,Clay,/en/scores/archive/athens/367/1989/results,1989
1273,Seoul,Seoul,Empty,1989.04.10,"$123,400",Robert Van't Hof,Hard,/en/scores/archive/seoul/434/1989/results,1989
1274,Tokyo Outdoor,Tokyo,Empty,1989.04.17,"$627,500",Stefan Edberg,Hard,/en/scores/archive/tokyo/329/1989/results,1989
1275,Nice,Nice,Empty,1989.04.17,"$200,000",Andrei Chesnokov,Clay,/en/scores/archive/nice/6120/1989/results,1989
1276,Monte Carlo,Monte Carlo,Empty,1989.04.24,"$607,500",Alberto Mancini,Clay,/en/scores/archive/monte-carlo/410/1989/results,1989
1277,Singapore,Singapore,Empty,1989.04.24,"$123,400",Kelly Jones,Hard,/en/scores/archive/singapore/456/1989/results,1989
1278,Forest Hills,Forest Hills,Empty,1989.05.01,"$602,500",Ivan Lendl,Clay,/en/scores/archive/forest-hills/415/1989/results,1989
1279,Munich,Munich,Empty,1989.05.01,"$205,000",Andrei Chesnokov,Clay,/en/scores/archive/munich/308/1989/results,1989
1280,Hamburg,Hamburg,Empty,1989.05.08,"$692,500",Ivan Lendl,Clay,/en/scores/archive/hamburg/414/1989/results,1989
1281,Charleston,Charleston,Empty,1989.05.08,"$220,000",Jay Berger,Clay,/en/scores/archive/charleston/717/1989/results,1989
1282,Rome,Rome,Empty,1989.05.15,"$1,000,000",Alberto Mancini,Clay,/en/scores/archive/rome/416/1989/results,1989
1283,World Team Cup,Dusseldorf,Empty,1989.05.22,"$1,500,000",Boris Becker,Clay,/en/scores/archive/dusseldorf/615/1989/results,1989
1284,Florence,Florence,Empty,1989.05.22,"$123,400",Horacio De La Pena,Clay,/en/scores/archive/florence/310/1989/results,1989
1285,Roland Garros,Paris,Empty,1989.05.29,"$2,250,000",Michael Chang,Clay,/en/scores/archive/roland-garros/520/1989/results,1989
1286,London / Queen's Club,London,Empty,1989.06.12,"$380,000",Ivan Lendl,Grass,/en/scores/archive/london/311/1989/results,1989
1287,Bologna,Bologna,Empty,1989.06.12,"$123,400",Javier Sanchez,Clay,/en/scores/archive/bologna/312/1989/results,1989
1288,Bristol,Bristol,Empty,1989.06.19,"$130,000",Eric Jelen,Grass,/en/scores/archive/bristol/313/1989/results,1989
1289,Bari,Bari,Empty,1989.06.19,"$123,400",Juan Aguilera,Clay,/en/scores/archive/bari/306/1989/results,1989
1290,Wimbledon,London,Empty,1989.06.26,"$2,384,162",Boris Becker,Grass,/en/scores/archive/wimbledon/540/1989/results,1989
1291,Boston,Boston,Empty,1989.07.10,"$415,000",Andres Gomez,Clay,/en/scores/archive/boston/417/1989/results,1989
1292,Gstaad,Gstaad,Empty,1989.07.10,"$305,000",Carl-Uwe Steeb,Clay,/en/scores/archive/gstaad/314/1989/results,1989
1293,Newport,Newport,Empty,1989.07.10,"$155,000",Jim Pugh,Grass,/en/scores/archive/newport/315/1989/results,1989
1294,Schenectady,Schenectady,Empty,1989.07.17,"$130,000",Simon Youl,Hard,/en/scores/archive/schenectady/224/1989/results,1989
1295,Washington,Washington,Empty,1989.07.24,"$415,000",Tim Mayotte,Hard,/en/scores/archive/washington/418/1989/results,1989
1296,Stuttgart Outdoor,Stuttgart,Empty,1989.07.24,"$350,000",Martin Jaite,Clay,/en/scores/archive/stuttgart/321/1989/results,1989
1297,Hilversum,Hilversum,Empty,1989.07.24,"$180,000",Karel Novacek,Clay,/en/scores/archive/hilversum/317/1989/results,1989
1298,Stratton Mountain,Stratton Mountain,Empty,1989.07.31,"$602,500",Brad Gilbert,Hard,/en/scores/archive/stratton-mountain/420/1989/results,1989
1299,Kitzbuhel,Kitzbuhel,Empty,1989.07.31,"$350,000",Emilio Sanchez,Clay,/en/scores/archive/kitzbuhel/319/1989/results,1989
1300,Bastad,Bastad,Empty,1989.07.31,"$305,000",Paolo Cane,Clay,/en/scores/archive/bastad/316/1989/results,1989
1301,Indianapolis,Indianapolis,Empty,1989.08.07,"$417,500",John McEnroe,Hard,/en/scores/archive/indianapolis/419/1989/results,1989
1302,Prague,Prague,Empty,1989.08.07,"$170,000",Marcelo Filippini,Clay,/en/scores/archive/prague/379/1989/results,1989
1303,Livingston,Livingston,Empty,1989.08.07,"$123,400",Brad Gilbert,Hard,/en/scores/archive/livingston/318/1989/results,1989
1304,Montreal / Toronto,Montreal,Empty,1989.08.14,"$742,500",Ivan Lendl,Hard,/en/scores/archive/montreal/421/1989/results,1989
1305,Cincinnati,Cincinnati,Empty,1989.08.14,"$602,500",Brad Gilbert,Hard,/en/scores/archive/cincinnati/422/1989/results,1989
1306,St. Vincent,St. Vincent,Empty,1989.08.14,"$155,000",Franco Davin,Clay,/en/scores/archive/st-vincent/366/1989/results,1989
1307,San Marino,San Marino,Empty,1989.08.21,"$123,400",Jose Francisco Altur,Clay,/en/scores/archive/san-marino/475/1989/results,1989
1308,US Open,New York,Empty,1989.08.28,"$2,554,250",Boris Becker,Hard,/en/scores/archive/us-open/560/1989/results,1989
1309,Geneva,Geneva,Empty,1989.09.11,"$220,000",Marc Rosset,Clay,/en/scores/archive/geneva/322/1989/results,1989
1310,Madrid,Madrid,Empty,1989.09.11,"$205,000",Martin Jaite,Clay,/en/scores/archive/madrid/309/1989/results,1989
1311,Barcelona,Barcelona,Empty,1989.09.18,"$492,500",Andres Gomez,Clay,/en/scores/archive/barcelona/425/1989/results,1989
1312,Los Angeles,Los Angeles,Empty,1989.09.18,"$425,000",Aaron Krickstein,Hard,/en/scores/archive/los-angeles/423/1989/results,1989
1313,San Francisco,San Francisco,Empty,1989.09.25,"$415,000",Brad Gilbert,Carpet,/en/scores/archive/san-francisco/424/1989/results,1989
1314,Bordeaux,Bordeaux,Empty,1989.09.25,"$255,000",Ivan Lendl,Clay,/en/scores/archive/bordeaux/323/1989/results,1989
1315,Palermo,Palermo,Empty,1989.09.25,"$123,400",Guillermo Perez-Roldan,Clay,/en/scores/archive/palermo/325/1989/results,1989
