,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
645,Roland Garros,Paris,Empty,1981.05.25,"$450,000",Bjorn Borg,Clay,/en/scores/archive/roland-garros/520/1981/results,1981
646,London / Queen's Club,London,Empty,1981.06.08,"$142,500",John McEnroe,Grass,/en/scores/archive/london/311/1981/results,1981
647,Brussels,Brussels,Empty,1981.06.08,"$57,000",Marko Ostoja,Clay,/en/scores/archive/brussels/273/1981/results,1981
648,Bristol,Bristol,Empty,1981.06.15,"$85,500",Mark Edmondson,Grass,/en/scores/archive/bristol/313/1981/results,1981
649,Venice,Venice,Empty,1981.06.15,"$57,000",Mario Martinez,Clay,/en/scores/archive/venice/702/1981/results,1981
650,Wimbledon,London,Empty,1981.06.22,"$426,808",John McEnroe,Grass,/en/scores/archive/wimbledon/540/1981/results,1981
651,Gstaad,Gstaad,Empty,1981.07.06,"$142,500",Wojtek Fibak,Clay,/en/scores/archive/gstaad/314/1981/results,1981
652,Newport,Newport,Empty,1981.07.06,"$114,000",Johan Kriek,Grass,/en/scores/archive/newport/315/1981/results,1981
653,Boston,Boston,Empty,1981.07.13,"$200,000",Jose-Luis Clerc,Clay,/en/scores/archive/boston/417/1981/results,1981
654,Kitzbuhel,Kitzbuhel,Empty,1981.07.13,"$85,500",John Fitzgerald,Clay,/en/scores/archive/kitzbuhel/319/1981/results,1981
655,Stuttgart Outdoor,Stuttgart,Empty,1981.07.13,"$85,500",Bjorn Borg,Clay,/en/scores/archive/stuttgart/321/1981/results,1981
656,Washington,Washington,Empty,1981.07.20,"$200,000",Jose-Luis Clerc,Clay,/en/scores/archive/washington/418/1981/results,1981
657,Bastad,Bastad,Empty,1981.07.20,"$85,500",Thierry Tulasne,Clay,/en/scores/archive/bastad/316/1981/results,1981
658,Hilversum,Hilversum,Empty,1981.07.20,"$85,500",Balazs Taroczy,Clay,/en/scores/archive/hilversum/317/1981/results,1981
659,North Conway,North Conway,Empty,1981.07.28,"$200,000",Jose-Luis Clerc,Clay,/en/scores/archive/north-conway/705/1981/results,1981
660,South Orange,South Orange,Empty,1981.07.28,"$85,500",Shlomo Glickstein,Clay,/en/scores/archive/south-orange/707/1981/results,1981
661,Indianapolis,Indianapolis,Empty,1981.08.03,"$228,600",Jose-Luis Clerc,Clay,/en/scores/archive/indianapolis/717/1981/results,1981
662,Columbus,Columbus,Empty,1981.08.03,"$85,500",Brian Teacher,Hard,/en/scores/archive/columbus/343/1981/results,1981
663,Montreal / Toronto,Montreal,Empty,1981.08.10,"$228,600",Ivan Lendl,Hard,/en/scores/archive/montreal/421/1981/results,1981
664,Cleveland,Cleveland,Empty,1981.08.10,"$85,500",Gene Mayer,Hard,/en/scores/archive/cleveland/320/1981/results,1981
665,Stowe,Stowe,Empty,1981.08.10,"$85,500",Brian Gottfried,Hard,/en/scores/archive/stowe/349/1981/results,1981
666,Cincinnati,Cincinnati,Empty,1981.08.17,"$228,600",John McEnroe,Hard,/en/scores/archive/cincinnati/422/1981/results,1981
667,Atlanta,Atlanta,Empty,1981.08.17,"$85,500",Mel Purcell,Hard,/en/scores/archive/atlanta/412/1981/results,1981
668,US Open,New York,Empty,1981.09.01,"$500,000",John McEnroe,Hard,/en/scores/archive/us-open/560/1981/results,1981
669,Palermo,Palermo,Empty,1981.09.14,"$85,500",Manuel Orantes,Clay,/en/scores/archive/palermo/325/1981/results,1981
670,San Francisco,San Francisco,Empty,1981.09.21,"$200,000",Eliot Teltscher,Carpet,/en/scores/archive/san-francisco/424/1981/results,1981
671,Bordeaux,Bordeaux,Empty,1981.09.21,"$85,500",Andres Gomez,Clay,/en/scores/archive/bordeaux/323/1981/results,1981
672,Geneva,Geneva,Empty,1981.09.21,"$85,500",Bjorn Borg,Clay,/en/scores/archive/geneva/322/1981/results,1981
673,Madrid,Madrid,Empty,1981.09.29,"$85,500",Ivan Lendl,Clay,/en/scores/archive/madrid/309/1981/results,1981
674,Maui,Maui,Empty,1981.09.29,"$57,000",Henry Pfister,Hard,/en/scores/archive/maui/324/1981/results,1981
675,Barcelona,Barcelona,Empty,1981.10.05,"$200,000",Ivan Lendl,Clay,/en/scores/archive/barcelona/425/1981/results,1981
676,Brisbane,Brisbane,Empty,1981.10.05,"$57,000",Mark Edmondson,Grass,/en/scores/archive/brisbane/326/1981/results,1981
677,Tel Aviv,Tel Aviv,Empty,1981.10.05,"$57,000",Mel Purcell,Hard,/en/scores/archive/tel-aviv/330/1981/results,1981
678,Sydney Indoor,Sydney,Empty,1981.10.12,"$200,000",John McEnroe,Hard,/en/scores/archive/sydney/427/1981/results,1981
679,Basel,Basel,Empty,1981.10.12,"$85,500",Ivan Lendl,Hard,/en/scores/archive/basel/328/1981/results,1981
680,Melbourne Indoor,Melbourne,Empty,1981.10.19,"$142,500",Peter McNamara,Hard,/en/scores/archive/melbourne/331/1981/results,1981
681,Tokyo Outdoor,Tokyo,Empty,1981.10.19,"$142,500",Balazs Taroczy,Clay,/en/scores/archive/tokyo/329/1981/results,1981
682,Vienna,Vienna,Empty,1981.10.19,"$114,000",Ivan Lendl,Hard,/en/scores/archive/vienna/337/1981/results,1981
683,Tokyo Indoor,Tokyo,Empty,1981.10.26,"$342,900",Vincent Van Patten,Carpet,/en/scores/archive/tokyo/428/1981/results,1981
684,Cologne,Cologne,Empty,1981.10.26,"$85,500",Ivan Lendl,Hard,/en/scores/archive/cologne/332/1981/results,1981
685,Paris Indoor,Paris,Empty,1981.10.26,"$57,000",Mark Vines,Hard,/en/scores/archive/paris/7302/1981/results,1981
686,Stockholm,Stockholm,Empty,1981.11.02,"$228,600",Gene Mayer,Hard,/en/scores/archive/stockholm/429/1981/results,1981
687,Hong Kong,Hong Kong,Empty,1981.11.02,"$85,500",Van Winitsky,Hard,/en/scores/archive/hong-kong/336/1981/results,1981
688,Quito,Quito,Empty,1981.11.02,"$57,000",Eddie Dibbs,Clay,/en/scores/archive/quito/353/1981/results,1981
689,Wembley,Wembley,Empty,1981.11.09,"$200,000",Jimmy Connors,Carpet,/en/scores/archive/wembley/430/1981/results,1981
690,Taipei,Taipei,Chinese Taipei,1981.11.09,"$85,500",Robert Van't Hof,Carpet,/en/scores/archive/taipei/333/1981/results,1981
691,Buenos Aires,Buenos Aires,Empty,1981.11.16,"$200,000",Ivan Lendl,Clay,/en/scores/archive/buenos-aires/303/1981/results,1981
692,Bangkok,Bangkok,Empty,1981.11.16,"$85,500",Bill Scanlon,Carpet,/en/scores/archive/bangkok/334/1981/results,1981
693,Bologna,Bologna,Empty,1981.11.16,"$85,500",Sandy Mayer,Carpet,/en/scores/archive/bologna/312/1981/results,1981
694,Johannesburg,Johannesburg,Empty,1981.11.23,"$342,900",Vitas Gerulaitis,Hard,/en/scores/archive/johannesburg/426/1981/results,1981
695,Manila,Manila,Empty,1981.11.23,"$85,500",Ramesh Krishnan,Carpet,/en/scores/archive/manila/362/1981/results,1981
696,Santiago,Santiago,Empty,1981.11.23,"$57,000",Hans Gildemeister,Clay,/en/scores/archive/santiago/361/1981/results,1981
697,Sydney Outdoor,Sydney,Empty,1981.12.14,"$142,500",Tim Wilkison,Grass,/en/scores/archive/sydney/338/1981/results,1981
698,Sofia,Sofia,Empty,1981.12.14,"$57,000",Rick Meyer,Carpet,/en/scores/archive/sofia/364/1981/results,1981
699,Australian Open,Melbourne,Empty,1981.12.24,"$400,000",Johan Kriek,Grass,/en/scores/archive/australian-open/580/1981/results,1981
700,Masters,,Empty,1982.01.13,"$400,000",Ivan Lendl,Carpet,/en/scores/archive/masters/605/1981/results,1981
701,Adelaide,Adelaide,Empty,1982.01.04,"$88,500",Rod Frawley,Grass,/en/scores/archive/adelaide/7308/1982/results,1982
702,Adelaide-2,Adelaide,Empty,1982.01.04,"$88,500",Rod Frawley,Grass,/en/scores/archive/adelaide/393/1982/results,1982
703,Auckland,Auckland,Empty,1982.01.11,"$88,500",Tim Wilkison,Hard,/en/scores/archive/auckland/301/1982/results,1982
704,Guaruja,Guaruja,Empty,1982.01.18,"$118,000",Van Winitsky,Hard,/en/scores/archive/guaruja/201/1982/results,1982
705,Mexico City WCT,Mexico City,Empty,1982.01.19,"$300,000",Tomas Smid,Carpet,/en/scores/archive/mexico-city/7303/1982/results,1982
706,Philadelphia,Philadelphia,Empty,1982.01.25,"$370,000",John McEnroe,Carpet,/en/scores/archive/philadelphia/401/1982/results,1982
707,Delray Beach WCT,Delray Beach,Empty,1982.01.25,"$300,000",Ivan Lendl,Clay,/en/scores/archive/delray-beach/803/1982/results,1982
708,Vina Del Mar,Vina Del Mar,Empty,1982.01.25,"$88,500",Pedro Rebolledo,Clay,/en/scores/archive/vina-del-mar/204/1982/results,1982
709,Denver,Denver,Empty,1982.02.01,"$310,000",John Sadri,Carpet,/en/scores/archive/denver/389/1982/results,1982
710,Buenos Aires,Buenos Aires,Empty,1982.02.01,"$88,500",Guillermo Vilas,Clay,/en/scores/archive/buenos-aires/303/1982/results,1982
711,Richmond WCT,Richmond,Empty,1982.02.08,"$300,000",Jose-Luis Clerc,Carpet,/en/scores/archive/richmond/802/1982/results,1982
712,Memphis,Memphis,Empty,1982.02.08,"$280,000",Johan Kriek,Carpet,/en/scores/archive/memphis/402/1982/results,1982
713,Caracas,Caracas,Empty,1982.02.08,"$88,500",Raul Ramirez,Hard,/en/scores/archive/caracas/344/1982/results,1982
714,La Quinta,La Quinta,Empty,1982.02.15,"$250,000",Yannick Noah,Hard,/en/scores/archive/la-quinta/404/1982/results,1982
715,Monterrey,Monterrey,Empty,1982.02.22,"$370,000",Jimmy Connors,Carpet,/en/scores/archive/monterrey/345/1982/results,1982
716,Genova WCT,Genova,Empty,1982.02.22,"$300,000",Ivan Lendl,Carpet,/en/scores/archive/genova/808/1982/results,1982
717,Cairo,Cairo,Empty,1982.02.22,"$88,500",Brad Drewett,Clay,/en/scores/archive/cairo/206/1982/results,1982
718,Brussels,Brussels,Empty,1982.03.08,"$310,000",Vitas Gerulaitis,Carpet,/en/scores/archive/brussels/406/1982/results,1982
719,Munich-2 WCT,Munich,Empty,1982.03.08,"$300,000",Ivan Lendl,Carpet,/en/scores/archive/munich/804/1982/results,1982
720,Linz,Linz,Empty,1982.03.08,"$88,500",Anders Jarryd,Carpet,/en/scores/archive/linz/351/1982/results,1982
721,Rotterdam,Rotterdam,Empty,1982.03.15,"$310,000",Guillermo Vilas,Carpet,/en/scores/archive/rotterdam/407/1982/results,1982
722,Strasbourg WCT,Strasbourg,Empty,1982.03.15,"$300,000",Ivan Lendl,Carpet,/en/scores/archive/strasbourg/809/1982/results,1982
723,Metz,Metz,Empty,1982.03.15,"$88,500",Erick Iskersky,Hard,/en/scores/archive/metz/7305/1982/results,1982
724,Milan,Milan,Empty,1982.03.22,"$430,000",Guillermo Vilas,Carpet,/en/scores/archive/milan/408/1982/results,1982
725,Zurich WCT,Zurich,Empty,1982.03.28,"$300,000",Bill Scanlon,Carpet,/en/scores/archive/zurich/810/1982/results,1982
726,Frankfurt,Frankfurt,Empty,1982.03.29,"$310,000",Ivan Lendl,Carpet,/en/scores/archive/frankfurt/348/1982/results,1982
727,Nice,Nice,Empty,1982.03.29,"$88,500",Balazs Taroczy,Clay,/en/scores/archive/nice/6120/1982/results,1982
728,Monte Carlo,Monte Carlo,Empty,1982.04.05,"$370,000",Guillermo Vilas,Clay,/en/scores/archive/monte-carlo/410/1982/results,1982
729,Houston WCT,Houston,Empty,1982.04.12,"$300,000",Ivan Lendl,Clay,/en/scores/archive/houston/405/1982/results,1982
730,Los Angeles,Los Angeles,Empty,1982.04.12,"$250,000",Jimmy Connors,Hard,/en/scores/archive/los-angeles/423/1982/results,1982
731,Las Vegas,Las Vegas,Empty,1982.04.19,"$370,000",Jimmy Connors,Hard,/en/scores/archive/las-vegas/413/1982/results,1982
732,Bournemouth,Bournemouth,Empty,1982.04.19,"$118,000",Manuel Orantes,Clay,/en/scores/archive/bournemouth/347/1982/results,1982
733,Dallas WCT,Dallas,Empty,1982.04.20,"$300,000",Ivan Lendl,Carpet,/en/scores/archive/dallas/610/1982/results,1982
734,Madrid,Madrid,Empty,1982.04.26,"$250,000",Guillermo Vilas,Clay,/en/scores/archive/madrid/309/1982/results,1982
735,Tampa,Tampa,Empty,1982.04.26,"$88,500",Brian Gottfried,Hard,/en/scores/archive/tampa/346/1982/results,1982
736,Hilton Head WCT,Hilton Head,Empty,1982.04.27,"$100,000",Van Winitsky,Clay,/en/scores/archive/hilton-head/724/1982/results,1982
737,Forest Hills WCT,Forest Hills,Empty,1982.05.02,"$500,000",Ivan Lendl,Clay,/en/scores/archive/forest-hills/415/1982/results,1982
738,World Team Cup,Dusseldorf,Empty,1982.05.03,"$450,000",Gene Mayer,Clay,/en/scores/archive/dusseldorf/615/1982/results,1982
739,Hamburg,Hamburg,Empty,1982.05.10,"$310,000",Jose Higueras,Clay,/en/scores/archive/hamburg/414/1982/results,1982
740,Florence,Florence,Empty,1982.05.10,"$88,500",Vitas Gerulaitis,Clay,/en/scores/archive/florence/310/1982/results,1982
741,Rome,Rome,Empty,1982.05.17,"$370,000",Andres Gomez,Clay,/en/scores/archive/rome/416/1982/results,1982
742,Munich,Munich,Empty,1982.05.17,"$88,500",Gene Mayer,Clay,/en/scores/archive/munich/308/1982/results,1982
743,Roland Garros,Paris,Empty,1982.05.24,"$593,750",Mats Wilander,Clay,/en/scores/archive/roland-garros/520/1982/results,1982
744,London / Queen's Club,London,Empty,1982.06.07,"$177,000",Jimmy Connors,Grass,/en/scores/archive/london/311/1982/results,1982
745,Venice,Venice,Empty,1982.06.07,"$88,500",Jose-Luis Clerc,Clay,/en/scores/archive/venice/702/1982/results,1982
746,Bristol,Bristol,Empty,1982.06.14,"$118,000",John Alexander,Grass,/en/scores/archive/bristol/313/1982/results,1982
747,Wimbledon,London,Empty,1982.06.21,"$609,259",Jimmy Connors,Grass,/en/scores/archive/wimbledon/540/1982/results,1982
748,Gstaad,Gstaad,Empty,1982.07.05,"$118,000",Jose-Luis Clerc,Clay,/en/scores/archive/gstaad/314/1982/results,1982
749,Newport,Newport,Empty,1982.07.05,"$118,000",Henry Pfister,Grass,/en/scores/archive/newport/315/1982/results,1982
750,Zell Am See WCT,Zell Am See,Empty,1982.07.12,"$300,000",Jose-Luis Clerc,Clay,/en/scores/archive/zell-am-see/811/1982/results,1982
751,Boston,Boston,Empty,1982.07.12,"$250,000",Guillermo Vilas,Clay,/en/scores/archive/boston/417/1982/results,1982
752,Bastad,Bastad,Empty,1982.07.12,"$88,500",Mats Wilander,Clay,/en/scores/archive/bastad/316/1982/results,1982
753,Stuttgart Outdoor,Stuttgart,Empty,1982.07.12,"$88,500",Ramesh Krishnan,Clay,/en/scores/archive/stuttgart/321/1982/results,1982
754,Washington,Washington,Empty,1982.07.19,"$250,000",Ivan Lendl,Clay,/en/scores/archive/washington/418/1982/results,1982
755,Kitzbuhel,Kitzbuhel,Empty,1982.07.19,"$118,000",Guillermo Vilas,Clay,/en/scores/archive/kitzbuhel/319/1982/results,1982
756,Hilversum,Hilversum,Empty,1982.07.19,"$88,500",Balazs Taroczy,Clay,/en/scores/archive/hilversum/317/1982/results,1982
757,Cap d'Agde WCT,Cap d'Agde,Empty,1982.07.26,"$300,000",Tomas Smid,Hard,/en/scores/archive/cap-dagde/812/1982/results,1982
758,North Conway,North Conway,Empty,1982.07.26,"$250,000",Ivan Lendl,Clay,/en/scores/archive/north-conway/705/1982/results,1982
759,South Orange,South Orange,Empty,1982.07.26,"$88,500",Yannick Noah,Clay,/en/scores/archive/south-orange/707/1982/results,1982
760,Indianapolis,Indianapolis,Empty,1982.08.03,"$250,000",Jose Higueras,Clay,/en/scores/archive/indianapolis/717/1982/results,1982
761,Columbus,Columbus,Empty,1982.08.03,"$118,000",Jimmy Connors,Hard,/en/scores/archive/columbus/343/1982/results,1982
762,Montreal / Toronto,Toronto,Empty,1982.08.09,"$370,000",Vitas Gerulaitis,Hard,/en/scores/archive/toronto/421/1982/results,1982
763,Cleveland,Cleveland,Empty,1982.08.09,"$88,500",Sandy Mayer,Hard,/en/scores/archive/cleveland/320/1982/results,1982
764,La Costa WCT,La Costa,Empty,1982.08.10,"$300,000",Johan Kriek,Hard,/en/scores/archive/la-costa/813/1982/results,1982
765,Cincinnati,Cincinnati,Empty,1982.08.16,"$370,000",Ivan Lendl,Hard,/en/scores/archive/cincinnati/422/1982/results,1982
766,Stowe,Stowe,Empty,1982.08.16,"$88,500",Jay Lapidus,Hard,/en/scores/archive/stowe/349/1982/results,1982
767,US Open,New York,Empty,1982.08.31,"$758,000",Jimmy Connors,Hard,/en/scores/archive/us-open/560/1982/results,1982
768,Palermo,Palermo,Empty,1982.09.13,"$118,000",Mario Martinez,Clay,/en/scores/archive/palermo/325/1982/results,1982
769,Los Angeles-2 WCT,Los Angeles,Empty,1982.09.20,"$300,000",Ivan Lendl,Carpet,/en/scores/archive/los-angeles/814/1982/results,1982
770,San Francisco,San Francisco,Empty,1982.09.20,"$250,000",John McEnroe,Carpet,/en/scores/archive/san-francisco/424/1982/results,1982
771,Bordeaux,Bordeaux,Empty,1982.09.20,"$88,500",Hans Gildemeister,Clay,/en/scores/archive/bordeaux/323/1982/results,1982
772,Geneva,Geneva,Empty,1982.09.20,"$88,500",Mats Wilander,Clay,/en/scores/archive/geneva/322/1982/results,1982
773,Maui,Maui,Empty,1982.09.27,"$118,000",John Fitzgerald,Hard,/en/scores/archive/maui/324/1982/results,1982
774,Barcelona,Barcelona,Empty,1982.10.04,"$250,000",Mats Wilander,Clay,/en/scores/archive/barcelona/425/1982/results,1982
775,Melbourne Indoor,Melbourne,Empty,1982.10.04,"$118,000",Vitas Gerulaitis,Carpet,/en/scores/archive/melbourne/331/1982/results,1982
776,Sydney Indoor,Sydney,Empty,1982.10.11,"$250,000",John McEnroe,Hard,/en/scores/archive/sydney/427/1982/results,1982
777,Basel,Basel,Empty,1982.10.11,"$118,000",Yannick Noah,Hard,/en/scores/archive/basel/328/1982/results,1982
778,Naples WCT,Naples,Empty,1982.10.14,"$250,000",Ivan Lendl,Carpet,/en/scores/archive/naples/806/1982/results,1982
779,Amsterdam WCT,Amsterdam,Empty,1982.10.18,"$300,000",Wojtek Fibak,Carpet,/en/scores/archive/amsterdam/815/1982/results,1982
780,Tokyo Outdoor,Tokyo,Empty,1982.10.18,"$147,000",Jimmy Arias,Clay,/en/scores/archive/tokyo/329/1982/results,1982
781,Vienna,Vienna,Empty,1982.10.18,"$118,000",Brian Gottfried,Hard,/en/scores/archive/vienna/337/1982/results,1982
782,Tokyo Indoor,Tokyo,Empty,1982.10.25,"$370,000",John McEnroe,Carpet,/en/scores/archive/tokyo/428/1982/results,1982
783,Cologne,Cologne,Empty,1982.10.25,"$88,500",Kevin Curren,Hard,/en/scores/archive/cologne/332/1982/results,1982
784,Paris Indoor,Paris,Empty,1982.10.25,"$88,500",Wojtek Fibak,Hard,/en/scores/archive/paris/7302/1982/results,1982
785,Stockholm,Stockholm,Empty,1982.11.01,"$370,000",Henri Leconte,Hard,/en/scores/archive/stockholm/429/1982/results,1982
786,Baltimore WCT,Baltimore,Empty,1982.11.01,"$300,000",Paul McNamee,Carpet,/en/scores/archive/baltimore/816/1982/results,1982
787,Hong Kong,Hong Kong,Empty,1982.11.01,"$118,000",Pat Dupre,Hard,/en/scores/archive/hong-kong/336/1982/results,1982
788,Quito,Quito,Empty,1982.11.01,"$88,500",Andres Gomez,Clay,/en/scores/archive/quito/353/1982/results,1982
789,Wembley,Wembley,Empty,1982.11.08,"$250,000",John McEnroe,Carpet,/en/scores/archive/wembley/430/1982/results,1982
790,Taipei,Taipei,Chinese Taipei,1982.11.08,"$88,500",Brad Gilbert,Carpet,/en/scores/archive/taipei/333/1982/results,1982
791,Dortmund WCT,Dortmund,Empty,1982.11.15,"$300,000",Brian Teacher,Carpet,/en/scores/archive/dortmund/817/1982/results,1982
792,Sao Paulo,Sao Paulo,Empty,1982.11.15,"$250,000",Jose-Luis Clerc,Clay,/en/scores/archive/sao-paulo/237/1982/results,1982
793,Ancona,Ancona,Empty,1982.11.15,"$88,500",Anders Jarryd,Carpet,/en/scores/archive/ancona/704/1982/results,1982
794,Bangkok,Bangkok,Empty,1982.11.15,"$88,500",Mike Bauer,Carpet,/en/scores/archive/bangkok/334/1982/results,1982
795,Johannesburg,Johannesburg,Empty,1982.11.22,"$370,000",Vitas Gerulaitis,Hard,/en/scores/archive/johannesburg/426/1982/results,1982
796,Itaparica,Itaparica,Empty,1982.11.22,"$88,500",Jaime Fillol Sr.,Grass,/en/scores/archive/itaparica/240/1982/results,1982
797,Chicago-2 WCT,Chicago,Empty,1982.11.30,"$300,000",Wojtek Fibak,Carpet,/en/scores/archive/chicago/818/1982/results,1982
798,Australian Open,Melbourne,Empty,1982.12.02,"$562,500",Johan Kriek,Grass,/en/scores/archive/australian-open/580/1982/results,1982
799,Toulouse,Toulouse,Empty,1982.12.06,"$88,500",Yannick Noah,Hard,/en/scores/archive/toulouse/327/1982/results,1982
800,Sydney Outdoor,Sydney,Empty,1982.12.13,"$147,000",John Alexander,Grass,/en/scores/archive/sydney/338/1982/results,1982
801,Hartford WCT,Hartford,Empty,1982.12.14,"$300,000",Ivan Lendl,Carpet,/en/scores/archive/hartford/819/1982/results,1982
802,Adelaide-2,Adelaide,Empty,1982.12.20,"$88,500",Mike Bauer,Grass,/en/scores/archive/adelaide/2013/1982/results,1982
803,Melbourne,Melbourne,Empty,1982.12.28,"$88,500",Pat Cash,Grass,/en/scores/archive/melbourne/340/1982/results,1982
804,Masters,,Empty,1983.01.18,"$400,000",Ivan Lendl,Carpet,/en/scores/archive/masters/605/1982/results,1982
805,Auckland,Auckland,Empty,1983.01.10,"$88,500",John Alexander,Hard,/en/scores/archive/auckland/301/1983/results,1983
806,Guaruja,Guaruja,Empty,1983.01.24,"$255,000",Jose-Luis Clerc,Hard,/en/scores/archive/guaruja/201/1983/results,1983
807,Detroit WCT,Detroit,Empty,1983.01.24,"$250,000",Ivan Lendl,Carpet,/en/scores/archive/detroit/805/1983/results,1983
808,Philadelphia,Philadelphia,Empty,1983.01.31,"$375,000",John McEnroe,Carpet,/en/scores/archive/philadelphia/401/1983/results,1983
809,Caracas,Caracas,Empty,1983.01.31,"$88,500",Raul Ramirez,Hard,/en/scores/archive/caracas/344/1983/results,1983
810,Richmond WCT,Richmond,Empty,1983.02.07,"$300,000",Guillermo Vilas,Carpet,/en/scores/archive/richmond/802/1983/results,1983
811,Memphis,Memphis,Empty,1983.02.14,"$315,000",Jimmy Connors,Carpet,/en/scores/archive/memphis/402/1983/results,1983
812,Vina Del Mar,Vina Del Mar,Empty,1983.02.14,"$88,500",Victor Pecci,Clay,/en/scores/archive/vina-del-mar/204/1983/results,1983
813,Delray Beach WCT,Delray Beach,Empty,1983.02.21,"$300,000",Guillermo Vilas,Clay,/en/scores/archive/delray-beach/803/1983/results,1983
814,La Quinta,La Quinta,Empty,1983.02.21,"$255,000",Jose Higueras,Hard,/en/scores/archive/la-quinta/404/1983/results,1983
815,Monterrey,Monterrey,Empty,1983.02.28,"$88,500",Sammy Giammalva Jr.,Carpet,/en/scores/archive/monterrey/345/1983/results,1983
816,Brussels,Brussels,Empty,1983.03.07,"$315,000",Peter McNamara,Carpet,/en/scores/archive/brussels/406/1983/results,1983
817,Nancy,Nancy,Empty,1983.03.07,"$88,500",Nick Saviano,Hard,/en/scores/archive/nancy/304/1983/results,1983
818,Rotterdam,Rotterdam,Empty,1983.03.14,"$315,000",Gene Mayer,Hard,/en/scores/archive/rotterdam/407/1983/results,1983
819,Munich WCT,Munich,Empty,1983.03.14,"$300,000",Brian Teacher,Carpet,/en/scores/archive/munich/804/1983/results,1983
820,Milan,Milan,Empty,1983.03.21,"$435,000",Ivan Lendl,Carpet,/en/scores/archive/milan/408/1983/results,1983
821,Nice,Nice,Empty,1983.03.21,"$88,500",Henrik Sundstrom,Clay,/en/scores/archive/nice/6120/1983/results,1983
822,Monte Carlo,Monte Carlo,Empty,1983.03.28,"$375,000",Mats Wilander,Clay,/en/scores/archive/monte-carlo/410/1983/results,1983
823,Lisbon,Lisbon,Empty,1983.04.04,"$315,000",Mats Wilander,Clay,/en/scores/archive/lisbon/723/1983/results,1983
824,Houston-WCT,Houston,Empty,1983.04.04,"$300,000",Ivan Lendl,Clay,/en/scores/archive/houston/405/1983/results,1983
825,Los Angeles,Los Angeles,Empty,1983.04.11,"$265,000",Gene Mayer,Hard,/en/scores/archive/los-angeles/423/1983/results,1983
826,Aix-En-Provence,Aix-En-Provence,Empty,1983.04.11,"$88,500",Mats Wilander,Clay,/en/scores/archive/aix-en-provence/342/1983/results,1983
827,Hilton Head WCT,Hilton Head,Empty,1983.04.12,"$250,000",Ivan Lendl,Clay,/en/scores/archive/hilton-head/724/1983/results,1983
828,Las Vegas,Las Vegas,Empty,1983.04.18,"$385,000",Jimmy Connors,Hard,/en/scores/archive/las-vegas/413/1983/results,1983
829,Bournemouth,Bournemouth,Empty,1983.04.18,"$150,500",Jose Higueras,Clay,/en/scores/archive/bournemouth/347/1983/results,1983
830,Madrid,Madrid,Empty,1983.04.25,"$265,000",Yannick Noah,Clay,/en/scores/archive/madrid/309/1983/results,1983
831,Tampa,Tampa,Empty,1983.04.25,"$88,500",Johan Kriek,Carpet,/en/scores/archive/tampa/346/1983/results,1983
832,Dallas WCT,Dallas,Empty,1983.04.26,"$300,000",John McEnroe,Carpet,/en/scores/archive/dallas/610/1983/results,1983
833,Forest Hills WCT,Forest Hills,Empty,1983.05.01,"$500,000",John McEnroe,Clay,/en/scores/archive/forest-hills/415/1983/results,1983
834,World Team Cup,Dusseldorf,Empty,1983.05.02,"$450,000",Jose Higueras,Clay,/en/scores/archive/dusseldorf/615/1983/results,1983
835,Hamburg,Hamburg,Empty,1983.05.09,"$315,000",Yannick Noah,Clay,/en/scores/archive/hamburg/414/1983/results,1983
836,Florence,Florence,Empty,1983.05.09,"$88,500",Jimmy Arias,Clay,/en/scores/archive/florence/310/1983/results,1983
837,Rome,Rome,Empty,1983.05.16,"$375,000",Jimmy Arias,Clay,/en/scores/archive/rome/416/1983/results,1983
838,Munich,Munich,Empty,1983.05.16,"$88,500",Tomas Smid,Clay,/en/scores/archive/munich/308/1983/results,1983
839,Roland Garros,Paris,Empty,1983.05.23,"$781,250",Yannick Noah,Clay,/en/scores/archive/roland-garros/520/1983/results,1983
840,London / Queen's Club,London,Empty,1983.06.06,"$250,000",Jimmy Connors,Grass,/en/scores/archive/london/311/1983/results,1983
841,Venice,Venice,Empty,1983.06.06,"$88,500",Roberto Arguello,Clay,/en/scores/archive/venice/702/1983/results,1983
842,Bristol,Bristol,Empty,1983.06.13,"$117,000",Johan Kriek,Grass,/en/scores/archive/bristol/313/1983/results,1983
843,Wimbledon,London,Empty,1983.06.20,"$856,376",John McEnroe,Grass,/en/scores/archive/wimbledon/540/1983/results,1983
844,Gstaad,Gstaad,Empty,1983.07.04,"$117,000",Sandy Mayer,Clay,/en/scores/archive/gstaad/314/1983/results,1983
845,Newport,Newport,Empty,1983.07.04,"$117,000",John Fitzgerald,Grass,/en/scores/archive/newport/315/1983/results,1983
846,Boston,Boston,Empty,1983.07.11,"$265,000",Jose-Luis Clerc,Clay,/en/scores/archive/boston/417/1983/results,1983
847,Stuttgart Outdoor,Stuttgart,Empty,1983.07.11,"$117,000",Jose Higueras,Clay,/en/scores/archive/stuttgart/321/1983/results,1983
848,Bastad,Bastad,Empty,1983.07.11,"$88,500",Mats Wilander,Clay,/en/scores/archive/bastad/316/1983/results,1983
849,Washington,Washington,Empty,1983.07.18,"$265,000",Jose-Luis Clerc,Clay,/en/scores/archive/washington/418/1983/results,1983
