,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
1300,Tobias Kamke,Taro Daniel,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1301,David Goffin,Elias Ymer,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1302,Victor Estrella Burgos,Deiton Baughman,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1303,Alex Kuznetsov,Paolo Lorenzi,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1304,Dominic Thiem,Rhyne Williams,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1305,Jack Sock,Marton Fucsovics,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1306,Jan-Lennard Struff,Illya Marchenko,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1307,Lukas Lacko,Andrej Martin,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1308,Daniel Evans,Tim Smyczek,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1309,Damir Dzumhur,Denis Kudla,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1310,Steve Johnson,Michael Russell,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1311,Peter Polansky,Peter Gojowczyk,2,1,ATP Masters 1000 Miami,2014,Miami,United States
1312,Filip Krajinovic,Julian Reister,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1313,Paul-Henri Mathieu,Jesse Huta Galung,2,1,ATP Masters 1000 Miami,2014,Miami,United States
1314,Evgeny Donskoy,Go Soeda,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1315,Aljaz Bedene,Wayne Odesnik,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1316,Malek Jaziri,Diego Schwartzman,2,0,ATP Masters 1000 Miami,2014,Miami,United States
1317,Fernando Verdasco,Nicolas Almagro,2,0,Houston,2014,Houston,United States
1318,Nicolas Almagro,Sam Querrey,0,0,Houston,2014,Houston,United States
1319,Fernando Verdasco,Santiago Giraldo,2,0,Houston,2014,Houston,United States
1320,Nicolas Almagro,Jack Sock,2,0,Houston,2014,Houston,United States
1321,Fernando Verdasco,Donald Young,2,0,Houston,2014,Houston,United States
1322,Santiago Giraldo,Alejandro Gonzalez,2,0,Houston,2014,Houston,United States
1323,Sam Querrey,Dustin Brown,2,1,Houston,2014,Houston,United States
1324,Dustin Brown,John Isner,2,1,Houston,2014,Houston,United States
1325,Santiago Giraldo,Tommy Robredo,2,0,Houston,2014,Houston,United States
1326,Nicolas Almagro,Michael Russell,2,0,Houston,2014,Houston,United States
1327,Fernando Verdasco,Steve Johnson,2,1,Houston,2014,Houston,United States
1328,Alejandro Gonzalez,Feliciano Lopez,2,0,Houston,2014,Houston,United States
1329,Donald Young,Juan Monaco,2,1,Houston,2014,Houston,United States
1330,Sam Querrey,Lleyton Hewitt,2,0,Houston,2014,Houston,United States
1331,Jack Sock,Benjamin Becker,2,0,Houston,2014,Houston,United States
1332,Feliciano Lopez,Robby Ginepri,2,0,Houston,2014,Houston,United States
1333,Juan Monaco,Somdev Devvarman,2,0,Houston,2014,Houston,United States
1334,Lleyton Hewitt,Peter Polansky,2,1,Houston,2014,Houston,United States
1335,Jack Sock,Ivo Karlovic,2,0,Houston,2014,Houston,United States
1336,Benjamin Becker,Ruben Ramirez Hidalgo,2,1,Houston,2014,Houston,United States
1337,Dustin Brown,Rhyne Williams,2,0,Houston,2014,Houston,United States
1338,Santiago Giraldo,Matthew Ebden,2,0,Houston,2014,Houston,United States
1339,Alejandro Gonzalez,Marcos Baghdatis,2,1,Houston,2014,Houston,United States
1340,Steve Johnson,Denis Kudla,2,0,Houston,2014,Houston,United States
1341,Sam Querrey,Alex Bogomolov Jr.,2,0,Houston,2014,Houston,United States
1342,Michael Russell,Daniel Gimeno-Traver,2,0,Houston,2014,Houston,United States
1343,Donald Young,Ryan Harrison,2,0,Houston,2014,Houston,United States
1344,Ryan Harrison,Ruben Bemelmans,2,1,Houston,2014,Houston,United States
1345,Peter Polansky,Thiemo de Bakker,2,0,Houston,2014,Houston,United States
1346,Ruben Ramirez Hidalgo,Takanyi Garanganga,2,1,Houston,2014,Houston,United States
1347,Robby Ginepri,Thanasi Kokkinakis,2,0,Houston,2014,Houston,United States
1348,Ryan Harrison,Louk Sorensen,2,1,Houston,2014,Houston,United States
1349,Peter Polansky,Ante Pavic,2,0,Houston,2014,Houston,United States
1350,Thiemo de Bakker,Mischa Zverev,2,1,Houston,2014,Houston,United States
1351,Ruben Bemelmans,Srikar Alla,2,0,Houston,2014,Houston,United States
1352,Ruben Ramirez Hidalgo,Greg Ouellette,2,0,Houston,2014,Houston,United States
1353,Thanasi Kokkinakis,Illya Marchenko,2,0,Houston,2014,Houston,United States
1354,Takanyi Garanganga,Jason Kubler,2,0,Houston,2014,Houston,United States
1355,Robby Ginepri,Bjorn Fratangelo,2,1,Houston,2014,Houston,United States
1356,Ryan Harrison,Andrew Carter,2,0,Houston,2014,Houston,United States
1357,Robby Ginepri,Alex Kuznetsov,2,1,Houston,2014,Houston,United States
1358,Peter Polansky,Erik Crepaldi,2,0,Houston,2014,Houston,United States
1359,Jason Kubler,Wayne Odesnik,2,0,Houston,2014,Houston,United States
1360,Thiemo de Bakker,Bojan Szumanski,2,0,Houston,2014,Houston,United States
1361,Ruben Bemelmans,Mitchell Krueger,2,0,Houston,2014,Houston,United States
1362,Ruben Ramirez Hidalgo,Patrick Davidson,2,0,Houston,2014,Houston,United States
1363,Illya Marchenko,John-Patrick Smith,2,0,Houston,2014,Houston,United States
1364,Srikar Alla,Adam Gustavsson,2,1,Houston,2014,Houston,United States
1365,Bjorn Fratangelo,Purav Raja,2,0,Houston,2014,Houston,United States
1366,Takanyi Garanganga,Nils Langer,2,1,Houston,2014,Houston,United States
1367,Thanasi Kokkinakis,Fritz Wolmarans,2,1,Houston,2014,Houston,United States
1368,Greg Ouellette,David Warren,2,0,Houston,2014,Houston,United States
1369,Ante Pavic,Andrea Arnaboldi,2,0,Houston,2014,Houston,United States
1370,Louk Sorensen,Bayo Philips,2,0,Houston,2014,Houston,United States
1371,Mischa Zverev,Alexander Zverev,2,1,Houston,2014,Houston,United States
1372,Guillermo Garcia-Lopez,Marcel Granollers,2,1,Casablanca,2014,Casablanca,Morocco
1373,Marcel Granollers,Federico Delbonis,2,0,Casablanca,2014,Casablanca,Morocco
1374,Guillermo Garcia-Lopez,Roberto Carballes Baena,2,1,Casablanca,2014,Casablanca,Morocco
1375,Guillermo Garcia-Lopez,Benoit Paire,2,0,Casablanca,2014,Casablanca,Morocco
1376,Marcel Granollers,Pablo Carreno Busta,2,1,Casablanca,2014,Casablanca,Morocco
1377,Federico Delbonis,Victor Hanescu,2,0,Casablanca,2014,Casablanca,Morocco
1378,Roberto Carballes Baena,Andrey Kuznetsov,2,0,Casablanca,2014,Casablanca,Morocco
1379,Victor Hanescu,Kevin Anderson,2,0,Casablanca,2014,Casablanca,Morocco
1380,Benoit Paire,Albert Montanes,2,1,Casablanca,2014,Casablanca,Morocco
1381,Marcel Granollers,Albert Ramos-Vinolas,2,0,Casablanca,2014,Casablanca,Morocco
1382,Roberto Carballes Baena,Joao Sousa,2,1,Casablanca,2014,Casablanca,Morocco
1383,Federico Delbonis,Filip Peliwo,2,1,Casablanca,2014,Casablanca,Morocco
1384,Guillermo Garcia-Lopez,Carlos Berlocq,2,0,Casablanca,2014,Casablanca,Morocco
1385,Pablo Carreno Busta,Aleksandr Nedovyesov,2,1,Casablanca,2014,Casablanca,Morocco
1386,Andrey Kuznetsov,Jiri Vesely,2,0,Casablanca,2014,Casablanca,Morocco
1387,Joao Sousa,Igor Sijsling,2,0,Casablanca,2014,Casablanca,Morocco
1388,Federico Delbonis,Gilles Simon,2,0,Casablanca,2014,Casablanca,Morocco
1389,Aleksandr Nedovyesov,Robin Haase,2,0,Casablanca,2014,Casablanca,Morocco
1390,Guillermo Garcia-Lopez,Mikhail Kukushkin,2,0,Casablanca,2014,Casablanca,Morocco
1391,Carlos Berlocq,Teymuraz Gabashvili,2,0,Casablanca,2014,Casablanca,Morocco
1392,Roberto Carballes Baena,David Goffin,2,0,Casablanca,2014,Casablanca,Morocco
1393,Pablo Carreno Busta,Tobias Kamke,2,0,Casablanca,2014,Casablanca,Morocco
1394,Victor Hanescu,Hicham Khaddari,2,0,Casablanca,2014,Casablanca,Morocco
1395,Albert Montanes,Kenny De Schepper,2,0,Casablanca,2014,Casablanca,Morocco
1396,Filip Peliwo,Filippo Volandri,2,0,Casablanca,2014,Casablanca,Morocco
1397,Albert Ramos-Vinolas,Lamine Ouahab,2,1,Casablanca,2014,Casablanca,Morocco
1398,Jiri Vesely,Leonardo Mayer,2,0,Casablanca,2014,Casablanca,Morocco
1399,Gilles Simon,Andrey Kuznetsov,2,0,Casablanca,2014,Casablanca,Morocco
1400,David Goffin,Marco Cecchinato,2,0,Casablanca,2014,Casablanca,Morocco
1401,Roberto Carballes Baena,Martin Fischer,2,0,Casablanca,2014,Casablanca,Morocco
1402,Filip Peliwo,Victor Crivoi,2,0,Casablanca,2014,Casablanca,Morocco
1403,Gilles Simon,Roberto Marcora,2,1,Casablanca,2014,Casablanca,Morocco
1404,Roberto Carballes Baena,Dusan Lajovic,2,0,Casablanca,2014,Casablanca,Morocco
1405,Victor Crivoi,Stephane Robert,2,0,Casablanca,2014,Casablanca,Morocco
1406,David Goffin,Richard Becker,2,0,Casablanca,2014,Casablanca,Morocco
1407,Andrey Kuznetsov,Philipp Oswald,2,0,Casablanca,2014,Casablanca,Morocco
1408,Marco Cecchinato,Potito Starace,2,0,Casablanca,2014,Casablanca,Morocco
1409,Martin Fischer,Alessandro Giannessi,2,0,Casablanca,2014,Casablanca,Morocco
1410,Filip Peliwo,Juan Lizariturry,2,1,Casablanca,2014,Casablanca,Morocco
1411,Gilles Simon,Nikola Cacic,2,1,Casablanca,2014,Casablanca,Morocco
1412,Dusan Lajovic,Yassine Idmbarek,2,0,Casablanca,2014,Casablanca,Morocco
1413,Stephane Robert,John Peers,2,1,Casablanca,2014,Casablanca,Morocco
1414,David Goffin,Gianluca Naso,2,0,Casablanca,2014,Casablanca,Morocco
1415,Juan Lizariturry,Paul-Henri Mathieu,0,0,Casablanca,2014,Casablanca,Morocco
1416,Andrey Kuznetsov,Flavio Cipolla,2,0,Casablanca,2014,Casablanca,Morocco
1417,Potito Starace,Nizar Belmati,2,0,Casablanca,2014,Casablanca,Morocco
1418,Martin Fischer,Boy Westerhof,2,0,Casablanca,2014,Casablanca,Morocco
1419,Richard Becker,Frantisek Cermak,2,0,Casablanca,2014,Casablanca,Morocco
1420,Roberto Carballes Baena,Oliver Marach,2,0,Casablanca,2014,Casablanca,Morocco
1421,Marco Cecchinato,Younes Rachidi,2,0,Casablanca,2014,Casablanca,Morocco
1422,Victor Crivoi,Mikhail Elgin,2,0,Casablanca,2014,Casablanca,Morocco
1423,Alessandro Giannessi,Lorenzo Giustino,2,1,Casablanca,2014,Casablanca,Morocco
1424,Roberto Marcora,Enrique Lopez Perez,2,1,Casablanca,2014,Casablanca,Morocco
1425,Philipp Oswald,Khalid Allouch,2,0,Casablanca,2014,Casablanca,Morocco
1426,Filip Peliwo,Florent Serra,2,0,Casablanca,2014,Casablanca,Morocco
1427,Stan Wawrinka,Roger Federer,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1428,Roger Federer,Novak Djokovic,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1429,Stan Wawrinka,David Ferrer,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1430,David Ferrer,Rafael Nadal,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1431,Novak Djokovic,Guillermo Garcia-Lopez,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1432,Stan Wawrinka,Milos Raonic,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1433,Roger Federer,Jo-Wilfried Tsonga,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1434,Rafael Nadal,Andreas Seppi,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1435,Novak Djokovic,Pablo Carreno Busta,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1436,Stan Wawrinka,Nicolas Almagro,0,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1437,Roger Federer,Lukas Rosol,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1438,Guillermo Garcia-Lopez,Tomas Berdych,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1439,David Ferrer,Grigor Dimitrov,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1440,Milos Raonic,Tommy Robredo,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1441,Jo-Wilfried Tsonga,Fabio Fognini,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1442,Rafael Nadal,Teymuraz Gabashvili,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1443,Novak Djokovic,Albert Montanes,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1444,Stan Wawrinka,Marin Cilic,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1445,Roger Federer,Radek Stepanek,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1446,Tomas Berdych,Dmitry Tursunov,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1447,David Ferrer,Jeremy Chardy,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1448,Milos Raonic,Yen-Hsun Lu,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1449,Jo-Wilfried Tsonga,Philipp Kohlschreiber,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1450,Fabio Fognini,Roberto Bautista Agut,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1451,Tommy Robredo,Julien Benneteau,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1452,Grigor Dimitrov,Albert Ramos-Vinolas,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1453,Nicolas Almagro,Nicolas Mahut,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1454,Guillermo Garcia-Lopez,Alexandr Dolgopolov,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1455,Pablo Carreno Busta,Gael Monfils,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1456,Lukas Rosol,Michael Llodra,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1457,Andreas Seppi,Pablo Andujar,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1458,Fabio Fognini,Joao Sousa,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1459,Tommy Robredo,David Goffin,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1460,Grigor Dimitrov,Marcel Granollers,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1461,Andreas Seppi,Mikhail Youzhny,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1462,Gael Monfils,Kevin Anderson,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1463,Nicolas Almagro,Paul-Henri Mathieu,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1464,Michael Llodra,Jerzy Janowicz,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1465,Alexandr Dolgopolov,Ernests Gulbis,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1466,Pablo Andujar,Edouard Roger-Vasselin,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1467,Roberto Bautista Agut,Vasek Pospisil,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1468,Julien Benneteau,Jurgen Melzer,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1469,Pablo Carreno Busta,Ivan Dodig,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1470,Jeremy Chardy,Igor Sijsling,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1471,Marin Cilic,Marinko Matosevic,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1472,Teymuraz Gabashvili,Gilles Simon,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1473,Guillermo Garcia-Lopez,Benjamin Balleret,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1474,Philipp Kohlschreiber,Simone Bolelli,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1475,Yen-Hsun Lu,Federico Delbonis,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1476,Nicolas Mahut,Dominic Thiem,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1477,Albert Montanes,Benoit Paire,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1478,Albert Ramos-Vinolas,Jarkko Nieminen,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1479,Lukas Rosol,Evgeny Donskoy,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1480,Radek Stepanek,Ivo Karlovic,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1481,Dmitry Tursunov,Robin Haase,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1482,Albert Montanes,Marinko Matosevic,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1483,Teymuraz Gabashvili,Filippo Volandri,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1484,Evgeny Donskoy,Pablo Carreno Busta,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1485,Albert Ramos-Vinolas,Lukasz Kubot,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1486,David Goffin,Stephane Robert,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1487,Michael Llodra,Potito Starace,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1488,Paul-Henri Mathieu,Romain Arneodo,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1489,David Goffin,Denis Istomin,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1490,Paul-Henri Mathieu,Mikhail Kukushkin,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1491,Albert Montanes,Thomaz Bellucci,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1492,Teymuraz Gabashvili,Sergiy Stakhovsky,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1493,Albert Ramos-Vinolas,Carlos Berlocq,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1494,Potito Starace,Kenny De Schepper,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1495,Pablo Carreno Busta,Jan-Lennard Struff,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1496,Marinko Matosevic,Thomas Oger,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1497,Michael Llodra,Michal Przysiezny,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1498,Romain Arneodo,Dusan Lajovic,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1499,Evgeny Donskoy,Aleksandr Nedovyesov,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1500,Filippo Volandri,Michael Berrer,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1501,Lukasz Kubot,Daniel Gimeno-Traver,2,1,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1502,Stephane Robert,Leonardo Mayer,2,0,ATP Masters 1000 Monte Carlo,2014,Monte Carlo,Monaco
1503,Kei Nishikori,Santiago Giraldo,2,0,Barcelona,2014,Barcelona,Spain
1504,Kei Nishikori,Ernests Gulbis,2,0,Barcelona,2014,Barcelona,Spain
1505,Santiago Giraldo,Nicolas Almagro,2,0,Barcelona,2014,Barcelona,Spain
1506,Nicolas Almagro,Rafael Nadal,2,1,Barcelona,2014,Barcelona,Spain
1507,Kei Nishikori,Marin Cilic,2,0,Barcelona,2014,Barcelona,Spain
1508,Ernests Gulbis,Teymuraz Gabashvili,2,0,Barcelona,2014,Barcelona,Spain
1509,Santiago Giraldo,Philipp Kohlschreiber,2,0,Barcelona,2014,Barcelona,Spain
1510,Rafael Nadal,Ivan Dodig,2,0,Barcelona,2014,Barcelona,Spain
1511,Kei Nishikori,Andrey Golubev,2,0,Barcelona,2014,Barcelona,Spain
1512,Marin Cilic,Tommy Robredo,2,1,Barcelona,2014,Barcelona,Spain
1513,Nicolas Almagro,Fernando Verdasco,2,0,Barcelona,2014,Barcelona,Spain
1514,Ernests Gulbis,Albert Montanes,2,0,Barcelona,2014,Barcelona,Spain
1515,Philipp Kohlschreiber,Jurgen Melzer,2,0,Barcelona,2014,Barcelona,Spain
1516,Teymuraz Gabashvili,Inigo Cervantes,2,0,Barcelona,2014,Barcelona,Spain
1517,Santiago Giraldo,Dominic Thiem,2,1,Barcelona,2014,Barcelona,Spain
1518,Rafael Nadal,Albert Ramos-Vinolas,2,0,Barcelona,2014,Barcelona,Spain
1519,Teymuraz Gabashvili,David Ferrer,2,0,Barcelona,2014,Barcelona,Spain
1520,Santiago Giraldo,Fabio Fognini,2,0,Barcelona,2014,Barcelona,Spain
1521,Kei Nishikori,Roberto Bautista Agut,2,1,Barcelona,2014,Barcelona,Spain
1522,Tommy Robredo,Marinko Matosevic,2,0,Barcelona,2014,Barcelona,Spain
1523,Nicolas Almagro,Martin Klizan,2,0,Barcelona,2014,Barcelona,Spain
1524,Jurgen Melzer,Jerzy Janowicz,2,0,Barcelona,2014,Barcelona,Spain
1525,Albert Montanes,Alexandr Dolgopolov,2,0,Barcelona,2014,Barcelona,Spain
1526,Ernests Gulbis,Daniel Gimeno-Traver,2,0,Barcelona,2014,Barcelona,Spain
1527,Philipp Kohlschreiber,Edouard Roger-Vasselin,2,0,Barcelona,2014,Barcelona,Spain
1528,Fernando Verdasco,Kenny De Schepper,2,0,Barcelona,2014,Barcelona,Spain
1529,Marin Cilic,Andrey Kuznetsov,2,0,Barcelona,2014,Barcelona,Spain
1530,Ivan Dodig,Feliciano Lopez,2,0,Barcelona,2014,Barcelona,Spain
1531,Dominic Thiem,Marcel Granollers,2,1,Barcelona,2014,Barcelona,Spain
1532,Inigo Cervantes,Dmitry Tursunov,2,1,Barcelona,2014,Barcelona,Spain
1533,Andrey Golubev,Benoit Paire,2,0,Barcelona,2014,Barcelona,Spain
1534,Roberto Bautista Agut,Lukasz Kubot,2,0,Barcelona,2014,Barcelona,Spain
1535,Inigo Cervantes,Aleksandr Nedovyesov,2,1,Barcelona,2014,Barcelona,Spain
1536,Kenny De Schepper,Marsel Ilhan,2,0,Barcelona,2014,Barcelona,Spain
1537,Ivan Dodig,Facundo Arguello,2,1,Barcelona,2014,Barcelona,Spain
1538,Teymuraz Gabashvili,Michal Przysiezny,2,0,Barcelona,2014,Barcelona,Spain
1539,Daniel Gimeno-Traver,Roberto Carballes Baena,2,0,Barcelona,2014,Barcelona,Spain
1540,Santiago Giraldo,Igor Sijsling,2,0,Barcelona,2014,Barcelona,Spain
1541,Andrey Golubev,Matteo Viola,2,0,Barcelona,2014,Barcelona,Spain
1542,Martin Klizan,Somdev Devvarman,2,0,Barcelona,2014,Barcelona,Spain
1543,Andrey Kuznetsov,Pablo Carreno Busta,2,1,Barcelona,2014,Barcelona,Spain
1544,Marinko Matosevic,Joao Sousa,2,0,Barcelona,2014,Barcelona,Spain
1545,Jurgen Melzer,Mikhail Kukushkin,2,1,Barcelona,2014,Barcelona,Spain
1546,Albert Montanes,Marc Lopez,2,0,Barcelona,2014,Barcelona,Spain
1547,Albert Ramos-Vinolas,Nikolay Davydenko,2,0,Barcelona,2014,Barcelona,Spain
1548,Edouard Roger-Vasselin,Andreas Beck,2,0,Barcelona,2014,Barcelona,Spain
1549,Dominic Thiem,Radek Stepanek,2,0,Barcelona,2014,Barcelona,Spain
1550,Dominic Thiem,Marton Fucsovics,2,0,Barcelona,2014,Barcelona,Spain
1551,Andreas Beck,Stephane Robert,2,1,Barcelona,2014,Barcelona,Spain
1552,Matteo Viola,Evgeny Donskoy,2,0,Barcelona,2014,Barcelona,Spain
1553,Andrey Kuznetsov,Lorenzo Giustino,2,0,Barcelona,2014,Barcelona,Spain
1554,Marsel Ilhan,Jesse Huta Galung,2,0,Barcelona,2014,Barcelona,Spain
1555,Marc Lopez,Jose Checa-Calvo,2,0,Barcelona,2014,Barcelona,Spain
1556,Dominic Thiem,Steven Diez,2,0,Barcelona,2014,Barcelona,Spain
1557,Stephane Robert,Enrique Lopez Perez,2,0,Barcelona,2014,Barcelona,Spain
1558,Evgeny Donskoy,Jordi Samper-Montana,2,1,Barcelona,2014,Barcelona,Spain
1559,Marc Lopez,Peter Gojowczyk,2,1,Barcelona,2014,Barcelona,Spain
1560,Andrey Kuznetsov,Oriol Roca Batalla,2,0,Barcelona,2014,Barcelona,Spain
1561,Jesse Huta Galung,Pol Toledo Bague,2,0,Barcelona,2014,Barcelona,Spain
1562,Andreas Beck,Flavio Cipolla,2,0,Barcelona,2014,Barcelona,Spain
1563,Marsel Ilhan,Juan Lizariturry,2,1,Barcelona,2014,Barcelona,Spain
1564,Lorenzo Giustino,Thomas Fabbiano,2,1,Barcelona,2014,Barcelona,Spain
1565,Jose Checa-Calvo,Ante Pavic,2,1,Barcelona,2014,Barcelona,Spain
1566,Marton Fucsovics,Boy Westerhof,2,1,Barcelona,2014,Barcelona,Spain
1567,Matteo Viola,Gerard Granollers,2,0,Barcelona,2014,Barcelona,Spain
1568,Grigor Dimitrov,Lukas Rosol,2,0,Bucharest,2014,Bucharest,Romania
1569,Grigor Dimitrov,Gael Monfils,0,0,Bucharest,2014,Bucharest,Romania
1570,Lukas Rosol,Robin Haase,2,1,Bucharest,2014,Bucharest,Romania
1571,Grigor Dimitrov,Sergiy Stakhovsky,2,0,Bucharest,2014,Bucharest,Romania
1572,Gael Monfils,Paul-Henri Mathieu,2,1,Bucharest,2014,Bucharest,Romania
1573,Lukas Rosol,Gilles Simon,2,0,Bucharest,2014,Bucharest,Romania
1574,Robin Haase,Denis Istomin,2,1,Bucharest,2014,Bucharest,Romania
1575,Grigor Dimitrov,Jiri Vesely,2,0,Bucharest,2014,Bucharest,Romania
1576,Robin Haase,Mikhail Youzhny,2,0,Bucharest,2014,Bucharest,Romania
1577,Gael Monfils,Ricardas Berankis,2,0,Bucharest,2014,Bucharest,Romania
1578,Gilles Simon,Victor Hanescu,2,1,Bucharest,2014,Bucharest,Romania
1579,Lukas Rosol,Jarkko Nieminen,2,0,Bucharest,2014,Bucharest,Romania
1580,Denis Istomin,Adrian Ungur,2,1,Bucharest,2014,Bucharest,Romania
1581,Paul-Henri Mathieu,Marius Copil,2,0,Bucharest,2014,Bucharest,Romania
1582,Sergiy Stakhovsky,Carlos Berlocq,2,1,Bucharest,2014,Bucharest,Romania
