,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
2254,Teymuraz Gabashvili,Illya Marchenko,2,1,Halle,2014,Halle,Germany
2255,Peter Gojowczyk,Michal Przysiezny,2,0,Halle,2014,Halle,Germany
2256,Steve Johnson,Albano Olivetti,2,0,Halle,2014,Halle,Germany
2257,Philipp Kohlschreiber,Andreas Seppi,2,0,Halle,2014,Halle,Germany
2258,Yen-Hsun Lu,Mate Pavic,2,1,Halle,2014,Halle,Germany
2259,Gael Monfils,Benjamin Becker,2,0,Halle,2014,Halle,Germany
2260,Joao Sousa,Jan-Lennard Struff,2,0,Halle,2014,Halle,Germany
2261,Andrey Kuznetsov,Santiago Gonzalez,2,0,Halle,2014,Halle,Germany
2262,Pierre-Hugues Herbert,Olivier Rochus,2,0,Halle,2014,Halle,Germany
2263,Mate Pavic,Albano Olivetti,2,0,Halle,2014,Halle,Germany
2264,Illya Marchenko,Giovanni Lapentti,2,0,Halle,2014,Halle,Germany
2265,Andrey Kuznetsov,Mirza Basic,2,0,Halle,2014,Halle,Germany
2266,Pierre-Hugues Herbert,Yann Marti,2,0,Halle,2014,Halle,Germany
2267,Giovanni Lapentti,Ricardas Berankis,2,0,Halle,2014,Halle,Germany
2268,Albano Olivetti,Alexandar Lazov,2,0,Halle,2014,Halle,Germany
2269,Illya Marchenko,Lennart Zynga,2,0,Halle,2014,Halle,Germany
2270,Santiago Gonzalez,Marco Chiudinelli,2,0,Halle,2014,Halle,Germany
2271,Olivier Rochus,Jan Hernych,2,1,Halle,2014,Halle,Germany
2272,Mate Pavic,Alex Bolt,2,0,Halle,2014,Halle,Germany
2273,Jan Hernych,Scott Lipsky,0,0,Halle,2014,Halle,Germany
2274,Alex Bolt,Philipp Scholz,2,0,Halle,2014,Halle,Germany
2275,Mirza Basic,Omar Jasika,2,0,Halle,2014,Halle,Germany
2276,Santiago Gonzalez,Gibril Diarra,2,0,Halle,2014,Halle,Germany
2277,Giovanni Lapentti,Mats Moraing,2,1,Halle,2014,Halle,Germany
2278,Alexandar Lazov,Matthias Wunner,2,1,Halle,2014,Halle,Germany
2279,Yann Marti,Tim Puetz,2,1,Halle,2014,Halle,Germany
2280,Mate Pavic,Matthias Bachinger,2,1,Halle,2014,Halle,Germany
2281,Olivier Rochus,Maximilian Dinslaken,2,0,Halle,2014,Halle,Germany
2282,Lennart Zynga,Neven Krivokuca,2,1,Halle,2014,Halle,Germany
2283,Grigor Dimitrov,Feliciano Lopez,2,1,London / Queen's Club,2014,London,Great Britain
2284,Grigor Dimitrov,Stan Wawrinka,2,0,London / Queen's Club,2014,London,Great Britain
2285,Feliciano Lopez,Radek Stepanek,2,0,London / Queen's Club,2014,London,Great Britain
2286,Stan Wawrinka,Marinko Matosevic,2,0,London / Queen's Club,2014,London,Great Britain
2287,Feliciano Lopez,Tomas Berdych,2,0,London / Queen's Club,2014,London,Great Britain
2288,Grigor Dimitrov,Alexandr Dolgopolov,0,0,London / Queen's Club,2014,London,Great Britain
2289,Radek Stepanek,Kevin Anderson,2,1,London / Queen's Club,2014,London,Great Britain
2290,Stan Wawrinka,Sam Querrey,2,0,London / Queen's Club,2014,London,Great Britain
2291,Tomas Berdych,Adrian Mannarino,2,0,London / Queen's Club,2014,London,Great Britain
2292,Radek Stepanek,Andy Murray,2,0,London / Queen's Club,2014,London,Great Britain
2293,Grigor Dimitrov,Edouard Roger-Vasselin,2,0,London / Queen's Club,2014,London,Great Britain
2294,Marinko Matosevic,Jo-Wilfried Tsonga,2,0,London / Queen's Club,2014,London,Great Britain
2295,Kevin Anderson,Sergiy Stakhovsky,2,1,London / Queen's Club,2014,London,Great Britain
2296,Alexandr Dolgopolov,Jarkko Nieminen,2,0,London / Queen's Club,2014,London,Great Britain
2297,Feliciano Lopez,Kenny De Schepper,2,1,London / Queen's Club,2014,London,Great Britain
2298,Stan Wawrinka,Marcos Baghdatis,0,0,London / Queen's Club,2014,London,Great Britain
2299,Tomas Berdych,James Duckworth,2,1,London / Queen's Club,2014,London,Great Britain
2300,Andy Murray,Paul-Henri Mathieu,2,0,London / Queen's Club,2014,London,Great Britain
2301,Grigor Dimitrov,James Ward,2,0,London / Queen's Club,2014,London,Great Britain
2302,Jo-Wilfried Tsonga,David Goffin,2,0,London / Queen's Club,2014,London,Great Britain
2303,Kenny De Schepper,Ernests Gulbis,2,0,London / Queen's Club,2014,London,Great Britain
2304,Kevin Anderson,Daniel Evans,2,0,London / Queen's Club,2014,London,Great Britain
2305,Alexandr Dolgopolov,Denis Istomin,2,0,London / Queen's Club,2014,London,Great Britain
2306,Feliciano Lopez,Lleyton Hewitt,2,0,London / Queen's Club,2014,London,Great Britain
2307,Sergiy Stakhovsky,Vasek Pospisil,2,0,London / Queen's Club,2014,London,Great Britain
2308,Jarkko Nieminen,Dmitry Tursunov,2,0,London / Queen's Club,2014,London,Great Britain
2309,Edouard Roger-Vasselin,Nicolas Mahut,2,1,London / Queen's Club,2014,London,Great Britain
2310,Radek Stepanek,Bernard Tomic,2,0,London / Queen's Club,2014,London,Great Britain
2311,Adrian Mannarino,Victor Estrella Burgos,2,0,London / Queen's Club,2014,London,Great Britain
2312,Marinko Matosevic,Lukas Lacko,2,0,London / Queen's Club,2014,London,Great Britain
2313,Sam Querrey,Denis Kudla,2,0,London / Queen's Club,2014,London,Great Britain
2314,Marinko Matosevic,Marin Cilic,2,0,London / Queen's Club,2014,London,Great Britain
2315,Feliciano Lopez,Dusan Lajovic,2,1,London / Queen's Club,2014,London,Great Britain
2316,Vasek Pospisil,Paolo Lorenzi,2,1,London / Queen's Club,2014,London,Great Britain
2317,Dmitry Tursunov,Igor Sijsling,2,0,London / Queen's Club,2014,London,Great Britain
2318,Nicolas Mahut,Marsel Ilhan,2,0,London / Queen's Club,2014,London,Great Britain
2319,Sam Querrey,Jeremy Chardy,2,1,London / Queen's Club,2014,London,Great Britain
2320,Radek Stepanek,Mikhail Kukushkin,2,0,London / Queen's Club,2014,London,Great Britain
2321,Victor Estrella Burgos,Julien Benneteau,2,1,London / Queen's Club,2014,London,Great Britain
2322,Marcos Baghdatis,Bradley Klahn,2,1,London / Queen's Club,2014,London,Great Britain
2323,Kenny De Schepper,Somdev Devvarman,2,0,London / Queen's Club,2014,London,Great Britain
2324,James Duckworth,Dudi Sela,2,1,London / Queen's Club,2014,London,Great Britain
2325,Daniel Evans,Jurgen Melzer,2,1,London / Queen's Club,2014,London,Great Britain
2326,David Goffin,Dominic Thiem,2,0,London / Queen's Club,2014,London,Great Britain
2327,Lleyton Hewitt,Daniel Gimeno-Traver,2,0,London / Queen's Club,2014,London,Great Britain
2328,Denis Istomin,Farrukh Dustov,2,0,London / Queen's Club,2014,London,Great Britain
2329,Denis Kudla,Michael Russell,2,1,London / Queen's Club,2014,London,Great Britain
2330,Lukas Lacko,Matthew Ebden,2,1,London / Queen's Club,2014,London,Great Britain
2331,Adrian Mannarino,Daniel Cox,2,0,London / Queen's Club,2014,London,Great Britain
2332,Paul-Henri Mathieu,Aljaz Bedene,2,0,London / Queen's Club,2014,London,Great Britain
2333,Jarkko Nieminen,Benoit Paire,2,1,London / Queen's Club,2014,London,Great Britain
2334,Edouard Roger-Vasselin,Evgeny Donskoy,2,1,London / Queen's Club,2014,London,Great Britain
2335,Sergiy Stakhovsky,Daniel Brands,2,0,London / Queen's Club,2014,London,Great Britain
2336,Bernard Tomic,Tim Smyczek,2,1,London / Queen's Club,2014,London,Great Britain
2337,James Ward,Blaz Rola,2,0,London / Queen's Club,2014,London,Great Britain
2338,Daniel Brands,James McGee,2,1,London / Queen's Club,2014,London,Great Britain
2339,Marsel Ilhan,Takanyi Garanganga,2,0,London / Queen's Club,2014,London,Great Britain
2340,Farrukh Dustov,Bobby Reynolds,2,1,London / Queen's Club,2014,London,Great Britain
2341,James Duckworth,Remi Boutillier,2,0,London / Queen's Club,2014,London,Great Britain
2342,Remi Boutillier,Ryan Harrison,2,1,London / Queen's Club,2014,London,Great Britain
2343,Daniel Brands,Myles Orton,2,0,London / Queen's Club,2014,London,Great Britain
2344,Marsel Ilhan,Benjamin Mitchell,2,1,London / Queen's Club,2014,London,Great Britain
2345,Farrukh Dustov,James Marsalek,2,0,London / Queen's Club,2014,London,Great Britain
2346,James McGee,Alex Bogomolov Jr.,2,0,London / Queen's Club,2014,London,Great Britain
2347,James Duckworth,Marcus Daniell,2,0,London / Queen's Club,2014,London,Great Britain
2348,Takanyi Garanganga,Matt Reid,2,1,London / Queen's Club,2014,London,Great Britain
2349,Bobby Reynolds,Luke Saville,2,0,London / Queen's Club,2014,London,Great Britain
2350,Bobby Reynolds,Michael Berrer,2,0,London / Queen's Club,2014,London,Great Britain
2351,Ryan Harrison,Joe Salisbury,2,1,London / Queen's Club,2014,London,Great Britain
2352,Daniel Brands,Adam Thornton-Brown,2,0,London / Queen's Club,2014,London,Great Britain
2353,Marsel Ilhan,Harry Skinner,2,0,London / Queen's Club,2014,London,Great Britain
2354,Matt Reid,Alex Kuznetsov,2,1,London / Queen's Club,2014,London,Great Britain
2355,Farrukh Dustov,Dominic Inglot,2,1,London / Queen's Club,2014,London,Great Britain
2356,Alex Bogomolov Jr.,George Coupland,2,0,London / Queen's Club,2014,London,Great Britain
2357,James Duckworth,Nicholas Monroe,2,0,London / Queen's Club,2014,London,Great Britain
2358,Remi Boutillier,Josh Goodall,0,0,London / Queen's Club,2014,London,Great Britain
2359,Marcus Daniell,Carlos Gomez-Herrera,2,0,London / Queen's Club,2014,London,Great Britain
2360,Takanyi Garanganga,Jonny O'Mara,2,1,London / Queen's Club,2014,London,Great Britain
2361,James Marsalek,Keelan Oakley,2,1,London / Queen's Club,2014,London,Great Britain
2362,James McGee,Borna Coric,2,0,London / Queen's Club,2014,London,Great Britain
2363,Benjamin Mitchell,Alexander Jhun,2,0,London / Queen's Club,2014,London,Great Britain
2364,Myles Orton,Theodoros Angelinos,2,0,London / Queen's Club,2014,London,Great Britain
2365,Luke Saville,Miles Bugby,2,1,London / Queen's Club,2014,London,Great Britain
2366,Roberto Bautista Agut,Benjamin Becker,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2367,Roberto Bautista Agut,Jurgen Melzer,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2368,Benjamin Becker,Joao Sousa,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2369,Jurgen Melzer,Fernando Verdasco,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2370,Roberto Bautista Agut,Nicolas Mahut,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2371,Benjamin Becker,Vasek Pospisil,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2372,Joao Sousa,Thiemo de Bakker,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2373,Fernando Verdasco,Jesse Huta Galung,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2374,Roberto Bautista Agut,Matthew Ebden,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2375,Thiemo de Bakker,Dmitry Tursunov,0,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2376,Vasek Pospisil,Jan-Lennard Struff,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2377,Nicolas Mahut,Steve Johnson,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2378,Jurgen Melzer,Lukas Lacko,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2379,Benjamin Becker,Dudi Sela,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2380,Joao Sousa,Mate Pavic,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2381,Fernando Verdasco,Paul-Henri Mathieu,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2382,Roberto Bautista Agut,Daniel Gimeno-Traver,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2383,Benjamin Becker,Marcel Granollers,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2384,Dmitry Tursunov,Bradley Klahn,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2385,Vasek Pospisil,Dusan Lajovic,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2386,Nicolas Mahut,Kimmer Coppejans,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2387,Jurgen Melzer,Alejandro Falla,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2388,Thiemo de Bakker,Igor Sijsling,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2389,Matthew Ebden,Adrian Mannarino,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2390,Jesse Huta Galung,Aleksandr Nedovyesov,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2391,Steve Johnson,Kenny De Schepper,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2392,Lukas Lacko,Victor Hanescu,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2393,Mate Pavic,Alejandro Gonzalez,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2394,Dudi Sela,Benoit Paire,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2395,Joao Sousa,Paolo Lorenzi,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2396,Jan-Lennard Struff,Lukas Rosol,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2397,Joao Sousa,Julian Reister,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2398,Mate Pavic,Paolo Lorenzi,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2399,Adrian Mannarino,Jurgen Zopp,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2400,Lukas Lacko,Oliver Marach,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2401,Joao Sousa,Kevin Krawietz,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2402,Paolo Lorenzi,Olivier Rochus,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2403,Adrian Mannarino,Michael Grant,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2404,Lukas Lacko,Santiago Gonzalez,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2405,Julian Reister,Philipp Petzschner,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2406,Mate Pavic,Sergiy Stakhovsky,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2407,Jurgen Zopp,Adrien Bossel,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2408,Oliver Marach,Hiroyasu Ehara,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2409,Sergiy Stakhovsky,Sebastian Lavie,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2410,Hiroyasu Ehara,Evgeny Donskoy,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2411,Jurgen Zopp,Mats Moraing,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2412,Adrien Bossel,Sander Groen,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2413,Santiago Gonzalez,Wesley Koolhof,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2414,Michael Grant,Enrico Becuzzi,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2415,Kevin Krawietz,Maximilian Dinslaken,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2416,Oliver Marach,Gibril Diarra,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2417,Mate Pavic,Steve Darcis,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2418,Philipp Petzschner,Martin Emmrich,2,1,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2419,Olivier Rochus,Stephan Fransen,2,0,s-Hertogenbosch,2014,s-Hertogenbosch,Netherlands
2420,Feliciano Lopez,Richard Gasquet,2,1,Eastbourne,2014,Eastbourne,Great Britain
2421,Richard Gasquet,Denis Istomin,2,0,Eastbourne,2014,Eastbourne,Great Britain
2422,Feliciano Lopez,Sam Querrey,2,0,Eastbourne,2014,Eastbourne,Great Britain
2423,Richard Gasquet,Martin Klizan,2,0,Eastbourne,2014,Eastbourne,Great Britain
2424,Feliciano Lopez,Jeremy Chardy,2,0,Eastbourne,2014,Eastbourne,Great Britain
2425,Denis Istomin,Edouard Roger-Vasselin,2,0,Eastbourne,2014,Eastbourne,Great Britain
2426,Sam Querrey,Julien Benneteau,2,0,Eastbourne,2014,Eastbourne,Great Britain
2427,Richard Gasquet,Bernard Tomic,2,1,Eastbourne,2014,Eastbourne,Great Britain
2428,Feliciano Lopez,Tobias Kamke,2,0,Eastbourne,2014,Eastbourne,Great Britain
2429,Denis Istomin,Guillermo Garcia-Lopez,2,0,Eastbourne,2014,Eastbourne,Great Britain
2430,Julien Benneteau,Gilles Simon,2,0,Eastbourne,2014,Eastbourne,Great Britain
2431,Jeremy Chardy,Carlos Berlocq,2,0,Eastbourne,2014,Eastbourne,Great Britain
2432,Martin Klizan,Donald Young,2,0,Eastbourne,2014,Eastbourne,Great Britain
2433,Sam Querrey,Victor Estrella Burgos,0,0,Eastbourne,2014,Eastbourne,Great Britain
2434,Edouard Roger-Vasselin,Jarkko Nieminen,2,0,Eastbourne,2014,Eastbourne,Great Britain
2435,Jeremy Chardy,Ivo Karlovic,2,0,Eastbourne,2014,Eastbourne,Great Britain
2436,Gilles Simon,Chris Guccione,2,0,Eastbourne,2014,Eastbourne,Great Britain
2437,Jarkko Nieminen,Santiago Giraldo,2,1,Eastbourne,2014,Eastbourne,Great Britain
2438,Martin Klizan,Federico Delbonis,2,0,Eastbourne,2014,Eastbourne,Great Britain
2439,Julien Benneteau,Yen-Hsun Lu,2,0,Eastbourne,2014,Eastbourne,Great Britain
2440,Carlos Berlocq,Blaz Rola,2,0,Eastbourne,2014,Eastbourne,Great Britain
2441,Denis Istomin,Mikhail Kukushkin,2,1,Eastbourne,2014,Eastbourne,Great Britain
2442,Tobias Kamke,Daniel Evans,2,0,Eastbourne,2014,Eastbourne,Great Britain
2443,Sam Querrey,Kyle Edmund,2,0,Eastbourne,2014,Eastbourne,Great Britain
2444,Edouard Roger-Vasselin,Andrey Kuznetsov,2,0,Eastbourne,2014,Eastbourne,Great Britain
2445,Bernard Tomic,Andrey Golubev,2,0,Eastbourne,2014,Eastbourne,Great Britain
2446,Donald Young,James Ward,2,0,Eastbourne,2014,Eastbourne,Great Britain
2447,Tobias Kamke,David Goffin,2,0,Eastbourne,2014,Eastbourne,Great Britain
2448,Blaz Rola,Daniel Smethurst,2,0,Eastbourne,2014,Eastbourne,Great Britain
2449,Andrey Kuznetsov,Victor Estrella Burgos,2,1,Eastbourne,2014,Eastbourne,Great Britain
2450,Chris Guccione,Daniel Cox,2,1,Eastbourne,2014,Eastbourne,Great Britain
2451,Tobias Kamke,Remi Boutillier,2,1,Eastbourne,2014,Eastbourne,Great Britain
2452,Blaz Rola,Juan Sebastian Cabal,2,0,Eastbourne,2014,Eastbourne,Great Britain
2453,Victor Estrella Burgos,James Marsalek,2,1,Eastbourne,2014,Eastbourne,Great Britain
2454,Daniel Cox,Michael Russell,0,0,Eastbourne,2014,Eastbourne,Great Britain
2455,David Goffin,Jathan Malik,2,0,Eastbourne,2014,Eastbourne,Great Britain
2456,Andrey Kuznetsov,Richard Gabb,2,0,Eastbourne,2014,Eastbourne,Great Britain
2457,Chris Guccione,Michal Przysiezny,2,0,Eastbourne,2014,Eastbourne,Great Britain
2458,Daniel Smethurst,Somdev Devvarman,2,0,Eastbourne,2014,Eastbourne,Great Britain
2459,David Goffin,Philipp Oswald,2,0,Eastbourne,2014,Eastbourne,Great Britain
2460,Andrey Kuznetsov,Farrukh Dustov,2,1,Eastbourne,2014,Eastbourne,Great Britain
2461,Michal Przysiezny,Neal Skupski,2,0,Eastbourne,2014,Eastbourne,Great Britain
2462,Somdev Devvarman,Marcus Daniell,2,1,Eastbourne,2014,Eastbourne,Great Britain
2463,Remi Boutillier,Ken Skupski,2,0,Eastbourne,2014,Eastbourne,Great Britain
2464,Juan Sebastian Cabal,Takanyi Garanganga,2,0,Eastbourne,2014,Eastbourne,Great Britain
2465,Daniel Cox,Rhett Purcell,2,0,Eastbourne,2014,Eastbourne,Great Britain
2466,Richard Gabb,Neil Pauffley,2,1,Eastbourne,2014,Eastbourne,Great Britain
2467,Chris Guccione,Scott Clayton,2,0,Eastbourne,2014,Eastbourne,Great Britain
2468,Jathan Malik,Keelan Oakley,2,1,Eastbourne,2014,Eastbourne,Great Britain
2469,James Marsalek,Divij Sharan,2,0,Eastbourne,2014,Eastbourne,Great Britain
2470,Daniel Smethurst,Joe Salisbury,2,1,Eastbourne,2014,Eastbourne,Great Britain
2471,Novak Djokovic,Roger Federer,3,2,Wimbledon,2014,London,Great Britain
2472,Novak Djokovic,Grigor Dimitrov,3,1,Wimbledon,2014,London,Great Britain
2473,Roger Federer,Milos Raonic,2,1,Wimbledon,2014,London,Great Britain
2474,Novak Djokovic,Marin Cilic,3,2,Wimbledon,2014,London,Great Britain
2475,Grigor Dimitrov,Andy Murray,2,1,Wimbledon,2014,London,Great Britain
2476,Roger Federer,Stan Wawrinka,3,1,Wimbledon,2014,London,Great Britain
2477,Milos Raonic,Nick Kyrgios,3,1,Wimbledon,2014,London,Great Britain
2478,Novak Djokovic,Jo-Wilfried Tsonga,2,1,Wimbledon,2014,London,Great Britain
2479,Nick Kyrgios,Rafael Nadal,3,1,Wimbledon,2014,London,Great Britain
2480,Andy Murray,Kevin Anderson,2,1,Wimbledon,2014,London,Great Britain
2481,Roger Federer,Tommy Robredo,2,1,Wimbledon,2014,London,Great Britain
2482,Stan Wawrinka,Feliciano Lopez,2,1,Wimbledon,2014,London,Great Britain
2483,Milos Raonic,Kei Nishikori,3,1,Wimbledon,2014,London,Great Britain
2484,Grigor Dimitrov,Leonardo Mayer,2,1,Wimbledon,2014,London,Great Britain
2485,Marin Cilic,Jeremy Chardy,2,1,Wimbledon,2014,London,Great Britain
2486,Novak Djokovic,Gilles Simon,2,1,Wimbledon,2014,London,Great Britain
2487,Rafael Nadal,Mikhail Kukushkin,3,1,Wimbledon,2014,London,Great Britain
2488,Andy Murray,Roberto Bautista Agut,2,1,Wimbledon,2014,London,Great Britain
2489,Roger Federer,Santiago Giraldo,2,1,Wimbledon,2014,London,Great Britain
2490,Stan Wawrinka,Denis Istomin,2,1,Wimbledon,2014,London,Great Britain
2491,Marin Cilic,Tomas Berdych,2,1,Wimbledon,2014,London,Great Britain
2492,Milos Raonic,Lukasz Kubot,2,1,Wimbledon,2014,London,Great Britain
2493,Feliciano Lopez,John Isner,3,1,Wimbledon,2014,London,Great Britain
2494,Kei Nishikori,Simone Bolelli,3,2,Wimbledon,2014,London,Great Britain
2495,Grigor Dimitrov,Alexandr Dolgopolov,3,2,Wimbledon,2014,London,Great Britain
2496,Jo-Wilfried Tsonga,Jimmy Wang,2,1,Wimbledon,2014,London,Great Britain
2497,Tommy Robredo,Jerzy Janowicz,3,2,Wimbledon,2014,London,Great Britain
2498,Kevin Anderson,Fabio Fognini,3,2,Wimbledon,2014,London,Great Britain
2499,Jeremy Chardy,Sergiy Stakhovsky,3,1,Wimbledon,2014,London,Great Britain
2500,Nick Kyrgios,Jiri Vesely,3,1,Wimbledon,2014,London,Great Britain
2501,Leonardo Mayer,Andrey Kuznetsov,2,1,Wimbledon,2014,London,Great Britain
2502,Novak Djokovic,Radek Stepanek,3,1,Wimbledon,2014,London,Great Britain
2503,Rafael Nadal,Lukas Rosol,3,1,Wimbledon,2014,London,Great Britain
2504,Andy Murray,Blaz Rola,2,1,Wimbledon,2014,London,Great Britain
2505,Roger Federer,Gilles Muller,2,1,Wimbledon,2014,London,Great Britain
2506,Stan Wawrinka,Yen-Hsun Lu,3,1,Wimbledon,2014,London,Great Britain
2507,Tomas Berdych,Bernard Tomic,3,1,Wimbledon,2014,London,Great Britain
2508,Andrey Kuznetsov,David Ferrer,3,2,Wimbledon,2014,London,Great Britain
2509,Milos Raonic,Jack Sock,2,1,Wimbledon,2014,London,Great Britain
2510,John Isner,Jarkko Nieminen,2,1,Wimbledon,2014,London,Great Britain
2511,Kei Nishikori,Denis Kudla,2,1,Wimbledon,2014,London,Great Britain
2512,Grigor Dimitrov,Luke Saville,2,1,Wimbledon,2014,London,Great Britain
2513,Sergiy Stakhovsky,Ernests Gulbis,2,1,Wimbledon,2014,London,Great Britain
2514,Nick Kyrgios,Richard Gasquet,3,2,Wimbledon,2014,London,Great Britain
2515,Jo-Wilfried Tsonga,Sam Querrey,3,2,Wimbledon,2014,London,Great Britain
2516,Jerzy Janowicz,Lleyton Hewitt,3,2,Wimbledon,2014,London,Great Britain
2517,Fabio Fognini,Tim Puetz,3,1,Wimbledon,2014,London,Great Britain
2518,Jimmy Wang,Mikhail Youzhny,3,1,Wimbledon,2014,London,Great Britain
2519,Feliciano Lopez,Ante Pavic,2,1,Wimbledon,2014,London,Great Britain
2520,Kevin Anderson,Edouard Roger-Vasselin,3,1,Wimbledon,2014,London,Great Britain
2521,Alexandr Dolgopolov,Benjamin Becker,3,1,Wimbledon,2014,London,Great Britain
2522,Simone Bolelli,Philipp Kohlschreiber,3,2,Wimbledon,2014,London,Great Britain
2523,Tommy Robredo,Adrian Mannarino,2,1,Wimbledon,2014,London,Great Britain
2524,Jiri Vesely,Gael Monfils,3,2,Wimbledon,2014,London,Great Britain
2525,Marin Cilic,Andreas Haider-Maurer,3,1,Wimbledon,2014,London,Great Britain
2526,Roberto Bautista Agut,Jan Hernych,3,1,Wimbledon,2014,London,Great Britain
2527,Santiago Giraldo,Marcel Granollers,3,2,Wimbledon,2014,London,Great Britain
2528,Jeremy Chardy,Marinko Matosevic,3,2,Wimbledon,2014,London,Great Britain
2529,Denis Istomin,Julian Reister,2,1,Wimbledon,2014,London,Great Britain
2530,Lukasz Kubot,Dusan Lajovic,3,1,Wimbledon,2014,London,Great Britain
2531,Mikhail Kukushkin,Frank Dancevic,2,1,Wimbledon,2014,London,Great Britain
2532,Leonardo Mayer,Marcos Baghdatis,3,1,Wimbledon,2014,London,Great Britain
2533,Gilles Simon,Robin Haase,2,1,Wimbledon,2014,London,Great Britain
2534,Novak Djokovic,Andrey Golubev,2,1,Wimbledon,2014,London,Great Britain
2535,Rafael Nadal,Martin Klizan,3,1,Wimbledon,2014,London,Great Britain
2536,Andy Murray,David Goffin,2,1,Wimbledon,2014,London,Great Britain
2537,Roger Federer,Paolo Lorenzi,2,1,Wimbledon,2014,London,Great Britain
2538,Stan Wawrinka,Joao Sousa,2,1,Wimbledon,2014,London,Great Britain
2539,Tomas Berdych,Victor Hanescu,3,1,Wimbledon,2014,London,Great Britain
2540,David Ferrer,Pablo Carreno Busta,3,1,Wimbledon,2014,London,Great Britain
2541,Milos Raonic,Matthew Ebden,2,1,Wimbledon,2014,London,Great Britain
2542,John Isner,Daniel Smethurst,2,1,Wimbledon,2014,London,Great Britain
2543,Kei Nishikori,Kenny De Schepper,2,1,Wimbledon,2014,London,Great Britain
2544,Grigor Dimitrov,Ryan Harrison,2,1,Wimbledon,2014,London,Great Britain
2545,Ernests Gulbis,Jurgen Zopp,2,1,Wimbledon,2014,London,Great Britain
2546,Richard Gasquet,James Duckworth,3,2,Wimbledon,2014,London,Great Britain
2547,Jo-Wilfried Tsonga,Jurgen Melzer,3,2,Wimbledon,2014,London,Great Britain
