,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
3257,Steve Johnson,Lukas Lacko,2,0,Washington,2015,Washington,United States
3258,Gilles Muller,Malek Jaziri,2,0,Washington,2015,Washington,United States
3259,Guido Pella,Ivan Dodig,2,1,Washington,2015,Washington,United States
3260,Blaz Rola,Denis Kudla,2,1,Washington,2015,Washington,United States
3261,Go Soeda,Darian King,2,0,Washington,2015,Washington,United States
3262,Donald Young,Tommy Haas,2,0,Washington,2015,Washington,United States
3263,Alexander Zverev,Yoshihito Nishioka,2,0,Washington,2015,Washington,United States
3264,Yoshihito Nishioka,Ivan Dodig,2,0,Washington,2015,Washington,United States
3265,Guido Pella,Eric Quigley,2,0,Washington,2015,Washington,United States
3266,John-Patrick Smith,Alejandro Gonzalez,2,0,Washington,2015,Washington,United States
3267,Ryan Harrison,Mischa Zverev,2,0,Washington,2015,Washington,United States
3268,Darian King,Ze Zhang,2,0,Washington,2015,Washington,United States
3269,Marinko Matosevic,Takuto Niki,2,0,Washington,2015,Washington,United States
3270,Mischa Zverev,Kyle Edmund,2,0,Washington,2015,Washington,United States
3271,Ivan Dodig,Liam Broady,2,1,Washington,2015,Washington,United States
3272,Ze Zhang,James Ward,2,1,Washington,2015,Washington,United States
3273,Guido Pella,Jordi Arconada,2,0,Washington,2015,Washington,United States
3274,Alejandro Gonzalez,Ryan Shane,2,1,Washington,2015,Washington,United States
3275,Ryan Harrison,Guilherme Clezar,2,1,Washington,2015,Washington,United States
3276,Marinko Matosevic,Austin Krajicek,2,1,Washington,2015,Washington,United States
3277,John-Patrick Smith,Matija Pecotic,2,0,Washington,2015,Washington,United States
3278,Yoshihito Nishioka,Robby Ginepri,2,1,Washington,2015,Washington,United States
3279,Darian King,Somdev Devvarman,2,1,Washington,2015,Washington,United States
3280,Eric Quigley,Yuichi Sugita,2,1,Washington,2015,Washington,United States
3281,Takuto Niki,Sekou Bangoura,2,1,Washington,2015,Washington,United States
3282,Philipp Kohlschreiber,Paul-Henri Mathieu,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3283,Philipp Kohlschreiber,Dominic Thiem,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3284,Paul-Henri Mathieu,Nicolas Almagro,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3285,Dominic Thiem,Albert Montanes,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3286,Philipp Kohlschreiber,Fabio Fognini,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3287,Nicolas Almagro,Dusan Lajovic,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3288,Paul-Henri Mathieu,Federico Delbonis,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3289,Dominic Thiem,Andreas Haider-Maurer,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3290,Dusan Lajovic,Andreas Seppi,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3291,Fabio Fognini,Dennis Novak,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3292,Paul-Henri Mathieu,Martin Klizan,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3293,Philipp Kohlschreiber,Santiago Giraldo,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3294,Nicolas Almagro,Jurgen Melzer,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3295,Federico Delbonis,Robin Haase,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3296,Albert Montanes,Diego Schwartzman,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3297,Robin Haase,Juan Monaco,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3298,Philipp Kohlschreiber,Jan-Lennard Struff,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3299,Nicolas Almagro,Jiri Vesely,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3300,Diego Schwartzman,Albert Ramos-Vinolas,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3301,Federico Delbonis,Pablo Carreno Busta,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3302,Santiago Giraldo,Rogerio Dutra Silva,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3303,Andreas Haider-Maurer,Joao Souza,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3304,Dusan Lajovic,Mikhail Youzhny,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3305,Paul-Henri Mathieu,Kenny De Schepper,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3306,Jurgen Melzer,Daniel Gimeno-Traver,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3307,Albert Montanes,Gerald Melzer,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3308,Dennis Novak,Aljaz Bedene,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3309,Paul-Henri Mathieu,Jaume Munar,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3310,Kenny De Schepper,Albert Montanes,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3311,Jan-Lennard Struff,Jozef Kovalik,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3312,Rogerio Dutra Silva,Carlos Berlocq,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3313,Paul-Henri Mathieu,Marek Michalicka,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3314,Albert Montanes,Victor Hanescu,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3315,Jan-Lennard Struff,Lenny Hampel,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3316,Kenny De Schepper,Anton Zaitcev,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3317,Carlos Berlocq,Andre Sa,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3318,Jozef Kovalik,Lucas Miedler,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3319,Jaume Munar,Marius Copil,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3320,Rogerio Dutra Silva,Pascal Brunner,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3321,Albert Montanes,Jannis Liniger,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3322,Jan-Lennard Struff,Jordi Samper-Montana,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3323,Rogerio Dutra Silva,Norbert Gombos,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3324,Kenny De Schepper,Gibril Diarra,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3325,Carlos Berlocq,Viktor Galovic,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3326,Jozef Kovalik,Bastian Trinker,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3327,Marius Copil,Mikhail Ledovskikh,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3328,Pascal Brunner,Francois-Arthur Vibert,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3329,Lenny Hampel,Pedro Cachin,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3330,Victor Hanescu,Michael Linzer,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3331,Marek Michalicka,Lukas Jastraunig,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3332,Lucas Miedler,Alexander Erler,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3333,Jaume Munar,Stefan Merunka,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3334,Andre Sa,Maximilian Neuchrist,2,1,Kitzbühel,2015,Kitzbuhel,Austria
3335,Anton Zaitcev,Frantisek Cermak,2,0,Kitzbühel,2015,Kitzbuhel,Austria
3336,Andy Murray,Novak Djokovic,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3337,Novak Djokovic,Jeremy Chardy,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3338,Andy Murray,Kei Nishikori,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3339,Novak Djokovic,Ernests Gulbis,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3340,Andy Murray,Jo-Wilfried Tsonga,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3341,Kei Nishikori,Rafael Nadal,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3342,Jeremy Chardy,John Isner,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3343,Novak Djokovic,Jack Sock,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3344,Andy Murray,Gilles Muller,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3345,Kei Nishikori,David Goffin,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3346,Rafael Nadal,Mikhail Youzhny,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3347,Jo-Wilfried Tsonga,Bernard Tomic,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3348,John Isner,Nick Kyrgios,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3349,Jeremy Chardy,Ivo Karlovic,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3350,Ernests Gulbis,Donald Young,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3351,Novak Djokovic,Thomaz Bellucci,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3352,Andy Murray,Tommy Robredo,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3353,Nick Kyrgios,Stan Wawrinka,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3354,Kei Nishikori,Pablo Andujar,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3355,Donald Young,Tomas Berdych,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3356,Bernard Tomic,Marin Cilic,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3357,Rafael Nadal,Sergiy Stakhovsky,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3358,Ivo Karlovic,Milos Raonic,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3359,Mikhail Youzhny,Gilles Simon,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3360,Jo-Wilfried Tsonga,Roberto Bautista Agut,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3361,David Goffin,Sam Querrey,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3362,Jack Sock,Grigor Dimitrov,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3363,Gilles Muller,Gael Monfils,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3364,John Isner,Vasek Pospisil,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3365,Jeremy Chardy,Leonardo Mayer,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3366,Ernests Gulbis,Lukas Rosol,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3367,Gilles Simon,Andreas Seppi,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3368,Jo-Wilfried Tsonga,Borna Coric,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3369,Lukas Rosol,Kevin Anderson,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3370,David Goffin,Steve Johnson,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3371,Grigor Dimitrov,Alexandr Dolgopolov,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3372,Gael Monfils,Fabio Fognini,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3373,John Isner,Benjamin Becker,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3374,Pablo Andujar,Frank Dancevic,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3375,Roberto Bautista Agut,Janko Tipsarevic,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3376,Thomaz Bellucci,Pablo Cuevas,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3377,Jeremy Chardy,Nicolas Mahut,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3378,Ernests Gulbis,Dominic Thiem,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3379,Ivo Karlovic,Jerzy Janowicz,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3380,Nick Kyrgios,Fernando Verdasco,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3381,Leonardo Mayer,Hyeon Chung,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3382,Gilles Muller,Philip Bester,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3383,Vasek Pospisil,Yen-Hsun Lu,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3384,Sam Querrey,Martin Klizan,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3385,Tommy Robredo,Feliciano Lopez,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3386,Jack Sock,Adrian Mannarino,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3387,Sergiy Stakhovsky,Filip Peliwo,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3388,Bernard Tomic,Joao Sousa,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3389,Donald Young,Denis Kudla,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3390,Mikhail Youzhny,Viktor Troicki,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3391,Ernests Gulbis,Nicolas Mahut,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3392,Alexandr Dolgopolov,Alejandro Falla,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3393,Donald Young,Rajeev Ram,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3394,Yen-Hsun Lu,Brayden Schnur,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3395,Hyeon Chung,Alejandro Gonzalez,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3396,Denis Kudla,James Duckworth,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3397,Mikhail Youzhny,Pierre-Hugues Herbert,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3398,Nicolas Mahut,Isade Juneau,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3399,Pierre-Hugues Herbert,Thanasi Kokkinakis,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3400,Alexandr Dolgopolov,Dudi Sela,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3401,Donald Young,Edouard Roger-Vasselin,2,1,ATP Masters 1000 Canada,2015,Montreal,Canada
3402,Yen-Hsun Lu,David Volfson,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3403,Hyeon Chung,Kelsey Stevenson,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3404,Denis Kudla,Ryan Harrison,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3405,Alejandro Gonzalez,Tim Smyczek,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3406,Ernests Gulbis,Blaz Rola,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3407,Rajeev Ram,Peter Polansky,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3408,James Duckworth,Illya Marchenko,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3409,Brayden Schnur,Ruben Bemelmans,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3410,Mikhail Youzhny,John-Patrick Smith,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3411,Alejandro Falla,James Ward,2,0,ATP Masters 1000 Canada,2015,Montreal,Canada
3412,Roger Federer,Novak Djokovic,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3413,Novak Djokovic,Alexandr Dolgopolov,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3414,Roger Federer,Andy Murray,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3415,Novak Djokovic,Stan Wawrinka,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3416,Roger Federer,Feliciano Lopez,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3417,Andy Murray,Richard Gasquet,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3418,Alexandr Dolgopolov,Tomas Berdych,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3419,Novak Djokovic,David Goffin,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3420,Roger Federer,Kevin Anderson,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3421,Andy Murray,Grigor Dimitrov,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3422,Stan Wawrinka,Ivo Karlovic,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3423,Tomas Berdych,Tommy Robredo,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3424,Richard Gasquet,Marin Cilic,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3425,Feliciano Lopez,Rafael Nadal,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3426,Alexandr Dolgopolov,Jerzy Janowicz,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3427,Novak Djokovic,Benoit Paire,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3428,Roger Federer,Roberto Bautista Agut,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3429,Andy Murray,Mardy Fish,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3430,Stan Wawrinka,Borna Coric,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3431,Tomas Berdych,Thomaz Bellucci,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3432,Marin Cilic,Joao Sousa,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3433,Rafael Nadal,Jeremy Chardy,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3434,Richard Gasquet,Thanasi Kokkinakis,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3435,David Goffin,Fernando Verdasco,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3436,Kevin Anderson,Jack Sock,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3437,Grigor Dimitrov,Vasek Pospisil,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3438,Alexandr Dolgopolov,Bernard Tomic,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3439,Jerzy Janowicz,Jared Donaldson,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3440,Ivo Karlovic,Martin Klizan,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3441,Feliciano Lopez,Andreas Seppi,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3442,Tommy Robredo,Sam Querrey,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3443,Feliciano Lopez,Milos Raonic,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3444,Ivo Karlovic,Gilles Simon,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3445,Sam Querrey,John Isner,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3446,Richard Gasquet,Nick Kyrgios,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3447,David Goffin,Yen-Hsun Lu,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3448,Jerzy Janowicz,Gael Monfils,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3449,Kevin Anderson,Leonardo Mayer,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3450,Grigor Dimitrov,Lukas Rosol,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3451,Roberto Bautista Agut,Pablo Cuevas,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3452,Thomaz Bellucci,Jiri Vesely,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3453,Jeremy Chardy,Rajeev Ram,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3454,Borna Coric,Alexander Zverev,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3455,Jared Donaldson,Nicolas Mahut,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3456,Mardy Fish,Viktor Troicki,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3457,Martin Klizan,Dominic Thiem,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3458,Thanasi Kokkinakis,Fabio Fognini,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3459,Benoit Paire,Gilles Muller,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3460,Vasek Pospisil,Denis Kudla,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3461,Tommy Robredo,Pablo Andujar,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3462,Andreas Seppi,Adrian Mannarino,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3463,Jack Sock,Bjorn Fratangelo,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3464,Joao Sousa,Philipp Kohlschreiber,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3465,Bernard Tomic,Sergiy Stakhovsky,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3466,Fernando Verdasco,Jo-Wilfried Tsonga,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3467,Denis Kudla,Benoit Paire,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3468,Nicolas Mahut,Steve Johnson,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3469,Vasek Pospisil,Hyeon Chung,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3470,Alexandr Dolgopolov,Santiago Giraldo,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3471,Alexander Zverev,Denis Istomin,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3472,Thanasi Kokkinakis,Marsel Ilhan,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3473,Yen-Hsun Lu,Mikhail Youzhny,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3474,Benoit Paire,Marco Cecchinato,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3475,Steve Johnson,James Duckworth,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3476,Vasek Pospisil,Tatsuma Ito,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3477,Mikhail Youzhny,Mikhail Kukushkin,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3478,Santiago Giraldo,Tim Smyczek,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3479,Alexander Zverev,Benjamin Becker,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3480,Nicolas Mahut,Frances Tiafoe,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3481,Alexandr Dolgopolov,James Ward,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3482,Denis Istomin,Blaz Rola,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3483,Hyeon Chung,Ivan Dodig,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3484,Thanasi Kokkinakis,Ryan Harrison,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3485,Denis Kudla,Tommy Paul,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3486,Yen-Hsun Lu,Stefan Kozlov,2,0,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3487,Marsel Ilhan,Nikoloz Basilashvili,2,1,ATP Masters 1000 Cincinnati,2015,Cincinnati,United States
3488,Kevin Anderson,Pierre-Hugues Herbert,2,0,Winston-Salem,2015,Winston-Salem,United States
3489,Kevin Anderson,Malek Jaziri,2,0,Winston-Salem,2015,Winston-Salem,United States
3490,Pierre-Hugues Herbert,Steve Johnson,2,1,Winston-Salem,2015,Winston-Salem,United States
3491,Kevin Anderson,Borna Coric,2,0,Winston-Salem,2015,Winston-Salem,United States
3492,Malek Jaziri,Thomaz Bellucci,2,0,Winston-Salem,2015,Winston-Salem,United States
3493,Steve Johnson,Yen-Hsun Lu,0,0,Winston-Salem,2015,Winston-Salem,United States
3494,Pierre-Hugues Herbert,Pablo Carreno Busta,2,1,Winston-Salem,2015,Winston-Salem,United States
3495,Kevin Anderson,Jerzy Janowicz,2,0,Winston-Salem,2015,Winston-Salem,United States
3496,Steve Johnson,Jo-Wilfried Tsonga,2,1,Winston-Salem,2015,Winston-Salem,United States
3497,Thomaz Bellucci,Jiri Vesely,2,1,Winston-Salem,2015,Winston-Salem,United States
3498,Borna Coric,Diego Schwartzman,2,0,Winston-Salem,2015,Winston-Salem,United States
3499,Malek Jaziri,Teymuraz Gabashvili,2,0,Winston-Salem,2015,Winston-Salem,United States
3500,Pablo Carreno Busta,Simone Bolelli,2,1,Winston-Salem,2015,Winston-Salem,United States
3501,Pierre-Hugues Herbert,Aljaz Bedene,2,0,Winston-Salem,2015,Winston-Salem,United States
3502,Yen-Hsun Lu,Hyeon Chung,2,1,Winston-Salem,2015,Winston-Salem,United States
3503,Aljaz Bedene,Gilles Simon,2,1,Winston-Salem,2015,Winston-Salem,United States
3504,Kevin Anderson,Mikhail Kukushkin,2,1,Winston-Salem,2015,Winston-Salem,United States
3505,Jo-Wilfried Tsonga,Denis Istomin,2,1,Winston-Salem,2015,Winston-Salem,United States
3506,Malek Jaziri,Viktor Troicki,2,1,Winston-Salem,2015,Winston-Salem,United States
3507,Yen-Hsun Lu,Guillermo Garcia-Lopez,2,0,Winston-Salem,2015,Winston-Salem,United States
3508,Thomaz Bellucci,Frances Tiafoe,2,1,Winston-Salem,2015,Winston-Salem,United States
3509,Simone Bolelli,Sam Querrey,2,1,Winston-Salem,2015,Winston-Salem,United States
3510,Borna Coric,Santiago Giraldo,2,1,Winston-Salem,2015,Winston-Salem,United States
3511,Hyeon Chung,Benoit Paire,2,0,Winston-Salem,2015,Winston-Salem,United States
3512,Pablo Carreno Busta,Joao Sousa,2,0,Winston-Salem,2015,Winston-Salem,United States
3513,Jiri Vesely,Martin Klizan,2,0,Winston-Salem,2015,Winston-Salem,United States
3514,Diego Schwartzman,Pablo Andujar,2,1,Winston-Salem,2015,Winston-Salem,United States
3515,Steve Johnson,Sam Groth,2,1,Winston-Salem,2015,Winston-Salem,United States
3516,Pierre-Hugues Herbert,Marcos Baghdatis,2,1,Winston-Salem,2015,Winston-Salem,United States
3517,Teymuraz Gabashvili,Thanasi Kokkinakis,2,1,Winston-Salem,2015,Winston-Salem,United States
3518,Jerzy Janowicz,Lukas Rosol,2,0,Winston-Salem,2015,Winston-Salem,United States
3519,Aljaz Bedene,Marco Cecchinato,2,0,Winston-Salem,2015,Winston-Salem,United States
3520,Simone Bolelli,Federico Delbonis,2,0,Winston-Salem,2015,Winston-Salem,United States
3521,Pablo Carreno Busta,Tommy Haas,2,0,Winston-Salem,2015,Winston-Salem,United States
3522,Hyeon Chung,James Ward,2,1,Winston-Salem,2015,Winston-Salem,United States
3523,Santiago Giraldo,Steve Darcis,0,0,Winston-Salem,2015,Winston-Salem,United States
3524,Sam Groth,Jared Donaldson,2,1,Winston-Salem,2015,Winston-Salem,United States
3525,Pierre-Hugues Herbert,Sergiy Stakhovsky,2,0,Winston-Salem,2015,Winston-Salem,United States
3526,Denis Istomin,Donald Young,2,0,Winston-Salem,2015,Winston-Salem,United States
3527,Malek Jaziri,Joao Souza,2,0,Winston-Salem,2015,Winston-Salem,United States
3528,Martin Klizan,Marsel Ilhan,2,0,Winston-Salem,2015,Winston-Salem,United States
3529,Thanasi Kokkinakis,Alexandr Dolgopolov,2,0,Winston-Salem,2015,Winston-Salem,United States
