,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
14273,John James,Mark Edmondson,2,0,US Open,1978,New York,Empty
14274,Johan Kriek,Jai Dilouie,2,0,US Open,1978,New York,Empty
14275,John Lloyd,Buster C. Mottram,2,1,US Open,1978,New York,Empty
14276,Robert Lutz,Chris Lewis,2,0,US Open,1978,New York,Empty
14277,Bruce Manson,Mark Turpin,2,1,US Open,1978,New York,Empty
14278,Gene Mayer,Sashi Menon,2,1,US Open,1978,New York,Empty
14279,Bernard Mitton,Tom Leonard,2,0,US Open,1978,New York,Empty
14280,Terry Moor,Yannick Noah,2,1,US Open,1978,New York,Empty
14281,Raymond Moore,Tim Gullikson,2,0,US Open,1978,New York,Empty
14282,Bruce Nichols,Tom Gorman,2,1,US Open,1978,New York,Empty
14283,Gianni Ocleppo,Antonio Munoz,2,0,US Open,1978,New York,Empty
14284,Andrew Pattison,Tom Okker,2,1,US Open,1978,New York,Empty
14285,Victor Pecci,Ferdi Taygan,2,0,US Open,1978,New York,Empty
14286,Henry Pfister,Ricardo Acuna,2,0,US Open,1978,New York,Empty
14287,Willem Prinsloo,Tim Garcia,2,0,US Open,1978,New York,Empty
14288,Marty Riessen,Tim Wilkison,2,1,US Open,1978,New York,Empty
14289,John Sadri,Ramiro Benavides,2,0,US Open,1978,New York,Empty
14290,Bill Scanlon,Georges Goven,2,0,US Open,1978,New York,Empty
14291,Tomas Smid,Bob Giltinan,2,1,US Open,1978,New York,Empty
14292,Stan Smith,John Yuill,2,0,US Open,1978,New York,Empty
14293,Dick Stockton,Vijay Amritraj,2,1,US Open,1978,New York,Empty
14294,Balazs Taroczy,George Amaya,2,0,US Open,1978,New York,Empty
14295,Brian Teacher,Deon Joubert,2,0,US Open,1978,New York,Empty
14296,Eliot Teltscher,Greg Halder,2,0,US Open,1978,New York,Empty
14297,Erik Van Dillen,Van Winitsky,2,1,US Open,1978,New York,Empty
14298,Trey Waltke,Mel Purcell,2,0,US Open,1978,New York,Empty
14299,Butch Walts,Gilles Moretton,2,0,US Open,1978,New York,Empty
14300,Arthur Ashe,Brian Gottfried,2,0,Los Angeles,1978,Los Angeles,Empty
14301,Brian Gottfried,Peter Fleming,2,1,Los Angeles,1978,Los Angeles,Empty
14302,Arthur Ashe,Harold Solomon,2,1,Los Angeles,1978,Los Angeles,Empty
14303,Brian Gottfried,Cliff Drysdale,2,0,Los Angeles,1978,Los Angeles,Empty
14304,Harold Solomon,Jan Norback,2,0,Los Angeles,1978,Los Angeles,Empty
14305,Arthur Ashe,Dick Stockton,2,0,Los Angeles,1978,Los Angeles,Empty
14306,Peter Fleming,John Lloyd,2,1,Los Angeles,1978,Los Angeles,Empty
14307,Dick Stockton,Eddie Dibbs,2,0,Los Angeles,1978,Los Angeles,Empty
14308,Brian Gottfried,John Newcombe,2,0,Los Angeles,1978,Los Angeles,Empty
14309,John Lloyd,Roscoe Tanner,2,1,Los Angeles,1978,Los Angeles,Empty
14310,Harold Solomon,Brian Teacher,2,0,Los Angeles,1978,Los Angeles,Empty
14311,Arthur Ashe,Terry Moor,2,1,Los Angeles,1978,Los Angeles,Empty
14312,Cliff Drysdale,John Alexander,2,1,Los Angeles,1978,Los Angeles,Empty
14313,Peter Fleming,Kim Warwick,2,0,Los Angeles,1978,Los Angeles,Empty
14314,Jan Norback,Raymond Moore,2,0,Los Angeles,1978,Los Angeles,Empty
14315,Eddie Dibbs,Victor Pecci,2,1,Los Angeles,1978,Los Angeles,Empty
14316,Brian Gottfried,Vijay Amritraj,2,0,Los Angeles,1978,Los Angeles,Empty
14317,Raymond Moore,Raul Ramirez,2,0,Los Angeles,1978,Los Angeles,Empty
14318,Roscoe Tanner,Cliff Richey,2,0,Los Angeles,1978,Los Angeles,Empty
14319,Kim Warwick,Sandy Mayer,2,1,Los Angeles,1978,Los Angeles,Empty
14320,Harold Solomon,Phil Dent,2,1,Los Angeles,1978,Los Angeles,Empty
14321,Arthur Ashe,Ove Nils Bengtson,2,1,Los Angeles,1978,Los Angeles,Empty
14322,John Alexander,Ross Case,2,1,Los Angeles,1978,Los Angeles,Empty
14323,John Newcombe,Colin Dibley,2,0,Los Angeles,1978,Los Angeles,Empty
14324,Dick Stockton,Jean-Baptiste Chanfreau,2,0,Los Angeles,1978,Los Angeles,Empty
14325,John Lloyd,Trey Waltke,2,0,Los Angeles,1978,Los Angeles,Empty
14326,Peter Fleming,John Austin,2,0,Los Angeles,1978,Los Angeles,Empty
14327,Brian Teacher,Tony Graham,2,0,Los Angeles,1978,Los Angeles,Empty
14328,Cliff Drysdale,Allan Stone,2,1,Los Angeles,1978,Los Angeles,Empty
14329,Terry Moor,Charlie Pasarell,2,0,Los Angeles,1978,Los Angeles,Empty
14330,Jan Norback,Bernard Mitton,2,1,Los Angeles,1978,Los Angeles,Empty
14331,Roscoe Tanner,Frew McMillan,2,0,Los Angeles,1978,Los Angeles,Empty
14332,Harold Solomon,Cliff Letcher,2,0,Los Angeles,1978,Los Angeles,Empty
14333,Arthur Ashe,Deon Joubert,2,0,Los Angeles,1978,Los Angeles,Empty
14334,John Alexander,Nick Saviano,2,0,Los Angeles,1978,Los Angeles,Empty
14335,Bernard Mitton,Robert Lutz,2,0,Los Angeles,1978,Los Angeles,Empty
14336,Terry Moor,Victor Amaya,2,1,Los Angeles,1978,Los Angeles,Empty
14337,Peter Fleming,Jeff Borowiak,0,0,Los Angeles,1978,Los Angeles,Empty
14338,Allan Stone,Eliot Teltscher,2,0,Los Angeles,1978,Los Angeles,Empty
14339,Vijay Amritraj,Gene Stuart Malin,2,1,Los Angeles,1978,Los Angeles,Empty
14340,Jean-Baptiste Chanfreau,Tom Leonard,2,1,Los Angeles,1978,Los Angeles,Empty
14341,Colin Dibley,Mike Cahill,2,0,Los Angeles,1978,Los Angeles,Empty
14342,Tony Graham,Erik Van Dillen,2,0,Los Angeles,1978,Los Angeles,Empty
14343,Raymond Moore,Pat Dupre,2,1,Los Angeles,1978,Los Angeles,Empty
14344,Victor Pecci,Michael Wayman,2,0,Los Angeles,1978,Los Angeles,Empty
14345,Trey Waltke,Geoff Masters,2,1,Los Angeles,1978,Los Angeles,Empty
14346,Kim Warwick,Butch Walts,2,0,Los Angeles,1978,Los Angeles,Empty
14347,John McEnroe,Johan Kriek,2,0,Hartford,1978,Hartford,Empty
14348,John McEnroe,Henry Pfister,2,1,Hartford,1978,Hartford,Empty
14349,Johan Kriek,Andrew Pattison,2,1,Hartford,1978,Hartford,Empty
14350,John McEnroe,Gene Mayer,2,0,Hartford,1978,Hartford,Empty
14351,Henry Pfister,Alvin Gardiner,2,0,Hartford,1978,Hartford,Empty
14352,Johan Kriek,Antonio Munoz,2,0,Hartford,1978,Hartford,Empty
14353,Andrew Pattison,Bill Scanlon,2,0,Hartford,1978,Hartford,Empty
14354,John McEnroe,Brad Drewett,2,0,Hartford,1978,Hartford,Empty
14355,Andrew Pattison,Stan Smith,2,1,Hartford,1978,Hartford,Empty
14356,Henry Pfister,Mike Fishbach,2,0,Hartford,1978,Hartford,Empty
14357,Johan Kriek,Mark Edmondson,2,0,Hartford,1978,Hartford,Empty
14358,Gene Mayer,Willem Prinsloo,2,0,Hartford,1978,Hartford,Empty
14359,Alvin Gardiner,John James,2,1,Hartford,1978,Hartford,Empty
14360,Antonio Munoz,Dick Crealy,2,1,Hartford,1978,Hartford,Empty
14361,Bill Scanlon,Bruce Manson,2,0,Hartford,1978,Hartford,Empty
14362,John McEnroe,Steve Docherty,2,0,Hartford,1978,Hartford,Empty
14363,Stan Smith,Russell Simpson,2,0,Hartford,1978,Hartford,Empty
14364,Henry Pfister,Van Winitsky,2,0,Hartford,1978,Hartford,Empty
14365,Johan Kriek,Terry Rocavert,2,0,Hartford,1978,Hartford,Empty
14366,Gene Mayer,George Hardie,2,0,Hartford,1978,Hartford,Empty
14367,Dick Crealy,Erick Iskersky,2,1,Hartford,1978,Hartford,Empty
14368,Bill Scanlon,Sherwood Stewart,2,0,Hartford,1978,Hartford,Empty
14369,Alvin Gardiner,Ferdi Taygan,2,1,Hartford,1978,Hartford,Empty
14370,Brad Drewett,Mike Barr,2,0,Hartford,1978,Hartford,Empty
14371,Mark Edmondson,Tim Wilkison,2,1,Hartford,1978,Hartford,Empty
14372,Mike Fishbach,Gewan Maharaj,2,0,Hartford,1978,Hartford,Empty
14373,John James,Bill Maze,2,1,Hartford,1978,Hartford,Empty
14374,Bruce Manson,Anand Amritraj,2,0,Hartford,1978,Hartford,Empty
14375,Antonio Munoz,Billy Martin,2,1,Hartford,1978,Hartford,Empty
14376,Andrew Pattison,Joe Bouquin,2,0,Hartford,1978,Hartford,Empty
14377,Willem Prinsloo,Dick R. Bohrnstedt,2,1,Hartford,1978,Hartford,Empty
14378,Jose Higueras,Paolo Bertolucci,2,1,Bournemouth,1978,Bournemouth,Empty
14379,Jose Higueras,Angel Gimenez,2,0,Bournemouth,1978,Bournemouth,Empty
14380,Paolo Bertolucci,Andrew Jarrett,2,0,Bournemouth,1978,Bournemouth,Empty
14381,Jose Higueras,John Feaver,2,0,Bournemouth,1978,Bournemouth,Empty
14382,Angel Gimenez,Chris Lewis,2,0,Bournemouth,1978,Bournemouth,Empty
14383,Paolo Bertolucci,Mark Cox,2,1,Bournemouth,1978,Bournemouth,Empty
14384,Andrew Jarrett,Ivan Molina,2,0,Bournemouth,1978,Bournemouth,Empty
14385,Jose Higueras,Jairo Velasco Sr,2,1,Bournemouth,1978,Bournemouth,Empty
14386,Andrew Jarrett,Wojtek Fibak,2,0,Bournemouth,1978,Bournemouth,Empty
14387,Chris Lewis,Jonathan Smith,2,0,Bournemouth,1978,Bournemouth,Empty
14388,Mark Cox,Louk Sanders,2,0,Bournemouth,1978,Bournemouth,Empty
14389,Paolo Bertolucci,Paul McNamee,2,0,Bournemouth,1978,Bournemouth,Empty
14390,John Feaver,Peter Elter,2,1,Bournemouth,1978,Bournemouth,Empty
14391,Ivan Molina,David Lloyd,2,0,Bournemouth,1978,Bournemouth,Empty
14392,Angel Gimenez,David Carter,2,0,Bournemouth,1978,Bournemouth,Empty
14393,Jose Higueras,Onny Parun,2,0,Bournemouth,1978,Bournemouth,Empty
14394,Wojtek Fibak,Tenny Svensson,2,0,Bournemouth,1978,Bournemouth,Empty
14395,Chris Lewis,Rod Frawley,2,0,Bournemouth,1978,Bournemouth,Empty
14396,Mark Cox,Rohun Beven,2,1,Bournemouth,1978,Bournemouth,Empty
14397,Paolo Bertolucci,Gianni Ocleppo,2,0,Bournemouth,1978,Bournemouth,Empty
14398,Angel Gimenez,Peter Feigl,2,1,Bournemouth,1978,Bournemouth,Empty
14399,Peter Elter,Rolf Thung,2,0,Bournemouth,1978,Bournemouth,Empty
14400,Ivan Molina,John Paish,2,0,Bournemouth,1978,Bournemouth,Empty
14401,David Carter,Richard Lewis,2,0,Bournemouth,1978,Bournemouth,Empty
14402,John Feaver,Alvaro Betancur,2,1,Bournemouth,1978,Bournemouth,Empty
14403,Andrew Jarrett,Ola Hellgren,2,0,Bournemouth,1978,Bournemouth,Empty
14404,David Lloyd,Javier Soler,2,0,Bournemouth,1978,Bournemouth,Empty
14405,Paul McNamee,Fernando Dalla-Fontana,2,1,Bournemouth,1978,Bournemouth,Empty
14406,Louk Sanders,Robin Drysdale,2,1,Bournemouth,1978,Bournemouth,Empty
14407,Jonathan Smith,Noel Jensen,2,0,Bournemouth,1978,Bournemouth,Empty
14408,Jairo Velasco Sr,Hans Kary,2,1,Bournemouth,1978,Bournemouth,Empty
14409,John McEnroe,Dick Stockton,2,1,San Francisco,1978,San Francisco,Empty
14410,John McEnroe,Eddie Dibbs,2,0,San Francisco,1978,San Francisco,Empty
14411,Dick Stockton,Pat Dupre,2,1,San Francisco,1978,San Francisco,Empty
14412,Eddie Dibbs,Roscoe Tanner,2,1,San Francisco,1978,San Francisco,Empty
14413,John McEnroe,Adriano Panatta,2,0,San Francisco,1978,San Francisco,Empty
14414,Dick Stockton,Brian Teacher,2,0,San Francisco,1978,San Francisco,Empty
14415,Pat Dupre,Andrew Pattison,2,0,San Francisco,1978,San Francisco,Empty
14416,Andrew Pattison,Bjorn Borg,2,1,San Francisco,1978,San Francisco,Empty
14417,Adriano Panatta,Vitas Gerulaitis,0,0,San Francisco,1978,San Francisco,Empty
14418,Eddie Dibbs,Henry Pfister,2,0,San Francisco,1978,San Francisco,Empty
14419,Roscoe Tanner,John Lloyd,2,0,San Francisco,1978,San Francisco,Empty
14420,Brian Teacher,Sandy Mayer,2,1,San Francisco,1978,San Francisco,Empty
14421,John McEnroe,Kim Warwick,2,0,San Francisco,1978,San Francisco,Empty
14422,Dick Stockton,Sherwood Stewart,2,1,San Francisco,1978,San Francisco,Empty
14423,Pat Dupre,Johan Kriek,2,1,San Francisco,1978,San Francisco,Empty
14424,Bjorn Borg,Ove Nils Bengtson,2,0,San Francisco,1978,San Francisco,Empty
14425,Vitas Gerulaitis,Bob Hewitt,2,0,San Francisco,1978,San Francisco,Empty
14426,Eddie Dibbs,Victor Pecci,2,0,San Francisco,1978,San Francisco,Empty
14427,Roscoe Tanner,Jeff Borowiak,2,0,San Francisco,1978,San Francisco,Empty
14428,Sandy Mayer,Geoff Masters,2,1,San Francisco,1978,San Francisco,Empty
14429,John McEnroe,Marty Riessen,2,0,San Francisco,1978,San Francisco,Empty
14430,Dick Stockton,Terry Rocavert,2,0,San Francisco,1978,San Francisco,Empty
14431,Henry Pfister,Tim Gullikson,2,0,San Francisco,1978,San Francisco,Empty
14432,John Lloyd,Terry Moor,2,0,San Francisco,1978,San Francisco,Empty
14433,Brian Teacher,Robert Lutz,2,1,San Francisco,1978,San Francisco,Empty
14434,Johan Kriek,Tony Roche,2,0,San Francisco,1978,San Francisco,Empty
14435,Adriano Panatta,Mike Fishbach,2,1,San Francisco,1978,San Francisco,Empty
14436,Pat Dupre,Bruce Manson,2,1,San Francisco,1978,San Francisco,Empty
14437,Andrew Pattison,Mike Cahill,2,0,San Francisco,1978,San Francisco,Empty
14438,Sherwood Stewart,Allan Stone,2,1,San Francisco,1978,San Francisco,Empty
14439,Kim Warwick,Robert Van't Hof,2,0,San Francisco,1978,San Francisco,Empty
14440,Bjorn Borg,Andy Lucchesi,2,0,San Francisco,1978,San Francisco,Empty
14441,Vitas Gerulaitis,Peter Fleming,2,1,San Francisco,1978,San Francisco,Empty
14442,Allan Stone,Brian Gottfried,2,1,San Francisco,1978,San Francisco,Empty
14443,Eddie Dibbs,Eliot Teltscher,2,0,San Francisco,1978,San Francisco,Empty
14444,Roscoe Tanner,John Austin,2,0,San Francisco,1978,San Francisco,Empty
14445,Sandy Mayer,Brad Rowe,2,1,San Francisco,1978,San Francisco,Empty
14446,Bruce Manson,Harold Solomon,2,0,San Francisco,1978,San Francisco,Empty
14447,John McEnroe,David Schneider,2,1,San Francisco,1978,San Francisco,Empty
14448,Kim Warwick,Arthur Ashe,2,1,San Francisco,1978,San Francisco,Empty
14449,Dick Stockton,Butch Walts,2,0,San Francisco,1978,San Francisco,Empty
14450,Tim Gullikson,Dennis Ralston,2,0,San Francisco,1978,San Francisco,Empty
14451,Mike Cahill,Stan Smith,2,0,San Francisco,1978,San Francisco,Empty
14452,John Lloyd,Tom Gullikson,2,1,San Francisco,1978,San Francisco,Empty
14453,Robert Lutz,Jean-Baptiste Chanfreau,2,1,San Francisco,1978,San Francisco,Empty
14454,Tony Roche,Ross Case,2,1,San Francisco,1978,San Francisco,Empty
14455,Adriano Panatta,Roger Taylor,2,1,San Francisco,1978,San Francisco,Empty
14456,Ove Nils Bengtson,Bruce Nichols,2,0,San Francisco,1978,San Francisco,Empty
14457,Jeff Borowiak,Jerry Van Linge,2,0,San Francisco,1978,San Francisco,Empty
14458,Pat Dupre,Cliff Letcher,2,0,San Francisco,1978,San Francisco,Empty
14459,Mike Fishbach,Jan Norback,2,0,San Francisco,1978,San Francisco,Empty
14460,Bob Hewitt,Tony Graham,2,0,San Francisco,1978,San Francisco,Empty
14461,Johan Kriek,Gene Mayer,2,1,San Francisco,1978,San Francisco,Empty
14462,Geoff Masters,Lloyd Bourne,2,1,San Francisco,1978,San Francisco,Empty
14463,Terry Moor,Bernard Mitton,2,1,San Francisco,1978,San Francisco,Empty
14464,Andrew Pattison,Frew McMillan,2,0,San Francisco,1978,San Francisco,Empty
14465,Victor Pecci,Nick Saviano,2,1,San Francisco,1978,San Francisco,Empty
14466,Henry Pfister,Colin Dibley,2,0,San Francisco,1978,San Francisco,Empty
14467,Marty Riessen,Howard Schoenfield,2,0,San Francisco,1978,San Francisco,Empty
14468,Terry Rocavert,Erik Van Dillen,2,0,San Francisco,1978,San Francisco,Empty
14469,Sherwood Stewart,Raymond Moore,2,0,San Francisco,1978,San Francisco,Empty
14470,Brian Teacher,Trey Waltke,2,0,San Francisco,1978,San Francisco,Empty
14471,Robert Van't Hof,Willem Prinsloo,2,0,San Francisco,1978,San Francisco,Empty
14472,Guillermo Vilas,Jose-Luis Clerc,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14473,Guillermo Vilas,Chris Lewis,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14474,Jose-Luis Clerc,Ivan Lendl,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14475,Guillermo Vilas,Patrick Proisy,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14476,Jose-Luis Clerc,Tomas Smid,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14477,Chris Lewis,Georges Goven,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14478,Ivan Lendl,Eric Deblicker,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14479,Guillermo Vilas,Rolf Gehring,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14480,Jose-Luis Clerc,Yannick Noah,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14481,Chris Lewis,Jean-Louis Haillet,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14482,Tomas Smid,Jan Kodes,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14483,Patrick Proisy,Gilles Moretton,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14484,Eric Deblicker,Christophe Freyss,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14485,Georges Goven,Bernard Fritz,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14486,Ivan Lendl,Fernando Dalla-Fontana,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14487,Guillermo Vilas,Jairo Velasco Sr,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14488,Jose-Luis Clerc,Rod Frawley,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14489,Christophe Freyss,Hans Gildemeister,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14490,Chris Lewis,Dominique Bedel,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14491,Georges Goven,Karl Meiler,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14492,Tomas Smid,Patrice Dominguez,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14493,Patrick Proisy,Ivan Molina,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14494,Ivan Lendl,Peter Elter,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14495,Fernando Dalla-Fontana,Paul McNamee,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14496,Eric Deblicker,Pascal Portes,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14497,Bernard Fritz,Christophe Roger-Vasselin,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14498,Rolf Gehring,Bernard Balleret,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14499,Jean-Louis Haillet,Andrew Jarrett,2,0,Aix-En-Provence,1978,Aix-En-Provence,Empty
14500,Jan Kodes,Alvaro Betancur,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14501,Gilles Moretton,Stanislav Birner,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14502,Yannick Noah,Gerard Toulon,2,1,Aix-En-Provence,1978,Aix-En-Provence,Empty
14503,Vijay Amritraj,Raul Ramirez,2,0,Mexico City,1978,Mexico City,Empty
14504,Vijay Amritraj,Sashi Menon,2,0,Mexico City,1978,Mexico City,Empty
14505,Raul Ramirez,Jorge Andrew,2,0,Mexico City,1978,Mexico City,Empty
14506,Vijay Amritraj,Elio Lito Alvarez,2,0,Mexico City,1978,Mexico City,Empty
14507,Jorge Andrew,Anand Amritraj,2,1,Mexico City,1978,Mexico City,Empty
14508,Sashi Menon,Roberto Chavez,2,0,Mexico City,1978,Mexico City,Empty
14509,Raul Ramirez,Eric Friedler,2,0,Mexico City,1978,Mexico City,Empty
14510,Elio Lito Alvarez,George Hardie,2,0,Mexico City,1978,Mexico City,Empty
14511,Anand Amritraj,Russell Simpson,2,0,Mexico City,1978,Mexico City,Empty
14512,Vijay Amritraj,Peter Pearson,2,1,Mexico City,1978,Mexico City,Empty
14513,Jorge Andrew,Steve Docherty,2,1,Mexico City,1978,Mexico City,Empty
14514,Roberto Chavez,John Alexander,2,0,Mexico City,1978,Mexico City,Empty
14515,Eric Friedler,Antonio Munoz,2,0,Mexico City,1978,Mexico City,Empty
14516,Sashi Menon,Fred McNair IV,2,1,Mexico City,1978,Mexico City,Empty
14517,Raul Ramirez,Rick Fisher,2,0,Mexico City,1978,Mexico City,Empty
14518,John Alexander,Luis Baraldi,2,0,Mexico City,1978,Mexico City,Empty
14519,Elio Lito Alvarez,Bill Scanlon,2,1,Mexico City,1978,Mexico City,Empty
14520,Anand Amritraj,Enrique Haro,2,0,Mexico City,1978,Mexico City,Empty
14521,Vijay Amritraj,Ramiro Benavides,2,0,Mexico City,1978,Mexico City,Empty
14522,Jorge Andrew,Christopher Sylvan,2,0,Mexico City,1978,Mexico City,Empty
14523,Roberto Chavez,Dennis Gibson,2,1,Mexico City,1978,Mexico City,Empty
14524,Steve Docherty,Ricardo Ycaza,2,0,Mexico City,1978,Mexico City,Empty
14525,Rick Fisher,Bob Carmichael,2,0,Mexico City,1978,Mexico City,Empty
14526,Eric Friedler,Billy Martin,2,0,Mexico City,1978,Mexico City,Empty
14527,George Hardie,Javier Ordaz,2,1,Mexico City,1978,Mexico City,Empty
14528,Fred McNair IV,Van Winitsky,2,1,Mexico City,1978,Mexico City,Empty
14529,Sashi Menon,Carlos Lopez,2,0,Mexico City,1978,Mexico City,Empty
14530,Antonio Munoz,Octavio Martinez,2,1,Mexico City,1978,Mexico City,Empty
14531,Peter Pearson,Walter Redondo,2,0,Mexico City,1978,Mexico City,Empty
14532,Raul Ramirez,Dick R. Bohrnstedt,2,0,Mexico City,1978,Mexico City,Empty
14533,Russell Simpson,A. Hernandez,2,0,Mexico City,1978,Mexico City,Empty
14534,Jose Higueras,Tomas Smid,3,1,Madrid,1978,Madrid,Empty
14535,Jose Higueras,Corrado Barazzutti,2,1,Madrid,1978,Madrid,Empty
14536,Tomas Smid,Balazs Taroczy,2,0,Madrid,1978,Madrid,Empty
14537,Corrado Barazzutti,Pavel Slozil,2,0,Madrid,1978,Madrid,Empty
14538,Jose Higueras,Hans Gildemeister,2,1,Madrid,1978,Madrid,Empty
14539,Tomas Smid,Adriano Panatta,2,1,Madrid,1978,Madrid,Empty
14540,Balazs Taroczy,Jaime Fillol Sr.,2,0,Madrid,1978,Madrid,Empty
14541,Corrado Barazzutti,Zeljko Franulovic,2,0,Madrid,1978,Madrid,Empty
14542,Jaime Fillol Sr.,Jan Kodes,2,1,Madrid,1978,Madrid,Empty
14543,Hans Gildemeister,Ulrich Pinner,2,0,Madrid,1978,Madrid,Empty
14544,Jose Higueras,Chris Lewis,2,1,Madrid,1978,Madrid,Empty
14545,Adriano Panatta,Vladimir Zednik,2,0,Madrid,1978,Madrid,Empty
14546,Pavel Slozil,Wojtek Fibak,2,0,Madrid,1978,Madrid,Empty
14547,Tomas Smid,Jose-Luis Clerc,2,0,Madrid,1978,Madrid,Empty
14548,Balazs Taroczy,Ivan Molina,2,0,Madrid,1978,Madrid,Empty
14549,Corrado Barazzutti,Hans Kary,2,0,Madrid,1978,Madrid,Empty
14550,Jose-Luis Clerc,Ricardo Ycaza,2,0,Madrid,1978,Madrid,Empty
14551,Wojtek Fibak,Ulf Eriksson,2,0,Madrid,1978,Madrid,Empty
14552,Jaime Fillol Sr.,Ernesto Vazquez-Barreira,2,0,Madrid,1978,Madrid,Empty
14553,Zeljko Franulovic,Andreas Maurer,2,0,Madrid,1978,Madrid,Empty
14554,Hans Gildemeister,Per Hjertquist,2,0,Madrid,1978,Madrid,Empty
14555,Jose Higueras,Jiri Hrebec,0,0,Madrid,1978,Madrid,Empty
14556,Jan Kodes,Manuel Orantes,2,0,Madrid,1978,Madrid,Empty
14557,Chris Lewis,Jose Lopez-Maeso,2,0,Madrid,1978,Madrid,Empty
14558,Ivan Molina,Fernando Luna,2,1,Madrid,1978,Madrid,Empty
14559,Adriano Panatta,Colin Dowdeswell,2,0,Madrid,1978,Madrid,Empty
14560,Ulrich Pinner,Pavel Hutka,2,0,Madrid,1978,Madrid,Empty
14561,Pavel Slozil,Javier Soler,2,0,Madrid,1978,Madrid,Empty
14562,Tomas Smid,Georges Goven,2,0,Madrid,1978,Madrid,Empty
14563,Balazs Taroczy,Paolo Bertolucci,2,1,Madrid,1978,Madrid,Empty
14564,Vladimir Zednik,Jairo Velasco Sr,2,1,Madrid,1978,Madrid,Empty
14565,Corrado Barazzutti,Jean-Louis Haillet,2,0,Madrid,1978,Madrid,Empty
14566,Paolo Bertolucci,Ferdi Taygan,2,1,Madrid,1978,Madrid,Empty
14567,Jose-Luis Clerc,Roberto Vizcaino,2,0,Madrid,1978,Madrid,Empty
14568,Colin Dowdeswell,Ivan Lendl,2,1,Madrid,1978,Madrid,Empty
14569,Ulf Eriksson,Juan Ignacio Muntanola,2,0,Madrid,1978,Madrid,Empty
14570,Wojtek Fibak,Ramiro Benavides,2,0,Madrid,1978,Madrid,Empty
14571,Jaime Fillol Sr.,Belus Prajoux,2,0,Madrid,1978,Madrid,Empty
14572,Zeljko Franulovic,Alvaro Fillol,2,1,Madrid,1978,Madrid,Empty
14573,Hans Gildemeister,Alejandro Pierola,2,1,Madrid,1978,Madrid,Empty
14574,Georges Goven,Heinz Gunthardt,2,1,Madrid,1978,Madrid,Empty
14575,Jose Higueras,Paul McNamee,2,0,Madrid,1978,Madrid,Empty
14576,Per Hjertquist,Tim Garcia,2,0,Madrid,1978,Madrid,Empty
14577,Jiri Hrebec,Gabriel Urpi,2,0,Madrid,1978,Madrid,Empty
14578,Pavel Hutka,Gilles Moretton,2,1,Madrid,1978,Madrid,Empty
14579,Hans Kary,Werner Zirngibl,2,1,Madrid,1978,Madrid,Empty
14580,Jan Kodes,Robin Drysdale,2,1,Madrid,1978,Madrid,Empty
14581,Chris Lewis,Gonzalo Nunez,2,0,Madrid,1978,Madrid,Empty
14582,Jose Lopez-Maeso,Peter Elter,2,0,Madrid,1978,Madrid,Empty
14583,Fernando Luna,Jiri Granat,2,0,Madrid,1978,Madrid,Empty
14584,Andreas Maurer,Rolf Gehring,2,0,Madrid,1978,Madrid,Empty
14585,Ivan Molina,Francisco Gonzalez,2,1,Madrid,1978,Madrid,Empty
14586,Manuel Orantes,Alvaro Betancur,2,0,Madrid,1978,Madrid,Empty
14587,Adriano Panatta,Elio Lito Alvarez,2,0,Madrid,1978,Madrid,Empty
14588,Ulrich Pinner,Bernard Fritz,2,1,Madrid,1978,Madrid,Empty
14589,Pavel Slozil,Karl Meiler,2,0,Madrid,1978,Madrid,Empty
14590,Tomas Smid,Janos Benyik,2,0,Madrid,1978,Madrid,Empty
