,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
64,ATP Masters 1000 Paris,Paris,France,2015.11.02,"€3,830,295",Novak Djokovic,Hard,/en/scores/archive/paris/352/2015/results,2015
65,ATP Finals,London,Great Britain,2015.11.15,"$7,000,000",Novak Djokovic,Hard,/en/scores/archive/atp-finals/605/2015/results,2015
66,Doha,Doha,Qatar,2016.01.04,"$1,283,855",Novak Djokovic,Hard,/en/scores/archive/doha/451/2016/results,2016
67,Chennai,Chennai,India,2016.01.04,"$482,085",Stan Wawrinka,Hard,/en/scores/archive/chennai/891/2016/results,2016
68,Brisbane,Brisbane,Australia,2016.01.04,"$461,330",Milos Raonic,Hard,/en/scores/archive/brisbane/339/2016/results,2016
69,Auckland,Auckland,New Zealand,2016.01.11,"$520,070",Roberto Bautista Agut,Hard,/en/scores/archive/auckland/301/2016/results,2016
70,Sydney,Sydney,Australia,2016.01.11,"$461,330",Viktor Troicki,Hard,/en/scores/archive/sydney/338/2016/results,2016
71,Australian Open,Melbourne,Australia,2016.01.18,"A$19,703,000",Novak Djokovic,Hard,/en/scores/archive/australian-open/580/2016/results,2016
72,Montpellier,Montpellier,France,2016.02.01,"€520,070",Richard Gasquet,Hard,/en/scores/archive/montpellier/375/2016/results,2016
73,Quito,Quito,Ecuador,2016.02.01,"$520,070",Victor Estrella Burgos,Clay,/en/scores/archive/quito/7161/2016/results,2016
74,Sofia,Sofia,Bulgaria,2016.02.01,"€520,070",Roberto Bautista Agut,Hard,/en/scores/archive/sofia/7434/2016/results,2016
75,Rotterdam,Rotterdam,Netherlands,2016.02.08,"€1,722,820",Martin Klizan,Hard,/en/scores/archive/rotterdam/407/2016/results,2016
76,Memphis,Memphis,United States,2016.02.08,"$693,425",Kei Nishikori,Hard,/en/scores/archive/memphis/424/2016/results,2016
77,Buenos Aires,Buenos Aires,Argentina,2016.02.08,"$598,865",Dominic Thiem,Clay,/en/scores/archive/buenos-aires/506/2016/results,2016
78,Rio de Janeiro,Rio de Janeiro,Brazil,2016.02.15,"$1,471,315",Pablo Cuevas,Clay,/en/scores/archive/rio-de-janeiro/6932/2016/results,2016
79,Marseille,Marseille,France,2016.02.15,"€665,910",Nick Kyrgios,Hard,/en/scores/archive/marseille/496/2016/results,2016
80,Delray Beach,Delray Beach,United States,2016.02.15,"$576,900",Sam Querrey,Hard,/en/scores/archive/delray-beach/499/2016/results,2016
81,Dubai,Dubai,United Arab Emirates,2016.02.22,"$2,674,445",Stan Wawrinka,Hard,/en/scores/archive/dubai/495/2016/results,2016
82,Acapulco,Acapulco,Mexico,2016.02.22,"$1,551,830",Dominic Thiem,Hard,/en/scores/archive/acapulco/807/2016/results,2016
83,Sao Paulo,Sao Paulo,Brazil,2016.02.22,"$499,055",Pablo Cuevas,Clay,/en/scores/archive/sao-paulo/533/2016/results,2016
84,ATP Masters 1000 Indian Wells,Indian Wells,United States,2016.03.10,"$7,037,595",Novak Djokovic,Hard,/en/scores/archive/indian-wells/404/2016/results,2016
85,ATP Masters 1000 Miami,Miami,United States,2016.03.23,"$7,037,595",Novak Djokovic,Hard,/en/scores/archive/miami/403/2016/results,2016
86,Houston,Houston,United States,2016.04.04,"$577,860",Juan Monaco,Clay,/en/scores/archive/houston/717/2016/results,2016
87,Marrakech,Marrakech,Morocco,2016.04.04,"€520,070",Federico Delbonis,Clay,/en/scores/archive/marrakech/360/2016/results,2016
88,ATP Masters 1000 Monte Carlo,Monte Carlo,Monaco,2016.04.10,"€4,094,505",Rafael Nadal,Clay,/en/scores/archive/monte-carlo/410/2016/results,2016
89,Barcelona,Barcelona,Spain,2016.04.18,"€2,428,355",Rafael Nadal,Clay,/en/scores/archive/barcelona/425/2016/results,2016
90,Bucharest,Bucharest,Romania,2016.04.18,"€520,070",Fernando Verdasco,Clay,/en/scores/archive/bucharest/773/2016/results,2016
91,Estoril,Estoril,Portugal,2016.04.25,"€520,070",Nicolas Almagro,Clay,/en/scores/archive/estoril/7290/2016/results,2016
92,Munich,Munich,Germany,2016.04.25,"€520,070",Philipp Kohlschreiber,Clay,/en/scores/archive/munich/308/2016/results,2016
93,Istanbul,Istanbul,Turkey,2016.04.25,"€483,080",Diego Schwartzman,Clay,/en/scores/archive/istanbul/7163/2016/results,2016
94,ATP Masters 1000 Madrid,Madrid,Spain,2016.05.01,"€5,719,660",Novak Djokovic,Clay,/en/scores/archive/madrid/1536/2016/results,2016
95,ATP Masters 1000 Rome,Rome,Italy,2016.05.08,"€4,300,755",Andy Murray,Clay,/en/scores/archive/rome/416/2016/results,2016
96,Geneva,Geneva,Switzerland,2016.05.15,"€556,195",Stan Wawrinka,Clay,/en/scores/archive/geneva/322/2016/results,2016
97,Nice,Nice,France,2016.05.15,"€520,070",Dominic Thiem,Clay,/en/scores/archive/nice/6120/2016/results,2016
98,Roland Garros,Paris,France,2016.05.22,"€16,008,750",Novak Djokovic,Clay,/en/scores/archive/roland-garros/520/2016/results,2016
99,Stuttgart,Stuttgart,Germany,2016.06.06,"€675,645",Dominic Thiem,Grass,/en/scores/archive/stuttgart/321/2016/results,2016
100,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2016.06.06,"€635,645",Nicolas Mahut,Grass,/en/scores/archive/s-hertogenbosch/440/2016/results,2016
101,London / Queen's Club,London,Great Britain,2016.06.13,"€1,928,610",Andy Murray,Grass,/en/scores/archive/london/311/2016/results,2016
102,Halle,Halle,Germany,2016.06.13,"€1,826,275",Florian Mayer,Grass,/en/scores/archive/halle/500/2016/results,2016
103,Nottingham,Nottingham,Great Britain,2016.06.19,"€704,805",Steve Johnson,Grass,/en/scores/archive/nottingham/741/2016/results,2016
104,Wimbledon,London,Great Britain,2016.06.27,"£13,163,000",Andy Murray,Grass,/en/scores/archive/wimbledon/540/2016/results,2016
105,Hamburg,Hamburg,Germany,2016.07.11,"€1,514,495",Martin Klizan,Clay,/en/scores/archive/hamburg/414/2016/results,2016
106,Newport,Newport,United States,2016.07.11,"$577,860",Ivo Karlovic,Grass,/en/scores/archive/newport/315/2016/results,2016
107,Bastad,Bastad,Sweden,2016.07.11,"€520,070",Albert Ramos-Vinolas,Clay,/en/scores/archive/bastad/316/2016/results,2016
108,Washington,Washington,United States,2016.07.18,"$1,877,705",Gael Monfils,Hard,/en/scores/archive/washington/418/2016/results,2016
109,Gstaad,Gstaad,Switzerland,2016.07.18,"€520,070",Feliciano Lopez,Clay,/en/scores/archive/gstaad/314/2016/results,2016
110,Kitzbühel,Kitzbuhel,Austria,2016.07.18,"€520,070",Paolo Lorenzi,Clay,/en/scores/archive/kitzbuhel/319/2016/results,2016
111,Umag,Umag,Croatia,2016.07.18,"€520,070",Fabio Fognini,Clay,/en/scores/archive/umag/439/2016/results,2016
112,ATP Masters 1000 Canada,Toronto,Canada,2016.07.25,"$4,691,730",Novak Djokovic,Hard,/en/scores/archive/toronto/421/2016/results,2016
113,Atlanta,Atlanta,United States,2016.08.01,"$693,425",Nick Kyrgios,Hard,/en/scores/archive/atlanta/6116/2016/results,2016
114,Los Cabos,Los Cabos,Mexico,2016.08.08,"$808,995",Ivo Karlovic,Hard,/en/scores/archive/los-cabos/7480/2016/results,2016
115,ATP Masters 1000 Cincinnati,Cincinnati,United States,2016.08.14,"$5,004,505",Marin Cilic,Hard,/en/scores/archive/cincinnati/422/2016/results,2016
116,Winston-Salem,Winston-Salem,United States,2016.08.21,"$720,940",Pablo Carreno Busta,Hard,/en/scores/archive/winston-salem/6242/2016/results,2016
117,US Open,New York,United States,2016.08.29,"$21,862,744",Stan Wawrinka,Hard,/en/scores/archive/us-open/560/2016/results,2016
118,St. Petersburg,St. Petersburg,Russia,2016.09.19,"$986,380",Alexander Zverev,Hard,/en/scores/archive/st-petersburg/568/2016/results,2016
119,Metz,Metz,France,2016.09.19,"€520,070",Lucas Pouille,Hard,/en/scores/archive/metz/341/2016/results,2016
120,Chengdu,Chengdu,China,2016.09.26,"$947,735",Karen Khachanov,Hard,/en/scores/archive/chengdu/7581/2016/results,2016
121,Shenzhen,Shenzhen,China,2016.09.26,"$704,140",Tomas Berdych,Hard,/en/scores/archive/shenzhen/6967/2016/results,2016
122,Beijing,Beijing,China,2016.10.03,"$4,164,780",Andy Murray,Hard,/en/scores/archive/beijing/747/2016/results,2016
123,Tokyo,Tokyo,Japan,2016.10.03,"$1,506,835",Nick Kyrgios,Hard,/en/scores/archive/tokyo/329/2016/results,2016
124,ATP Masters 1000 Shanghai,Shanghai,China,2016.10.09,"$7,655,640",Andy Murray,Hard,/en/scores/archive/shanghai/5014/2016/results,2016
125,Moscow,Moscow,Russia,2016.10.17,"$792,645",Pablo Carreno Busta,Hard,/en/scores/archive/moscow/438/2016/results,2016
126,Antwerp,Antwerp,Belgium,2016.10.17,"€635,645",Richard Gasquet,Hard,/en/scores/archive/antwerp/7485/2016/results,2016
127,Stockholm,Stockholm,Sweden,2016.10.17,"€635,645",Juan Martin del Potro,Hard,/en/scores/archive/stockholm/429/2016/results,2016
128,Vienna,Vienna,Austria,2016.10.24,"€2,467,310",Andy Murray,Hard,/en/scores/archive/vienna/337/2016/results,2016
129,Basel,Basel,Switzerland,2016.10.24,"€2,151,985",Marin Cilic,Hard,/en/scores/archive/basel/328/2016/results,2016
130,ATP Masters 1000 Paris,Paris,France,2016.10.31,"€4,300,755",Andy Murray,Hard,/en/scores/archive/paris/352/2016/results,2016
131,ATP Finals,London,Great Britain,2016.11.13,"$7,500,000",Andy Murray,Hard,/en/scores/archive/atp-finals/605/2016/results,2016
132,Brisbane,Brisbane,Australia,2017.01.01,"$495,630",Grigor Dimitrov,Hard,/en/scores/archive/brisbane/339/2017/results,2017
133,Doha,Doha,Qatar,2017.01.02,"$1,334,270",Novak Djokovic,Hard,/en/scores/archive/doha/451/2017/results,2017
134,Chennai,Chennai,India,2017.01.02,"$505,730",Roberto Bautista Agut,Hard,/en/scores/archive/chennai/891/2017/results,2017
135,Sydney,Sydney,Australia,2017.01.08,"$495,630",Gilles Muller,Hard,/en/scores/archive/sydney/338/2017/results,2017
136,Auckland,Auckland,New Zealand,2017.01.09,"$508,360",Jack Sock,Hard,/en/scores/archive/auckland/301/2017/results,2017
137,Australian Open,Melbourne,Australia,2017.01.16,"A$22,624,000",Roger Federer,Hard,/en/scores/archive/australian-open/580/2017/results,2017
138,Montpellier,Montpellier,France,2017.02.06,"€540,310",Alexander Zverev,Hard,/en/scores/archive/montpellier/375/2017/results,2017
139,Quito,Quito,Ecuador,2017.02.06,"$540,310",Victor Estrella Burgos,Clay,/en/scores/archive/quito/7161/2017/results,2017
140,Sofia,Sofia,Bulgaria,2017.02.06,"€540,310",Grigor Dimitrov,Hard,/en/scores/archive/sofia/7434/2017/results,2017
141,Rotterdam,Rotterdam,Netherlands,2017.02.13,"€1,854,365",Jo-Wilfried Tsonga,Hard,/en/scores/archive/rotterdam/407/2017/results,2017
142,Memphis,Memphis,United States,2017.02.13,"$720,410",Ryan Harrison,Hard,/en/scores/archive/memphis/424/2017/results,2017
143,Buenos Aires,Buenos Aires,Argentina,2017.02.13,"$624,340",Alexandr Dolgopolov,Clay,/en/scores/archive/buenos-aires/506/2017/results,2017
144,Rio de Janeiro,Rio de Janeiro,Brazil,2017.02.20,"$1,603,940",Dominic Thiem,Clay,/en/scores/archive/rio-de-janeiro/6932/2017/results,2017
145,Marseille,Marseille,France,2017.02.20,"€691,850",Jo-Wilfried Tsonga,Hard,/en/scores/archive/marseille/496/2017/results,2017
146,Delray Beach,Delray Beach,United States,2017.02.20,"$599,345",Jack Sock,Hard,/en/scores/archive/delray-beach/499/2017/results,2017
147,Dubai,Dubai,United Arab Emirates,2017.02.27,"$2,858,530",Andy Murray,Hard,/en/scores/archive/dubai/495/2017/results,2017
148,Acapulco,Acapulco,Mexico,2017.02.27,"$1,633,690",Sam Querrey,Hard,/en/scores/archive/acapulco/807/2017/results,2017
149,Sao Paulo,Sao Paulo,Brazil,2017.02.27,"$520,285",Pablo Cuevas,Clay,/en/scores/archive/sao-paulo/533/2017/results,2017
150,ATP Masters 1000 Indian Wells,Indian Wells,United States,2017.03.09,"$7,913,405",Roger Federer,Hard,/en/scores/archive/indian-wells/404/2017/results,2017
151,ATP Masters 1000 Miami,Miami,United States,2017.03.22,"$7,913,405",Roger Federer,Hard,/en/scores/archive/miami/403/2017/results,2017
152,Houston,Houston,United States,2017.04.10,"$600,345",Steve Johnson,Clay,/en/scores/archive/houston/717/2017/results,2017
153,Marrakech,Marrakech,Morocco,2017.04.10,"€540,310",Borna Coric,Clay,/en/scores/archive/marrakech/360/2017/results,2017
154,ATP Masters 1000 Monte Carlo,Monte Carlo,Monaco,2017.04.16,"€4,629,725",Rafael Nadal,Clay,/en/scores/archive/monte-carlo/410/2017/results,2017
155,Barcelona,Barcelona,Spain,2017.04.24,"€2,604,340",Rafael Nadal,Clay,/en/scores/archive/barcelona/425/2017/results,2017
156,Budapest,Budapest,Hungary,2017.04.24,"€540,310",Lucas Pouille,Clay,/en/scores/archive/budapest/7648/2017/results,2017
157,Estoril,Estoril,Portugal,2017.05.01,"€540,310",Pablo Carreno Busta,Clay,/en/scores/archive/estoril/7290/2017/results,2017
158,Munich,Munich,Germany,2017.05.01,"€540,310",Alexander Zverev,Clay,/en/scores/archive/munich/308/2017/results,2017
159,Istanbul,Istanbul,Turkey,2017.05.01,"€497,255",Marin Cilic,Clay,/en/scores/archive/istanbul/7163/2017/results,2017
160,ATP Masters 1000 Madrid,Madrid,Spain,2017.05.07,"€6,408,230",Rafael Nadal,Clay,/en/scores/archive/madrid/1536/2017/results,2017
161,ATP Masters 1000 Rome,Rome,Italy,2017.05.14,"€4,835,975",Alexander Zverev,Clay,/en/scores/archive/rome/416/2017/results,2017
162,Geneva,Geneva,Switzerland,2017.05.21,"€540,310",Stan Wawrinka,Clay,/en/scores/archive/geneva/322/2017/results,2017
163,Lyon,Lyon,France,2017.05.21,"€540,310",Jo-Wilfried Tsonga,Clay,/en/scores/archive/lyon/7694/2017/results,2017
164,Roland Garros,Paris,France,2017.05.28,"€16,790,000",Rafael Nadal,Clay,/en/scores/archive/roland-garros/520/2017/results,2017
165,Stuttgart,Stuttgart,Germany,2017.06.12,"€701,975",Lucas Pouille,Grass,/en/scores/archive/stuttgart/321/2017/results,2017
166,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2017.06.12,"€660,375",Gilles Muller,Grass,/en/scores/archive/s-hertogenbosch/440/2017/results,2017
167,Halle,Halle,Germany,2017.06.19,"€1,966,095",Roger Federer,Grass,/en/scores/archive/halle/500/2017/results,2017
168,London / Queen's Club,London,Great Britain,2017.06.19,"€1,966,095",Feliciano Lopez,Grass,/en/scores/archive/london/311/2017/results,2017
169,Antalya,Antalya,Turkey,2017.06.25,"€497,255",Yuichi Sugita,Grass,/en/scores/archive/antalya/7650/2017/results,2017
170,Eastbourne,Eastbourne,Great Britain,2017.06.26,"€693,910",Novak Djokovic,Grass,/en/scores/archive/eastbourne/741/2017/results,2017
171,Wimbledon,London,Great Britain,2017.07.03,"£14,840,000",Roger Federer,Grass,/en/scores/archive/wimbledon/540/2017/results,2017
172,Newport,Newport,United States,2017.07.17,"$600,345",John Isner,Grass,/en/scores/archive/newport/315/2017/results,2017
173,Bastad,Bastad,Sweden,2017.07.17,"€540,310",David Ferrer,Clay,/en/scores/archive/bastad/316/2017/results,2017
174,Umag,Umag,Croatia,2017.07.17,"€540,310",Andrey Rublev,Clay,/en/scores/archive/umag/439/2017/results,2017
175,Hamburg,Hamburg,Germany,2017.07.24,"€1,629,375",Leonardo Mayer,Clay,/en/scores/archive/hamburg/414/2017/results,2017
176,Atlanta,Atlanta,United States,2017.07.24,"$720,410",John Isner,Hard,/en/scores/archive/atlanta/6116/2017/results,2017
177,Gstaad,Gstaad,Switzerland,2017.07.24,"€540,310",Fabio Fognini,Clay,/en/scores/archive/gstaad/314/2017/results,2017
178,Washington,Washington,United States,2017.07.31,"$2,002,460",Alexander Zverev,Hard,/en/scores/archive/washington/418/2017/results,2017
179,Los Cabos,Los Cabos,Mexico,2017.07.31,"$727,995",Sam Querrey,Hard,/en/scores/archive/los-cabos/7480/2017/results,2017
180,Kitzbühel,Kitzbuhel,Austria,2017.07.31,"€540,310",Philipp Kohlschreiber,Clay,/en/scores/archive/kitzbuhel/319/2017/results,2017
181,ATP Masters 1000 Canada,Montreal,Canada,2017.08.07,"$5,275,595",Alexander Zverev,Hard,/en/scores/archive/montreal/421/2017/results,2017
182,ATP Masters 1000 Cincinnati,Cincinnati,United States,2017.08.13,"$5,627,305",Grigor Dimitrov,Hard,/en/scores/archive/cincinnati/422/2017/results,2017
183,Winston-Salem,Winston-Salem,United States,2017.08.20,"$748,960",Roberto Bautista Agut,Hard,/en/scores/archive/winston-salem/6242/2017/results,2017
184,US Open,New York,United States,2017.08.28,"$24,193,400",Rafael Nadal,Hard,/en/scores/archive/us-open/560/2017/results,2017
185,St. Petersburg,St. Petersburg,Russia,2017.09.18,"$1,064,715",Damir Dzumhur,Hard,/en/scores/archive/st-petersburg/568/2017/results,2017
186,Metz,Metz,France,2017.09.18,"€540,310",Peter Gojowczyk,Hard,/en/scores/archive/metz/341/2017/results,2017
187,Chengdu,Chengdu,China,2017.09.25,"$1,138,910",Denis Istomin,Hard,/en/scores/archive/chengdu/7581/2017/results,2017
188,Shenzhen,Shenzhen,China,2017.09.25,"$731,680",David Goffin,Hard,/en/scores/archive/shenzhen/6967/2017/results,2017
189,Beijing,Beijing,China,2017.10.02,"$4,280,460",Rafael Nadal,Hard,/en/scores/archive/beijing/747/2017/results,2017
190,Tokyo,Tokyo,Japan,2017.10.02,"$1,706,175",David Goffin,Hard,/en/scores/archive/tokyo/329/2017/results,2017
191,ATP Masters 1000 Shanghai,Shanghai,China,2017.10.08,"$8,092,625",Roger Federer,Hard,/en/scores/archive/shanghai/5014/2017/results,2017
192,Moscow,Moscow,Russia,2017.10.16,"$823,600",Damir Dzumhur,Hard,/en/scores/archive/moscow/438/2017/results,2017
193,Antwerp,Antwerp,Belgium,2017.10.16,"€660,375",Jo-Wilfried Tsonga,Hard,/en/scores/archive/antwerp/7485/2017/results,2017
194,Stockholm,Stockholm,Sweden,2017.10.16,"€660,375",Juan Martin del Potro,Hard,/en/scores/archive/stockholm/429/2017/results,2017
195,Vienna,Vienna,Austria,2017.10.23,"€2,621,850",Lucas Pouille,Hard,/en/scores/archive/vienna/337/2017/results,2017
196,Basel,Basel,Switzerland,2017.10.23,"€2,291,860",Roger Federer,Hard,/en/scores/archive/basel/328/2017/results,2017
197,ATP Masters 1000 Paris,Paris,France,2017.10.30,"€4,835,975",Jack Sock,Hard,/en/scores/archive/paris/352/2017/results,2017
198,Next Gen ATP Finals,Milan,Italy,2017.11.07,"$1,275,000",Hyeon Chung,Hard,/en/scores/archive/next-gen-atp-finals/7696/2017/results,2017
199,Nitto ATP Finals,London,Great Britain,2017.11.12,"$8,000,000",Grigor Dimitrov,Hard,/en/scores/archive/nitto-atp-finals/605/2017/results,2017
200,Brisbane,Brisbane,Australia,2017.12.31,"$528,910",Nick Kyrgios,Hard,/en/scores/archive/brisbane/339/2018/results,2018
201,Doha,Doha,Qatar,2018.01.01,"$1,386,665",Gael Monfils,Hard,/en/scores/archive/doha/451/2018/results,2018
202,Pune,Pune,India,2018.01.01,"$561,345",Gilles Simon,Hard,/en/scores/archive/pune/891/2018/results,2018
203,Sydney,Sydney,Australia,2018.01.07,"$528,910",Daniil Medvedev,Hard,/en/scores/archive/sydney/338/2018/results,2018
204,Auckland,Auckland,New Zealand,2018.01.08,"$561,345",Roberto Bautista Agut,Hard,/en/scores/archive/auckland/301/2018/results,2018
205,Australian Open,Melbourne,Australia,2018.01.15,"A$25,096,000",Roger Federer,Hard,/en/scores/archive/australian-open/580/2018/results,2018
206,Montpellier,Montpellier,France,2018.02.05,"€561,345",Lucas Pouille,Hard,/en/scores/archive/montpellier/375/2018/results,2018
207,Quito,Quito,Ecuador,2018.02.05,"$561,345",Roberto Carballes Baena,Clay,/en/scores/archive/quito/7161/2018/results,2018
208,Sofia,Sofia,Bulgaria,2018.02.05,"€561,345",Mirza Basic,Hard,/en/scores/archive/sofia/7434/2018/results,2018
