,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
0,Roger Federer,Ivan Ljubicic,2,0,Doha,2005,Doha,Empty
1,Roger Federer,Nikolay Davydenko,2,0,Doha,2005,Doha,Empty
2,Ivan Ljubicic,Albert Costa,2,0,Doha,2005,Doha,Empty
3,Roger Federer,Feliciano Lopez,2,0,Doha,2005,Doha,Empty
4,Nikolay Davydenko,Sebastien Grosjean,2,1,Doha,2005,Doha,Empty
5,Ivan Ljubicic,Rafael Nadal,2,1,Doha,2005,Doha,Empty
6,Albert Costa,Fabrice Santoro,2,0,Doha,2005,Doha,Empty
7,Roger Federer,Greg Rusedski,2,0,Doha,2005,Doha,Empty
8,Sebastien Grosjean,Hyung-Taik Lee,2,0,Doha,2005,Doha,Empty
9,Ivan Ljubicic,Marc Lopez,2,0,Doha,2005,Doha,Empty
10,Feliciano Lopez,Uros Vico,2,0,Doha,2005,Doha,Empty
11,Nikolay Davydenko,Karol Beck,2,0,Doha,2005,Doha,Empty
12,Albert Costa,Marco Chiudinelli,2,0,Doha,2005,Doha,Empty
13,Rafael Nadal,Fernando Verdasco,2,0,Doha,2005,Doha,Empty
14,Fabrice Santoro,Gael Monfils,2,1,Doha,2005,Doha,Empty
15,Roger Federer,David Ferrer,2,0,Doha,2005,Doha,Empty
16,Gael Monfils,Gaston Gaudio,2,0,Doha,2005,Doha,Empty
17,Sebastien Grosjean,Gilles Muller,2,0,Doha,2005,Doha,Empty
18,Rafael Nadal,Mikhail Youzhny,2,0,Doha,2005,Doha,Empty
19,Marco Chiudinelli,Andrei Pavel,2,1,Doha,2005,Doha,Empty
20,Ivan Ljubicic,Stan Wawrinka,2,0,Doha,2005,Doha,Empty
21,Feliciano Lopez,Filippo Volandri,2,0,Doha,2005,Doha,Empty
22,Nikolay Davydenko,Ivo Karlovic,2,0,Doha,2005,Doha,Empty
23,Karol Beck,Igor Andreev,2,0,Doha,2005,Doha,Empty
24,Albert Costa,David Sanchez,2,0,Doha,2005,Doha,Empty
25,Hyung-Taik Lee,Sergiy Stakhovsky,2,0,Doha,2005,Doha,Empty
26,Marc Lopez,Bohdan Ulihrach,2,0,Doha,2005,Doha,Empty
27,Greg Rusedski,Jan Hernych,2,0,Doha,2005,Doha,Empty
28,Fabrice Santoro,Thomas Johansson,2,0,Doha,2005,Doha,Empty
29,Fernando Verdasco,Mohammed Abdulla,2,0,Doha,2005,Doha,Empty
30,Uros Vico,Nicolas Mahut,2,1,Doha,2005,Doha,Empty
31,Joachim Johansson,Taylor Dent,2,0,Adelaide,2005,Adelaide,Empty
32,Joachim Johansson,Olivier Rochus,2,0,Adelaide,2005,Adelaide,Empty
33,Taylor Dent,Juan Ignacio Chela,2,0,Adelaide,2005,Adelaide,Empty
34,Taylor Dent,Lleyton Hewitt,2,0,Adelaide,2005,Adelaide,Empty
35,Joachim Johansson,Thomas Enqvist,2,1,Adelaide,2005,Adelaide,Empty
36,Olivier Rochus,Nicolas Kiefer,2,1,Adelaide,2005,Adelaide,Empty
37,Juan Ignacio Chela,Jurgen Melzer,2,1,Adelaide,2005,Adelaide,Empty
38,Lleyton Hewitt,Agustin Calleri,2,0,Adelaide,2005,Adelaide,Empty
39,Joachim Johansson,Xavier Malisse,2,1,Adelaide,2005,Adelaide,Empty
40,Nicolas Kiefer,Cyril Saulnier,2,0,Adelaide,2005,Adelaide,Empty
41,Juan Ignacio Chela,Jean-Rene Lisnard,2,0,Adelaide,2005,Adelaide,Empty
42,Taylor Dent,Julien Benneteau,2,1,Adelaide,2005,Adelaide,Empty
43,Olivier Rochus,Radek Stepanek,2,0,Adelaide,2005,Adelaide,Empty
44,Thomas Enqvist,Florian Mayer,2,0,Adelaide,2005,Adelaide,Empty
45,Jurgen Melzer,Amer Delic,2,0,Adelaide,2005,Adelaide,Empty
46,Lleyton Hewitt,Arnaud Clement,2,1,Adelaide,2005,Adelaide,Empty
47,Joachim Johansson,Marc Kimmich,2,0,Adelaide,2005,Adelaide,Empty
48,Nicolas Kiefer,Sjeng Schalken,2,1,Adelaide,2005,Adelaide,Empty
49,Juan Ignacio Chela,Sargis Sargsian,2,0,Adelaide,2005,Adelaide,Empty
50,Taylor Dent,Robby Ginepri,2,1,Adelaide,2005,Adelaide,Empty
51,Radek Stepanek,Philipp Kohlschreiber,2,0,Adelaide,2005,Adelaide,Empty
52,Florian Mayer,Wayne Arthurs,2,1,Adelaide,2005,Adelaide,Empty
53,Jurgen Melzer,Tomas Berdych,2,1,Adelaide,2005,Adelaide,Empty
54,Julien Benneteau,Potito Starace,2,0,Adelaide,2005,Adelaide,Empty
55,Agustin Calleri,Jarkko Nieminen,2,1,Adelaide,2005,Adelaide,Empty
56,Amer Delic,Todd Reid,2,1,Adelaide,2005,Adelaide,Empty
57,Thomas Enqvist,Raemon Sluiter,2,0,Adelaide,2005,Adelaide,Empty
58,Jean-Rene Lisnard,Sebastien De Chaunac,2,0,Adelaide,2005,Adelaide,Empty
59,Xavier Malisse,Alberto Martin,2,0,Adelaide,2005,Adelaide,Empty
60,Olivier Rochus,Antony Dupuis,2,1,Adelaide,2005,Adelaide,Empty
61,Cyril Saulnier,Paul Baccanello,2,0,Adelaide,2005,Adelaide,Empty
62,Carlos Moya,Paradorn Srichaphan,2,1,Chennai,2005,Chennai,Empty
63,Carlos Moya,Guillermo Garcia-Lopez,2,1,Chennai,2005,Chennai,Empty
64,Paradorn Srichaphan,Tomas Zib,2,0,Chennai,2005,Chennai,Empty
65,Carlos Moya,Paul-Henri Mathieu,2,0,Chennai,2005,Chennai,Empty
66,Paradorn Srichaphan,Kristof Vliegen,2,0,Chennai,2005,Chennai,Empty
67,Guillermo Garcia-Lopez,Michal Tabara,2,0,Chennai,2005,Chennai,Empty
68,Tomas Zib,Justin Gimelstob,2,0,Chennai,2005,Chennai,Empty
69,Carlos Moya,Ivo Heuberger,0,0,Chennai,2005,Chennai,Empty
70,Paradorn Srichaphan,Nicolas Devilder,2,0,Chennai,2005,Chennai,Empty
71,Justin Gimelstob,Jonas Bjorkman,2,1,Chennai,2005,Chennai,Empty
72,Paul-Henri Mathieu,Kenneth Carlsen,2,0,Chennai,2005,Chennai,Empty
73,Kristof Vliegen,Yen-Hsun Lu,2,1,Chennai,2005,Chennai,Empty
74,Tomas Zib,Kevin Kim,2,0,Chennai,2005,Chennai,Empty
75,Guillermo Garcia-Lopez,Adrian Garcia,2,0,Chennai,2005,Chennai,Empty
76,Michal Tabara,Olivier Patience,2,0,Chennai,2005,Chennai,Empty
77,Carlos Moya,Julian Knowle,2,0,Chennai,2005,Chennai,Empty
78,Paradorn Srichaphan,Christophe Rochus,2,1,Chennai,2005,Chennai,Empty
79,Olivier Patience,Rainer Schuettler,2,0,Chennai,2005,Chennai,Empty
80,Jonas Bjorkman,Karan Rastogi,2,0,Chennai,2005,Chennai,Empty
81,Kenneth Carlsen,Noam Okun,2,0,Chennai,2005,Chennai,Empty
82,Yen-Hsun Lu,Leander Paes,2,0,Chennai,2005,Chennai,Empty
83,Adrian Garcia,Gregory Carraz,2,0,Chennai,2005,Chennai,Empty
84,Kevin Kim,Harsh Mankad,2,1,Chennai,2005,Chennai,Empty
85,Nicolas Devilder,Marcos Baghdatis,2,1,Chennai,2005,Chennai,Empty
86,Guillermo Garcia-Lopez,Dennis Van Scheppingen,2,1,Chennai,2005,Chennai,Empty
87,Justin Gimelstob,Jan-Michael Gambill,2,0,Chennai,2005,Chennai,Empty
88,Ivo Heuberger,Prakash Amritraj,2,0,Chennai,2005,Chennai,Empty
89,Paul-Henri Mathieu,Janko Tipsarevic,2,0,Chennai,2005,Chennai,Empty
90,Michal Tabara,Jiri Vanek,2,1,Chennai,2005,Chennai,Empty
91,Kristof Vliegen,Santiago Ventura,2,1,Chennai,2005,Chennai,Empty
92,Tomas Zib,Lars Burgsmuller,2,0,Chennai,2005,Chennai,Empty
93,Fernando Gonzalez,Olivier Rochus,2,0,Auckland,2005,Auckland,Empty
94,Fernando Gonzalez,Juan Ignacio Chela,2,0,Auckland,2005,Auckland,Empty
95,Olivier Rochus,Jan Hernych,2,0,Auckland,2005,Auckland,Empty
96,Olivier Rochus,Guillermo Coria,2,0,Auckland,2005,Auckland,Empty
97,Fernando Gonzalez,Robby Ginepri,2,0,Auckland,2005,Auckland,Empty
98,Juan Ignacio Chela,Potito Starace,2,0,Auckland,2005,Auckland,Empty
99,Jan Hernych,Jose Acasuso,2,0,Auckland,2005,Auckland,Empty
100,Guillermo Coria,Cyril Saulnier,2,1,Auckland,2005,Auckland,Empty
101,Jose Acasuso,Dominik Hrbaty,2,0,Auckland,2005,Auckland,Empty
102,Robby Ginepri,Vincent Spadea,2,0,Auckland,2005,Auckland,Empty
103,Fernando Gonzalez,Mariano Zabaleta,2,0,Auckland,2005,Auckland,Empty
104,Juan Ignacio Chela,Ricardo Mello,2,0,Auckland,2005,Auckland,Empty
105,Jan Hernych,Alberto Martin,2,0,Auckland,2005,Auckland,Empty
106,Olivier Rochus,Federico Luzzi,2,0,Auckland,2005,Auckland,Empty
107,Potito Starace,Raemon Sluiter,2,0,Auckland,2005,Auckland,Empty
108,Guillermo Coria,Sjeng Schalken,2,0,Auckland,2005,Auckland,Empty
109,Raemon Sluiter,Tommy Robredo,2,1,Auckland,2005,Auckland,Empty
110,Dominik Hrbaty,Rafael Nadal,0,0,Auckland,2005,Auckland,Empty
111,Vincent Spadea,David Sanchez,2,0,Auckland,2005,Auckland,Empty
112,Fernando Gonzalez,James Blake,2,0,Auckland,2005,Auckland,Empty
113,Juan Ignacio Chela,Guillermo Garcia-Lopez,2,0,Auckland,2005,Auckland,Empty
114,Jan Hernych,Juan Carlos Ferrero,2,1,Auckland,2005,Auckland,Empty
115,Olivier Rochus,Luis Horna,2,0,Auckland,2005,Auckland,Empty
116,Jose Acasuso,Julien Benneteau,2,1,Auckland,2005,Auckland,Empty
117,Robby Ginepri,Agustin Calleri,2,1,Auckland,2005,Auckland,Empty
118,Federico Luzzi,Juan Monaco,2,0,Auckland,2005,Auckland,Empty
119,Alberto Martin,Philipp Kohlschreiber,2,0,Auckland,2005,Auckland,Empty
120,Ricardo Mello,Jonas Bjorkman,2,0,Auckland,2005,Auckland,Empty
121,Cyril Saulnier,Gilles Muller,2,0,Auckland,2005,Auckland,Empty
122,Potito Starace,Mark Nielsen,2,0,Auckland,2005,Auckland,Empty
123,Mariano Zabaleta,G.D. Jones,2,0,Auckland,2005,Auckland,Empty
124,Lleyton Hewitt,Ivo Minar,2,0,Sydney,2005,Sydney,Empty
125,Lleyton Hewitt,Max Mirnyi,2,1,Sydney,2005,Sydney,Empty
126,Ivo Minar,Radek Stepanek,2,0,Sydney,2005,Sydney,Empty
127,Lleyton Hewitt,Thomas Johansson,2,0,Sydney,2005,Sydney,Empty
128,Ivo Minar,Andrei Pavel,2,1,Sydney,2005,Sydney,Empty
129,Radek Stepanek,Feliciano Lopez,2,0,Sydney,2005,Sydney,Empty
130,Max Mirnyi,Taylor Dent,0,0,Sydney,2005,Sydney,Empty
131,Lleyton Hewitt,Arnaud Clement,2,0,Sydney,2005,Sydney,Empty
132,Max Mirnyi,Joachim Johansson,0,0,Sydney,2005,Sydney,Empty
133,Andrei Pavel,Jarkko Nieminen,2,0,Sydney,2005,Sydney,Empty
134,Feliciano Lopez,Michael Llodra,2,1,Sydney,2005,Sydney,Empty
135,Thomas Johansson,Wayne Arthurs,2,0,Sydney,2005,Sydney,Empty
136,Taylor Dent,Mardy Fish,2,0,Sydney,2005,Sydney,Empty
137,Ivo Minar,Fernando Verdasco,2,0,Sydney,2005,Sydney,Empty
138,Radek Stepanek,Igor Andreev,2,1,Sydney,2005,Sydney,Empty
139,Lleyton Hewitt,Karol Beck,2,0,Sydney,2005,Sydney,Empty
140,Radek Stepanek,Carlos Moya,2,1,Sydney,2005,Sydney,Empty
141,Joachim Johansson,Greg Rusedski,2,0,Sydney,2005,Sydney,Empty
142,Andrei Pavel,Luke Bourgeois,2,0,Sydney,2005,Sydney,Empty
143,Feliciano Lopez,Todd Reid,2,0,Sydney,2005,Sydney,Empty
144,Ivo Minar,Nikolay Davydenko,2,1,Sydney,2005,Sydney,Empty
145,Thomas Johansson,Florian Mayer,2,0,Sydney,2005,Sydney,Empty
146,Taylor Dent,Santiago Ventura,2,0,Sydney,2005,Sydney,Empty
147,Igor Andreev,Albert Costa,2,0,Sydney,2005,Sydney,Empty
148,Wayne Arthurs,Filippo Volandri,2,1,Sydney,2005,Sydney,Empty
149,Arnaud Clement,Tomas Zib,2,0,Sydney,2005,Sydney,Empty
150,Mardy Fish,Robin Soderling,2,0,Sydney,2005,Sydney,Empty
151,Michael Llodra,Xavier Malisse,2,1,Sydney,2005,Sydney,Empty
152,Max Mirnyi,David Ferrer,2,0,Sydney,2005,Sydney,Empty
153,Jarkko Nieminen,Jurgen Melzer,2,0,Sydney,2005,Sydney,Empty
154,Fernando Verdasco,Tomas Berdych,2,1,Sydney,2005,Sydney,Empty
155,Marat Safin,Lleyton Hewitt,3,1,Australian Open,2005,Melbourne,Empty
156,Marat Safin,Roger Federer,3,2,Australian Open,2005,Melbourne,Empty
157,Lleyton Hewitt,Andy Roddick,3,1,Australian Open,2005,Melbourne,Empty
158,Roger Federer,Andre Agassi,2,1,Australian Open,2005,Melbourne,Empty
159,Andy Roddick,Nikolay Davydenko,2,1,Australian Open,2005,Melbourne,Empty
160,Lleyton Hewitt,David Nalbandian,3,2,Australian Open,2005,Melbourne,Empty
161,Marat Safin,Dominik Hrbaty,2,1,Australian Open,2005,Melbourne,Empty
162,Roger Federer,Marcos Baghdatis,2,1,Australian Open,2005,Melbourne,Empty
163,Andy Roddick,Philipp Kohlschreiber,2,1,Australian Open,2005,Melbourne,Empty
164,Lleyton Hewitt,Rafael Nadal,3,2,Australian Open,2005,Melbourne,Empty
165,Marat Safin,Olivier Rochus,3,1,Australian Open,2005,Melbourne,Empty
166,David Nalbandian,Guillermo Coria,3,1,Australian Open,2005,Melbourne,Empty
167,Andre Agassi,Joachim Johansson,3,1,Australian Open,2005,Melbourne,Empty
168,Nikolay Davydenko,Guillermo Canas,2,1,Australian Open,2005,Melbourne,Empty
169,Dominik Hrbaty,Thomas Johansson,2,1,Australian Open,2005,Melbourne,Empty
170,Roger Federer,Jarkko Nieminen,2,0,Australian Open,2005,Melbourne,Empty
171,Andy Roddick,Jurgen Melzer,2,1,Australian Open,2005,Melbourne,Empty
172,Lleyton Hewitt,Juan Ignacio Chela,3,1,Australian Open,2005,Melbourne,Empty
173,Marat Safin,Mario Ancic,3,1,Australian Open,2005,Melbourne,Empty
174,Guillermo Coria,Juan Carlos Ferrero,2,1,Australian Open,2005,Melbourne,Empty
175,Nikolay Davydenko,Tim Henman,2,1,Australian Open,2005,Melbourne,Empty
176,Andre Agassi,Taylor Dent,2,1,Australian Open,2005,Melbourne,Empty
177,David Nalbandian,Fernando Gonzalez,3,1,Australian Open,2005,Melbourne,Empty
178,Dominik Hrbaty,Gaston Gaudio,3,2,Australian Open,2005,Melbourne,Empty
179,Joachim Johansson,Feliciano Lopez,3,2,Australian Open,2005,Melbourne,Empty
180,Guillermo Canas,Radek Stepanek,2,1,Australian Open,2005,Melbourne,Empty
181,Marcos Baghdatis,Tommy Robredo,2,1,Australian Open,2005,Melbourne,Empty
182,Thomas Johansson,Kevin Kim,3,2,Australian Open,2005,Melbourne,Empty
183,Philipp Kohlschreiber,Jean-Rene Lisnard,2,1,Australian Open,2005,Melbourne,Empty
184,Rafael Nadal,Bobby Reynolds,2,1,Australian Open,2005,Melbourne,Empty
185,Olivier Rochus,Karol Beck,3,1,Australian Open,2005,Melbourne,Empty
186,Roger Federer,Takao Suzuki,2,1,Australian Open,2005,Melbourne,Empty
187,Andy Roddick,Greg Rusedski,3,1,Australian Open,2005,Melbourne,Empty
188,Lleyton Hewitt,James Blake,3,1,Australian Open,2005,Melbourne,Empty
189,Marat Safin,Bohdan Ulihrach,2,1,Australian Open,2005,Melbourne,Empty
190,Guillermo Coria,Ricardo Mello,3,1,Australian Open,2005,Melbourne,Empty
191,Tim Henman,Victor Hanescu,2,1,Australian Open,2005,Melbourne,Empty
192,Andre Agassi,Rainer Schuettler,2,1,Australian Open,2005,Melbourne,Empty
193,David Nalbandian,Santiago Ventura,3,1,Australian Open,2005,Melbourne,Empty
194,Gaston Gaudio,Mardy Fish,3,1,Australian Open,2005,Melbourne,Empty
195,Joachim Johansson,Peter Wessels,2,1,Australian Open,2005,Melbourne,Empty
196,Guillermo Canas,Fernando Verdasco,3,1,Australian Open,2005,Melbourne,Empty
197,Tommy Robredo,Tomas Zib,3,1,Australian Open,2005,Melbourne,Empty
198,Jean-Rene Lisnard,Sebastien Grosjean,3,2,Australian Open,2005,Melbourne,Empty
199,Rafael Nadal,Mikhail Youzhny,3,2,Australian Open,2005,Melbourne,Empty
200,Karol Beck,Tommy Haas,3,2,Australian Open,2005,Melbourne,Empty
201,Bobby Reynolds,Andrei Pavel,2,1,Australian Open,2005,Melbourne,Empty
202,Philipp Kohlschreiber,Nicolas Massu,2,0,Australian Open,2005,Melbourne,Empty
203,Dominik Hrbaty,Janko Tipsarevic,3,1,Australian Open,2005,Melbourne,Empty
204,Marcos Baghdatis,Ivan Ljubicic,3,1,Australian Open,2005,Melbourne,Empty
205,Fernando Gonzalez,Igor Andreev,2,1,Australian Open,2005,Melbourne,Empty
206,Feliciano Lopez,Sargis Sargsian,3,1,Australian Open,2005,Melbourne,Empty
207,Juan Ignacio Chela,Gregory Carraz,2,1,Australian Open,2005,Melbourne,Empty
208,Nikolay Davydenko,Christophe Rochus,2,1,Australian Open,2005,Melbourne,Empty
209,Jarkko Nieminen,Paradorn Srichaphan,2,1,Australian Open,2005,Melbourne,Empty
210,Mario Ancic,Bjorn Phau,2,1,Australian Open,2005,Melbourne,Empty
211,Taylor Dent,Michal Tabara,2,1,Australian Open,2005,Melbourne,Empty
212,Thomas Johansson,Agustin Calleri,3,2,Australian Open,2005,Melbourne,Empty
213,Juan Carlos Ferrero,Mariano Zabaleta,2,1,Australian Open,2005,Melbourne,Empty
214,Jurgen Melzer,Nathan Healey,2,1,Australian Open,2005,Melbourne,Empty
215,Kevin Kim,Guillermo Garcia-Lopez,2,1,Australian Open,2005,Melbourne,Empty
216,Olivier Rochus,Gael Monfils,2,1,Australian Open,2005,Melbourne,Empty
217,Radek Stepanek,Jan Hernych,3,2,Australian Open,2005,Melbourne,Empty
218,Roger Federer,Fabrice Santoro,2,1,Australian Open,2005,Melbourne,Empty
219,Andy Roddick,Irakli Labadze,2,1,Australian Open,2005,Melbourne,Empty
220,Lleyton Hewitt,Arnaud Clement,2,1,Australian Open,2005,Melbourne,Empty
221,Marat Safin,Novak Djokovic,2,1,Australian Open,2005,Melbourne,Empty
222,Guillermo Garcia-Lopez,Carlos Moya,3,1,Australian Open,2005,Melbourne,Empty
223,Guillermo Coria,Tomas Berdych,2,1,Australian Open,2005,Melbourne,Empty
224,Tim Henman,Cyril Saulnier,3,1,Australian Open,2005,Melbourne,Empty
225,Andre Agassi,Dieter Kindlmann,2,1,Australian Open,2005,Melbourne,Empty
226,David Nalbandian,David Ferrer,3,2,Australian Open,2005,Melbourne,Empty
227,Gaston Gaudio,Justin Gimelstob,2,1,Australian Open,2005,Melbourne,Empty
228,Joachim Johansson,Sjeng Schalken,2,1,Australian Open,2005,Melbourne,Empty
229,Guillermo Canas,Chris Guccione,2,1,Australian Open,2005,Melbourne,Empty
230,Tommy Robredo,Scott Draper,3,1,Australian Open,2005,Melbourne,Empty
231,Sebastien Grosjean,Michael Llodra,2,1,Australian Open,2005,Melbourne,Empty
232,Mikhail Youzhny,Jerome Haehnel,2,1,Australian Open,2005,Melbourne,Empty
233,Tommy Haas,Xavier Malisse,2,1,Australian Open,2005,Melbourne,Empty
234,Andrei Pavel,Olivier Mutis,2,1,Australian Open,2005,Melbourne,Empty
235,Nicolas Massu,Antony Dupuis,3,1,Australian Open,2005,Melbourne,Empty
236,Radek Stepanek,Vincent Spadea,3,2,Australian Open,2005,Melbourne,Empty
237,Dominik Hrbaty,Robin Soderling,2,1,Australian Open,2005,Melbourne,Empty
238,Olivier Rochus,Nicolas Kiefer,3,2,Australian Open,2005,Melbourne,Empty
239,Ivan Ljubicic,Luis Horna,2,1,Australian Open,2005,Melbourne,Empty
240,Fernando Gonzalez,Jose Acasuso,3,2,Australian Open,2005,Melbourne,Empty
241,Feliciano Lopez,Paul Baccanello,2,1,Australian Open,2005,Melbourne,Empty
242,Juan Ignacio Chela,Wayne Arthurs,2,1,Australian Open,2005,Melbourne,Empty
243,Nikolay Davydenko,Roko Karanusic,2,1,Australian Open,2005,Melbourne,Empty
244,Paradorn Srichaphan,Potito Starace,3,1,Australian Open,2005,Melbourne,Empty
245,Mario Ancic,Oscar Hernandez,2,1,Australian Open,2005,Melbourne,Empty
246,Taylor Dent,Florent Serra,2,1,Australian Open,2005,Melbourne,Empty
247,Thomas Johansson,Peter Luczak,3,2,Australian Open,2005,Melbourne,Empty
248,Juan Carlos Ferrero,Melle Van Gemerden,3,1,Australian Open,2005,Melbourne,Empty
249,Jurgen Melzer,Raemon Sluiter,0,0,Australian Open,2005,Melbourne,Empty
250,Igor Andreev,Lars Burgsmuller,2,1,Australian Open,2005,Melbourne,Empty
251,Marcos Baghdatis,Federico Luzzi,3,2,Australian Open,2005,Melbourne,Empty
252,Karol Beck,Todd Reid,2,1,Australian Open,2005,Melbourne,Empty
253,James Blake,Florian Mayer,2,1,Australian Open,2005,Melbourne,Empty
254,Agustin Calleri,Max Mirnyi,3,2,Australian Open,2005,Melbourne,Empty
255,Gregory Carraz,Paul-Henri Mathieu,3,1,Australian Open,2005,Melbourne,Empty
256,Mardy Fish,Juan Monaco,3,2,Australian Open,2005,Melbourne,Empty
257,Victor Hanescu,Filippo Volandri,2,1,Australian Open,2005,Melbourne,Empty
258,Nathan Healey,Flavio Saretta,3,1,Australian Open,2005,Melbourne,Empty
259,Jan Hernych,Felix Mantilla,3,1,Australian Open,2005,Melbourne,Empty
260,Kevin Kim,Hyung-Taik Lee,3,2,Australian Open,2005,Melbourne,Empty
261,Philipp Kohlschreiber,Kenneth Carlsen,2,1,Australian Open,2005,Melbourne,Empty
262,Jean-Rene Lisnard,Oliver Marach,3,2,Australian Open,2005,Melbourne,Empty
263,Ricardo Mello,Alberto Martin,2,1,Australian Open,2005,Melbourne,Empty
264,Gael Monfils,Robby Ginepri,3,1,Australian Open,2005,Melbourne,Empty
265,Rafael Nadal,Julien Benneteau,2,1,Australian Open,2005,Melbourne,Empty
266,Jarkko Nieminen,Davide Sanguinetti,3,1,Australian Open,2005,Melbourne,Empty
267,Bjorn Phau,Albert Costa,2,1,Australian Open,2005,Melbourne,Empty
268,Bobby Reynolds,Nicolas Almagro,3,1,Australian Open,2005,Melbourne,Empty
269,Christophe Rochus,Albert Montanes,2,1,Australian Open,2005,Melbourne,Empty
270,Greg Rusedski,Jonas Bjorkman,3,1,Australian Open,2005,Melbourne,Empty
271,Sargis Sargsian,David Sanchez,3,2,Australian Open,2005,Melbourne,Empty
272,Rainer Schuettler,Olivier Patience,2,1,Australian Open,2005,Melbourne,Empty
273,Takao Suzuki,Jan-Michael Gambill,2,1,Australian Open,2005,Melbourne,Empty
274,Michal Tabara,Thomas Enqvist,3,1,Australian Open,2005,Melbourne,Empty
275,Janko Tipsarevic,Daniele Bracciali,3,1,Australian Open,2005,Melbourne,Empty
276,Bohdan Ulihrach,Ivo Karlovic,3,1,Australian Open,2005,Melbourne,Empty
277,Santiago Ventura,Alex Calatrava,3,2,Australian Open,2005,Melbourne,Empty
278,Fernando Verdasco,Gilles Muller,2,1,Australian Open,2005,Melbourne,Empty
279,Peter Wessels,Yen-Hsun Lu,2,1,Australian Open,2005,Melbourne,Empty
280,Mariano Zabaleta,Marc Kimmich,3,1,Australian Open,2005,Melbourne,Empty
281,Tomas Zib,Jimmy Wang,2,1,Australian Open,2005,Melbourne,Empty
282,Xavier Malisse,Jiri Novak,2,0,Delray Beach,2005,Delray Beach,Empty
283,Xavier Malisse,Vincent Spadea,2,0,Delray Beach,2005,Delray Beach,Empty
284,Jiri Novak,Wesley Moodie,2,0,Delray Beach,2005,Delray Beach,Empty
285,Vincent Spadea,Kevin Kim,2,1,Delray Beach,2005,Delray Beach,Empty
286,Jiri Novak,Kenneth Carlsen,2,0,Delray Beach,2005,Delray Beach,Empty
287,Xavier Malisse,Ramon Delgado,2,0,Delray Beach,2005,Delray Beach,Empty
288,Wesley Moodie,Peter Wessels,0,0,Delray Beach,2005,Delray Beach,Empty
289,Vincent Spadea,Teymuraz Gabashvili,2,1,Delray Beach,2005,Delray Beach,Empty
290,Jiri Novak,Philipp Kohlschreiber,2,0,Delray Beach,2005,Delray Beach,Empty
291,Xavier Malisse,Juan-Pablo Guzman,2,1,Delray Beach,2005,Delray Beach,Empty
292,Wesley Moodie,Ricardo Mello,2,0,Delray Beach,2005,Delray Beach,Empty
293,Kenneth Carlsen,Brian Vahaly,2,1,Delray Beach,2005,Delray Beach,Empty
294,Kevin Kim,Todd Widom,2,0,Delray Beach,2005,Delray Beach,Empty
295,Ramon Delgado,Peng Sun,2,1,Delray Beach,2005,Delray Beach,Empty
296,Peter Wessels,Jan-Michael Gambill,2,1,Delray Beach,2005,Delray Beach,Empty
297,Vincent Spadea,Hugo Armando,2,0,Delray Beach,2005,Delray Beach,Empty
298,Jiri Novak,Amer Delic,2,0,Delray Beach,2005,Delray Beach,Empty
299,Xavier Malisse,Jeff Morrison,2,1,Delray Beach,2005,Delray Beach,Empty
300,Jan-Michael Gambill,Cyril Saulnier,2,1,Delray Beach,2005,Delray Beach,Empty
301,Ricardo Mello,Tomas Zib,2,0,Delray Beach,2005,Delray Beach,Empty
302,Kenneth Carlsen,Eric Nunez,2,0,Delray Beach,2005,Delray Beach,Empty
303,Kevin Kim,Frank Dancevic,2,0,Delray Beach,2005,Delray Beach,Empty
304,Ramon Delgado,Glenn Weiner,2,0,Delray Beach,2005,Delray Beach,Empty
305,Teymuraz Gabashvili,James Blake,2,1,Delray Beach,2005,Delray Beach,Empty
306,Juan-Pablo Guzman,Roko Karanusic,2,1,Delray Beach,2005,Delray Beach,Empty
307,Philipp Kohlschreiber,Wayne Odesnik,2,0,Delray Beach,2005,Delray Beach,Empty
308,Wesley Moodie,Jeff Salzenstein,2,0,Delray Beach,2005,Delray Beach,Empty
309,Peng Sun,Matias Boeker,2,0,Delray Beach,2005,Delray Beach,Empty
310,Brian Vahaly,Robert Kendrick,2,0,Delray Beach,2005,Delray Beach,Empty
311,Peter Wessels,Dennis Van Scheppingen,2,0,Delray Beach,2005,Delray Beach,Empty
312,Todd Widom,Olivier Mutis,2,1,Delray Beach,2005,Delray Beach,Empty
313,Robin Soderling,Radek Stepanek,2,1,Milan,2005,Milan,Empty
314,Radek Stepanek,Ivan Ljubicic,2,0,Milan,2005,Milan,Empty
315,Robin Soderling,Max Mirnyi,2,1,Milan,2005,Milan,Empty
316,Ivan Ljubicic,Karol Beck,2,1,Milan,2005,Milan,Empty
317,Radek Stepanek,Rainer Schuettler,2,1,Milan,2005,Milan,Empty
318,Robin Soderling,Sergiy Stakhovsky,2,0,Milan,2005,Milan,Empty
319,Max Mirnyi,Tomas Behrend,2,0,Milan,2005,Milan,Empty
320,Tomas Behrend,Andrei Pavel,2,0,Milan,2005,Milan,Empty
321,Ivan Ljubicic,Ivo Heuberger,2,0,Milan,2005,Milan,Empty
322,Sergiy Stakhovsky,Mario Ancic,2,1,Milan,2005,Milan,Empty
323,Radek Stepanek,Ivo Karlovic,2,1,Milan,2005,Milan,Empty
324,Robin Soderling,Gael Monfils,2,0,Milan,2005,Milan,Empty
