,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Atlético Madrid,Málaga CF,2,0,HomeTeam,1.Matchday,"Aug 28, 2004"
1,CD Numancia,Real Betis Balompié,1,1,Draw,1.Matchday,"Aug 28, 2004"
2,RCD Espanyol Barcelona,Deportivo de La Coruña,1,1,Draw,1.Matchday,"Aug 28, 2004"
3,RCD Mallorca,Real Madrid,0,1,AwayTeam,1.Matchday,"Aug 29, 2004"
4,CA Osasuna,Athletic Bilbao,1,1,Draw,1.Matchday,"Aug 29, 2004"
5,Real Zaragoza,Getafe CF,3,1,HomeTeam,1.Matchday,"Aug 29, 2004"
6,Sevilla FC,Albacete Balompié,1,0,HomeTeam,1.Matchday,"Aug 29, 2004"
7,Real Sociedad,Levante UD,1,1,Draw,1.Matchday,"Aug 29, 2004"
8,Racing Santander,FC Barcelona,0,2,AwayTeam,1.Matchday,"Aug 29, 2004"
9,Valencia CF,Villarreal CF,2,1,HomeTeam,1.Matchday,"Aug 30, 2004"
10,Athletic Bilbao,Valencia CF,2,2,Draw,2.Matchday,"Sep 11, 2004"
11,Real Madrid,CD Numancia,1,0,HomeTeam,2.Matchday,"Sep 11, 2004"
12,FC Barcelona,Sevilla FC,2,0,HomeTeam,2.Matchday,"Sep 11, 2004"
13,Deportivo de La Coruña,CA Osasuna,1,3,AwayTeam,2.Matchday,"Sep 12, 2004"
14,Villarreal CF,Real Sociedad,0,0,Draw,2.Matchday,"Sep 12, 2004"
15,Málaga CF,Real Zaragoza,0,0,Draw,2.Matchday,"Sep 12, 2004"
16,Real Betis Balompié,RCD Espanyol Barcelona,1,4,AwayTeam,2.Matchday,"Sep 12, 2004"
17,Levante UD,Racing Santander,3,1,HomeTeam,2.Matchday,"Sep 12, 2004"
18,Getafe CF,RCD Mallorca,1,2,AwayTeam,2.Matchday,"Sep 12, 2004"
19,Albacete Balompié,Atlético Madrid,0,2,AwayTeam,2.Matchday,"Sep 12, 2004"
20,CA Osasuna,Real Betis Balompié,3,2,HomeTeam,3.Matchday,"Sep 18, 2004"
21,RCD Espanyol Barcelona,Real Madrid,1,0,HomeTeam,3.Matchday,"Sep 18, 2004"
22,Valencia CF,Real Sociedad,3,1,HomeTeam,3.Matchday,"Sep 18, 2004"
23,Real Zaragoza,Albacete Balompié,4,3,HomeTeam,3.Matchday,"Sep 19, 2004"
24,CD Numancia,Getafe CF,1,0,HomeTeam,3.Matchday,"Sep 19, 2004"
25,RCD Mallorca,Málaga CF,1,2,AwayTeam,3.Matchday,"Sep 19, 2004"
26,Sevilla FC,Levante UD,3,0,HomeTeam,3.Matchday,"Sep 19, 2004"
27,Racing Santander,Villarreal CF,1,1,Draw,3.Matchday,"Sep 19, 2004"
28,Atlético Madrid,FC Barcelona,1,1,Draw,3.Matchday,"Sep 19, 2004"
29,Athletic Bilbao,Deportivo de La Coruña,1,2,AwayTeam,3.Matchday,"Sep 19, 2004"
30,Real Madrid,CA Osasuna,1,0,HomeTeam,4.Matchday,"Sep 21, 2004"
31,Villarreal CF,Sevilla FC,0,0,Draw,4.Matchday,"Sep 22, 2004"
32,Málaga CF,CD Numancia,4,1,HomeTeam,4.Matchday,"Sep 22, 2004"
33,Real Betis Balompié,Athletic Bilbao,2,1,HomeTeam,4.Matchday,"Sep 22, 2004"
34,Albacete Balompié,RCD Mallorca,0,0,Draw,4.Matchday,"Sep 22, 2004"
35,Levante UD,Atlético Madrid,1,0,HomeTeam,4.Matchday,"Sep 22, 2004"
36,Getafe CF,RCD Espanyol Barcelona,1,0,HomeTeam,4.Matchday,"Sep 22, 2004"
37,Real Sociedad,Racing Santander,0,1,AwayTeam,4.Matchday,"Sep 22, 2004"
38,Deportivo de La Coruña,Valencia CF,1,5,AwayTeam,4.Matchday,"Sep 22, 2004"
39,FC Barcelona,Real Zaragoza,4,1,HomeTeam,4.Matchday,"Sep 23, 2004"
40,Atlético Madrid,Villarreal CF,1,0,HomeTeam,5.Matchday,"Sep 25, 2004"
41,Athletic Bilbao,Real Madrid,2,1,HomeTeam,5.Matchday,"Sep 25, 2004"
42,Deportivo de La Coruña,Real Betis Balompié,1,1,Draw,5.Matchday,"Sep 25, 2004"
43,Valencia CF,Racing Santander,2,0,HomeTeam,5.Matchday,"Sep 26, 2004"
44,Real Zaragoza,Levante UD,4,3,HomeTeam,5.Matchday,"Sep 26, 2004"
45,CD Numancia,Albacete Balompié,0,0,Draw,5.Matchday,"Sep 26, 2004"
46,CA Osasuna,Getafe CF,2,1,HomeTeam,5.Matchday,"Sep 26, 2004"
47,RCD Espanyol Barcelona,Málaga CF,1,0,HomeTeam,5.Matchday,"Sep 26, 2004"
48,RCD Mallorca,FC Barcelona,1,3,AwayTeam,5.Matchday,"Sep 26, 2004"
49,Sevilla FC,Real Sociedad,2,1,HomeTeam,5.Matchday,"Sep 26, 2004"
50,Real Betis Balompié,Valencia CF,1,1,Draw,6.Matchday,"Oct 2, 2004"
51,Real Sociedad,Atlético Madrid,1,0,HomeTeam,6.Matchday,"Oct 2, 2004"
52,Villarreal CF,Real Zaragoza,2,0,HomeTeam,6.Matchday,"Oct 3, 2004"
53,Málaga CF,CA Osasuna,2,0,HomeTeam,6.Matchday,"Oct 3, 2004"
54,Albacete Balompié,RCD Espanyol Barcelona,1,0,HomeTeam,6.Matchday,"Oct 3, 2004"
55,Levante UD,RCD Mallorca,2,0,HomeTeam,6.Matchday,"Oct 3, 2004"
56,Getafe CF,Athletic Bilbao,3,1,HomeTeam,6.Matchday,"Oct 3, 2004"
57,Racing Santander,Sevilla FC,0,0,Draw,6.Matchday,"Oct 3, 2004"
58,FC Barcelona,CD Numancia,1,0,HomeTeam,6.Matchday,"Oct 3, 2004"
59,Real Madrid,Deportivo de La Coruña,0,1,AwayTeam,6.Matchday,"Oct 3, 2004"
60,Deportivo de La Coruña,Getafe CF,2,1,HomeTeam,7.Matchday,"Oct 16, 2004"
61,Real Betis Balompié,Real Madrid,1,1,Draw,7.Matchday,"Oct 16, 2004"
62,RCD Espanyol Barcelona,FC Barcelona,0,1,AwayTeam,7.Matchday,"Oct 16, 2004"
63,Real Zaragoza,Real Sociedad,2,1,HomeTeam,7.Matchday,"Oct 17, 2004"
64,CD Numancia,Levante UD,1,3,AwayTeam,7.Matchday,"Oct 17, 2004"
65,RCD Mallorca,Villarreal CF,1,1,Draw,7.Matchday,"Oct 17, 2004"
66,Athletic Bilbao,Málaga CF,1,0,HomeTeam,7.Matchday,"Oct 17, 2004"
67,Atlético Madrid,Racing Santander,1,0,HomeTeam,7.Matchday,"Oct 17, 2004"
68,CA Osasuna,Albacete Balompié,3,2,HomeTeam,7.Matchday,"Oct 17, 2004"
69,Valencia CF,Sevilla FC,1,2,AwayTeam,7.Matchday,"Oct 17, 2004"
70,Málaga CF,Deportivo de La Coruña,1,1,Draw,8.Matchday,"Oct 23, 2004"
71,Real Madrid,Valencia CF,1,0,HomeTeam,8.Matchday,"Oct 23, 2004"
72,Villarreal CF,CD Numancia,4,0,HomeTeam,8.Matchday,"Oct 24, 2004"
73,Albacete Balompié,Athletic Bilbao,1,0,HomeTeam,8.Matchday,"Oct 24, 2004"
74,Levante UD,RCD Espanyol Barcelona,0,2,AwayTeam,8.Matchday,"Oct 24, 2004"
75,Getafe CF,Real Betis Balompié,0,2,AwayTeam,8.Matchday,"Oct 24, 2004"
76,Racing Santander,Real Zaragoza,1,0,HomeTeam,8.Matchday,"Oct 24, 2004"
77,Real Sociedad,RCD Mallorca,2,1,HomeTeam,8.Matchday,"Oct 24, 2004"
78,FC Barcelona,CA Osasuna,3,0,HomeTeam,8.Matchday,"Oct 24, 2004"
79,Sevilla FC,Atlético Madrid,2,1,HomeTeam,8.Matchday,"Oct 24, 2004"
80,Athletic Bilbao,FC Barcelona,1,1,Draw,9.Matchday,"Oct 30, 2004"
81,Valencia CF,Atlético Madrid,1,1,Draw,9.Matchday,"Oct 30, 2004"
82,Real Zaragoza,Sevilla FC,3,0,HomeTeam,9.Matchday,"Oct 31, 2004"
83,CD Numancia,Real Sociedad,0,2,AwayTeam,9.Matchday,"Oct 31, 2004"
84,RCD Mallorca,Racing Santander,1,2,AwayTeam,9.Matchday,"Oct 31, 2004"
85,CA Osasuna,Levante UD,0,1,AwayTeam,9.Matchday,"Oct 31, 2004"
86,Deportivo de La Coruña,Albacete Balompié,0,0,Draw,9.Matchday,"Oct 31, 2004"
87,Real Madrid,Getafe CF,2,0,HomeTeam,9.Matchday,"Oct 31, 2004"
88,RCD Espanyol Barcelona,Villarreal CF,0,0,Draw,9.Matchday,"Oct 31, 2004"
89,Real Betis Balompié,Málaga CF,1,1,Draw,9.Matchday,"Oct 31, 2004"
90,FC Barcelona,Deportivo de La Coruña,2,1,HomeTeam,10.Matchday,"Nov 6, 2004"
91,Albacete Balompié,Real Betis Balompié,0,0,Draw,10.Matchday,"Nov 6, 2004"
92,Villarreal CF,CA Osasuna,3,0,HomeTeam,10.Matchday,"Nov 7, 2004"
93,Levante UD,Athletic Bilbao,1,0,HomeTeam,10.Matchday,"Nov 7, 2004"
94,Sevilla FC,RCD Mallorca,1,1,Draw,10.Matchday,"Nov 7, 2004"
95,Getafe CF,Valencia CF,1,0,HomeTeam,10.Matchday,"Nov 7, 2004"
96,Racing Santander,CD Numancia,2,0,HomeTeam,10.Matchday,"Nov 7, 2004"
97,Real Sociedad,RCD Espanyol Barcelona,0,2,AwayTeam,10.Matchday,"Nov 7, 2004"
98,Málaga CF,Real Madrid,0,2,AwayTeam,10.Matchday,"Nov 7, 2004"
99,Atlético Madrid,Real Zaragoza,1,1,Draw,10.Matchday,"Nov 7, 2004"
100,CA Osasuna,Real Sociedad,1,0,HomeTeam,11.Matchday,"Nov 13, 2004"
101,Athletic Bilbao,Villarreal CF,2,1,HomeTeam,11.Matchday,"Nov 13, 2004"
102,Valencia CF,Real Zaragoza,0,0,Draw,11.Matchday,"Nov 14, 2004"
103,CD Numancia,Sevilla FC,2,1,HomeTeam,11.Matchday,"Nov 14, 2004"
104,RCD Mallorca,Atlético Madrid,1,1,Draw,11.Matchday,"Nov 14, 2004"
105,Getafe CF,Málaga CF,1,0,HomeTeam,11.Matchday,"Nov 14, 2004"
106,RCD Espanyol Barcelona,Racing Santander,2,1,HomeTeam,11.Matchday,"Nov 14, 2004"
107,Deportivo de La Coruña,Levante UD,1,0,HomeTeam,11.Matchday,"Nov 14, 2004"
108,Real Madrid,Albacete Balompié,6,1,HomeTeam,11.Matchday,"Nov 14, 2004"
109,Real Betis Balompié,FC Barcelona,2,1,HomeTeam,11.Matchday,"Nov 14, 2004"
110,Villarreal CF,Deportivo de La Coruña,0,2,AwayTeam,12.Matchday,"Nov 20, 2004"
111,Málaga CF,Valencia CF,0,2,AwayTeam,12.Matchday,"Nov 20, 2004"
112,FC Barcelona,Real Madrid,3,0,HomeTeam,12.Matchday,"Nov 20, 2004"
113,Real Zaragoza,RCD Mallorca,0,1,AwayTeam,12.Matchday,"Nov 21, 2004"
114,Albacete Balompié,Getafe CF,1,1,Draw,12.Matchday,"Nov 21, 2004"
115,Levante UD,Real Betis Balompié,1,2,AwayTeam,12.Matchday,"Nov 21, 2004"
116,Sevilla FC,RCD Espanyol Barcelona,1,0,HomeTeam,12.Matchday,"Nov 21, 2004"
117,Racing Santander,CA Osasuna,1,1,Draw,12.Matchday,"Nov 21, 2004"
118,Atlético Madrid,CD Numancia,2,0,HomeTeam,12.Matchday,"Nov 21, 2004"
