,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,SC Heerenveen,Willem II Tilburg,0,0,Draw,1.Matchday,"Aug 17, 2007"
1,NAC Breda,FC Groningen,0,3,AwayTeam,1.Matchday,"Aug 18, 2007"
2,AZ Alkmaar,VVV-Venlo,4,0,HomeTeam,1.Matchday,"Aug 18, 2007"
3,SBV Excelsior Rotterdam,FC Twente Enschede,0,2,AwayTeam,1.Matchday,"Aug 18, 2007"
4,NEC Nijmegen,Roda JC Kerkrade,1,1,Draw,1.Matchday,"Aug 18, 2007"
5,De Graafschap Doetinchem,Ajax Amsterdam,1,8,AwayTeam,1.Matchday,"Aug 19, 2007"
6,Heracles Almelo,PSV Eindhoven,0,2,AwayTeam,1.Matchday,"Aug 19, 2007"
7,Sparta Rotterdam,Vitesse Arnhem,1,2,AwayTeam,1.Matchday,"Aug 19, 2007"
8,FC Utrecht,Feyenoord Rotterdam,0,3,AwayTeam,1.Matchday,"Aug 19, 2007"
9,Roda JC Kerkrade,Heracles Almelo,2,1,HomeTeam,2.Matchday,"Aug 24, 2007"
10,PSV Eindhoven,NEC Nijmegen,5,0,HomeTeam,2.Matchday,"Aug 25, 2007"
11,VVV-Venlo,SBV Excelsior Rotterdam,3,1,HomeTeam,2.Matchday,"Aug 25, 2007"
12,Willem II Tilburg,Sparta Rotterdam,2,2,Draw,2.Matchday,"Aug 25, 2007"
13,Vitesse Arnhem,AZ Alkmaar,1,0,HomeTeam,2.Matchday,"Aug 25, 2007"
14,Ajax Amsterdam,SC Heerenveen,4,1,HomeTeam,2.Matchday,"Aug 26, 2007"
15,Feyenoord Rotterdam,NAC Breda,5,0,HomeTeam,2.Matchday,"Aug 26, 2007"
16,FC Groningen,De Graafschap Doetinchem,0,2,AwayTeam,2.Matchday,"Aug 26, 2007"
17,FC Twente Enschede,FC Utrecht,2,2,Draw,2.Matchday,"Aug 26, 2007"
18,AZ Alkmaar,SBV Excelsior Rotterdam,3,0,HomeTeam,3.Matchday,"Aug 31, 2007"
19,SC Heerenveen,Sparta Rotterdam,3,3,Draw,3.Matchday,"Sep 1, 2007"
20,NAC Breda,Heracles Almelo,4,1,HomeTeam,3.Matchday,"Sep 1, 2007"
21,Feyenoord Rotterdam,Willem II Tilburg,2,0,HomeTeam,3.Matchday,"Sep 1, 2007"
22,FC Twente Enschede,PSV Eindhoven,0,0,Draw,3.Matchday,"Sep 1, 2007"
23,Vitesse Arnhem,NEC Nijmegen,1,0,HomeTeam,3.Matchday,"Sep 2, 2007"
24,VVV-Venlo,Roda JC Kerkrade,3,5,AwayTeam,3.Matchday,"Sep 2, 2007"
25,Ajax Amsterdam,FC Groningen,2,2,Draw,3.Matchday,"Sep 2, 2007"
26,FC Utrecht,De Graafschap Doetinchem,2,2,Draw,3.Matchday,"Sep 2, 2007"
27,FC Groningen,FC Utrecht,0,2,AwayTeam,4.Matchday,"Sep 14, 2007"
28,PSV Eindhoven,Vitesse Arnhem,1,0,HomeTeam,4.Matchday,"Sep 15, 2007"
29,De Graafschap Doetinchem,VVV-Venlo,3,2,HomeTeam,4.Matchday,"Sep 15, 2007"
30,SBV Excelsior Rotterdam,SC Heerenveen,2,5,AwayTeam,4.Matchday,"Sep 15, 2007"
31,Heracles Almelo,Ajax Amsterdam,0,1,AwayTeam,4.Matchday,"Sep 15, 2007"
32,Roda JC Kerkrade,Feyenoord Rotterdam,1,3,AwayTeam,4.Matchday,"Sep 16, 2007"
33,NEC Nijmegen,NAC Breda,0,1,AwayTeam,4.Matchday,"Sep 16, 2007"
34,Sparta Rotterdam,AZ Alkmaar,2,2,Draw,4.Matchday,"Sep 16, 2007"
35,Willem II Tilburg,FC Twente Enschede,1,3,AwayTeam,4.Matchday,"Sep 16, 2007"
36,VVV-Venlo,NAC Breda,1,3,AwayTeam,5.Matchday,"Sep 21, 2007"
