,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Blackburn Rovers,Wolverhampton Wanderers,1,2,AwayTeam,1.Matchday,"Aug 13, 2011"
1,Fulham FC,Aston Villa,0,0,Draw,1.Matchday,"Aug 13, 2011"
2,Liverpool FC,Sunderland AFC,1,1,Draw,1.Matchday,"Aug 13, 2011"
3,Queens Park Rangers,Bolton Wanderers,0,4,AwayTeam,1.Matchday,"Aug 13, 2011"
4,Wigan Athletic,Norwich City,1,1,Draw,1.Matchday,"Aug 13, 2011"
5,Newcastle United,Arsenal FC,0,0,Draw,1.Matchday,"Aug 13, 2011"
6,Stoke City,Chelsea FC,0,0,Draw,1.Matchday,"Aug 14, 2011"
7,West Bromwich Albion,Manchester United,1,2,AwayTeam,1.Matchday,"Aug 14, 2011"
8,Manchester City,Swansea City,4,0,HomeTeam,1.Matchday,"Aug 15, 2011"
9,Tottenham Hotspur,Everton FC,2,0,HomeTeam,1.Matchday,"Jan 11, 2012"
10,Sunderland AFC,Newcastle United,0,1,AwayTeam,2.Matchday,"Aug 20, 2011"
11,Arsenal FC,Liverpool FC,0,2,AwayTeam,2.Matchday,"Aug 20, 2011"
12,Aston Villa,Blackburn Rovers,3,1,HomeTeam,2.Matchday,"Aug 20, 2011"
13,Everton FC,Queens Park Rangers,0,1,AwayTeam,2.Matchday,"Aug 20, 2011"
14,Swansea City,Wigan Athletic,0,0,Draw,2.Matchday,"Aug 20, 2011"
15,Chelsea FC,West Bromwich Albion,2,1,HomeTeam,2.Matchday,"Aug 20, 2011"
16,Norwich City,Stoke City,1,1,Draw,2.Matchday,"Aug 21, 2011"
17,Wolverhampton Wanderers,Fulham FC,2,0,HomeTeam,2.Matchday,"Aug 21, 2011"
18,Bolton Wanderers,Manchester City,2,3,AwayTeam,2.Matchday,"Aug 21, 2011"
19,Manchester United,Tottenham Hotspur,3,0,HomeTeam,2.Matchday,"Aug 22, 2011"
20,Aston Villa,Wolverhampton Wanderers,0,0,Draw,3.Matchday,"Aug 27, 2011"
21,Wigan Athletic,Queens Park Rangers,2,0,HomeTeam,3.Matchday,"Aug 27, 2011"
22,Blackburn Rovers,Everton FC,0,1,AwayTeam,3.Matchday,"Aug 27, 2011"
23,Chelsea FC,Norwich City,3,1,HomeTeam,3.Matchday,"Aug 27, 2011"
24,Swansea City,Sunderland AFC,0,0,Draw,3.Matchday,"Aug 27, 2011"
25,Liverpool FC,Bolton Wanderers,3,1,HomeTeam,3.Matchday,"Aug 27, 2011"
26,Newcastle United,Fulham FC,2,1,HomeTeam,3.Matchday,"Aug 28, 2011"
27,Tottenham Hotspur,Manchester City,1,5,AwayTeam,3.Matchday,"Aug 28, 2011"
28,West Bromwich Albion,Stoke City,0,1,AwayTeam,3.Matchday,"Aug 28, 2011"
29,Manchester United,Arsenal FC,8,2,HomeTeam,3.Matchday,"Aug 28, 2011"
30,Arsenal FC,Swansea City,1,0,HomeTeam,4.Matchday,"Sep 10, 2011"
31,Everton FC,Aston Villa,2,2,Draw,4.Matchday,"Sep 10, 2011"
32,Manchester City,Wigan Athletic,3,0,HomeTeam,4.Matchday,"Sep 10, 2011"
33,Stoke City,Liverpool FC,1,0,HomeTeam,4.Matchday,"Sep 10, 2011"
34,Sunderland AFC,Chelsea FC,1,2,AwayTeam,4.Matchday,"Sep 10, 2011"
35,Wolverhampton Wanderers,Tottenham Hotspur,0,2,AwayTeam,4.Matchday,"Sep 10, 2011"
36,Bolton Wanderers,Manchester United,0,5,AwayTeam,4.Matchday,"Sep 10, 2011"
37,Norwich City,West Bromwich Albion,0,1,AwayTeam,4.Matchday,"Sep 11, 2011"
38,Fulham FC,Blackburn Rovers,1,1,Draw,4.Matchday,"Sep 11, 2011"
39,Queens Park Rangers,Newcastle United,0,0,Draw,4.Matchday,"Sep 12, 2011"
40,Blackburn Rovers,Arsenal FC,4,3,HomeTeam,5.Matchday,"Sep 17, 2011"
41,Aston Villa,Newcastle United,1,1,Draw,5.Matchday,"Sep 17, 2011"
42,Bolton Wanderers,Norwich City,1,2,AwayTeam,5.Matchday,"Sep 17, 2011"
43,Everton FC,Wigan Athletic,3,1,HomeTeam,5.Matchday,"Sep 17, 2011"
44,Swansea City,West Bromwich Albion,3,0,HomeTeam,5.Matchday,"Sep 17, 2011"
45,Wolverhampton Wanderers,Queens Park Rangers,0,3,AwayTeam,5.Matchday,"Sep 17, 2011"
46,Tottenham Hotspur,Liverpool FC,4,0,HomeTeam,5.Matchday,"Sep 18, 2011"
47,Fulham FC,Manchester City,2,2,Draw,5.Matchday,"Sep 18, 2011"
48,Sunderland AFC,Stoke City,4,0,HomeTeam,5.Matchday,"Sep 18, 2011"
49,Manchester United,Chelsea FC,3,1,HomeTeam,5.Matchday,"Sep 18, 2011"
50,Manchester City,Everton FC,2,0,HomeTeam,6.Matchday,"Sep 24, 2011"
51,Arsenal FC,Bolton Wanderers,3,0,HomeTeam,6.Matchday,"Sep 24, 2011"
52,Chelsea FC,Swansea City,4,1,HomeTeam,6.Matchday,"Sep 24, 2011"
53,Liverpool FC,Wolverhampton Wanderers,2,1,HomeTeam,6.Matchday,"Sep 24, 2011"
54,Newcastle United,Blackburn Rovers,3,1,HomeTeam,6.Matchday,"Sep 24, 2011"
55,West Bromwich Albion,Fulham FC,0,0,Draw,6.Matchday,"Sep 24, 2011"
56,Wigan Athletic,Tottenham Hotspur,1,2,AwayTeam,6.Matchday,"Sep 24, 2011"
57,Stoke City,Manchester United,1,1,Draw,6.Matchday,"Sep 24, 2011"
58,Queens Park Rangers,Aston Villa,1,1,Draw,6.Matchday,"Sep 25, 2011"
59,Norwich City,Sunderland AFC,2,1,HomeTeam,6.Matchday,"Sep 26, 2011"
60,Everton FC,Liverpool FC,0,2,AwayTeam,7.Matchday,"Oct 1, 2011"
61,Aston Villa,Wigan Athletic,2,0,HomeTeam,7.Matchday,"Oct 1, 2011"
62,Blackburn Rovers,Manchester City,0,4,AwayTeam,7.Matchday,"Oct 1, 2011"
63,Manchester United,Norwich City,2,0,HomeTeam,7.Matchday,"Oct 1, 2011"
64,Sunderland AFC,West Bromwich Albion,2,2,Draw,7.Matchday,"Oct 1, 2011"
65,Wolverhampton Wanderers,Newcastle United,1,2,AwayTeam,7.Matchday,"Oct 1, 2011"
66,Bolton Wanderers,Chelsea FC,1,5,AwayTeam,7.Matchday,"Oct 2, 2011"
67,Fulham FC,Queens Park Rangers,6,0,HomeTeam,7.Matchday,"Oct 2, 2011"
68,Swansea City,Stoke City,2,0,HomeTeam,7.Matchday,"Oct 2, 2011"
69,Tottenham Hotspur,Arsenal FC,2,1,HomeTeam,7.Matchday,"Oct 2, 2011"
70,Liverpool FC,Manchester United,1,1,Draw,8.Matchday,"Oct 15, 2011"
71,Manchester City,Aston Villa,4,1,HomeTeam,8.Matchday,"Oct 15, 2011"
72,Norwich City,Swansea City,3,1,HomeTeam,8.Matchday,"Oct 15, 2011"
73,Queens Park Rangers,Blackburn Rovers,1,1,Draw,8.Matchday,"Oct 15, 2011"
74,Stoke City,Fulham FC,2,0,HomeTeam,8.Matchday,"Oct 15, 2011"
75,Wigan Athletic,Bolton Wanderers,1,3,AwayTeam,8.Matchday,"Oct 15, 2011"
76,Chelsea FC,Everton FC,3,1,HomeTeam,8.Matchday,"Oct 15, 2011"
77,West Bromwich Albion,Wolverhampton Wanderers,2,0,HomeTeam,8.Matchday,"Oct 16, 2011"
78,Arsenal FC,Sunderland AFC,2,1,HomeTeam,8.Matchday,"Oct 16, 2011"
79,Newcastle United,Tottenham Hotspur,2,2,Draw,8.Matchday,"Oct 16, 2011"
80,Wolverhampton Wanderers,Swansea City,2,2,Draw,9.Matchday,"Oct 22, 2011"
81,Aston Villa,West Bromwich Albion,1,2,AwayTeam,9.Matchday,"Oct 22, 2011"
82,Bolton Wanderers,Sunderland AFC,0,2,AwayTeam,9.Matchday,"Oct 22, 2011"
83,Newcastle United,Wigan Athletic,1,0,HomeTeam,9.Matchday,"Oct 22, 2011"
84,Liverpool FC,Norwich City,1,1,Draw,9.Matchday,"Oct 22, 2011"
85,Arsenal FC,Stoke City,3,1,HomeTeam,9.Matchday,"Oct 23, 2011"
86,Fulham FC,Everton FC,1,3,AwayTeam,9.Matchday,"Oct 23, 2011"
87,Manchester United,Manchester City,1,6,AwayTeam,9.Matchday,"Oct 23, 2011"
88,Blackburn Rovers,Tottenham Hotspur,1,2,AwayTeam,9.Matchday,"Oct 23, 2011"
89,Queens Park Rangers,Chelsea FC,1,0,HomeTeam,9.Matchday,"Oct 23, 2011"
90,Everton FC,Manchester United,0,1,AwayTeam,10.Matchday,"Oct 29, 2011"
91,Chelsea FC,Arsenal FC,3,5,AwayTeam,10.Matchday,"Oct 29, 2011"
92,Manchester City,Wolverhampton Wanderers,3,1,HomeTeam,10.Matchday,"Oct 29, 2011"
93,Norwich City,Blackburn Rovers,3,3,Draw,10.Matchday,"Oct 29, 2011"
94,Sunderland AFC,Aston Villa,2,2,Draw,10.Matchday,"Oct 29, 2011"
95,Swansea City,Bolton Wanderers,3,1,HomeTeam,10.Matchday,"Oct 29, 2011"
96,Wigan Athletic,Fulham FC,0,2,AwayTeam,10.Matchday,"Oct 29, 2011"
97,West Bromwich Albion,Liverpool FC,0,2,AwayTeam,10.Matchday,"Oct 29, 2011"
98,Tottenham Hotspur,Queens Park Rangers,3,1,HomeTeam,10.Matchday,"Oct 30, 2011"
99,Stoke City,Newcastle United,1,3,AwayTeam,10.Matchday,"Oct 31, 2011"
100,Newcastle United,Everton FC,2,1,HomeTeam,11.Matchday,"Nov 5, 2011"
101,Arsenal FC,West Bromwich Albion,3,0,HomeTeam,11.Matchday,"Nov 5, 2011"
102,Aston Villa,Norwich City,3,2,HomeTeam,11.Matchday,"Nov 5, 2011"
103,Blackburn Rovers,Chelsea FC,0,1,AwayTeam,11.Matchday,"Nov 5, 2011"
104,Liverpool FC,Swansea City,0,0,Draw,11.Matchday,"Nov 5, 2011"
105,Manchester United,Sunderland AFC,1,0,HomeTeam,11.Matchday,"Nov 5, 2011"
106,Queens Park Rangers,Manchester City,2,3,AwayTeam,11.Matchday,"Nov 5, 2011"
107,Wolverhampton Wanderers,Wigan Athletic,3,1,HomeTeam,11.Matchday,"Nov 6, 2011"
108,Bolton Wanderers,Stoke City,5,0,HomeTeam,11.Matchday,"Nov 6, 2011"
