,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Stade Reims,Paris Saint-Germain,2,2,Draw,1.Matchday,"Aug 8, 2014"
1,SC Bastia,Olympique Marseille,3,3,Draw,1.Matchday,"Aug 9, 2014"
2,FC Évian Thonon Gaillard,SM Caen,0,3,AwayTeam,1.Matchday,"Aug 9, 2014"
3,EA Guingamp,AS Saint-Étienne,0,2,AwayTeam,1.Matchday,"Aug 9, 2014"
4,LOSC Lille,FC Metz,0,0,Draw,1.Matchday,"Aug 9, 2014"
5,HSC Montpellier,FC Girondins Bordeaux,0,1,AwayTeam,1.Matchday,"Aug 9, 2014"
6,FC Nantes,RC Lens,1,0,HomeTeam,1.Matchday,"Aug 9, 2014"
7,OGC Nice,FC Toulouse,3,2,HomeTeam,1.Matchday,"Aug 9, 2014"
8,Olympique Lyon,Stade Rennais FC,2,0,HomeTeam,1.Matchday,"Aug 10, 2014"
9,AS Monaco,FC Lorient,1,2,AwayTeam,1.Matchday,"Aug 10, 2014"
10,SM Caen,LOSC Lille,0,1,AwayTeam,2.Matchday,"Aug 15, 2014"
11,Paris Saint-Germain,SC Bastia,2,0,HomeTeam,2.Matchday,"Aug 16, 2014"
12,RC Lens,EA Guingamp,0,1,AwayTeam,2.Matchday,"Aug 16, 2014"
13,FC Lorient,OGC Nice,0,0,Draw,2.Matchday,"Aug 16, 2014"
14,FC Metz,FC Nantes,1,1,Draw,2.Matchday,"Aug 16, 2014"
15,Stade Rennais FC,FC Évian Thonon Gaillard,6,2,HomeTeam,2.Matchday,"Aug 16, 2014"
16,FC Toulouse,Olympique Lyon,2,1,HomeTeam,2.Matchday,"Aug 16, 2014"
17,Olympique Marseille,HSC Montpellier,0,2,AwayTeam,2.Matchday,"Aug 17, 2014"
18,AS Saint-Étienne,Stade Reims,3,1,HomeTeam,2.Matchday,"Aug 17, 2014"
19,FC Girondins Bordeaux,AS Monaco,4,1,HomeTeam,2.Matchday,"Aug 17, 2014"
20,FC Évian Thonon Gaillard,Paris Saint-Germain,0,0,Draw,3.Matchday,"Aug 22, 2014"
21,EA Guingamp,Olympique Marseille,0,1,AwayTeam,3.Matchday,"Aug 23, 2014"
22,SC Bastia,FC Toulouse,1,0,HomeTeam,3.Matchday,"Aug 23, 2014"
23,LOSC Lille,FC Lorient,2,0,HomeTeam,3.Matchday,"Aug 23, 2014"
24,HSC Montpellier,FC Metz,2,0,HomeTeam,3.Matchday,"Aug 23, 2014"
25,OGC Nice,FC Girondins Bordeaux,1,3,AwayTeam,3.Matchday,"Aug 23, 2014"
26,Stade Reims,SM Caen,0,2,AwayTeam,3.Matchday,"Aug 23, 2014"
27,Olympique Lyon,RC Lens,0,1,AwayTeam,3.Matchday,"Aug 24, 2014"
28,AS Saint-Étienne,Stade Rennais FC,0,0,Draw,3.Matchday,"Aug 24, 2014"
29,FC Nantes,AS Monaco,0,1,AwayTeam,3.Matchday,"Aug 24, 2014"
30,Olympique Marseille,OGC Nice,4,0,HomeTeam,4.Matchday,"Aug 29, 2014"
31,AS Monaco,LOSC Lille,1,1,Draw,4.Matchday,"Aug 30, 2014"
32,SM Caen,Stade Rennais FC,0,1,AwayTeam,4.Matchday,"Aug 30, 2014"
33,RC Lens,Stade Reims,4,2,HomeTeam,4.Matchday,"Aug 30, 2014"
34,FC Lorient,EA Guingamp,4,0,HomeTeam,4.Matchday,"Aug 30, 2014"
35,FC Nantes,HSC Montpellier,1,0,HomeTeam,4.Matchday,"Aug 30, 2014"
36,FC Toulouse,FC Évian Thonon Gaillard,1,0,HomeTeam,4.Matchday,"Aug 30, 2014"
37,FC Girondins Bordeaux,SC Bastia,1,1,Draw,4.Matchday,"Aug 31, 2014"
38,FC Metz,Olympique Lyon,2,1,HomeTeam,4.Matchday,"Aug 31, 2014"
39,Paris Saint-Germain,AS Saint-Étienne,5,0,HomeTeam,4.Matchday,"Aug 31, 2014"
40,Olympique Lyon,AS Monaco,2,1,HomeTeam,5.Matchday,"Sep 12, 2014"
41,Stade Rennais FC,Paris Saint-Germain,1,1,Draw,5.Matchday,"Sep 13, 2014"
42,SC Bastia,RC Lens,1,1,Draw,5.Matchday,"Sep 13, 2014"
43,HSC Montpellier,FC Lorient,1,0,HomeTeam,5.Matchday,"Sep 13, 2014"
44,OGC Nice,FC Metz,1,0,HomeTeam,5.Matchday,"Sep 13, 2014"
45,Stade Reims,FC Toulouse,2,0,HomeTeam,5.Matchday,"Sep 13, 2014"
46,AS Saint-Étienne,SM Caen,1,0,HomeTeam,5.Matchday,"Sep 13, 2014"
47,LOSC Lille,FC Nantes,2,0,HomeTeam,5.Matchday,"Sep 14, 2014"
48,EA Guingamp,FC Girondins Bordeaux,2,1,HomeTeam,5.Matchday,"Sep 14, 2014"
49,FC Évian Thonon Gaillard,Olympique Marseille,1,3,AwayTeam,5.Matchday,"Sep 14, 2014"
50,FC Girondins Bordeaux,FC Évian Thonon Gaillard,2,1,HomeTeam,6.Matchday,"Sep 19, 2014"
51,Olympique Marseille,Stade Rennais FC,3,0,HomeTeam,6.Matchday,"Sep 20, 2014"
52,FC Lorient,Stade Reims,0,1,AwayTeam,6.Matchday,"Sep 20, 2014"
53,FC Metz,SC Bastia,3,1,HomeTeam,6.Matchday,"Sep 20, 2014"
54,FC Nantes,OGC Nice,2,1,HomeTeam,6.Matchday,"Sep 20, 2014"
55,FC Toulouse,SM Caen,3,3,Draw,6.Matchday,"Sep 20, 2014"
56,LOSC Lille,HSC Montpellier,0,0,Draw,6.Matchday,"Sep 21, 2014"
57,RC Lens,AS Saint-Étienne,0,1,AwayTeam,6.Matchday,"Sep 21, 2014"
58,AS Monaco,EA Guingamp,1,0,HomeTeam,6.Matchday,"Sep 21, 2014"
59,Paris Saint-Germain,Olympique Lyon,1,1,Draw,6.Matchday,"Sep 21, 2014"
60,Stade Reims,Olympique Marseille,0,5,AwayTeam,7.Matchday,"Sep 23, 2014"
61,Stade Rennais FC,FC Toulouse,0,3,AwayTeam,7.Matchday,"Sep 23, 2014"
62,SC Bastia,FC Nantes,0,0,Draw,7.Matchday,"Sep 24, 2014"
63,FC Évian Thonon Gaillard,RC Lens,2,1,HomeTeam,7.Matchday,"Sep 24, 2014"
64,EA Guingamp,FC Metz,0,1,AwayTeam,7.Matchday,"Sep 24, 2014"
65,Olympique Lyon,FC Lorient,4,0,HomeTeam,7.Matchday,"Sep 24, 2014"
66,HSC Montpellier,AS Monaco,0,1,AwayTeam,7.Matchday,"Sep 24, 2014"
67,OGC Nice,LOSC Lille,1,0,HomeTeam,7.Matchday,"Sep 24, 2014"
68,SM Caen,Paris Saint-Germain,0,2,AwayTeam,7.Matchday,"Sep 24, 2014"
69,AS Saint-Étienne,FC Girondins Bordeaux,1,1,Draw,7.Matchday,"Sep 25, 2014"
70,AS Monaco,OGC Nice,0,1,AwayTeam,8.Matchday,"Sep 27, 2014"
71,FC Toulouse,Paris Saint-Germain,1,1,Draw,8.Matchday,"Sep 27, 2014"
72,LOSC Lille,SC Bastia,1,0,HomeTeam,8.Matchday,"Sep 27, 2014"
73,FC Lorient,FC Évian Thonon Gaillard,0,2,AwayTeam,8.Matchday,"Sep 27, 2014"
74,FC Metz,Stade Reims,3,0,HomeTeam,8.Matchday,"Sep 27, 2014"
75,HSC Montpellier,EA Guingamp,2,1,HomeTeam,8.Matchday,"Sep 27, 2014"
76,FC Girondins Bordeaux,Stade Rennais FC,2,1,HomeTeam,8.Matchday,"Sep 28, 2014"
77,RC Lens,SM Caen,0,0,Draw,8.Matchday,"Sep 28, 2014"
78,FC Nantes,Olympique Lyon,1,1,Draw,8.Matchday,"Sep 28, 2014"
79,Olympique Marseille,AS Saint-Étienne,2,1,HomeTeam,8.Matchday,"Sep 28, 2014"
80,Stade Reims,FC Girondins Bordeaux,1,0,HomeTeam,9.Matchday,"Oct 3, 2014"
81,SM Caen,Olympique Marseille,1,2,AwayTeam,9.Matchday,"Oct 4, 2014"
82,SC Bastia,FC Lorient,0,2,AwayTeam,9.Matchday,"Oct 4, 2014"
83,FC Évian Thonon Gaillard,FC Metz,3,0,HomeTeam,9.Matchday,"Oct 4, 2014"
84,OGC Nice,HSC Montpellier,1,1,Draw,9.Matchday,"Oct 4, 2014"
85,Stade Rennais FC,RC Lens,2,0,HomeTeam,9.Matchday,"Oct 4, 2014"
86,AS Saint-Étienne,FC Toulouse,0,1,AwayTeam,9.Matchday,"Oct 5, 2014"
87,EA Guingamp,FC Nantes,0,1,AwayTeam,9.Matchday,"Oct 5, 2014"
88,Olympique Lyon,LOSC Lille,3,0,HomeTeam,9.Matchday,"Oct 5, 2014"
89,Paris Saint-Germain,AS Monaco,1,1,Draw,9.Matchday,"Oct 5, 2014"
90,RC Lens,Paris Saint-Germain,1,3,AwayTeam,10.Matchday,"Oct 17, 2014"
91,FC Lorient,AS Saint-Étienne,0,1,AwayTeam,10.Matchday,"Oct 18, 2014"
92,LOSC Lille,EA Guingamp,1,2,AwayTeam,10.Matchday,"Oct 18, 2014"
93,FC Metz,Stade Rennais FC,0,0,Draw,10.Matchday,"Oct 18, 2014"
94,AS Monaco,FC Évian Thonon Gaillard,2,0,HomeTeam,10.Matchday,"Oct 18, 2014"
95,FC Nantes,Stade Reims,1,1,Draw,10.Matchday,"Oct 18, 2014"
96,OGC Nice,SC Bastia,0,1,AwayTeam,10.Matchday,"Oct 18, 2014"
97,Olympique Marseille,FC Toulouse,2,0,HomeTeam,10.Matchday,"Oct 19, 2014"
