,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,KV Mechelen,Club Brugge KV,0,2,AwayTeam,1.Matchday,"Jul 29, 2016"
1,Royal Excel Mouscron,RSC Anderlecht,1,2,AwayTeam,1.Matchday,"Jul 30, 2016"
2,Sint-Truidense VV,KSC Lokeren,1,0,HomeTeam,1.Matchday,"Jul 30, 2016"
3,SV Zulte Waregem,KAS Eupen,3,0,HomeTeam,1.Matchday,"Jul 30, 2016"
4,RSC Charleroi,Waasland-Beveren,1,0,HomeTeam,1.Matchday,"Jul 30, 2016"
5,KVC Westerlo,Standard Liège,2,2,Draw,1.Matchday,"Jul 31, 2016"
6,KRC Genk,KV Oostende,2,1,HomeTeam,1.Matchday,"Jul 31, 2016"
7,KV Kortrijk,KAA Gent,1,1,Draw,1.Matchday,"Jul 31, 2016"
8,KV Oostende,Club Brugge KV,1,0,HomeTeam,2.Matchday,"Aug 5, 2016"
9,Royal Excel Mouscron,RSC Charleroi,0,1,AwayTeam,2.Matchday,"Aug 6, 2016"
10,KAS Eupen,KV Mechelen,0,2,AwayTeam,2.Matchday,"Aug 6, 2016"
11,Waasland-Beveren,SV Zulte Waregem,0,2,AwayTeam,2.Matchday,"Aug 6, 2016"
12,Standard Liège,Sint-Truidense VV,2,0,HomeTeam,2.Matchday,"Aug 6, 2016"
13,KSC Lokeren,KVC Westerlo,3,0,HomeTeam,2.Matchday,"Aug 7, 2016"
14,RSC Anderlecht,KV Kortrijk,5,1,HomeTeam,2.Matchday,"Aug 7, 2016"
15,KAA Gent,KRC Genk,1,0,HomeTeam,2.Matchday,"Aug 7, 2016"
16,Sint-Truidense VV,RSC Anderlecht,0,0,Draw,3.Matchday,"Aug 12, 2016"
17,RSC Charleroi,KAA Gent,1,1,Draw,3.Matchday,"Aug 13, 2016"
18,KVC Westerlo,KAS Eupen,1,2,AwayTeam,3.Matchday,"Aug 13, 2016"
19,KV Mechelen,KV Kortrijk,0,0,Draw,3.Matchday,"Aug 13, 2016"
20,KRC Genk,Waasland-Beveren,2,2,Draw,3.Matchday,"Aug 13, 2016"
21,SV Zulte Waregem,Standard Liège,1,0,HomeTeam,3.Matchday,"Aug 14, 2016"
22,Club Brugge KV,KSC Lokeren,1,0,HomeTeam,3.Matchday,"Aug 14, 2016"
23,KV Oostende,Royal Excel Mouscron,2,1,HomeTeam,3.Matchday,"Aug 14, 2016"
24,Standard Liège,RSC Charleroi,0,0,Draw,4.Matchday,"Aug 19, 2016"
