,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Istanbul Basaksehir FK,Bursaspor,1,0,HomeTeam,1.Matchday,"Aug 11, 2017"
1,Akhisarspor,Sivasspor,1,0,HomeTeam,1.Matchday,"Aug 12, 2017"
2,Genclerbirligi Ankara,Kardemir Karabükspor,1,1,Draw,1.Matchday,"Aug 12, 2017"
3,Alanyaspor,Kasimpasa,1,3,AwayTeam,1.Matchday,"Aug 12, 2017"
4,Göztepe,Fenerbahce SK,2,2,Draw,1.Matchday,"Aug 12, 2017"
5,Yeni Malatyaspor,Osmanlispor FK,3,1,HomeTeam,1.Matchday,"Aug 13, 2017"
6,Trabzonspor,Konyaspor,2,1,HomeTeam,1.Matchday,"Aug 13, 2017"
7,Besiktas JK,Antalyaspor,2,0,HomeTeam,1.Matchday,"Aug 13, 2017"
8,Galatasaray SK,Kayserispor,4,1,HomeTeam,1.Matchday,"Aug 14, 2017"
9,Kasimpasa,Besiktas JK,2,2,Draw,2.Matchday,"Aug 18, 2017"
10,Kardemir Karabükspor,Istanbul Basaksehir FK,3,1,HomeTeam,2.Matchday,"Aug 19, 2017"
11,Bursaspor,Alanyaspor,3,2,HomeTeam,2.Matchday,"Aug 19, 2017"
12,Sivasspor,Yeni Malatyaspor,2,0,HomeTeam,2.Matchday,"Aug 19, 2017"
13,Osmanlispor FK,Galatasaray SK,1,3,AwayTeam,2.Matchday,"Aug 19, 2017"
14,Kayserispor,Göztepe,1,0,HomeTeam,2.Matchday,"Aug 20, 2017"
15,Antalyaspor,Akhisarspor,2,2,Draw,2.Matchday,"Aug 20, 2017"
16,Fenerbahce SK,Trabzonspor,2,2,Draw,2.Matchday,"Aug 20, 2017"
17,Konyaspor,Genclerbirligi Ankara,3,0,HomeTeam,2.Matchday,"Aug 21, 2017"
18,Alanyaspor,Kardemir Karabükspor,1,1,Draw,3.Matchday,"Aug 25, 2017"
19,Galatasaray SK,Sivasspor,3,0,HomeTeam,3.Matchday,"Aug 25, 2017"
20,Yeni Malatyaspor,Antalyaspor,1,1,Draw,3.Matchday,"Aug 26, 2017"
21,Besiktas JK,Bursaspor,2,1,HomeTeam,3.Matchday,"Aug 26, 2017"
22,Göztepe,Trabzonspor,3,2,HomeTeam,3.Matchday,"Aug 26, 2017"
23,Kayserispor,Osmanlispor FK,2,2,Draw,3.Matchday,"Aug 26, 2017"
24,Istanbul Basaksehir FK,Konyaspor,2,1,HomeTeam,3.Matchday,"Aug 27, 2017"
25,Akhisarspor,Kasimpasa,2,1,HomeTeam,3.Matchday,"Aug 27, 2017"
26,Genclerbirligi Ankara,Fenerbahce SK,1,2,AwayTeam,3.Matchday,"Aug 27, 2017"
27,Kardemir Karabükspor,Besiktas JK,0,1,AwayTeam,4.Matchday,"Sep 9, 2017"
28,Sivasspor,Kayserispor,0,2,AwayTeam,4.Matchday,"Sep 9, 2017"
29,Konyaspor,Alanyaspor,0,2,AwayTeam,4.Matchday,"Sep 9, 2017"
30,Fenerbahce SK,Istanbul Basaksehir FK,2,3,AwayTeam,4.Matchday,"Sep 9, 2017"
31,Trabzonspor,Genclerbirligi Ankara,3,1,HomeTeam,4.Matchday,"Sep 10, 2017"
32,Osmanlispor FK,Göztepe,0,2,AwayTeam,4.Matchday,"Sep 10, 2017"
33,Bursaspor,Akhisarspor,3,0,HomeTeam,4.Matchday,"Sep 10, 2017"
34,Antalyaspor,Galatasaray SK,1,1,Draw,4.Matchday,"Sep 10, 2017"
35,Kasimpasa,Yeni Malatyaspor,3,2,HomeTeam,4.Matchday,"Sep 11, 2017"
36,Kayserispor,Antalyaspor,2,0,HomeTeam,5.Matchday,"Sep 15, 2017"
37,Yeni Malatyaspor,Bursaspor,2,4,AwayTeam,5.Matchday,"Sep 16, 2017"
38,Galatasaray SK,Kasimpasa,2,0,HomeTeam,5.Matchday,"Sep 16, 2017"
39,Akhisarspor,Kardemir Karabükspor,2,1,HomeTeam,5.Matchday,"Sep 16, 2017"
40,Osmanlispor FK,Sivasspor,2,4,AwayTeam,5.Matchday,"Sep 17, 2017"
41,Istanbul Basaksehir FK,Trabzonspor,2,2,Draw,5.Matchday,"Sep 17, 2017"
42,Göztepe,Genclerbirligi Ankara,3,2,HomeTeam,5.Matchday,"Sep 17, 2017"
43,Alanyaspor,Fenerbahce SK,1,4,AwayTeam,5.Matchday,"Sep 17, 2017"
44,Besiktas JK,Konyaspor,2,0,HomeTeam,5.Matchday,"Sep 18, 2017"
45,Trabzonspor,Alanyaspor,3,4,AwayTeam,6.Matchday,"Sep 22, 2017"
46,Konyaspor,Akhisarspor,2,0,HomeTeam,6.Matchday,"Sep 23, 2017"
47,Genclerbirligi Ankara,Istanbul Basaksehir FK,1,0,HomeTeam,6.Matchday,"Sep 23, 2017"
48,Fenerbahce SK,Besiktas JK,2,1,HomeTeam,6.Matchday,"Sep 23, 2017"
49,Sivasspor,Göztepe,2,3,AwayTeam,6.Matchday,"Sep 24, 2017"
