,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,BSC Young Boys,Liverpool FC,3,5,AwayTeam,Group A,-,"Sep 20, 2012"
1,Udinese Calcio,Anzhi Makhachkala,1,1,Draw,Group A,-,"Sep 20, 2012"
2,Anzhi Makhachkala,BSC Young Boys,2,0,HomeTeam,Group A,-,"Oct 4, 2012"
3,Liverpool FC,Udinese Calcio,2,3,AwayTeam,Group A,-,"Oct 4, 2012"
4,Liverpool FC,Anzhi Makhachkala,1,0,HomeTeam,Group A,-,"Oct 25, 2012"
5,BSC Young Boys,Udinese Calcio,3,1,HomeTeam,Group A,-,"Oct 25, 2012"
6,Anzhi Makhachkala,Liverpool FC,1,0,HomeTeam,Group A,-,"Nov 8, 2012"
7,Udinese Calcio,BSC Young Boys,2,3,AwayTeam,Group A,-,"Nov 8, 2012"
8,Anzhi Makhachkala,Udinese Calcio,2,0,HomeTeam,Group A,-,"Nov 22, 2012"
9,Liverpool FC,BSC Young Boys,2,2,Draw,Group A,-,"Nov 22, 2012"
10,BSC Young Boys,Anzhi Makhachkala,3,1,HomeTeam,Group A,-,"Dec 6, 2012"
11,Udinese Calcio,Liverpool FC,0,1,AwayTeam,Group A,-,"Dec 6, 2012"
12,Hapoel Tel Aviv,Atlético Madrid,0,3,AwayTeam,Group B,-,"Sep 20, 2012"
13,FC Viktoria Plzen,Académica Coimbra,3,1,HomeTeam,Group B,-,"Sep 20, 2012"
14,Atlético Madrid,FC Viktoria Plzen,1,0,HomeTeam,Group B,-,"Oct 4, 2012"
15,Académica Coimbra,Hapoel Tel Aviv,1,1,Draw,Group B,-,"Oct 4, 2012"
16,Atlético Madrid,Académica Coimbra,2,1,HomeTeam,Group B,-,"Oct 25, 2012"
17,Hapoel Tel Aviv,FC Viktoria Plzen,1,2,AwayTeam,Group B,-,"Oct 25, 2012"
18,FC Viktoria Plzen,Hapoel Tel Aviv,4,0,HomeTeam,Group B,-,"Nov 8, 2012"
19,Académica Coimbra,Atlético Madrid,2,0,HomeTeam,Group B,-,"Nov 8, 2012"
20,Académica Coimbra,FC Viktoria Plzen,1,1,Draw,Group B,-,"Nov 22, 2012"
21,Atlético Madrid,Hapoel Tel Aviv,1,0,HomeTeam,Group B,-,"Nov 22, 2012"
22,Hapoel Tel Aviv,Académica Coimbra,2,0,HomeTeam,Group B,-,"Dec 6, 2012"
23,FC Viktoria Plzen,Atlético Madrid,1,0,HomeTeam,Group B,-,"Dec 6, 2012"
24,Fenerbahce SK,Olympique Marseille,2,2,Draw,Group C,-,"Sep 20, 2012"
