,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Thróttur Reykjavík,FH Hafnarfjördur,0,3,AwayTeam,1.Matchday,"May 1, 2016"
1,ÍBV Vestmannaeyjar,ÍA Akranes,4,0,HomeTeam,1.Matchday,"May 1, 2016"
2,Breidablik Kópavogur,UMF Víkingur Ólafsvík,1,2,AwayTeam,1.Matchday,"May 1, 2016"
3,Valur Reykjavík,Fjölnir Reykjavík,1,2,AwayTeam,1.Matchday,"May 1, 2016"
4,Stjarnan Gardabaer,Fylkir Reykjavík,2,0,HomeTeam,1.Matchday,"May 2, 2016"
5,KR Reykjavík,Víkingur Reykjavík,0,0,Draw,1.Matchday,"May 2, 2016"
6,Fjölnir Reykjavík,ÍBV Vestmannaeyjar,2,0,HomeTeam,2.Matchday,"May 7, 2016"
7,UMF Víkingur Ólafsvík,Valur Reykjavík,2,1,HomeTeam,2.Matchday,"May 8, 2016"
8,Fylkir Reykjavík,Breidablik Kópavogur,1,2,AwayTeam,2.Matchday,"May 8, 2016"
9,Víkingur Reykjavík,Stjarnan Gardabaer,1,2,AwayTeam,2.Matchday,"May 8, 2016"
10,FH Hafnarfjördur,ÍA Akranes,2,1,HomeTeam,2.Matchday,"May 8, 2016"
11,Thróttur Reykjavík,KR Reykjavík,2,2,Draw,2.Matchday,"May 8, 2016"
12,ÍBV Vestmannaeyjar,UMF Víkingur Ólafsvík,1,1,Draw,3.Matchday,"May 12, 2016"
13,ÍA Akranes,Fjölnir Reykjavík,1,0,HomeTeam,3.Matchday,"May 12, 2016"
14,Stjarnan Gardabaer,Thróttur Reykjavík,6,0,HomeTeam,3.Matchday,"May 12, 2016"
15,Valur Reykjavík,Fylkir Reykjavík,2,0,HomeTeam,3.Matchday,"May 12, 2016"
16,KR Reykjavík,FH Hafnarfjördur,1,0,HomeTeam,3.Matchday,"May 12, 2016"
17,Breidablik Kópavogur,Víkingur Reykjavík,1,0,HomeTeam,3.Matchday,"May 13, 2016"
18,Fylkir Reykjavík,ÍBV Vestmannaeyjar,0,3,AwayTeam,4.Matchday,"May 16, 2016"
19,FH Hafnarfjördur,Fjölnir Reykjavík,2,0,HomeTeam,4.Matchday,"May 16, 2016"
20,UMF Víkingur Ólafsvík,ÍA Akranes,3,0,HomeTeam,4.Matchday,"May 16, 2016"
21,Thróttur Reykjavík,Breidablik Kópavogur,2,0,HomeTeam,4.Matchday,"May 17, 2016"
22,Víkingur Reykjavík,Valur Reykjavík,2,2,Draw,4.Matchday,"May 17, 2016"
23,KR Reykjavík,Stjarnan Gardabaer,1,1,Draw,4.Matchday,"May 17, 2016"
24,ÍA Akranes,Fylkir Reykjavík,1,1,Draw,5.Matchday,"May 21, 2016"
25,ÍBV Vestmannaeyjar,Víkingur Reykjavík,0,3,AwayTeam,5.Matchday,"May 22, 2016"
26,Fjölnir Reykjavík,UMF Víkingur Ólafsvík,5,1,HomeTeam,5.Matchday,"May 22, 2016"
27,Valur Reykjavík,Thróttur Reykjavík,4,1,HomeTeam,5.Matchday,"May 22, 2016"
28,Breidablik Kópavogur,KR Reykjavík,1,0,HomeTeam,5.Matchday,"May 22, 2016"
29,Stjarnan Gardabaer,FH Hafnarfjördur,1,1,Draw,5.Matchday,"May 23, 2016"
30,Thróttur Reykjavík,ÍBV Vestmannaeyjar,0,1,AwayTeam,6.Matchday,"May 29, 2016"
31,Víkingur Reykjavík,ÍA Akranes,3,2,HomeTeam,6.Matchday,"May 29, 2016"
32,KR Reykjavík,Valur Reykjavík,2,1,HomeTeam,6.Matchday,"May 29, 2016"
33,Fylkir Reykjavík,Fjölnir Reykjavík,2,2,Draw,6.Matchday,"May 30, 2016"
34,FH Hafnarfjördur,UMF Víkingur Ólafsvík,1,1,Draw,6.Matchday,"May 30, 2016"
35,Stjarnan Gardabaer,Breidablik Kópavogur,1,3,AwayTeam,6.Matchday,"May 30, 2016"
