,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
67,SSC Napoli,Manchester City,2,4,AwayTeam,Group F,-,"Nov 1, 2017"
68,SSC Napoli,Shakhtar Donetsk,3,0,HomeTeam,Group F,-,"Nov 21, 2017"
69,Manchester City,Feyenoord Rotterdam,1,0,HomeTeam,Group F,-,"Nov 21, 2017"
70,Shakhtar Donetsk,Manchester City,2,1,HomeTeam,Group F,-,"Dec 6, 2017"
71,Feyenoord Rotterdam,SSC Napoli,2,1,HomeTeam,Group F,-,"Dec 6, 2017"
72,RB Leipzig,AS Monaco,1,1,Draw,Group G,-,"Sep 13, 2017"
73,FC Porto,Besiktas JK,1,3,AwayTeam,Group G,-,"Sep 13, 2017"
74,AS Monaco,FC Porto,0,3,AwayTeam,Group G,-,"Sep 26, 2017"
75,Besiktas JK,RB Leipzig,2,0,HomeTeam,Group G,-,"Sep 26, 2017"
76,RB Leipzig,FC Porto,3,2,HomeTeam,Group G,-,"Oct 17, 2017"
77,AS Monaco,Besiktas JK,1,2,AwayTeam,Group G,-,"Oct 17, 2017"
78,Besiktas JK,AS Monaco,1,1,Draw,Group G,-,"Nov 1, 2017"
79,FC Porto,RB Leipzig,3,1,HomeTeam,Group G,-,"Nov 1, 2017"
80,Besiktas JK,FC Porto,1,1,Draw,Group G,-,"Nov 21, 2017"
81,AS Monaco,RB Leipzig,1,4,AwayTeam,Group G,-,"Nov 21, 2017"
82,FC Porto,AS Monaco,5,2,HomeTeam,Group G,-,"Dec 6, 2017"
83,RB Leipzig,Besiktas JK,1,2,AwayTeam,Group G,-,"Dec 6, 2017"
84,Real Madrid,APOEL Nicosia,3,0,HomeTeam,Group H,-,"Sep 13, 2017"
85,Tottenham Hotspur,Borussia Dortmund,3,1,HomeTeam,Group H,-,"Sep 13, 2017"
86,APOEL Nicosia,Tottenham Hotspur,0,3,AwayTeam,Group H,-,"Sep 26, 2017"
87,Borussia Dortmund,Real Madrid,1,3,AwayTeam,Group H,-,"Sep 26, 2017"
88,Real Madrid,Tottenham Hotspur,1,1,Draw,Group H,-,"Oct 17, 2017"
89,APOEL Nicosia,Borussia Dortmund,1,1,Draw,Group H,-,"Oct 17, 2017"
90,Tottenham Hotspur,Real Madrid,3,1,HomeTeam,Group H,-,"Nov 1, 2017"
91,Borussia Dortmund,APOEL Nicosia,1,1,Draw,Group H,-,"Nov 1, 2017"
92,Borussia Dortmund,Tottenham Hotspur,1,2,AwayTeam,Group H,-,"Nov 21, 2017"
93,APOEL Nicosia,Real Madrid,0,6,AwayTeam,Group H,-,"Nov 21, 2017"
94,Tottenham Hotspur,APOEL Nicosia,3,0,HomeTeam,Group H,-,"Dec 6, 2017"
95,Real Madrid,Borussia Dortmund,3,2,HomeTeam,Group H,-,"Dec 6, 2017"
96,Juventus FC,Tottenham Hotspur,2,2,Draw,last 16 1st leg,-,"Feb 13, 2018"
97,FC Basel 1893,Manchester City,0,4,AwayTeam,last 16 1st leg,-,"Feb 13, 2018"
98,Real Madrid,Paris Saint-Germain,3,1,HomeTeam,last 16 1st leg,-,"Feb 14, 2018"
99,FC Porto,Liverpool FC,0,5,AwayTeam,last 16 1st leg,-,"Feb 14, 2018"
100,Bayern Munich,Besiktas JK,5,0,HomeTeam,last 16 1st leg,-,"Feb 20, 2018"
101,Chelsea FC,FC Barcelona,1,1,Draw,last 16 1st leg,-,"Feb 20, 2018"
102,Shakhtar Donetsk,AS Roma,2,1,HomeTeam,last 16 1st leg,-,"Feb 21, 2018"
103,Sevilla FC,Manchester United,0,0,Draw,last 16 1st leg,-,"Feb 21, 2018"
104,Paris Saint-Germain,Real Madrid,1,2,AwayTeam,last 16 2nd leg,Real Madrid,"Mar 6, 2018"
105,Liverpool FC,FC Porto,0,0,Draw,last 16 2nd leg,Liverpool FC,"Mar 6, 2018"
106,Tottenham Hotspur,Juventus FC,1,2,AwayTeam,last 16 2nd leg,Juventus FC,"Mar 7, 2018"
107,Manchester City,FC Basel 1893,1,2,AwayTeam,last 16 2nd leg,Manchester City,"Mar 7, 2018"
108,AS Roma,Shakhtar Donetsk,1,0,HomeTeam,last 16 2nd leg,AS Roma,"Mar 13, 2018"
109,Manchester United,Sevilla FC,1,2,AwayTeam,last 16 2nd leg,Sevilla FC,"Mar 13, 2018"
110,Besiktas JK,Bayern Munich,1,3,AwayTeam,last 16 2nd leg,Bayern Munich,"Mar 14, 2018"
111,FC Barcelona,Chelsea FC,3,0,HomeTeam,last 16 2nd leg,FC Barcelona,"Mar 14, 2018"
112,Sevilla FC,Bayern Munich,1,2,AwayTeam,Quarter-Finals 1st leg,-,"Apr 3, 2018"
113,Juventus FC,Real Madrid,0,3,AwayTeam,Quarter-Finals 1st leg,-,"Apr 3, 2018"
114,FC Barcelona,AS Roma,4,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 4, 2018"
115,Liverpool FC,Manchester City,3,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 4, 2018"
116,AS Roma,FC Barcelona,3,0,HomeTeam,Quarter-Finals 2nd leg,AS Roma,"Apr 10, 2018"
117,Manchester City,Liverpool FC,1,2,AwayTeam,Quarter-Finals 2nd leg,Liverpool FC,"Apr 10, 2018"
118,Bayern Munich,Sevilla FC,0,0,Draw,Quarter-Finals 2nd leg,Bayern Munich,"Apr 11, 2018"
119,Real Madrid,Juventus FC,1,3,AwayTeam,Quarter-Finals 2nd leg,Real Madrid,"Apr 11, 2018"
120,Liverpool FC,AS Roma,5,2,HomeTeam,Semi-Finals 1st Leg,-,"Apr 24, 2018"
121,Bayern Munich,Real Madrid,1,2,AwayTeam,Semi-Finals 1st Leg,-,"Apr 25, 2018"
122,Real Madrid,Bayern Munich,2,2,Draw,Semi-Finals 2nd Leg,Real Madrid,"May 1, 2018"
123,AS Roma,Liverpool FC,4,2,HomeTeam,Semi-Finals 2nd Leg,Liverpool FC,"May 2, 2018"
124,Real Madrid,Liverpool FC,3,1,HomeTeam,Final,Real Madrid,"May 26, 2018"
