,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Zira FC,AZAL PFK Baku,1,0,HomeTeam,1.Matchday,"Aug 9, 2015"
1,Neftchi Baku,Kapaz PFK,0,0,Draw,1.Matchday,"Aug 9, 2015"
2,Xäzär Länkäran,FK Inter Baku,2,0,HomeTeam,1.Matchday,"Aug 9, 2015"
3,FK Qabala,Qarabağ Ağdam,2,2,Draw,1.Matchday,"Aug 10, 2015"
4,Ravan Baku,Sumgayit PFC,0,0,Draw,1.Matchday,"Aug 10, 2015"
5,Qarabağ Ağdam,Ravan Baku,2,1,HomeTeam,2.Matchday,"Aug 14, 2015"
6,AZAL PFK Baku,FK Qabala,0,2,AwayTeam,2.Matchday,"Aug 15, 2015"
7,Kapaz PFK,Zira FC,1,1,Draw,2.Matchday,"Aug 16, 2015"
8,Sumgayit PFC,Xäzär Länkäran,1,1,Draw,2.Matchday,"Aug 16, 2015"
9,FK Inter Baku,Neftchi Baku,1,0,HomeTeam,2.Matchday,"Aug 17, 2015"
10,Xäzär Länkäran,Ravan Baku,1,1,Draw,3.Matchday,"Aug 22, 2015"
11,Neftchi Baku,Sumgayit PFC,2,1,HomeTeam,3.Matchday,"Aug 23, 2015"
12,AZAL PFK Baku,Qarabağ Ağdam,0,2,AwayTeam,3.Matchday,"Aug 23, 2015"
13,FK Qabala,Kapaz PFK,1,0,HomeTeam,3.Matchday,"Aug 23, 2015"
14,Zira FC,FK Inter Baku,0,0,Draw,3.Matchday,"Aug 24, 2015"
15,Kapaz PFK,AZAL PFK Baku,1,0,HomeTeam,4.Matchday,"Sep 12, 2015"
16,FK Inter Baku,FK Qabala,2,1,HomeTeam,4.Matchday,"Sep 12, 2015"
17,Qarabağ Ağdam,Xäzär Länkäran,1,0,HomeTeam,4.Matchday,"Sep 12, 2015"
18,Sumgayit PFC,Zira FC,0,0,Draw,4.Matchday,"Sep 13, 2015"
19,Ravan Baku,Neftchi Baku,1,3,AwayTeam,4.Matchday,"Sep 13, 2015"
20,Zira FC,Ravan Baku,2,1,HomeTeam,5.Matchday,"Sep 19, 2015"
21,AZAL PFK Baku,FK Inter Baku,0,1,AwayTeam,5.Matchday,"Sep 19, 2015"
22,Kapaz PFK,Qarabağ Ağdam,2,3,AwayTeam,5.Matchday,"Sep 20, 2015"
23,Neftchi Baku,Xäzär Länkäran,1,1,Draw,5.Matchday,"Sep 20, 2015"
24,FK Qabala,Sumgayit PFC,1,0,HomeTeam,5.Matchday,"Sep 21, 2015"
25,FK Inter Baku,Kapaz PFK,1,0,HomeTeam,6.Matchday,"Sep 25, 2015"
26,Ravan Baku,FK Qabala,0,3,AwayTeam,6.Matchday,"Sep 25, 2015"
