,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,HJK Helsinki,Vaasan Palloseura,5,0,HomeTeam,1.Matchday,"Apr 5, 2017"
1,SJK Seinäjoki,FC Lahti,1,1,Draw,1.Matchday,"Apr 5, 2017"
2,PS Kemi Kings,Helsinki IFK,0,0,Draw,1.Matchday,"Apr 8, 2017"
3,Ilves Tampere,FC Lahti,1,1,Draw,1.Matchday,"Apr 8, 2017"
4,Vaasan Palloseura,SJK Seinäjoki,1,3,AwayTeam,1.Matchday,"Apr 8, 2017"
5,IFK Mariehamn,JJK Jyväskylä,5,2,HomeTeam,1.Matchday,"Apr 8, 2017"
6,HJK Helsinki,Kuopion Palloseura,2,0,HomeTeam,2.Matchday,"Apr 10, 2017"
7,FC Inter Turku,Rovaniemen Palloseura,6,2,HomeTeam,2.Matchday,"Apr 12, 2017"
8,SJK Seinäjoki,Ilves Tampere,1,2,AwayTeam,2.Matchday,"Apr 15, 2017"
9,Helsinki IFK,JJK Jyväskylä,0,0,Draw,2.Matchday,"Apr 15, 2017"
10,IFK Mariehamn,HJK Helsinki,1,1,Draw,2.Matchday,"Apr 15, 2017"
11,Rovaniemen Palloseura,Vaasan Palloseura,2,4,AwayTeam,2.Matchday,"Apr 17, 2017"
12,Kuopion Palloseura,FC Inter Turku,2,1,HomeTeam,3.Matchday,"Apr 17, 2017"
13,FC Inter Turku,IFK Mariehamn,1,1,Draw,3.Matchday,"Apr 21, 2017"
14,Vaasan Palloseura,Kuopion Palloseura,2,2,Draw,3.Matchday,"Apr 22, 2017"
15,Ilves Tampere,Rovaniemen Palloseura,0,2,AwayTeam,3.Matchday,"Apr 22, 2017"
16,PS Kemi Kings,SJK Seinäjoki,3,1,HomeTeam,3.Matchday,"Apr 22, 2017"
17,JJK Jyväskylä,HJK Helsinki,1,5,AwayTeam,3.Matchday,"Apr 23, 2017"
18,Helsinki IFK,FC Lahti,1,2,AwayTeam,4.Matchday,"Apr 24, 2017"
19,SJK Seinäjoki,Helsinki IFK,3,3,Draw,4.Matchday,"Apr 28, 2017"
20,HJK Helsinki,FC Inter Turku,1,1,Draw,4.Matchday,"Apr 29, 2017"
21,Rovaniemen Palloseura,PS Kemi Kings,3,1,HomeTeam,4.Matchday,"Apr 29, 2017"
22,Kuopion Palloseura,Ilves Tampere,0,1,AwayTeam,4.Matchday,"Apr 29, 2017"
23,FC Lahti,JJK Jyväskylä,1,1,Draw,4.Matchday,"Apr 29, 2017"
24,IFK Mariehamn,Vaasan Palloseura,1,1,Draw,5.Matchday,"Apr 30, 2017"
25,PS Kemi Kings,Kuopion Palloseura,1,4,AwayTeam,5.Matchday,"May 6, 2017"
26,FC Lahti,SJK Seinäjoki,1,0,HomeTeam,5.Matchday,"May 6, 2017"
27,Vaasan Palloseura,HJK Helsinki,2,1,HomeTeam,5.Matchday,"May 6, 2017"
28,Ilves Tampere,IFK Mariehamn,3,0,HomeTeam,5.Matchday,"May 6, 2017"
29,Helsinki IFK,Rovaniemen Palloseura,1,0,HomeTeam,5.Matchday,"May 6, 2017"
30,JJK Jyväskylä,FC Inter Turku,1,2,AwayTeam,6.Matchday,"May 6, 2017"
31,HJK Helsinki,Ilves Tampere,2,0,HomeTeam,6.Matchday,"May 11, 2017"
32,FC Inter Turku,Vaasan Palloseura,0,1,AwayTeam,6.Matchday,"May 12, 2017"
33,IFK Mariehamn,PS Kemi Kings,3,0,HomeTeam,6.Matchday,"May 12, 2017"
34,Rovaniemen Palloseura,FC Lahti,1,0,HomeTeam,6.Matchday,"May 12, 2017"
35,Kuopion Palloseura,Helsinki IFK,2,1,HomeTeam,6.Matchday,"May 12, 2017"
36,SJK Seinäjoki,JJK Jyväskylä,1,0,HomeTeam,7.Matchday,"May 12, 2017"
37,PS Kemi Kings,HJK Helsinki,0,1,AwayTeam,7.Matchday,"May 19, 2017"
38,FC Lahti,Kuopion Palloseura,1,2,AwayTeam,7.Matchday,"May 19, 2017"
39,Ilves Tampere,FC Inter Turku,0,2,AwayTeam,7.Matchday,"May 19, 2017"
40,JJK Jyväskylä,Vaasan Palloseura,1,4,AwayTeam,7.Matchday,"May 19, 2017"
41,Helsinki IFK,IFK Mariehamn,1,1,Draw,7.Matchday,"May 19, 2017"
42,SJK Seinäjoki,Rovaniemen Palloseura,3,0,HomeTeam,8.Matchday,"May 19, 2017"
43,Helsinki IFK,HJK Helsinki,0,0,Draw,8.Matchday,"May 23, 2017"
44,FC Inter Turku,PS Kemi Kings,1,3,AwayTeam,8.Matchday,"May 23, 2017"
45,IFK Mariehamn,FC Lahti,0,2,AwayTeam,8.Matchday,"May 23, 2017"
46,Vaasan Palloseura,Ilves Tampere,0,2,AwayTeam,8.Matchday,"May 24, 2017"
