,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,FC Basel 1893,PFK Ludogorets Razgrad,1,1,Draw,Group A,-,"Sep 13, 2016"
1,Paris Saint-Germain,Arsenal FC,1,1,Draw,Group A,-,"Sep 13, 2016"
2,Arsenal FC,FC Basel 1893,2,0,HomeTeam,Group A,-,"Sep 28, 2016"
3,PFK Ludogorets Razgrad,Paris Saint-Germain,1,3,AwayTeam,Group A,-,"Sep 28, 2016"
4,Paris Saint-Germain,FC Basel 1893,3,0,HomeTeam,Group A,-,"Oct 19, 2016"
5,Arsenal FC,PFK Ludogorets Razgrad,6,0,HomeTeam,Group A,-,"Oct 19, 2016"
6,PFK Ludogorets Razgrad,Arsenal FC,2,3,AwayTeam,Group A,-,"Nov 1, 2016"
7,FC Basel 1893,Paris Saint-Germain,1,2,AwayTeam,Group A,-,"Nov 1, 2016"
8,PFK Ludogorets Razgrad,FC Basel 1893,0,0,Draw,Group A,-,"Nov 23, 2016"
9,Arsenal FC,Paris Saint-Germain,2,2,Draw,Group A,-,"Nov 23, 2016"
10,Paris Saint-Germain,PFK Ludogorets Razgrad,2,2,Draw,Group A,-,"Dec 6, 2016"
11,FC Basel 1893,Arsenal FC,1,4,AwayTeam,Group A,-,"Dec 6, 2016"
12,SL Benfica,Besiktas JK,1,1,Draw,Group B,-,"Sep 13, 2016"
13,Dynamo Kyiv,SSC Napoli,1,2,AwayTeam,Group B,-,"Sep 13, 2016"
14,SSC Napoli,SL Benfica,4,2,HomeTeam,Group B,-,"Sep 28, 2016"
15,Besiktas JK,Dynamo Kyiv,1,1,Draw,Group B,-,"Sep 28, 2016"
16,Dynamo Kyiv,SL Benfica,0,2,AwayTeam,Group B,-,"Oct 19, 2016"
17,SSC Napoli,Besiktas JK,2,3,AwayTeam,Group B,-,"Oct 19, 2016"
18,Besiktas JK,SSC Napoli,1,1,Draw,Group B,-,"Nov 1, 2016"
19,SL Benfica,Dynamo Kyiv,1,0,HomeTeam,Group B,-,"Nov 1, 2016"
20,Besiktas JK,SL Benfica,3,3,Draw,Group B,-,"Nov 23, 2016"
21,SSC Napoli,Dynamo Kyiv,0,0,Draw,Group B,-,"Nov 23, 2016"
22,SL Benfica,SSC Napoli,1,2,AwayTeam,Group B,-,"Dec 6, 2016"
23,Dynamo Kyiv,Besiktas JK,6,0,HomeTeam,Group B,-,"Dec 6, 2016"
24,FC Barcelona,Celtic FC,7,0,HomeTeam,Group C,-,"Sep 13, 2016"
25,Manchester City,Borussia Mönchengladbach,4,0,HomeTeam,Group C,-,"Sep 14, 2016"
26,Celtic FC,Manchester City,3,3,Draw,Group C,-,"Sep 28, 2016"
27,Borussia Mönchengladbach,FC Barcelona,1,2,AwayTeam,Group C,-,"Sep 28, 2016"
28,FC Barcelona,Manchester City,4,0,HomeTeam,Group C,-,"Oct 19, 2016"
29,Celtic FC,Borussia Mönchengladbach,0,2,AwayTeam,Group C,-,"Oct 19, 2016"
30,Manchester City,FC Barcelona,3,1,HomeTeam,Group C,-,"Nov 1, 2016"
31,Borussia Mönchengladbach,Celtic FC,1,1,Draw,Group C,-,"Nov 1, 2016"
32,Borussia Mönchengladbach,Manchester City,1,1,Draw,Group C,-,"Nov 23, 2016"
33,Celtic FC,FC Barcelona,0,2,AwayTeam,Group C,-,"Nov 23, 2016"
34,Manchester City,Celtic FC,1,1,Draw,Group C,-,"Dec 6, 2016"
35,FC Barcelona,Borussia Mönchengladbach,4,0,HomeTeam,Group C,-,"Dec 6, 2016"
36,Bayern Munich,FK Rostov,5,0,HomeTeam,Group D,-,"Sep 13, 2016"
37,PSV Eindhoven,Atlético Madrid,0,1,AwayTeam,Group D,-,"Sep 13, 2016"
38,FK Rostov,PSV Eindhoven,2,2,Draw,Group D,-,"Sep 28, 2016"
39,Atlético Madrid,Bayern Munich,1,0,HomeTeam,Group D,-,"Sep 28, 2016"
40,Bayern Munich,PSV Eindhoven,4,1,HomeTeam,Group D,-,"Oct 19, 2016"
41,FK Rostov,Atlético Madrid,0,1,AwayTeam,Group D,-,"Oct 19, 2016"
42,Atlético Madrid,FK Rostov,2,1,HomeTeam,Group D,-,"Nov 1, 2016"
43,PSV Eindhoven,Bayern Munich,1,2,AwayTeam,Group D,-,"Nov 1, 2016"
44,FK Rostov,Bayern Munich,3,2,HomeTeam,Group D,-,"Nov 23, 2016"
45,Atlético Madrid,PSV Eindhoven,2,0,HomeTeam,Group D,-,"Nov 23, 2016"
46,Bayern Munich,Atlético Madrid,1,0,HomeTeam,Group D,-,"Dec 6, 2016"
47,PSV Eindhoven,FK Rostov,0,0,Draw,Group D,-,"Dec 6, 2016"
48,Tottenham Hotspur,AS Monaco,1,2,AwayTeam,Group E,-,"Sep 14, 2016"
49,Bayer 04 Leverkusen,CSKA Moscow,2,2,Draw,Group E,-,"Sep 14, 2016"
50,CSKA Moscow,Tottenham Hotspur,0,1,AwayTeam,Group E,-,"Sep 27, 2016"
51,AS Monaco,Bayer 04 Leverkusen,1,1,Draw,Group E,-,"Sep 27, 2016"
52,Bayer 04 Leverkusen,Tottenham Hotspur,0,0,Draw,Group E,-,"Oct 18, 2016"
53,CSKA Moscow,AS Monaco,1,1,Draw,Group E,-,"Oct 18, 2016"
54,AS Monaco,CSKA Moscow,3,0,HomeTeam,Group E,-,"Nov 2, 2016"
55,Tottenham Hotspur,Bayer 04 Leverkusen,0,1,AwayTeam,Group E,-,"Nov 2, 2016"
56,CSKA Moscow,Bayer 04 Leverkusen,1,1,Draw,Group E,-,"Nov 22, 2016"
57,AS Monaco,Tottenham Hotspur,2,1,HomeTeam,Group E,-,"Nov 22, 2016"
58,Tottenham Hotspur,CSKA Moscow,3,1,HomeTeam,Group E,-,"Dec 7, 2016"
