,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,FK Mladost Doboj-Kakanj,NK Vitez,1,0,HomeTeam,1.Matchday,"Jul 22, 2017"
1,FK Radnik Bijeljina,FK Krupa na Vrbasu,0,0,Draw,1.Matchday,"Jul 22, 2017"
2,FK Borac Banja Luka,NK Celik Zenica,2,0,HomeTeam,1.Matchday,"Jul 23, 2017"
3,FK Sarajevo,HSK Zrinjski Mostar,1,2,AwayTeam,1.Matchday,"Jul 23, 2017"
4,NK Siroki Brijeg,FK Sloboda Tuzla,2,0,HomeTeam,1.Matchday,"Jul 23, 2017"
5,FK Zeljeznicar Sarajevo,NK GOSK Gabela,3,1,HomeTeam,1.Matchday,"Jul 24, 2017"
6,NK Vitez,FK Krupa na Vrbasu,1,1,Draw,2.Matchday,"Jul 29, 2017"
7,FK Mladost Doboj-Kakanj,FK Zeljeznicar Sarajevo,2,1,HomeTeam,2.Matchday,"Jul 29, 2017"
8,FK Sloboda Tuzla,FK Radnik Bijeljina,0,1,AwayTeam,2.Matchday,"Jul 29, 2017"
9,HSK Zrinjski Mostar,NK Siroki Brijeg,1,0,HomeTeam,2.Matchday,"Jul 29, 2017"
10,NK GOSK Gabela,FK Borac Banja Luka,0,1,AwayTeam,2.Matchday,"Jul 30, 2017"
11,NK Celik Zenica,FK Sarajevo,0,2,AwayTeam,2.Matchday,"Jul 30, 2017"
12,NK Siroki Brijeg,NK Celik Zenica,4,0,HomeTeam,3.Matchday,"Aug 4, 2017"
13,FK Radnik Bijeljina,HSK Zrinjski Mostar,2,1,HomeTeam,3.Matchday,"Aug 5, 2017"
14,FK Zeljeznicar Sarajevo,NK Vitez,1,0,HomeTeam,3.Matchday,"Aug 5, 2017"
15,FK Krupa na Vrbasu,FK Sloboda Tuzla,0,0,Draw,3.Matchday,"Aug 6, 2017"
16,FK Borac Banja Luka,FK Mladost Doboj-Kakanj,0,1,AwayTeam,3.Matchday,"Aug 6, 2017"
17,FK Sarajevo,NK GOSK Gabela,0,1,AwayTeam,3.Matchday,"Aug 6, 2017"
18,NK Vitez,FK Sloboda Tuzla,0,1,AwayTeam,4.Matchday,"Aug 12, 2017"
19,HSK Zrinjski Mostar,FK Krupa na Vrbasu,1,0,HomeTeam,4.Matchday,"Aug 12, 2017"
20,FK Zeljeznicar Sarajevo,FK Borac Banja Luka,2,1,HomeTeam,4.Matchday,"Aug 12, 2017"
21,NK Celik Zenica,FK Radnik Bijeljina,3,0,HomeTeam,4.Matchday,"Aug 13, 2017"
22,NK GOSK Gabela,NK Siroki Brijeg,2,1,HomeTeam,4.Matchday,"Aug 13, 2017"
23,FK Mladost Doboj-Kakanj,FK Sarajevo,1,1,Draw,4.Matchday,"Aug 13, 2017"
24,FK Krupa na Vrbasu,NK Celik Zenica,1,0,HomeTeam,5.Matchday,"Aug 19, 2017"
25,FK Sarajevo,FK Zeljeznicar Sarajevo,0,1,AwayTeam,5.Matchday,"Aug 20, 2017"
26,FK Radnik Bijeljina,NK GOSK Gabela,3,1,HomeTeam,5.Matchday,"Aug 20, 2017"
27,FK Borac Banja Luka,NK Vitez,1,0,HomeTeam,5.Matchday,"Aug 20, 2017"
28,NK Siroki Brijeg,FK Mladost Doboj-Kakanj,3,1,HomeTeam,5.Matchday,"Aug 20, 2017"
29,FK Sloboda Tuzla,HSK Zrinjski Mostar,0,2,AwayTeam,5.Matchday,"Aug 20, 2017"
30,NK Vitez,HSK Zrinjski Mostar,2,3,AwayTeam,6.Matchday,"Aug 26, 2017"
31,FK Mladost Doboj-Kakanj,FK Radnik Bijeljina,3,0,HomeTeam,6.Matchday,"Aug 26, 2017"
32,FK Zeljeznicar Sarajevo,NK Siroki Brijeg,0,0,Draw,6.Matchday,"Aug 26, 2017"
33,NK Celik Zenica,FK Sloboda Tuzla,2,2,Draw,6.Matchday,"Aug 27, 2017"
34,NK GOSK Gabela,FK Krupa na Vrbasu,0,1,AwayTeam,6.Matchday,"Aug 27, 2017"
35,FK Borac Banja Luka,FK Sarajevo,1,1,Draw,6.Matchday,"Aug 27, 2017"
36,FK Sarajevo,NK Vitez,4,0,HomeTeam,7.Matchday,"Sep 9, 2017"
37,FK Sloboda Tuzla,NK GOSK Gabela,0,1,AwayTeam,7.Matchday,"Sep 9, 2017"
38,HSK Zrinjski Mostar,NK Celik Zenica,5,2,HomeTeam,7.Matchday,"Sep 9, 2017"
39,FK Krupa na Vrbasu,FK Mladost Doboj-Kakanj,3,1,HomeTeam,7.Matchday,"Sep 10, 2017"
40,FK Radnik Bijeljina,FK Zeljeznicar Sarajevo,0,2,AwayTeam,7.Matchday,"Sep 10, 2017"
41,NK Siroki Brijeg,FK Borac Banja Luka,2,0,HomeTeam,7.Matchday,"Sep 10, 2017"
42,FK Mladost Doboj-Kakanj,FK Sloboda Tuzla,1,1,Draw,8.Matchday,"Sep 16, 2017"
43,NK Vitez,NK Celik Zenica,2,0,HomeTeam,8.Matchday,"Sep 16, 2017"
44,NK GOSK Gabela,HSK Zrinjski Mostar,0,2,AwayTeam,8.Matchday,"Sep 16, 2017"
45,FK Sarajevo,NK Siroki Brijeg,2,0,HomeTeam,8.Matchday,"Sep 16, 2017"
46,FK Borac Banja Luka,FK Radnik Bijeljina,1,0,HomeTeam,8.Matchday,"Sep 17, 2017"
47,FK Zeljeznicar Sarajevo,FK Krupa na Vrbasu,4,1,HomeTeam,8.Matchday,"Sep 17, 2017"
48,FK Radnik Bijeljina,FK Sarajevo,1,4,AwayTeam,9.Matchday,"Sep 23, 2017"
49,NK Celik Zenica,NK GOSK Gabela,2,0,HomeTeam,9.Matchday,"Sep 23, 2017"
50,HSK Zrinjski Mostar,FK Mladost Doboj-Kakanj,2,0,HomeTeam,9.Matchday,"Sep 23, 2017"
51,FK Sloboda Tuzla,FK Zeljeznicar Sarajevo,1,0,HomeTeam,9.Matchday,"Sep 23, 2017"
52,FK Krupa na Vrbasu,FK Borac Banja Luka,2,0,HomeTeam,9.Matchday,"Sep 24, 2017"
53,NK Siroki Brijeg,NK Vitez,1,0,HomeTeam,9.Matchday,"Sep 24, 2017"
54,NK Siroki Brijeg,FK Radnik Bijeljina,1,0,HomeTeam,10.Matchday,"Sep 30, 2017"
55,NK Vitez,NK GOSK Gabela,0,3,AwayTeam,10.Matchday,"Sep 30, 2017"
56,FK Mladost Doboj-Kakanj,NK Celik Zenica,4,0,HomeTeam,10.Matchday,"Sep 30, 2017"
57,FK Borac Banja Luka,FK Sloboda Tuzla,1,0,HomeTeam,10.Matchday,"Sep 30, 2017"
58,FK Zeljeznicar Sarajevo,HSK Zrinjski Mostar,0,1,AwayTeam,10.Matchday,"Sep 30, 2017"
59,FK Sarajevo,FK Krupa na Vrbasu,2,3,AwayTeam,10.Matchday,"Oct 1, 2017"
