,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Rangers FC,Heart of Midlothian FC,1,1,Draw,1.Matchday,"Jul 23, 2011"
1,Aberdeen FC,St. Johnstone FC,0,0,Draw,1.Matchday,"Jul 23, 2011"
2,Motherwell FC,Inverness Caledonian Thistle FC,3,0,HomeTeam,1.Matchday,"Jul 23, 2011"
3,Hibernian FC,Celtic FC,0,2,AwayTeam,1.Matchday,"Jul 24, 2011"
4,Dundee United FC,Kilmarnock FC,1,1,Draw,1.Matchday,"Jul 24, 2011"
5,Dunfermline Athletic FC,St. Mirren FC,0,0,Draw,1.Matchday,"Jul 25, 2011"
6,Inverness Caledonian Thistle FC,Hibernian FC,0,1,AwayTeam,2.Matchday,"Jul 30, 2011"
7,Kilmarnock FC,Motherwell FC,0,0,Draw,2.Matchday,"Jul 30, 2011"
8,St. Johnstone FC,Rangers FC,0,2,AwayTeam,2.Matchday,"Jul 30, 2011"
9,St. Mirren FC,Aberdeen FC,1,0,HomeTeam,2.Matchday,"Jul 30, 2011"
10,Heart of Midlothian FC,Dundee United FC,0,1,AwayTeam,2.Matchday,"Jul 31, 2011"
11,Celtic FC,Dunfermline Athletic FC,2,1,HomeTeam,2.Matchday,"Nov 23, 2011"
12,Aberdeen FC,Celtic FC,0,1,AwayTeam,3.Matchday,"Aug 6, 2011"
13,Dundee United FC,St. Mirren FC,1,1,Draw,3.Matchday,"Aug 6, 2011"
14,Dunfermline Athletic FC,Inverness Caledonian Thistle FC,3,3,Draw,3.Matchday,"Aug 6, 2011"
15,Motherwell FC,Heart of Midlothian FC,1,0,HomeTeam,3.Matchday,"Aug 7, 2011"
16,Rangers FC,Kilmarnock FC,2,0,HomeTeam,3.Matchday,"Sep 27, 2011"
17,Hibernian FC,St. Johnstone FC,3,2,HomeTeam,3.Matchday,"Sep 28, 2011"
18,Inverness Caledonian Thistle FC,Rangers FC,0,2,AwayTeam,4.Matchday,"Aug 13, 2011"
19,Celtic FC,Dundee United FC,5,1,HomeTeam,4.Matchday,"Aug 13, 2011"
20,Heart of Midlothian FC,Aberdeen FC,3,0,HomeTeam,4.Matchday,"Aug 13, 2011"
21,St. Johnstone FC,Dunfermline Athletic FC,0,1,AwayTeam,4.Matchday,"Aug 13, 2011"
22,St. Mirren FC,Motherwell FC,0,1,AwayTeam,4.Matchday,"Aug 13, 2011"
23,Kilmarnock FC,Hibernian FC,4,1,HomeTeam,4.Matchday,"Aug 14, 2011"
24,Aberdeen FC,Inverness Caledonian Thistle FC,2,1,HomeTeam,5.Matchday,"Aug 20, 2011"
25,Dundee United FC,Dunfermline Athletic FC,0,1,AwayTeam,5.Matchday,"Aug 20, 2011"
26,Hibernian FC,St. Mirren FC,1,2,AwayTeam,5.Matchday,"Aug 20, 2011"
27,Motherwell FC,Rangers FC,0,3,AwayTeam,5.Matchday,"Aug 21, 2011"
28,Kilmarnock FC,Heart of Midlothian FC,0,0,Draw,5.Matchday,"Aug 21, 2011"
29,Celtic FC,St. Johnstone FC,0,1,AwayTeam,5.Matchday,"Aug 21, 2011"
30,Dunfermline Athletic FC,Motherwell FC,2,4,AwayTeam,6.Matchday,"Aug 27, 2011"
31,Inverness Caledonian Thistle FC,Kilmarnock FC,2,1,HomeTeam,6.Matchday,"Aug 27, 2011"
32,St. Johnstone FC,Dundee United FC,3,3,Draw,6.Matchday,"Aug 27, 2011"
33,St. Mirren FC,Celtic FC,0,2,AwayTeam,6.Matchday,"Aug 28, 2011"
34,Rangers FC,Aberdeen FC,2,0,HomeTeam,6.Matchday,"Aug 28, 2011"
35,Heart of Midlothian FC,Hibernian FC,2,0,HomeTeam,6.Matchday,"Aug 28, 2011"
36,Dundee United FC,Rangers FC,0,1,AwayTeam,7.Matchday,"Sep 10, 2011"
37,Celtic FC,Motherwell FC,4,0,HomeTeam,7.Matchday,"Sep 10, 2011"
38,Inverness Caledonian Thistle FC,Heart of Midlothian FC,1,1,Draw,7.Matchday,"Sep 10, 2011"
39,Kilmarnock FC,Dunfermline Athletic FC,3,2,HomeTeam,7.Matchday,"Sep 10, 2011"
40,St. Mirren FC,St. Johnstone FC,0,0,Draw,7.Matchday,"Sep 10, 2011"
41,Hibernian FC,Aberdeen FC,0,0,Draw,7.Matchday,"Sep 11, 2011"
42,Dunfermline Athletic FC,Hibernian FC,2,2,Draw,8.Matchday,"Sep 17, 2011"
43,Aberdeen FC,Kilmarnock FC,2,2,Draw,8.Matchday,"Sep 17, 2011"
44,Dundee United FC,Inverness Caledonian Thistle FC,3,1,HomeTeam,8.Matchday,"Sep 17, 2011"
45,Heart of Midlothian FC,St. Mirren FC,2,0,HomeTeam,8.Matchday,"Sep 17, 2011"
46,Motherwell FC,St. Johnstone FC,0,3,AwayTeam,8.Matchday,"Sep 17, 2011"
47,Rangers FC,Celtic FC,4,2,HomeTeam,8.Matchday,"Sep 18, 2011"
48,Dunfermline Athletic FC,Rangers FC,0,4,AwayTeam,9.Matchday,"Sep 24, 2011"
