,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
97,Metalist Kharkiv,UC Sampdoria,2,0,HomeTeam,3rd round 2nd leg,Metalist Kharkiv,"Feb 26, 2009"
98,FC Twente Enschede,Olympique Marseille,6,7,AwayTeam,3rd round 2nd leg,Olympique Marseille,"Feb 26, 2009"
99,Hamburger SV,NEC Nijmegen,1,0,HomeTeam,3rd round 2nd leg,Hamburger SV,"Feb 26, 2009"
100,VfL Wolfsburg,Paris Saint-Germain,1,3,AwayTeam,3rd round 2nd leg,Paris Saint-Germain,"Feb 26, 2009"
101,Galatasaray SK,FC Girondins Bordeaux,4,3,HomeTeam,3rd round 2nd leg,Galatasaray SK,"Feb 26, 2009"
102,AC Milan,SV Werder Bremen,2,2,Draw,3rd round 2nd leg,SV Werder Bremen,"Feb 26, 2009"
103,AS Saint-Étienne,Olympiacos Piraeus,2,1,HomeTeam,3rd round 2nd leg,AS Saint-Étienne,"Feb 26, 2009"
104,Manchester City,FC Copenhagen,2,1,HomeTeam,3rd round 2nd leg,Manchester City,"Feb 26, 2009"
105,VfB Stuttgart,Zenit St. Petersburg,1,2,AwayTeam,3rd round 2nd leg,Zenit St. Petersburg,"Feb 26, 2009"
106,Ajax Amsterdam,ACF Fiorentina,1,1,Draw,3rd round 2nd leg,Ajax Amsterdam,"Feb 26, 2009"
107,Udinese Calcio,Lech Poznan,2,1,HomeTeam,3rd round 2nd leg,Udinese Calcio,"Feb 26, 2009"
108,Standard Liège,SC Braga,1,1,Draw,3rd round 2nd leg,SC Braga,"Feb 26, 2009"
109,Deportivo de La Coruña,Aalborg BK,1,3,AwayTeam,3rd round 2nd leg,Aalborg BK,"Feb 26, 2009"
110,Tottenham Hotspur,Shakhtar Donetsk,1,1,Draw,3rd round 2nd leg,Shakhtar Donetsk,"Feb 26, 2009"
111,Valencia CF,Dynamo Kyiv,2,2,Draw,3rd round 2nd leg,Dynamo Kyiv,"Feb 26, 2009"
112,Hamburger SV,Galatasaray SK,1,1,Draw,last 16 1st leg,-,"Mar 12, 2009"
113,CSKA Moscow,Shakhtar Donetsk,1,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2009"
114,Dynamo Kyiv,Metalist Kharkiv,1,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2009"
115,Paris Saint-Germain,SC Braga,0,0,Draw,last 16 1st leg,-,"Mar 12, 2009"
116,SV Werder Bremen,AS Saint-Étienne,1,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2009"
117,Manchester City,Aalborg BK,2,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2009"
118,Olympique Marseille,Ajax Amsterdam,2,1,HomeTeam,last 16 1st leg,-,"Mar 12, 2009"
119,Udinese Calcio,Zenit St. Petersburg,2,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2009"
120,AS Saint-Étienne,SV Werder Bremen,2,2,Draw,last 16 2nd leg,SV Werder Bremen,"Mar 18, 2009"
121,Ajax Amsterdam,Olympique Marseille,2,2,Draw,last 16 2nd leg,Olympique Marseille,"Mar 18, 2009"
122,Metalist Kharkiv,Dynamo Kyiv,3,2,HomeTeam,last 16 2nd leg,Dynamo Kyiv,"Mar 19, 2009"
123,Shakhtar Donetsk,CSKA Moscow,2,0,HomeTeam,last 16 2nd leg,Shakhtar Donetsk,"Mar 19, 2009"
124,Zenit St. Petersburg,Udinese Calcio,1,0,HomeTeam,last 16 2nd leg,Udinese Calcio,"Mar 19, 2009"
125,Galatasaray SK,Hamburger SV,2,3,AwayTeam,last 16 2nd leg,Hamburger SV,"Mar 19, 2009"
126,Aalborg BK,Manchester City,3,4,AwayTeam,last 16 2nd leg,Manchester City,"Mar 19, 2009"
127,SC Braga,Paris Saint-Germain,0,1,AwayTeam,last 16 2nd leg,Paris Saint-Germain,"Mar 19, 2009"
128,Shakhtar Donetsk,Olympique Marseille,2,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 9, 2009"
129,Hamburger SV,Manchester City,3,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 9, 2009"
130,SV Werder Bremen,Udinese Calcio,3,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 9, 2009"
131,Paris Saint-Germain,Dynamo Kyiv,0,0,Draw,Quarter-Finals 1st leg,-,"Apr 9, 2009"
132,Dynamo Kyiv,Paris Saint-Germain,3,0,HomeTeam,Quarter-Finals 2nd leg,Dynamo Kyiv,"Apr 16, 2009"
133,Manchester City,Hamburger SV,2,1,HomeTeam,Quarter-Finals 2nd leg,Hamburger SV,"Apr 16, 2009"
134,Udinese Calcio,SV Werder Bremen,3,3,Draw,Quarter-Finals 2nd leg,SV Werder Bremen,"Apr 16, 2009"
135,Olympique Marseille,Shakhtar Donetsk,1,2,AwayTeam,Quarter-Finals 2nd leg,Shakhtar Donetsk,"Apr 16, 2009"
136,Dynamo Kyiv,Shakhtar Donetsk,1,1,Draw,Semi-Finals 1st Leg,-,"Apr 30, 2009"
137,SV Werder Bremen,Hamburger SV,0,1,AwayTeam,Semi-Finals 1st Leg,-,"Apr 30, 2009"
138,Shakhtar Donetsk,Dynamo Kyiv,2,1,HomeTeam,Semi-Finals 2nd Leg,Shakhtar Donetsk,"May 7, 2009"
139,Hamburger SV,SV Werder Bremen,2,3,AwayTeam,Semi-Finals 2nd Leg,SV Werder Bremen,"May 7, 2009"
140,Shakhtar Donetsk,SV Werder Bremen,2,1,HomeTeam,Final,Shakhtar Donetsk,"May 20, 2009"
