,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Manchester City,SSC Napoli,1,1,Draw,Group A,-,"Sep 14, 2011"
1,Villarreal CF,Bayern Munich,0,2,AwayTeam,Group A,-,"Sep 14, 2011"
2,SSC Napoli,Villarreal CF,2,0,HomeTeam,Group A,-,"Sep 27, 2011"
3,Bayern Munich,Manchester City,2,0,HomeTeam,Group A,-,"Sep 27, 2011"
4,Manchester City,Villarreal CF,2,1,HomeTeam,Group A,-,"Oct 18, 2011"
5,SSC Napoli,Bayern Munich,1,1,Draw,Group A,-,"Oct 18, 2011"
6,Villarreal CF,Manchester City,0,3,AwayTeam,Group A,-,"Nov 2, 2011"
7,Bayern Munich,SSC Napoli,3,2,HomeTeam,Group A,-,"Nov 2, 2011"
8,Bayern Munich,Villarreal CF,3,1,HomeTeam,Group A,-,"Nov 22, 2011"
9,SSC Napoli,Manchester City,2,1,HomeTeam,Group A,-,"Nov 22, 2011"
10,Villarreal CF,SSC Napoli,0,2,AwayTeam,Group A,-,"Dec 7, 2011"
11,Manchester City,Bayern Munich,2,0,HomeTeam,Group A,-,"Dec 7, 2011"
12,LOSC Lille,CSKA Moscow,2,2,Draw,Group B,-,"Sep 14, 2011"
13,FC Internazionale,Trabzonspor,0,1,AwayTeam,Group B,-,"Sep 14, 2011"
14,CSKA Moscow,FC Internazionale,2,3,AwayTeam,Group B,-,"Sep 27, 2011"
15,Trabzonspor,LOSC Lille,1,1,Draw,Group B,-,"Sep 27, 2011"
16,CSKA Moscow,Trabzonspor,3,0,HomeTeam,Group B,-,"Oct 18, 2011"
17,LOSC Lille,FC Internazionale,0,1,AwayTeam,Group B,-,"Oct 18, 2011"
18,FC Internazionale,LOSC Lille,2,1,HomeTeam,Group B,-,"Nov 2, 2011"
19,Trabzonspor,CSKA Moscow,0,0,Draw,Group B,-,"Nov 2, 2011"
20,CSKA Moscow,LOSC Lille,0,2,AwayTeam,Group B,-,"Nov 22, 2011"
21,Trabzonspor,FC Internazionale,1,1,Draw,Group B,-,"Nov 22, 2011"
22,FC Internazionale,CSKA Moscow,1,2,AwayTeam,Group B,-,"Dec 7, 2011"
23,LOSC Lille,Trabzonspor,0,0,Draw,Group B,-,"Dec 7, 2011"
24,FC Basel 1893,Otelul Galati,2,1,HomeTeam,Group C,-,"Sep 14, 2011"
