,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Paris Saint-Germain,Malmö FF,2,0,HomeTeam,Group A,-,"Sep 15, 2015"
1,Real Madrid,Shakhtar Donetsk,4,0,HomeTeam,Group A,-,"Sep 15, 2015"
2,Malmö FF,Real Madrid,0,2,AwayTeam,Group A,-,"Sep 30, 2015"
3,Shakhtar Donetsk,Paris Saint-Germain,0,3,AwayTeam,Group A,-,"Sep 30, 2015"
4,Paris Saint-Germain,Real Madrid,0,0,Draw,Group A,-,"Oct 21, 2015"
5,Malmö FF,Shakhtar Donetsk,1,0,HomeTeam,Group A,-,"Oct 21, 2015"
6,Real Madrid,Paris Saint-Germain,1,0,HomeTeam,Group A,-,"Nov 3, 2015"
7,Shakhtar Donetsk,Malmö FF,4,0,HomeTeam,Group A,-,"Nov 3, 2015"
8,Malmö FF,Paris Saint-Germain,0,5,AwayTeam,Group A,-,"Nov 25, 2015"
9,Shakhtar Donetsk,Real Madrid,3,4,AwayTeam,Group A,-,"Nov 25, 2015"
10,Real Madrid,Malmö FF,8,0,HomeTeam,Group A,-,"Dec 8, 2015"
11,Paris Saint-Germain,Shakhtar Donetsk,2,0,HomeTeam,Group A,-,"Dec 8, 2015"
12,VfL Wolfsburg,CSKA Moscow,1,0,HomeTeam,Group B,-,"Sep 15, 2015"
13,PSV Eindhoven,Manchester United,2,1,HomeTeam,Group B,-,"Sep 15, 2015"
14,CSKA Moscow,PSV Eindhoven,3,2,HomeTeam,Group B,-,"Sep 30, 2015"
15,Manchester United,VfL Wolfsburg,2,1,HomeTeam,Group B,-,"Sep 30, 2015"
16,VfL Wolfsburg,PSV Eindhoven,2,0,HomeTeam,Group B,-,"Oct 21, 2015"
17,CSKA Moscow,Manchester United,1,1,Draw,Group B,-,"Oct 21, 2015"
18,PSV Eindhoven,VfL Wolfsburg,2,0,HomeTeam,Group B,-,"Nov 3, 2015"
19,Manchester United,CSKA Moscow,1,0,HomeTeam,Group B,-,"Nov 3, 2015"
20,CSKA Moscow,VfL Wolfsburg,0,2,AwayTeam,Group B,-,"Nov 25, 2015"
21,Manchester United,PSV Eindhoven,0,0,Draw,Group B,-,"Nov 25, 2015"
22,PSV Eindhoven,CSKA Moscow,2,1,HomeTeam,Group B,-,"Dec 8, 2015"
23,VfL Wolfsburg,Manchester United,3,2,HomeTeam,Group B,-,"Dec 8, 2015"
24,Galatasaray SK,Atlético Madrid,0,2,AwayTeam,Group C,-,"Sep 15, 2015"
25,SL Benfica,FC Astana,2,0,HomeTeam,Group C,-,"Sep 15, 2015"
26,FC Astana,Galatasaray SK,2,2,Draw,Group C,-,"Sep 30, 2015"
27,Atlético Madrid,SL Benfica,1,2,AwayTeam,Group C,-,"Sep 30, 2015"
28,Galatasaray SK,SL Benfica,2,1,HomeTeam,Group C,-,"Oct 21, 2015"
29,Atlético Madrid,FC Astana,4,0,HomeTeam,Group C,-,"Oct 21, 2015"
30,FC Astana,Atlético Madrid,0,0,Draw,Group C,-,"Nov 3, 2015"
31,SL Benfica,Galatasaray SK,2,1,HomeTeam,Group C,-,"Nov 3, 2015"
32,FC Astana,SL Benfica,2,2,Draw,Group C,-,"Nov 25, 2015"
33,Atlético Madrid,Galatasaray SK,2,0,HomeTeam,Group C,-,"Nov 25, 2015"
34,SL Benfica,Atlético Madrid,1,2,AwayTeam,Group C,-,"Dec 8, 2015"
35,Galatasaray SK,FC Astana,1,1,Draw,Group C,-,"Dec 8, 2015"
36,Manchester City,Juventus FC,1,2,AwayTeam,Group D,-,"Sep 15, 2015"
37,Sevilla FC,Borussia Mönchengladbach,3,0,HomeTeam,Group D,-,"Sep 15, 2015"
38,Juventus FC,Sevilla FC,2,0,HomeTeam,Group D,-,"Sep 30, 2015"
39,Borussia Mönchengladbach,Manchester City,1,2,AwayTeam,Group D,-,"Sep 30, 2015"
40,Manchester City,Sevilla FC,2,1,HomeTeam,Group D,-,"Oct 21, 2015"
41,Juventus FC,Borussia Mönchengladbach,0,0,Draw,Group D,-,"Oct 21, 2015"
42,Borussia Mönchengladbach,Juventus FC,1,1,Draw,Group D,-,"Nov 3, 2015"
43,Sevilla FC,Manchester City,1,3,AwayTeam,Group D,-,"Nov 3, 2015"
44,Borussia Mönchengladbach,Sevilla FC,4,2,HomeTeam,Group D,-,"Nov 25, 2015"
45,Juventus FC,Manchester City,1,0,HomeTeam,Group D,-,"Nov 25, 2015"
46,Sevilla FC,Juventus FC,1,0,HomeTeam,Group D,-,"Dec 8, 2015"
47,Manchester City,Borussia Mönchengladbach,4,2,HomeTeam,Group D,-,"Dec 8, 2015"
48,Bayer 04 Leverkusen,BATE Borisov,4,1,HomeTeam,Group E,-,"Sep 16, 2015"
49,AS Roma,FC Barcelona,1,1,Draw,Group E,-,"Sep 16, 2015"
50,BATE Borisov,AS Roma,3,2,HomeTeam,Group E,-,"Sep 29, 2015"
51,FC Barcelona,Bayer 04 Leverkusen,2,1,HomeTeam,Group E,-,"Sep 29, 2015"
52,Bayer 04 Leverkusen,AS Roma,4,4,Draw,Group E,-,"Oct 20, 2015"
53,BATE Borisov,FC Barcelona,0,2,AwayTeam,Group E,-,"Oct 20, 2015"
54,AS Roma,Bayer 04 Leverkusen,3,2,HomeTeam,Group E,-,"Nov 4, 2015"
55,FC Barcelona,BATE Borisov,3,0,HomeTeam,Group E,-,"Nov 4, 2015"
56,BATE Borisov,Bayer 04 Leverkusen,1,1,Draw,Group E,-,"Nov 24, 2015"
57,FC Barcelona,AS Roma,6,1,HomeTeam,Group E,-,"Nov 24, 2015"
