,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
32,Panathinaikos Athens,Udinese Calcio,1,2,AwayTeam,Group C,-,"Nov 22, 2005"
33,FC Barcelona,SV Werder Bremen,3,1,HomeTeam,Group C,-,"Nov 22, 2005"
34,Udinese Calcio,FC Barcelona,0,2,AwayTeam,Group C,-,"Dec 7, 2005"
35,SV Werder Bremen,Panathinaikos Athens,5,1,HomeTeam,Group C,-,"Dec 7, 2005"
36,Villarreal CF,Manchester United,0,0,Draw,Group D,-,"Sep 14, 2005"
37,SL Benfica,LOSC Lille,1,0,HomeTeam,Group D,-,"Sep 14, 2005"
38,LOSC Lille,Villarreal CF,0,0,Draw,Group D,-,"Sep 27, 2005"
39,Manchester United,SL Benfica,2,1,HomeTeam,Group D,-,"Sep 27, 2005"
40,Villarreal CF,SL Benfica,1,1,Draw,Group D,-,"Oct 18, 2005"
41,Manchester United,LOSC Lille,0,0,Draw,Group D,-,"Oct 18, 2005"
42,SL Benfica,Villarreal CF,0,1,AwayTeam,Group D,-,"Nov 2, 2005"
43,LOSC Lille,Manchester United,1,0,HomeTeam,Group D,-,"Nov 2, 2005"
44,LOSC Lille,SL Benfica,0,0,Draw,Group D,-,"Nov 22, 2005"
45,Manchester United,Villarreal CF,0,0,Draw,Group D,-,"Nov 22, 2005"
46,SL Benfica,Manchester United,2,1,HomeTeam,Group D,-,"Dec 7, 2005"
47,Villarreal CF,LOSC Lille,1,0,HomeTeam,Group D,-,"Dec 7, 2005"
48,AC Milan,Fenerbahce SK,3,1,HomeTeam,Group E,-,"Sep 13, 2005"
49,PSV Eindhoven,FC Schalke 04,1,0,HomeTeam,Group E,-,"Sep 13, 2005"
50,Fenerbahce SK,PSV Eindhoven,3,0,HomeTeam,Group E,-,"Sep 28, 2005"
51,FC Schalke 04,AC Milan,2,2,Draw,Group E,-,"Sep 28, 2005"
52,Fenerbahce SK,FC Schalke 04,3,3,Draw,Group E,-,"Oct 19, 2005"
53,AC Milan,PSV Eindhoven,0,0,Draw,Group E,-,"Oct 19, 2005"
54,FC Schalke 04,Fenerbahce SK,2,0,HomeTeam,Group E,-,"Nov 1, 2005"
55,PSV Eindhoven,AC Milan,1,0,HomeTeam,Group E,-,"Nov 1, 2005"
56,Fenerbahce SK,AC Milan,0,4,AwayTeam,Group E,-,"Nov 23, 2005"
57,FC Schalke 04,PSV Eindhoven,3,0,HomeTeam,Group E,-,"Nov 23, 2005"
58,PSV Eindhoven,Fenerbahce SK,2,0,HomeTeam,Group E,-,"Dec 6, 2005"
59,AC Milan,FC Schalke 04,3,2,HomeTeam,Group E,-,"Dec 6, 2005"
60,Olympique Lyon,Real Madrid,3,0,HomeTeam,Group F,-,"Sep 13, 2005"
61,Olympiacos Piraeus,Rosenborg BK,1,3,AwayTeam,Group F,-,"Sep 13, 2005"
62,Rosenborg BK,Olympique Lyon,0,1,AwayTeam,Group F,-,"Sep 28, 2005"
63,Real Madrid,Olympiacos Piraeus,2,1,HomeTeam,Group F,-,"Sep 28, 2005"
64,Olympique Lyon,Olympiacos Piraeus,2,1,HomeTeam,Group F,-,"Oct 19, 2005"
65,Real Madrid,Rosenborg BK,4,1,HomeTeam,Group F,-,"Oct 19, 2005"
66,Rosenborg BK,Real Madrid,0,2,AwayTeam,Group F,-,"Nov 1, 2005"
67,Olympiacos Piraeus,Olympique Lyon,1,4,AwayTeam,Group F,-,"Nov 1, 2005"
68,Rosenborg BK,Olympiacos Piraeus,1,1,Draw,Group F,-,"Nov 23, 2005"
69,Real Madrid,Olympique Lyon,1,1,Draw,Group F,-,"Nov 23, 2005"
70,Olympiacos Piraeus,Real Madrid,2,1,HomeTeam,Group F,-,"Dec 6, 2005"
71,Olympique Lyon,Rosenborg BK,2,1,HomeTeam,Group F,-,"Dec 6, 2005"
72,Chelsea FC,RSC Anderlecht,1,0,HomeTeam,Group G,-,"Sep 13, 2005"
73,Real Betis Balompié,Liverpool FC,1,2,AwayTeam,Group G,-,"Sep 13, 2005"
74,RSC Anderlecht,Real Betis Balompié,0,1,AwayTeam,Group G,-,"Sep 28, 2005"
75,Liverpool FC,Chelsea FC,0,0,Draw,Group G,-,"Sep 28, 2005"
76,RSC Anderlecht,Liverpool FC,0,1,AwayTeam,Group G,-,"Oct 19, 2005"
77,Chelsea FC,Real Betis Balompié,4,0,HomeTeam,Group G,-,"Oct 19, 2005"
78,Real Betis Balompié,Chelsea FC,1,0,HomeTeam,Group G,-,"Nov 1, 2005"
79,Liverpool FC,RSC Anderlecht,3,0,HomeTeam,Group G,-,"Nov 1, 2005"
80,RSC Anderlecht,Chelsea FC,0,2,AwayTeam,Group G,-,"Nov 23, 2005"
81,Liverpool FC,Real Betis Balompié,0,0,Draw,Group G,-,"Nov 23, 2005"
82,Real Betis Balompié,RSC Anderlecht,0,1,AwayTeam,Group G,-,"Dec 6, 2005"
83,Chelsea FC,Liverpool FC,0,0,Draw,Group G,-,"Dec 6, 2005"
84,Rangers FC,FC Porto,3,2,HomeTeam,Group H,-,"Sep 13, 2005"
85,FC Artmedia Bratislava,FC Internazionale,0,1,AwayTeam,Group H,-,"Sep 13, 2005"
86,FC Porto,FC Artmedia Bratislava,2,3,AwayTeam,Group H,-,"Sep 28, 2005"
87,FC Internazionale,Rangers FC,1,0,HomeTeam,Group H,-,"Sep 28, 2005"
88,Rangers FC,FC Artmedia Bratislava,0,0,Draw,Group H,-,"Oct 19, 2005"
89,FC Porto,FC Internazionale,2,0,HomeTeam,Group H,-,"Oct 19, 2005"
90,FC Artmedia Bratislava,Rangers FC,2,2,Draw,Group H,-,"Nov 1, 2005"
91,FC Internazionale,FC Porto,2,1,HomeTeam,Group H,-,"Nov 1, 2005"
92,FC Porto,Rangers FC,1,1,Draw,Group H,-,"Nov 23, 2005"
93,FC Internazionale,FC Artmedia Bratislava,4,0,HomeTeam,Group H,-,"Nov 23, 2005"
94,FC Artmedia Bratislava,FC Porto,0,0,Draw,Group H,-,"Dec 6, 2005"
95,Rangers FC,FC Internazionale,1,1,Draw,Group H,-,"Dec 6, 2005"
96,Real Madrid,Arsenal FC,0,1,AwayTeam,last 16 1st leg,-,"Feb 21, 2006"
97,SL Benfica,Liverpool FC,1,0,HomeTeam,last 16 1st leg,-,"Feb 21, 2006"
98,Bayern Munich,AC Milan,1,1,Draw,last 16 1st leg,-,"Feb 21, 2006"
99,PSV Eindhoven,Olympique Lyon,0,1,AwayTeam,last 16 1st leg,-,"Feb 21, 2006"
100,SV Werder Bremen,Juventus FC,3,2,HomeTeam,last 16 1st leg,-,"Feb 22, 2006"
101,Chelsea FC,FC Barcelona,1,2,AwayTeam,last 16 1st leg,-,"Feb 22, 2006"
102,Ajax Amsterdam,FC Internazionale,2,2,Draw,last 16 1st leg,-,"Feb 22, 2006"
103,Rangers FC,Villarreal CF,2,2,Draw,last 16 1st leg,-,"Feb 22, 2006"
104,Juventus FC,SV Werder Bremen,2,1,HomeTeam,last 16 2nd leg,Juventus FC,"Mar 7, 2006"
105,FC Barcelona,Chelsea FC,1,1,Draw,last 16 2nd leg,FC Barcelona,"Mar 7, 2006"
106,Villarreal CF,Rangers FC,1,1,Draw,last 16 2nd leg,Villarreal CF,"Mar 7, 2006"
107,Arsenal FC,Real Madrid,0,0,Draw,last 16 2nd leg,Arsenal FC,"Mar 8, 2006"
108,Liverpool FC,SL Benfica,0,2,AwayTeam,last 16 2nd leg,SL Benfica,"Mar 8, 2006"
109,AC Milan,Bayern Munich,4,1,HomeTeam,last 16 2nd leg,AC Milan,"Mar 8, 2006"
110,Olympique Lyon,PSV Eindhoven,4,0,HomeTeam,last 16 2nd leg,Olympique Lyon,"Mar 8, 2006"
111,FC Internazionale,Ajax Amsterdam,1,0,HomeTeam,last 16 2nd leg,FC Internazionale,"Mar 14, 2006"
112,Arsenal FC,Juventus FC,2,0,HomeTeam,Quarter-Finals 1st leg,-,"Mar 28, 2006"
113,SL Benfica,FC Barcelona,0,0,Draw,Quarter-Finals 1st leg,-,"Mar 28, 2006"
114,Olympique Lyon,AC Milan,0,0,Draw,Quarter-Finals 1st leg,-,"Mar 29, 2006"
115,FC Internazionale,Villarreal CF,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Mar 29, 2006"
116,AC Milan,Olympique Lyon,3,1,HomeTeam,Quarter-Finals 2nd leg,AC Milan,"Apr 4, 2006"
117,Villarreal CF,FC Internazionale,1,0,HomeTeam,Quarter-Finals 2nd leg,Villarreal CF,"Apr 4, 2006"
118,FC Barcelona,SL Benfica,2,0,HomeTeam,Quarter-Finals 2nd leg,FC Barcelona,"Apr 5, 2006"
119,Juventus FC,Arsenal FC,0,0,Draw,Quarter-Finals 2nd leg,Arsenal FC,"Apr 5, 2006"
120,AC Milan,FC Barcelona,0,1,AwayTeam,Semi-Finals 1st Leg,-,"Apr 18, 2006"
121,Arsenal FC,Villarreal CF,1,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 19, 2006"
122,Villarreal CF,Arsenal FC,0,0,Draw,Semi-Finals 2nd Leg,Arsenal FC,"Apr 25, 2006"
123,FC Barcelona,AC Milan,0,0,Draw,Semi-Finals 2nd Leg,FC Barcelona,"Apr 26, 2006"
124,FC Barcelona,Arsenal FC,2,1,HomeTeam,Final,FC Barcelona,"May 17, 2006"
