,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,FC Zimbru Chisinau,FC Petrocub Hîncești,0,1,AwayTeam,1.Matchday,"Mar 16, 2019"
1,Sheriff Tiraspol,CSF Speranta Nisporeni,1,0,HomeTeam,1.Matchday,"Mar 16, 2019"
2,Dinamo-Auto Tiraspol,Codru Lozova,3,0,HomeTeam,1.Matchday,"Mar 17, 2019"
3,FC Milsami Orhei,FC Sfintul Gheorghe,0,3,AwayTeam,1.Matchday,"Mar 17, 2019"
4,CSF Speranta Nisporeni,FC Sfintul Gheorghe,2,2,Draw,2.Matchday,"Mar 29, 2019"
5,Sheriff Tiraspol,FC Zimbru Chisinau,3,0,HomeTeam,2.Matchday,"Mar 29, 2019"
6,Codru Lozova,FC Milsami Orhei,0,3,AwayTeam,2.Matchday,"Mar 30, 2019"
7,FC Petrocub Hîncești,Dinamo-Auto Tiraspol,0,1,AwayTeam,2.Matchday,"Mar 30, 2019"
8,FC Sfintul Gheorghe,Codru Lozova,2,0,HomeTeam,3.Matchday,"Apr 2, 2019"
9,FC Zimbru Chisinau,CSF Speranta Nisporeni,0,2,AwayTeam,3.Matchday,"Apr 2, 2019"
10,Dinamo-Auto Tiraspol,Sheriff Tiraspol,0,4,AwayTeam,3.Matchday,"Apr 3, 2019"
11,FC Milsami Orhei,FC Petrocub Hîncești,2,0,HomeTeam,3.Matchday,"Apr 3, 2019"
12,FC Zimbru Chisinau,Dinamo-Auto Tiraspol,1,1,Draw,4.Matchday,"Apr 6, 2019"
13,CSF Speranta Nisporeni,Codru Lozova,2,1,HomeTeam,4.Matchday,"Apr 6, 2019"
14,Sheriff Tiraspol,FC Milsami Orhei,0,1,AwayTeam,4.Matchday,"Apr 7, 2019"
15,FC Petrocub Hîncești,FC Sfintul Gheorghe,2,2,Draw,4.Matchday,"Apr 7, 2019"
16,FC Sfintul Gheorghe,Sheriff Tiraspol,0,3,AwayTeam,5.Matchday,"Apr 12, 2019"
17,FC Milsami Orhei,FC Zimbru Chisinau,3,0,HomeTeam,5.Matchday,"Apr 12, 2019"
18,Dinamo-Auto Tiraspol,CSF Speranta Nisporeni,0,3,AwayTeam,5.Matchday,"Apr 13, 2019"
19,FC Petrocub Hîncești,Codru Lozova,1,1,Draw,5.Matchday,"Apr 13, 2019"
20,Dinamo-Auto Tiraspol,FC Milsami Orhei,0,0,Draw,6.Matchday,"Apr 20, 2019"
21,Sheriff Tiraspol,Codru Lozova,2,1,HomeTeam,6.Matchday,"Apr 20, 2019"
22,FC Zimbru Chisinau,FC Sfintul Gheorghe,1,2,AwayTeam,6.Matchday,"Apr 21, 2019"
23,CSF Speranta Nisporeni,FC Petrocub Hîncești,1,1,Draw,6.Matchday,"Apr 21, 2019"
24,Codru Lozova,FC Zimbru Chisinau,0,2,AwayTeam,7.Matchday,"Apr 26, 2019"
25,FC Petrocub Hîncești,Sheriff Tiraspol,1,0,HomeTeam,7.Matchday,"Apr 26, 2019"
26,FC Sfintul Gheorghe,Dinamo-Auto Tiraspol,3,1,HomeTeam,7.Matchday,"Apr 27, 2019"
27,FC Milsami Orhei,CSF Speranta Nisporeni,1,1,Draw,7.Matchday,"Apr 27, 2019"
28,FC Sfintul Gheorghe,FC Milsami Orhei,1,1,Draw,8.Matchday,"May 3, 2019"
29,CSF Speranta Nisporeni,Sheriff Tiraspol,0,4,AwayTeam,8.Matchday,"May 3, 2019"
30,Codru Lozova,Dinamo-Auto Tiraspol,2,5,AwayTeam,8.Matchday,"May 4, 2019"
31,FC Petrocub Hîncești,FC Zimbru Chisinau,1,0,HomeTeam,8.Matchday,"May 4, 2019"
32,Dinamo-Auto Tiraspol,FC Petrocub Hîncești,0,1,AwayTeam,9.Matchday,"May 11, 2019"
33,FC Milsami Orhei,Codru Lozova,0,0,Draw,9.Matchday,"May 11, 2019"
34,FC Sfintul Gheorghe,CSF Speranta Nisporeni,0,0,Draw,9.Matchday,"May 12, 2019"
35,FC Zimbru Chisinau,Sheriff Tiraspol,0,4,AwayTeam,9.Matchday,"May 12, 2019"
36,Codru Lozova,FC Sfintul Gheorghe,1,2,AwayTeam,10.Matchday,"May 18, 2019"
37,Sheriff Tiraspol,Dinamo-Auto Tiraspol,3,0,HomeTeam,10.Matchday,"May 18, 2019"
38,CSF Speranta Nisporeni,FC Zimbru Chisinau,1,0,HomeTeam,10.Matchday,"May 19, 2019"
39,FC Petrocub Hîncești,FC Milsami Orhei,1,1,Draw,10.Matchday,"May 19, 2019"
40,Dinamo-Auto Tiraspol,FC Zimbru Chisinau,0,0,Draw,11.Matchday,"May 25, 2019"
41,Codru Lozova,CSF Speranta Nisporeni,1,3,AwayTeam,11.Matchday,"May 25, 2019"
42,FC Sfintul Gheorghe,FC Petrocub Hîncești,1,0,HomeTeam,11.Matchday,"May 26, 2019"
43,FC Milsami Orhei,Sheriff Tiraspol,1,2,AwayTeam,11.Matchday,"May 26, 2019"
44,CSF Speranta Nisporeni,Dinamo-Auto Tiraspol,0,1,AwayTeam,12.Matchday,"May 30, 2019"
45,Codru Lozova,FC Petrocub Hîncești,0,1,AwayTeam,12.Matchday,"May 30, 2019"
46,FC Zimbru Chisinau,FC Milsami Orhei,0,1,AwayTeam,12.Matchday,"May 31, 2019"
47,Sheriff Tiraspol,FC Sfintul Gheorghe,5,0,HomeTeam,12.Matchday,"May 31, 2019"
48,Codru Lozova,Sheriff Tiraspol,0,2,AwayTeam,13.Matchday,"Jun 15, 2019"
49,FC Petrocub Hîncești,CSF Speranta Nisporeni,4,1,HomeTeam,13.Matchday,"Jun 15, 2019"
50,FC Sfintul Gheorghe,FC Zimbru Chisinau,2,0,HomeTeam,13.Matchday,"Jun 16, 2019"
51,FC Milsami Orhei,Dinamo-Auto Tiraspol,3,1,HomeTeam,13.Matchday,"Jun 16, 2019"
52,CSF Speranta Nisporeni,FC Milsami Orhei,0,1,AwayTeam,14.Matchday,"Jun 21, 2019"
53,Sheriff Tiraspol,FC Petrocub Hîncești,2,0,HomeTeam,14.Matchday,"Jun 21, 2019"
54,Dinamo-Auto Tiraspol,FC Sfintul Gheorghe,3,0,HomeTeam,14.Matchday,"Jun 22, 2019"
55,FC Zimbru Chisinau,Codru Lozova,1,1,Draw,14.Matchday,"Jun 22, 2019"
56,Dinamo-Auto Tiraspol,Codru Lozova,4,0,HomeTeam,15.Matchday,"Jun 29, 2019"
57,Sheriff Tiraspol,CSF Speranta Nisporeni,3,0,HomeTeam,15.Matchday,"Jun 29, 2019"
58,FC Milsami Orhei,FC Sfintul Gheorghe,0,2,AwayTeam,15.Matchday,"Jun 30, 2019"
59,FC Zimbru Chisinau,FC Petrocub Hîncești,0,2,AwayTeam,15.Matchday,"Jun 30, 2019"
60,Codru Lozova,FC Milsami Orhei,0,2,AwayTeam,16.Matchday,"Aug 3, 2019"
61,FC Petrocub Hîncești,Dinamo-Auto Tiraspol,3,0,HomeTeam,16.Matchday,"Aug 3, 2019"
62,CSF Speranta Nisporeni,FC Sfintul Gheorghe,1,2,AwayTeam,16.Matchday,"Aug 4, 2019"
63,Sheriff Tiraspol,FC Zimbru Chisinau,3,0,HomeTeam,16.Matchday,"Aug 4, 2019"
64,FC Sfintul Gheorghe,Codru Lozova,1,0,HomeTeam,17.Matchday,"Aug 10, 2019"
65,FC Milsami Orhei,FC Petrocub Hîncești,0,3,AwayTeam,17.Matchday,"Aug 10, 2019"
66,Dinamo-Auto Tiraspol,Sheriff Tiraspol,0,3,AwayTeam,17.Matchday,"Aug 11, 2019"
67,FC Zimbru Chisinau,CSF Speranta Nisporeni,2,1,HomeTeam,17.Matchday,"Aug 11, 2019"
68,CSF Speranta Nisporeni,Codru Lozova,1,0,HomeTeam,18.Matchday,"Aug 17, 2019"
69,FC Zimbru Chisinau,Dinamo-Auto Tiraspol,2,2,Draw,18.Matchday,"Aug 17, 2019"
70,FC Petrocub Hîncești,FC Sfintul Gheorghe,0,2,AwayTeam,18.Matchday,"Aug 18, 2019"
71,Sheriff Tiraspol,FC Milsami Orhei,2,1,HomeTeam,18.Matchday,"Aug 18, 2019"
72,FC Milsami Orhei,FC Zimbru Chisinau,1,1,Draw,19.Matchday,"Aug 24, 2019"
73,Sheriff Tiraspol,FC Sfintul Gheorghe,2,1,HomeTeam,19.Matchday,"Aug 24, 2019"
74,Dinamo-Auto Tiraspol,CSF Speranta Nisporeni,3,4,AwayTeam,19.Matchday,"Aug 25, 2019"
75,Codru Lozova,FC Petrocub Hîncești,0,1,AwayTeam,19.Matchday,"Aug 25, 2019"
76,Dinamo-Auto Tiraspol,FC Milsami Orhei,1,0,HomeTeam,20.Matchday,"Aug 31, 2019"
77,Sheriff Tiraspol,Codru Lozova,2,0,HomeTeam,20.Matchday,"Aug 31, 2019"
78,FC Zimbru Chisinau,FC Sfintul Gheorghe,0,1,AwayTeam,20.Matchday,"Sep 1, 2019"
79,CSF Speranta Nisporeni,FC Petrocub Hîncești,1,3,AwayTeam,20.Matchday,"Sep 1, 2019"
80,Codru Lozova,FC Zimbru Chisinau,0,2,AwayTeam,21.Matchday,"Sep 14, 2019"
81,FC Petrocub Hîncești,Sheriff Tiraspol,0,0,Draw,21.Matchday,"Sep 14, 2019"
82,FC Sfintul Gheorghe,Dinamo-Auto Tiraspol,1,0,HomeTeam,21.Matchday,"Sep 15, 2019"
83,FC Milsami Orhei,CSF Speranta Nisporeni,0,0,Draw,21.Matchday,"Sep 15, 2019"
84,FC Sfintul Gheorghe,FC Milsami Orhei,3,0,HomeTeam,22.Matchday,"Sep 20, 2019"
85,FC Petrocub Hîncești,FC Zimbru Chisinau,1,0,HomeTeam,22.Matchday,"Sep 20, 2019"
86,Codru Lozova,Dinamo-Auto Tiraspol,0,1,AwayTeam,22.Matchday,"Sep 21, 2019"
87,CSF Speranta Nisporeni,Sheriff Tiraspol,0,0,Draw,22.Matchday,"Sep 21, 2019"
88,Dinamo-Auto Tiraspol,FC Petrocub Hîncești,2,0,HomeTeam,23.Matchday,"Sep 28, 2019"
89,FC Zimbru Chisinau,Sheriff Tiraspol,1,2,AwayTeam,23.Matchday,"Sep 28, 2019"
90,FC Sfintul Gheorghe,CSF Speranta Nisporeni,0,0,Draw,23.Matchday,"Sep 29, 2019"
91,FC Milsami Orhei,Codru Lozova,3,0,HomeTeam,23.Matchday,"Sep 29, 2019"
92,CSF Speranta Nisporeni,FC Zimbru Chisinau,0,0,Draw,24.Matchday,"Oct 6, 2019"
93,Codru Lozova,FC Sfintul Gheorghe,0,4,AwayTeam,24.Matchday,"Oct 6, 2019"
94,FC Petrocub Hîncești,FC Milsami Orhei,1,1,Draw,24.Matchday,"Oct 6, 2019"
95,Sheriff Tiraspol,Dinamo-Auto Tiraspol,2,0,HomeTeam,24.Matchday,"Oct 6, 2019"
96,Dinamo-Auto Tiraspol,FC Zimbru Chisinau,4,0,HomeTeam,25.Matchday,"Oct 19, 2019"
97,FC Milsami Orhei,Sheriff Tiraspol,1,1,Draw,25.Matchday,"Oct 19, 2019"
98,Codru Lozova,CSF Speranta Nisporeni,0,0,Draw,25.Matchday,"Oct 20, 2019"
99,FC Sfintul Gheorghe,FC Petrocub Hîncești,0,2,AwayTeam,25.Matchday,"Oct 20, 2019"
100,CSF Speranta Nisporeni,Dinamo-Auto Tiraspol,1,1,Draw,26.Matchday,"Oct 25, 2019"
101,FC Petrocub Hîncești,Codru Lozova,1,0,HomeTeam,26.Matchday,"Oct 25, 2019"
102,FC Sfintul Gheorghe,Sheriff Tiraspol,0,1,AwayTeam,26.Matchday,"Oct 26, 2019"
103,FC Zimbru Chisinau,FC Milsami Orhei,1,2,AwayTeam,26.Matchday,"Oct 26, 2019"
104,FC Petrocub Hîncești,CSF Speranta Nisporeni,2,2,Draw,27.Matchday,"Nov 2, 2019"
105,Codru Lozova,Sheriff Tiraspol,0,3,AwayTeam,27.Matchday,"Nov 2, 2019"
106,FC Sfintul Gheorghe,FC Zimbru Chisinau,2,1,HomeTeam,27.Matchday,"Nov 2, 2019"
107,FC Milsami Orhei,Dinamo-Auto Tiraspol,0,2,AwayTeam,27.Matchday,"Nov 2, 2019"
108,CSF Speranta Nisporeni,FC Milsami Orhei,2,1,HomeTeam,28.Matchday,"Nov 9, 2019"
109,Dinamo-Auto Tiraspol,FC Sfintul Gheorghe,2,1,HomeTeam,28.Matchday,"Nov 9, 2019"
110,FC Zimbru Chisinau,Codru Lozova,0,0,Draw,28.Matchday,"Nov 9, 2019"
111,Sheriff Tiraspol,FC Petrocub Hîncești,1,1,Draw,28.Matchday,"Nov 9, 2019"
