,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,FC Encamp,Inter Club d'Escaldes,1,3,AwayTeam,1.Matchday,"Sep 17, 2017"
1,Penya Encarnada d'Andorra,FC Santa Coloma,0,6,AwayTeam,1.Matchday,"Sep 17, 2017"
2,UE Escale Santa Coloma,FC Lusitanos,0,1,AwayTeam,1.Matchday,"Sep 17, 2017"
3,UE Sant Julia,UE Engordany,0,0,Draw,1.Matchday,"Apr 8, 2018"
4,FC Santa Coloma,UE Escale Santa Coloma,1,0,HomeTeam,2.Matchday,"Sep 24, 2017"
5,UE Engordany,FC Encamp,2,0,HomeTeam,2.Matchday,"Sep 24, 2017"
6,FC Lusitanos,UE Sant Julia,0,1,AwayTeam,2.Matchday,"Sep 24, 2017"
7,Inter Club d'Escaldes,Penya Encarnada d'Andorra,2,0,HomeTeam,2.Matchday,"Sep 24, 2017"
8,UE Sant Julia,FC Santa Coloma,1,1,Draw,3.Matchday,"Oct 1, 2017"
9,UE Escale Santa Coloma,Inter Club d'Escaldes,0,0,Draw,3.Matchday,"Oct 1, 2017"
10,UE Engordany,FC Lusitanos,1,3,AwayTeam,3.Matchday,"Oct 1, 2017"
11,FC Encamp,Penya Encarnada d'Andorra,6,0,HomeTeam,3.Matchday,"Oct 1, 2017"
12,FC Lusitanos,FC Encamp,2,0,HomeTeam,4.Matchday,"Oct 15, 2017"
13,Inter Club d'Escaldes,UE Sant Julia,2,4,AwayTeam,4.Matchday,"Oct 15, 2017"
14,FC Santa Coloma,UE Engordany,2,3,AwayTeam,4.Matchday,"Oct 15, 2017"
15,Penya Encarnada d'Andorra,UE Escale Santa Coloma,0,4,AwayTeam,4.Matchday,"Oct 15, 2017"
16,UE Engordany,Inter Club d'Escaldes,4,1,HomeTeam,5.Matchday,"Oct 22, 2017"
17,FC Encamp,UE Escale Santa Coloma,3,6,AwayTeam,5.Matchday,"Oct 22, 2017"
18,UE Sant Julia,Penya Encarnada d'Andorra,18,0,HomeTeam,5.Matchday,"Oct 22, 2017"
19,FC Lusitanos,FC Santa Coloma,2,2,Draw,5.Matchday,"Oct 22, 2017"
20,FC Encamp,FC Santa Coloma,1,7,AwayTeam,6.Matchday,"Oct 29, 2017"
21,Inter Club d'Escaldes,FC Lusitanos,0,2,AwayTeam,6.Matchday,"Oct 29, 2017"
22,Penya Encarnada d'Andorra,UE Engordany,0,6,AwayTeam,6.Matchday,"Oct 29, 2017"
23,UE Escale Santa Coloma,UE Sant Julia,1,1,Draw,6.Matchday,"Oct 29, 2017"
24,FC Santa Coloma,Inter Club d'Escaldes,3,0,HomeTeam,7.Matchday,"Nov 5, 2017"
25,FC Lusitanos,Penya Encarnada d'Andorra,12,1,HomeTeam,7.Matchday,"Nov 5, 2017"
26,UE Sant Julia,FC Encamp,1,1,Draw,7.Matchday,"Nov 5, 2017"
27,UE Engordany,UE Escale Santa Coloma,1,0,HomeTeam,7.Matchday,"Nov 5, 2017"
28,UE Engordany,UE Sant Julia,1,0,HomeTeam,8.Matchday,"Nov 12, 2017"
29,FC Lusitanos,UE Escale Santa Coloma,0,1,AwayTeam,8.Matchday,"Nov 12, 2017"
30,Inter Club d'Escaldes,FC Encamp,4,1,HomeTeam,8.Matchday,"Nov 12, 2017"
31,FC Santa Coloma,Penya Encarnada d'Andorra,7,0,HomeTeam,8.Matchday,"Nov 12, 2017"
32,FC Encamp,UE Engordany,0,2,AwayTeam,9.Matchday,"Nov 19, 2017"
33,UE Escale Santa Coloma,FC Santa Coloma,0,2,AwayTeam,9.Matchday,"Nov 19, 2017"
34,UE Sant Julia,FC Lusitanos,1,0,HomeTeam,9.Matchday,"Nov 19, 2017"
35,Penya Encarnada d'Andorra,Inter Club d'Escaldes,0,8,AwayTeam,9.Matchday,"Nov 19, 2017"
36,Penya Encarnada d'Andorra,FC Encamp,2,8,AwayTeam,10.Matchday,"Nov 26, 2017"
37,Inter Club d'Escaldes,UE Escale Santa Coloma,2,2,Draw,10.Matchday,"Nov 26, 2017"
38,FC Lusitanos,UE Engordany,0,3,AwayTeam,10.Matchday,"Nov 26, 2017"
39,FC Santa Coloma,UE Sant Julia,1,0,HomeTeam,10.Matchday,"Nov 26, 2017"
40,UE Engordany,FC Santa Coloma,0,1,AwayTeam,11.Matchday,"Dec 13, 2017"
41,FC Encamp,FC Lusitanos,0,6,AwayTeam,11.Matchday,"Dec 14, 2017"
42,UE Escale Santa Coloma,Penya Encarnada d'Andorra,7,1,HomeTeam,11.Matchday,"Jan 14, 2018"
43,UE Sant Julia,Inter Club d'Escaldes,1,0,HomeTeam,11.Matchday,"Jan 14, 2018"
44,FC Santa Coloma,FC Lusitanos,5,3,HomeTeam,12.Matchday,"Dec 10, 2017"
45,Inter Club d'Escaldes,UE Engordany,1,1,Draw,12.Matchday,"Dec 10, 2017"
46,UE Escale Santa Coloma,FC Encamp,5,0,HomeTeam,12.Matchday,"Dec 10, 2017"
47,Penya Encarnada d'Andorra,UE Sant Julia,0,4,AwayTeam,12.Matchday,"Dec 10, 2017"
48,FC Santa Coloma,FC Encamp,2,0,HomeTeam,13.Matchday,"Dec 17, 2017"
49,FC Lusitanos,Inter Club d'Escaldes,1,1,Draw,13.Matchday,"Dec 17, 2017"
50,UE Engordany,Penya Encarnada d'Andorra,1,0,HomeTeam,13.Matchday,"Dec 17, 2017"
51,UE Sant Julia,UE Escale Santa Coloma,2,3,AwayTeam,13.Matchday,"Dec 17, 2017"
52,Penya Encarnada d'Andorra,FC Lusitanos,2,2,Draw,14.Matchday,"Jan 28, 2018"
53,Inter Club d'Escaldes,FC Santa Coloma,0,2,AwayTeam,14.Matchday,"Jan 28, 2018"
54,UE Escale Santa Coloma,UE Engordany,0,1,AwayTeam,14.Matchday,"Jan 28, 2018"
55,FC Encamp,UE Sant Julia,0,1,AwayTeam,14.Matchday,"Jan 29, 2018"
56,UE Sant Julia,UE Engordany,0,0,Draw,15.Matchday,"Feb 4, 2018"
57,FC Encamp,Inter Club d'Escaldes,0,2,AwayTeam,15.Matchday,"Feb 4, 2018"
58,UE Escale Santa Coloma,FC Lusitanos,2,1,HomeTeam,15.Matchday,"Feb 4, 2018"
59,Penya Encarnada d'Andorra,FC Santa Coloma,0,3,AwayTeam,15.Matchday,"Feb 4, 2018"
60,UE Engordany,FC Encamp,11,1,HomeTeam,16.Matchday,"Feb 11, 2018"
61,FC Santa Coloma,UE Escale Santa Coloma,2,0,HomeTeam,16.Matchday,"Feb 11, 2018"
62,Inter Club d'Escaldes,Penya Encarnada d'Andorra,3,0,HomeTeam,16.Matchday,"Feb 11, 2018"
63,FC Lusitanos,UE Sant Julia,1,1,Draw,16.Matchday,"Feb 11, 2018"
64,UE Escale Santa Coloma,Inter Club d'Escaldes,0,2,AwayTeam,17.Matchday,"Feb 18, 2018"
65,FC Encamp,Penya Encarnada d'Andorra,2,1,HomeTeam,17.Matchday,"Feb 18, 2018"
66,UE Sant Julia,FC Santa Coloma,3,1,HomeTeam,17.Matchday,"Feb 18, 2018"
67,UE Engordany,FC Lusitanos,3,0,HomeTeam,17.Matchday,"Feb 18, 2018"
68,FC Lusitanos,FC Encamp,3,0,HomeTeam,18.Matchday,"Feb 25, 2018"
69,Inter Club d'Escaldes,UE Sant Julia,1,3,AwayTeam,18.Matchday,"Feb 25, 2018"
70,FC Santa Coloma,UE Engordany,1,1,Draw,18.Matchday,"Feb 25, 2018"
71,Penya Encarnada d'Andorra,UE Escale Santa Coloma,1,1,Draw,18.Matchday,"Feb 25, 2018"
72,UE Sant Julia,Penya Encarnada d'Andorra,5,1,HomeTeam,19.Matchday,"Mar 4, 2018"
73,FC Encamp,UE Escale Santa Coloma,1,2,AwayTeam,19.Matchday,"Mar 4, 2018"
74,FC Lusitanos,FC Santa Coloma,2,0,HomeTeam,19.Matchday,"Mar 4, 2018"
75,UE Engordany,Inter Club d'Escaldes,1,0,HomeTeam,19.Matchday,"Mar 4, 2018"
76,FC Encamp,FC Santa Coloma,0,5,AwayTeam,20.Matchday,"Mar 11, 2018"
77,Inter Club d'Escaldes,FC Lusitanos,1,2,AwayTeam,20.Matchday,"Mar 11, 2018"
78,UE Escale Santa Coloma,UE Sant Julia,0,2,AwayTeam,20.Matchday,"Mar 11, 2018"
79,Penya Encarnada d'Andorra,UE Engordany,0,2,AwayTeam,20.Matchday,"Mar 11, 2018"
