,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Naftan Novopolotsk,FK Gomel,1,1,Draw,1.Matchday,"Apr 2, 2011"
1,Dnepr Mogilev,FK Minsk,0,2,AwayTeam,1.Matchday,"Apr 2, 2011"
2,Dynamo Brest,FK Vitebsk,3,0,HomeTeam,1.Matchday,"Apr 2, 2011"
3,Torpedo-BelAZ Zhodino,Shakhtjor Soligorsk,1,0,HomeTeam,1.Matchday,"Apr 2, 2011"
4,BATE Borisov,Neman Grodno,1,1,Draw,1.Matchday,"Apr 2, 2011"
5,Dinamo Minsk,Belshina Bobruisk,3,1,HomeTeam,1.Matchday,"Apr 2, 2011"
6,Belshina Bobruisk,Dynamo Brest,1,1,Draw,2.Matchday,"Apr 6, 2011"
7,Neman Grodno,Shakhtjor Soligorsk,0,1,AwayTeam,2.Matchday,"Apr 6, 2011"
8,FK Vitebsk,Torpedo-BelAZ Zhodino,1,1,Draw,2.Matchday,"Apr 6, 2011"
9,FK Gomel,Dnepr Mogilev,2,1,HomeTeam,2.Matchday,"Apr 6, 2011"
10,BATE Borisov,Naftan Novopolotsk,1,0,HomeTeam,2.Matchday,"Apr 6, 2011"
11,FK Minsk,Dinamo Minsk,0,0,Draw,2.Matchday,"Apr 6, 2011"
12,Naftan Novopolotsk,Neman Grodno,1,2,AwayTeam,3.Matchday,"Apr 10, 2011"
13,Torpedo-BelAZ Zhodino,Belshina Bobruisk,0,1,AwayTeam,3.Matchday,"Apr 10, 2011"
14,Dnepr Mogilev,BATE Borisov,1,1,Draw,3.Matchday,"Apr 10, 2011"
15,Dynamo Brest,FK Minsk,2,2,Draw,3.Matchday,"Apr 10, 2011"
16,Dinamo Minsk,FK Gomel,0,0,Draw,3.Matchday,"Apr 10, 2011"
17,Shakhtjor Soligorsk,FK Vitebsk,1,0,HomeTeam,3.Matchday,"Apr 10, 2011"
18,Naftan Novopolotsk,Dnepr Mogilev,6,0,HomeTeam,4.Matchday,"Apr 15, 2011"
19,Belshina Bobruisk,Shakhtjor Soligorsk,2,0,HomeTeam,4.Matchday,"Apr 15, 2011"
20,FK Minsk,Torpedo-BelAZ Zhodino,0,1,AwayTeam,4.Matchday,"Apr 15, 2011"
21,FK Gomel,Dynamo Brest,2,0,HomeTeam,4.Matchday,"Apr 15, 2011"
22,Neman Grodno,FK Vitebsk,0,1,AwayTeam,4.Matchday,"Apr 15, 2011"
23,BATE Borisov,Dinamo Minsk,1,0,HomeTeam,4.Matchday,"Apr 15, 2011"
24,Dinamo Minsk,Naftan Novopolotsk,0,1,AwayTeam,5.Matchday,"Apr 19, 2011"
25,Torpedo-BelAZ Zhodino,FK Gomel,1,1,Draw,5.Matchday,"Apr 19, 2011"
26,Dnepr Mogilev,Neman Grodno,1,1,Draw,5.Matchday,"Apr 19, 2011"
27,Shakhtjor Soligorsk,FK Minsk,1,0,HomeTeam,5.Matchday,"Apr 19, 2011"
28,FK Vitebsk,Belshina Bobruisk,0,1,AwayTeam,5.Matchday,"Apr 19, 2011"
29,Dynamo Brest,BATE Borisov,0,3,AwayTeam,5.Matchday,"Apr 19, 2011"
30,FK Minsk,FK Vitebsk,1,3,AwayTeam,6.Matchday,"Apr 23, 2011"
31,Neman Grodno,Belshina Bobruisk,2,0,HomeTeam,6.Matchday,"Apr 23, 2011"
32,FK Gomel,Shakhtjor Soligorsk,0,0,Draw,6.Matchday,"Apr 23, 2011"
33,Naftan Novopolotsk,Dynamo Brest,1,1,Draw,6.Matchday,"Apr 23, 2011"
34,Dnepr Mogilev,Dinamo Minsk,0,1,AwayTeam,6.Matchday,"Apr 23, 2011"
35,BATE Borisov,Torpedo-BelAZ Zhodino,1,0,HomeTeam,6.Matchday,"Apr 23, 2011"
36,FK Vitebsk,FK Gomel,1,0,HomeTeam,7.Matchday,"Apr 30, 2011"
37,Torpedo-BelAZ Zhodino,Naftan Novopolotsk,3,2,HomeTeam,7.Matchday,"Apr 30, 2011"
