,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Apollon Limassol,Ermis Aradippou,2,0,HomeTeam,1.Matchday,"Aug 27, 2011"
1,Ethnikos Achnas,Anorthosis Famagusta,0,1,AwayTeam,1.Matchday,"Aug 27, 2011"
2,Nea Salamina Famagusta,AEL Limassol,0,3,AwayTeam,1.Matchday,"Aug 27, 2011"
3,Olympiakos Nicosia,Anagennisi Derynias,0,0,Draw,1.Matchday,"Aug 28, 2011"
4,Enosis Neon Paralimniou,Aris Limassol,2,0,HomeTeam,1.Matchday,"Aug 28, 2011"
5,AEK Larnaca,APOEL Nicosia,0,0,Draw,1.Matchday,"Aug 29, 2011"
6,Omonia Nicosia,Alki Larnaca,4,1,HomeTeam,1.Matchday,"Aug 29, 2011"
7,APOEL Nicosia,Alki Larnaca,3,1,HomeTeam,2.Matchday,"Sep 9, 2011"
8,Ermis Aradippou,Ethnikos Achnas,0,0,Draw,2.Matchday,"Sep 10, 2011"
9,AEK Larnaca,Olympiakos Nicosia,1,1,Draw,2.Matchday,"Sep 10, 2011"
10,AEL Limassol,Enosis Neon Paralimniou,1,0,HomeTeam,2.Matchday,"Sep 10, 2011"
11,Anorthosis Famagusta,Nea Salamina Famagusta,1,1,Draw,2.Matchday,"Sep 11, 2011"
12,Anagennisi Derynias,Apollon Limassol,4,1,HomeTeam,2.Matchday,"Sep 11, 2011"
13,Aris Limassol,Omonia Nicosia,1,1,Draw,2.Matchday,"Sep 11, 2011"
14,Anagennisi Derynias,Ethnikos Achnas,1,1,Draw,3.Matchday,"Sep 17, 2011"
15,Enosis Neon Paralimniou,Anorthosis Famagusta,0,1,AwayTeam,3.Matchday,"Sep 17, 2011"
16,Olympiakos Nicosia,APOEL Nicosia,1,4,AwayTeam,3.Matchday,"Sep 18, 2011"
17,Nea Salamina Famagusta,Ermis Aradippou,1,0,HomeTeam,3.Matchday,"Sep 18, 2011"
18,Alki Larnaca,Aris Limassol,1,0,HomeTeam,3.Matchday,"Sep 19, 2011"
19,Apollon Limassol,AEK Larnaca,0,3,AwayTeam,3.Matchday,"Sep 19, 2011"
20,Omonia Nicosia,AEL Limassol,1,0,HomeTeam,3.Matchday,"Nov 2, 2011"
21,APOEL Nicosia,Aris Limassol,1,0,HomeTeam,4.Matchday,"Sep 24, 2011"
22,AEK Larnaca,Ethnikos Achnas,2,1,HomeTeam,4.Matchday,"Sep 24, 2011"
23,Ermis Aradippou,Enosis Neon Paralimniou,0,1,AwayTeam,4.Matchday,"Sep 24, 2011"
24,Anorthosis Famagusta,Omonia Nicosia,0,1,AwayTeam,4.Matchday,"Sep 25, 2011"
25,AEL Limassol,Alki Larnaca,1,0,HomeTeam,4.Matchday,"Sep 25, 2011"
26,Olympiakos Nicosia,Apollon Limassol,0,0,Draw,4.Matchday,"Sep 26, 2011"
27,Anagennisi Derynias,Nea Salamina Famagusta,1,2,AwayTeam,4.Matchday,"Sep 26, 2011"
28,Omonia Nicosia,Ermis Aradippou,2,0,HomeTeam,5.Matchday,"Oct 1, 2011"
29,Aris Limassol,AEL Limassol,0,1,AwayTeam,5.Matchday,"Oct 1, 2011"
30,Enosis Neon Paralimniou,Anagennisi Derynias,2,0,HomeTeam,5.Matchday,"Oct 1, 2011"
31,Alki Larnaca,Anorthosis Famagusta,1,3,AwayTeam,5.Matchday,"Oct 2, 2011"
32,Apollon Limassol,APOEL Nicosia,0,2,AwayTeam,5.Matchday,"Oct 2, 2011"
33,Nea Salamina Famagusta,AEK Larnaca,1,1,Draw,5.Matchday,"Oct 3, 2011"
34,Ethnikos Achnas,Olympiakos Nicosia,0,1,AwayTeam,5.Matchday,"Oct 3, 2011"
35,APOEL Nicosia,AEL Limassol,0,1,AwayTeam,6.Matchday,"Oct 15, 2011"
36,Apollon Limassol,Ethnikos Achnas,2,0,HomeTeam,6.Matchday,"Oct 15, 2011"
