,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
54,FC Basel 1893,CSKA Sofia,3,1,HomeTeam,Group E,-,"Nov 5, 2009"
55,AS Roma,Fulham FC,2,1,HomeTeam,Group E,-,"Nov 5, 2009"
56,Fulham FC,CSKA Sofia,1,0,HomeTeam,Group E,-,"Dec 3, 2009"
57,AS Roma,FC Basel 1893,2,1,HomeTeam,Group E,-,"Dec 3, 2009"
58,FC Basel 1893,Fulham FC,2,3,AwayTeam,Group E,-,"Dec 16, 2009"
59,CSKA Sofia,AS Roma,0,3,AwayTeam,Group E,-,"Dec 16, 2009"
60,Panathinaikos Athens,Galatasaray SK,1,3,AwayTeam,Group F,-,"Sep 17, 2009"
61,SK Sturm Graz,Dinamo Bukarest,0,1,AwayTeam,Group F,-,"Sep 17, 2009"
62,Galatasaray SK,SK Sturm Graz,1,1,Draw,Group F,-,"Oct 1, 2009"
63,Dinamo Bukarest,Panathinaikos Athens,0,1,AwayTeam,Group F,-,"Oct 1, 2009"
64,Galatasaray SK,Dinamo Bukarest,4,1,HomeTeam,Group F,-,"Oct 22, 2009"
65,Panathinaikos Athens,SK Sturm Graz,1,0,HomeTeam,Group F,-,"Oct 22, 2009"
66,SK Sturm Graz,Panathinaikos Athens,0,1,AwayTeam,Group F,-,"Nov 5, 2009"
67,Dinamo Bukarest,Galatasaray SK,0,3,AwayTeam,Group F,-,"Nov 5, 2009"
68,Galatasaray SK,Panathinaikos Athens,1,0,HomeTeam,Group F,-,"Dec 3, 2009"
69,Dinamo Bukarest,SK Sturm Graz,2,1,HomeTeam,Group F,-,"Dec 3, 2009"
70,Panathinaikos Athens,Dinamo Bukarest,3,0,HomeTeam,Group F,-,"Dec 16, 2009"
71,SK Sturm Graz,Galatasaray SK,1,0,HomeTeam,Group F,-,"Dec 16, 2009"
72,SS Lazio,Red Bull Salzburg,1,2,AwayTeam,Group G,-,"Sep 17, 2009"
73,Villarreal CF,Levski Sofia,1,0,HomeTeam,Group G,-,"Sep 17, 2009"
74,Red Bull Salzburg,Villarreal CF,2,0,HomeTeam,Group G,-,"Oct 1, 2009"
75,Levski Sofia,SS Lazio,0,4,AwayTeam,Group G,-,"Oct 1, 2009"
76,Red Bull Salzburg,Levski Sofia,1,0,HomeTeam,Group G,-,"Oct 22, 2009"
77,SS Lazio,Villarreal CF,2,1,HomeTeam,Group G,-,"Oct 22, 2009"
78,Levski Sofia,Red Bull Salzburg,0,1,AwayTeam,Group G,-,"Nov 5, 2009"
79,Villarreal CF,SS Lazio,4,1,HomeTeam,Group G,-,"Nov 5, 2009"
80,Red Bull Salzburg,SS Lazio,2,1,HomeTeam,Group G,-,"Dec 2, 2009"
81,Levski Sofia,Villarreal CF,0,2,AwayTeam,Group G,-,"Dec 2, 2009"
82,Villarreal CF,Red Bull Salzburg,0,1,AwayTeam,Group G,-,"Dec 17, 2009"
83,SS Lazio,Levski Sofia,0,1,AwayTeam,Group G,-,"Dec 17, 2009"
84,Fenerbahce SK,FC Twente Enschede,1,2,AwayTeam,Group H,-,"Sep 17, 2009"
85,Steaua Bukarest,Sheriff Tiraspol,0,0,Draw,Group H,-,"Sep 17, 2009"
86,Sheriff Tiraspol,Fenerbahce SK,0,1,AwayTeam,Group H,-,"Oct 1, 2009"
87,FC Twente Enschede,Steaua Bukarest,0,0,Draw,Group H,-,"Oct 1, 2009"
88,Steaua Bukarest,Fenerbahce SK,0,1,AwayTeam,Group H,-,"Oct 22, 2009"
89,Sheriff Tiraspol,FC Twente Enschede,2,0,HomeTeam,Group H,-,"Oct 22, 2009"
90,Fenerbahce SK,Steaua Bukarest,3,1,HomeTeam,Group H,-,"Nov 5, 2009"
91,FC Twente Enschede,Sheriff Tiraspol,2,1,HomeTeam,Group H,-,"Nov 5, 2009"
92,Sheriff Tiraspol,Steaua Bukarest,1,1,Draw,Group H,-,"Dec 2, 2009"
93,FC Twente Enschede,Fenerbahce SK,0,1,AwayTeam,Group H,-,"Dec 2, 2009"
94,Fenerbahce SK,Sheriff Tiraspol,1,0,HomeTeam,Group H,-,"Dec 17, 2009"
95,Steaua Bukarest,FC Twente Enschede,1,1,Draw,Group H,-,"Dec 17, 2009"
96,Everton FC,AEK Athens,4,0,HomeTeam,Group I,-,"Sep 17, 2009"
97,SL Benfica,BATE Borisov,2,0,HomeTeam,Group I,-,"Sep 17, 2009"
98,BATE Borisov,Everton FC,1,2,AwayTeam,Group I,-,"Oct 1, 2009"
99,AEK Athens,SL Benfica,1,0,HomeTeam,Group I,-,"Oct 1, 2009"
100,BATE Borisov,AEK Athens,2,1,HomeTeam,Group I,-,"Oct 22, 2009"
101,SL Benfica,Everton FC,5,0,HomeTeam,Group I,-,"Oct 22, 2009"
102,AEK Athens,BATE Borisov,2,2,Draw,Group I,-,"Nov 5, 2009"
103,Everton FC,SL Benfica,0,2,AwayTeam,Group I,-,"Nov 5, 2009"
104,AEK Athens,Everton FC,0,1,AwayTeam,Group I,-,"Dec 2, 2009"
105,BATE Borisov,SL Benfica,1,2,AwayTeam,Group I,-,"Dec 2, 2009"
106,Everton FC,BATE Borisov,0,1,AwayTeam,Group I,-,"Dec 17, 2009"
107,SL Benfica,AEK Athens,2,1,HomeTeam,Group I,-,"Dec 17, 2009"
108,Club Brugge KV,Shakhtar Donetsk,1,4,AwayTeam,Group J,-,"Sep 17, 2009"
109,FK Partizan Belgrade,FC Toulouse,2,3,AwayTeam,Group J,-,"Sep 17, 2009"
110,FC Toulouse,Club Brugge KV,2,2,Draw,Group J,-,"Oct 1, 2009"
111,Shakhtar Donetsk,FK Partizan Belgrade,4,1,HomeTeam,Group J,-,"Oct 1, 2009"
112,Shakhtar Donetsk,FC Toulouse,4,0,HomeTeam,Group J,-,"Oct 22, 2009"
113,Club Brugge KV,FK Partizan Belgrade,2,0,HomeTeam,Group J,-,"Oct 22, 2009"
114,FK Partizan Belgrade,Club Brugge KV,2,4,AwayTeam,Group J,-,"Nov 5, 2009"
115,FC Toulouse,Shakhtar Donetsk,0,2,AwayTeam,Group J,-,"Nov 5, 2009"
116,Shakhtar Donetsk,Club Brugge KV,0,0,Draw,Group J,-,"Dec 3, 2009"
117,FC Toulouse,FK Partizan Belgrade,1,0,HomeTeam,Group J,-,"Dec 3, 2009"
118,FK Partizan Belgrade,Shakhtar Donetsk,1,0,HomeTeam,Group J,-,"Dec 16, 2009"
119,Club Brugge KV,FC Toulouse,1,0,HomeTeam,Group J,-,"Dec 16, 2009"
120,AC Sparta Praha,PSV Eindhoven,2,2,Draw,Group K,-,"Sep 17, 2009"
121,CFR Cluj,FC Copenhagen,2,0,HomeTeam,Group K,-,"Sep 17, 2009"
122,PSV Eindhoven,CFR Cluj,1,0,HomeTeam,Group K,-,"Oct 1, 2009"
123,FC Copenhagen,AC Sparta Praha,1,0,HomeTeam,Group K,-,"Oct 1, 2009"
124,PSV Eindhoven,FC Copenhagen,1,0,HomeTeam,Group K,-,"Oct 22, 2009"
125,AC Sparta Praha,CFR Cluj,2,0,HomeTeam,Group K,-,"Oct 22, 2009"
126,CFR Cluj,AC Sparta Praha,2,3,AwayTeam,Group K,-,"Nov 5, 2009"
127,FC Copenhagen,PSV Eindhoven,1,1,Draw,Group K,-,"Nov 5, 2009"
128,FC Copenhagen,CFR Cluj,2,0,HomeTeam,Group K,-,"Dec 3, 2009"
129,PSV Eindhoven,AC Sparta Praha,1,0,HomeTeam,Group K,-,"Dec 3, 2009"
130,CFR Cluj,PSV Eindhoven,0,2,AwayTeam,Group K,-,"Dec 16, 2009"
131,AC Sparta Praha,FC Copenhagen,0,3,AwayTeam,Group K,-,"Dec 16, 2009"
132,Athletic Bilbao,Austria Vienna,3,0,HomeTeam,Group L,-,"Sep 17, 2009"
133,CD Nacional,SV Werder Bremen,2,3,AwayTeam,Group L,-,"Sep 17, 2009"
134,SV Werder Bremen,Athletic Bilbao,3,1,HomeTeam,Group L,-,"Oct 1, 2009"
135,Austria Vienna,CD Nacional,1,1,Draw,Group L,-,"Oct 1, 2009"
136,Austria Vienna,SV Werder Bremen,2,2,Draw,Group L,-,"Oct 22, 2009"
137,Athletic Bilbao,CD Nacional,2,1,HomeTeam,Group L,-,"Oct 22, 2009"
138,SV Werder Bremen,Austria Vienna,2,0,HomeTeam,Group L,-,"Nov 5, 2009"
139,CD Nacional,Athletic Bilbao,1,1,Draw,Group L,-,"Nov 5, 2009"
140,SV Werder Bremen,CD Nacional,4,1,HomeTeam,Group L,-,"Dec 3, 2009"
141,Austria Vienna,Athletic Bilbao,0,3,AwayTeam,Group L,-,"Dec 3, 2009"
142,CD Nacional,Austria Vienna,5,1,HomeTeam,Group L,-,"Dec 16, 2009"
143,Athletic Bilbao,SV Werder Bremen,0,3,AwayTeam,Group L,-,"Dec 16, 2009"
144,Everton FC,Sporting CP,2,1,HomeTeam,Second Round 1st leg,-,"Feb 16, 2010"
145,Rubin Kazan,Hapoel Tel Aviv,3,0,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
146,Standard Liège,Red Bull Salzburg,3,2,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
147,LOSC Lille,Fenerbahce SK,2,1,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
148,Ajax Amsterdam,Juventus FC,1,2,AwayTeam,Second Round 1st leg,-,"Feb 18, 2010"
149,Club Brugge KV,Valencia CF,1,0,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
150,FC Twente Enschede,SV Werder Bremen,1,0,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
151,Villarreal CF,VfL Wolfsburg,2,2,Draw,Second Round 1st leg,-,"Feb 18, 2010"
152,Hertha BSC,SL Benfica,1,1,Draw,Second Round 1st leg,-,"Feb 18, 2010"
153,Liverpool FC,Unirea Urziceni,1,0,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
154,Panathinaikos Athens,AS Roma,3,2,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
155,Athletic Bilbao,RSC Anderlecht,1,1,Draw,Second Round 1st leg,-,"Feb 18, 2010"
156,Hamburger SV,PSV Eindhoven,1,0,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
157,Fulham FC,Shakhtar Donetsk,2,1,HomeTeam,Second Round 1st leg,-,"Feb 18, 2010"
158,FC Copenhagen,Olympique Marseille,1,3,AwayTeam,Second Round 1st leg,-,"Feb 18, 2010"
159,Atlético Madrid,Galatasaray SK,1,1,Draw,Second Round 1st leg,-,"Feb 18, 2010"
160,SL Benfica,Hertha BSC,4,0,HomeTeam,Second Round 2nd leg,SL Benfica,"Feb 23, 2010"
161,Unirea Urziceni,Liverpool FC,1,3,AwayTeam,Second Round 2nd leg,Liverpool FC,"Feb 25, 2010"
162,AS Roma,Panathinaikos Athens,2,3,AwayTeam,Second Round 2nd leg,Panathinaikos Athens,"Feb 25, 2010"
163,RSC Anderlecht,Athletic Bilbao,4,0,HomeTeam,Second Round 2nd leg,RSC Anderlecht,"Feb 25, 2010"
164,Galatasaray SK,Atlético Madrid,1,2,AwayTeam,Second Round 2nd leg,Atlético Madrid,"Feb 25, 2010"
165,PSV Eindhoven,Hamburger SV,3,2,HomeTeam,Second Round 2nd leg,Hamburger SV,"Feb 25, 2010"
166,Shakhtar Donetsk,Fulham FC,1,1,Draw,Second Round 2nd leg,Fulham FC,"Feb 25, 2010"
167,Olympique Marseille,FC Copenhagen,3,1,HomeTeam,Second Round 2nd leg,Olympique Marseille,"Feb 25, 2010"
168,Red Bull Salzburg,Standard Liège,0,0,Draw,Second Round 2nd leg,Standard Liège,"Feb 25, 2010"
169,Fenerbahce SK,LOSC Lille,1,1,Draw,Second Round 2nd leg,LOSC Lille,"Feb 25, 2010"
170,Juventus FC,Ajax Amsterdam,0,0,Draw,Second Round 2nd leg,Juventus FC,"Feb 25, 2010"
171,Sporting CP,Everton FC,3,0,HomeTeam,Second Round 2nd leg,Sporting CP,"Feb 25, 2010"
172,SV Werder Bremen,FC Twente Enschede,4,1,HomeTeam,Second Round 2nd leg,SV Werder Bremen,"Feb 25, 2010"
173,Hapoel Tel Aviv,Rubin Kazan,0,0,Draw,Second Round 2nd leg,Rubin Kazan,"Feb 25, 2010"
174,Valencia CF,Club Brugge KV,3,0,HomeTeam,Second Round 2nd leg,Valencia CF,"Feb 25, 2010"
175,VfL Wolfsburg,Villarreal CF,4,1,HomeTeam,Second Round 2nd leg,VfL Wolfsburg,"Feb 25, 2010"
176,Hamburger SV,RSC Anderlecht,3,1,HomeTeam,last 16 1st leg,-,"Mar 11, 2010"
177,LOSC Lille,Liverpool FC,1,0,HomeTeam,last 16 1st leg,-,"Mar 11, 2010"
178,Rubin Kazan,VfL Wolfsburg,1,1,Draw,last 16 1st leg,-,"Mar 11, 2010"
179,Atlético Madrid,Sporting CP,0,0,Draw,last 16 1st leg,-,"Mar 11, 2010"
180,Valencia CF,SV Werder Bremen,1,1,Draw,last 16 1st leg,-,"Mar 11, 2010"
181,SL Benfica,Olympique Marseille,1,1,Draw,last 16 1st leg,-,"Mar 11, 2010"
182,Juventus FC,Fulham FC,3,1,HomeTeam,last 16 1st leg,-,"Mar 11, 2010"
183,Panathinaikos Athens,Standard Liège,1,3,AwayTeam,last 16 1st leg,-,"Mar 11, 2010"
184,SV Werder Bremen,Valencia CF,4,4,Draw,last 16 2nd leg,Valencia CF,"Mar 18, 2010"
185,Olympique Marseille,SL Benfica,1,2,AwayTeam,last 16 2nd leg,SL Benfica,"Mar 18, 2010"
186,Fulham FC,Juventus FC,4,1,HomeTeam,last 16 2nd leg,Fulham FC,"Mar 18, 2010"
187,Standard Liège,Panathinaikos Athens,1,0,HomeTeam,last 16 2nd leg,Standard Liège,"Mar 18, 2010"
188,RSC Anderlecht,Hamburger SV,4,3,HomeTeam,last 16 2nd leg,Hamburger SV,"Mar 18, 2010"
189,Liverpool FC,LOSC Lille,3,0,HomeTeam,last 16 2nd leg,Liverpool FC,"Mar 18, 2010"
190,VfL Wolfsburg,Rubin Kazan,2,1,HomeTeam,last 16 2nd leg,VfL Wolfsburg,"Mar 18, 2010"
191,Sporting CP,Atlético Madrid,2,2,Draw,last 16 2nd leg,Atlético Madrid,"Mar 18, 2010"
192,Fulham FC,VfL Wolfsburg,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 1, 2010"
193,SL Benfica,Liverpool FC,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 1, 2010"
194,Hamburger SV,Standard Liège,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 1, 2010"
195,Valencia CF,Atlético Madrid,2,2,Draw,Quarter-Finals 1st leg,-,"Apr 1, 2010"
196,VfL Wolfsburg,Fulham FC,0,1,AwayTeam,Quarter-Finals 2nd leg,Fulham FC,"Apr 8, 2010"
197,Liverpool FC,SL Benfica,4,1,HomeTeam,Quarter-Finals 2nd leg,Liverpool FC,"Apr 8, 2010"
198,Standard Liège,Hamburger SV,1,3,AwayTeam,Quarter-Finals 2nd leg,Hamburger SV,"Apr 8, 2010"
199,Atlético Madrid,Valencia CF,0,0,Draw,Quarter-Finals 2nd leg,Atlético Madrid,"Apr 8, 2010"
200,Hamburger SV,Fulham FC,0,0,Draw,Semi-Finals 1st Leg,-,"Apr 22, 2010"
201,Atlético Madrid,Liverpool FC,1,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 22, 2010"
202,Fulham FC,Hamburger SV,2,1,HomeTeam,Semi-Finals 2nd Leg,Fulham FC,"Apr 29, 2010"
203,Liverpool FC,Atlético Madrid,2,1,HomeTeam,Semi-Finals 2nd Leg,Atlético Madrid,"Apr 29, 2010"
204,Atlético Madrid,Fulham FC,2,1,HomeTeam,Final,Atlético Madrid,"May 12, 2010"
