,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,PAOK Thessaloniki,Tottenham Hotspur,0,0,Draw,Group A,-,"Sep 15, 2011"
1,Shamrock Rovers,Rubin Kazan,0,3,AwayTeam,Group A,-,"Sep 15, 2011"
2,Rubin Kazan,PAOK Thessaloniki,2,2,Draw,Group A,-,"Sep 29, 2011"
3,Tottenham Hotspur,Shamrock Rovers,3,1,HomeTeam,Group A,-,"Sep 29, 2011"
4,PAOK Thessaloniki,Shamrock Rovers,2,1,HomeTeam,Group A,-,"Oct 20, 2011"
5,Tottenham Hotspur,Rubin Kazan,1,0,HomeTeam,Group A,-,"Oct 20, 2011"
6,Rubin Kazan,Tottenham Hotspur,1,0,HomeTeam,Group A,-,"Nov 3, 2011"
7,Shamrock Rovers,PAOK Thessaloniki,1,3,AwayTeam,Group A,-,"Nov 3, 2011"
8,Rubin Kazan,Shamrock Rovers,4,1,HomeTeam,Group A,-,"Nov 30, 2011"
9,Tottenham Hotspur,PAOK Thessaloniki,1,2,AwayTeam,Group A,-,"Nov 30, 2011"
10,Shamrock Rovers,Tottenham Hotspur,0,4,AwayTeam,Group A,-,"Dec 15, 2011"
11,PAOK Thessaloniki,Rubin Kazan,1,1,Draw,Group A,-,"Dec 15, 2011"
12,Hannover 96,Standard Liège,0,0,Draw,Group B,-,"Sep 15, 2011"
13,FC Copenhagen,Vorskla Poltava,1,0,HomeTeam,Group B,-,"Sep 15, 2011"
14,Standard Liège,FC Copenhagen,3,0,HomeTeam,Group B,-,"Sep 29, 2011"
15,Vorskla Poltava,Hannover 96,1,2,AwayTeam,Group B,-,"Sep 29, 2011"
16,Hannover 96,FC Copenhagen,2,2,Draw,Group B,-,"Oct 20, 2011"
17,Standard Liège,Vorskla Poltava,0,0,Draw,Group B,-,"Oct 20, 2011"
18,FC Copenhagen,Hannover 96,1,2,AwayTeam,Group B,-,"Nov 3, 2011"
19,Vorskla Poltava,Standard Liège,1,3,AwayTeam,Group B,-,"Nov 3, 2011"
20,Vorskla Poltava,FC Copenhagen,1,1,Draw,Group B,-,"Nov 30, 2011"
21,Standard Liège,Hannover 96,2,0,HomeTeam,Group B,-,"Nov 30, 2011"
22,FC Copenhagen,Standard Liège,0,1,AwayTeam,Group B,-,"Dec 15, 2011"
23,Hannover 96,Vorskla Poltava,3,1,HomeTeam,Group B,-,"Dec 15, 2011"
24,Hapoel Tel Aviv,FC Rapid 1923,0,1,AwayTeam,Group C,-,"Sep 15, 2011"
25,PSV Eindhoven,Legia Warszawa,1,0,HomeTeam,Group C,-,"Sep 15, 2011"
26,FC Rapid 1923,PSV Eindhoven,1,3,AwayTeam,Group C,-,"Sep 29, 2011"
27,Legia Warszawa,Hapoel Tel Aviv,3,2,HomeTeam,Group C,-,"Sep 29, 2011"
28,Hapoel Tel Aviv,PSV Eindhoven,0,1,AwayTeam,Group C,-,"Oct 20, 2011"
29,FC Rapid 1923,Legia Warszawa,0,1,AwayTeam,Group C,-,"Oct 20, 2011"
30,PSV Eindhoven,Hapoel Tel Aviv,3,3,Draw,Group C,-,"Nov 3, 2011"
31,Legia Warszawa,FC Rapid 1923,3,1,HomeTeam,Group C,-,"Nov 3, 2011"
32,Legia Warszawa,PSV Eindhoven,0,3,AwayTeam,Group C,-,"Nov 30, 2011"
33,FC Rapid 1923,Hapoel Tel Aviv,1,3,AwayTeam,Group C,-,"Nov 30, 2011"
34,PSV Eindhoven,FC Rapid 1923,2,1,HomeTeam,Group C,-,"Dec 15, 2011"
35,Hapoel Tel Aviv,Legia Warszawa,2,0,HomeTeam,Group C,-,"Dec 15, 2011"
36,SS Lazio,FC Vaslui,2,2,Draw,Group D,-,"Sep 15, 2011"
37,FC Zürich,Sporting CP,0,2,AwayTeam,Group D,-,"Sep 15, 2011"
38,Sporting CP,SS Lazio,2,1,HomeTeam,Group D,-,"Sep 29, 2011"
39,FC Vaslui,FC Zürich,2,2,Draw,Group D,-,"Sep 29, 2011"
40,FC Zürich,SS Lazio,1,1,Draw,Group D,-,"Oct 20, 2011"
41,Sporting CP,FC Vaslui,2,0,HomeTeam,Group D,-,"Oct 20, 2011"
42,SS Lazio,FC Zürich,1,0,HomeTeam,Group D,-,"Nov 3, 2011"
43,FC Vaslui,Sporting CP,1,0,HomeTeam,Group D,-,"Nov 3, 2011"
44,FC Vaslui,SS Lazio,0,0,Draw,Group D,-,"Dec 1, 2011"
45,Sporting CP,FC Zürich,2,0,HomeTeam,Group D,-,"Dec 1, 2011"
46,SS Lazio,Sporting CP,2,0,HomeTeam,Group D,-,"Dec 14, 2011"
47,FC Zürich,FC Vaslui,2,0,HomeTeam,Group D,-,"Dec 14, 2011"
48,Dynamo Kyiv,Stoke City,1,1,Draw,Group E,-,"Sep 15, 2011"
49,Besiktas JK,Maccabi Tel Aviv,5,1,HomeTeam,Group E,-,"Sep 15, 2011"
50,Stoke City,Besiktas JK,2,1,HomeTeam,Group E,-,"Sep 29, 2011"
51,Maccabi Tel Aviv,Dynamo Kyiv,1,1,Draw,Group E,-,"Sep 29, 2011"
