,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
52,Stoke City,Maccabi Tel Aviv,3,0,HomeTeam,Group E,-,"Oct 20, 2011"
53,Dynamo Kyiv,Besiktas JK,1,0,HomeTeam,Group E,-,"Oct 20, 2011"
54,Maccabi Tel Aviv,Stoke City,1,2,AwayTeam,Group E,-,"Nov 3, 2011"
55,Besiktas JK,Dynamo Kyiv,1,0,HomeTeam,Group E,-,"Nov 3, 2011"
56,Stoke City,Dynamo Kyiv,1,1,Draw,Group E,-,"Dec 1, 2011"
57,Maccabi Tel Aviv,Besiktas JK,2,3,AwayTeam,Group E,-,"Dec 1, 2011"
58,Dynamo Kyiv,Maccabi Tel Aviv,3,3,Draw,Group E,-,"Dec 14, 2011"
59,Besiktas JK,Stoke City,3,1,HomeTeam,Group E,-,"Dec 14, 2011"
60,Slovan Bratislava,Athletic Bilbao,1,2,AwayTeam,Group F,-,"Sep 15, 2011"
61,Paris Saint-Germain,Red Bull Salzburg,3,1,HomeTeam,Group F,-,"Sep 15, 2011"
62,Athletic Bilbao,Paris Saint-Germain,2,0,HomeTeam,Group F,-,"Sep 29, 2011"
63,Red Bull Salzburg,Slovan Bratislava,3,0,HomeTeam,Group F,-,"Sep 29, 2011"
64,Slovan Bratislava,Paris Saint-Germain,0,0,Draw,Group F,-,"Oct 20, 2011"
65,Athletic Bilbao,Red Bull Salzburg,2,2,Draw,Group F,-,"Oct 20, 2011"
66,Paris Saint-Germain,Slovan Bratislava,1,0,HomeTeam,Group F,-,"Nov 3, 2011"
67,Red Bull Salzburg,Athletic Bilbao,0,1,AwayTeam,Group F,-,"Nov 3, 2011"
68,Red Bull Salzburg,Paris Saint-Germain,2,0,HomeTeam,Group F,-,"Dec 1, 2011"
69,Athletic Bilbao,Slovan Bratislava,2,1,HomeTeam,Group F,-,"Dec 1, 2011"
70,Paris Saint-Germain,Athletic Bilbao,4,2,HomeTeam,Group F,-,"Dec 14, 2011"
71,Slovan Bratislava,Red Bull Salzburg,2,3,AwayTeam,Group F,-,"Dec 14, 2011"
72,AZ Alkmaar,Malmö FF,4,1,HomeTeam,Group G,-,"Sep 15, 2011"
73,Austria Vienna,Metalist Kharkiv,1,2,AwayTeam,Group G,-,"Sep 15, 2011"
74,Malmö FF,Austria Vienna,1,2,AwayTeam,Group G,-,"Sep 29, 2011"
75,Metalist Kharkiv,AZ Alkmaar,1,1,Draw,Group G,-,"Sep 29, 2011"
76,AZ Alkmaar,Austria Vienna,2,2,Draw,Group G,-,"Oct 20, 2011"
77,Malmö FF,Metalist Kharkiv,1,4,AwayTeam,Group G,-,"Oct 20, 2011"
78,Austria Vienna,AZ Alkmaar,2,2,Draw,Group G,-,"Nov 3, 2011"
79,Metalist Kharkiv,Malmö FF,3,1,HomeTeam,Group G,-,"Nov 3, 2011"
80,Metalist Kharkiv,Austria Vienna,4,1,HomeTeam,Group G,-,"Nov 30, 2011"
81,Malmö FF,AZ Alkmaar,0,0,Draw,Group G,-,"Nov 30, 2011"
82,Austria Vienna,Malmö FF,2,0,HomeTeam,Group G,-,"Dec 15, 2011"
83,AZ Alkmaar,Metalist Kharkiv,1,1,Draw,Group G,-,"Dec 15, 2011"
84,Club Brugge KV,NK Maribor,2,0,HomeTeam,Group H,-,"Sep 15, 2011"
85,Birmingham City,SC Braga,1,3,AwayTeam,Group H,-,"Sep 15, 2011"
86,NK Maribor,Birmingham City,1,2,AwayTeam,Group H,-,"Sep 29, 2011"
87,SC Braga,Club Brugge KV,1,2,AwayTeam,Group H,-,"Sep 29, 2011"
88,Club Brugge KV,Birmingham City,1,2,AwayTeam,Group H,-,"Oct 20, 2011"
89,NK Maribor,SC Braga,1,1,Draw,Group H,-,"Oct 20, 2011"
90,Birmingham City,Club Brugge KV,2,2,Draw,Group H,-,"Nov 3, 2011"
91,SC Braga,NK Maribor,5,1,HomeTeam,Group H,-,"Nov 3, 2011"
92,SC Braga,Birmingham City,1,0,HomeTeam,Group H,-,"Nov 30, 2011"
93,NK Maribor,Club Brugge KV,3,4,AwayTeam,Group H,-,"Nov 30, 2011"
94,Birmingham City,NK Maribor,1,0,HomeTeam,Group H,-,"Dec 15, 2011"
95,Club Brugge KV,SC Braga,1,1,Draw,Group H,-,"Dec 15, 2011"
96,Atlético Madrid,Celtic FC,2,0,HomeTeam,Group I,-,"Sep 15, 2011"
97,Udinese Calcio,Stade Rennais FC,2,1,HomeTeam,Group I,-,"Sep 15, 2011"
98,Stade Rennais FC,Atlético Madrid,1,1,Draw,Group I,-,"Sep 29, 2011"
99,Celtic FC,Udinese Calcio,1,1,Draw,Group I,-,"Sep 29, 2011"
100,Udinese Calcio,Atlético Madrid,2,0,HomeTeam,Group I,-,"Oct 20, 2011"
101,Stade Rennais FC,Celtic FC,1,1,Draw,Group I,-,"Oct 20, 2011"
102,Atlético Madrid,Udinese Calcio,4,0,HomeTeam,Group I,-,"Nov 3, 2011"
103,Celtic FC,Stade Rennais FC,3,1,HomeTeam,Group I,-,"Nov 3, 2011"
104,Celtic FC,Atlético Madrid,0,1,AwayTeam,Group I,-,"Nov 30, 2011"
105,Stade Rennais FC,Udinese Calcio,0,0,Draw,Group I,-,"Nov 30, 2011"
106,Atlético Madrid,Stade Rennais FC,3,1,HomeTeam,Group I,-,"Dec 15, 2011"
107,Udinese Calcio,Celtic FC,1,1,Draw,Group I,-,"Dec 15, 2011"
108,Steaua Bukarest,FC Schalke 04,0,0,Draw,Group J,-,"Sep 15, 2011"
109,Maccabi Haifa,AEK Larnaca,1,0,HomeTeam,Group J,-,"Sep 15, 2011"
110,AEK Larnaca,Steaua Bukarest,1,1,Draw,Group J,-,"Sep 29, 2011"
111,FC Schalke 04,Maccabi Haifa,3,1,HomeTeam,Group J,-,"Sep 29, 2011"
112,Maccabi Haifa,Steaua Bukarest,5,0,HomeTeam,Group J,-,"Oct 20, 2011"
113,AEK Larnaca,FC Schalke 04,0,5,AwayTeam,Group J,-,"Oct 20, 2011"
114,Steaua Bukarest,Maccabi Haifa,4,2,HomeTeam,Group J,-,"Nov 3, 2011"
115,FC Schalke 04,AEK Larnaca,0,0,Draw,Group J,-,"Nov 3, 2011"
116,FC Schalke 04,Steaua Bukarest,2,1,HomeTeam,Group J,-,"Dec 1, 2011"
117,AEK Larnaca,Maccabi Haifa,2,1,HomeTeam,Group J,-,"Dec 1, 2011"
118,Steaua Bukarest,AEK Larnaca,3,1,HomeTeam,Group J,-,"Dec 14, 2011"
119,Maccabi Haifa,FC Schalke 04,0,3,AwayTeam,Group J,-,"Dec 14, 2011"
120,Wisla Kraków,Odense Boldklub,1,3,AwayTeam,Group K,-,"Sep 15, 2011"
121,Fulham FC,FC Twente Enschede,1,1,Draw,Group K,-,"Sep 15, 2011"
122,Odense Boldklub,Fulham FC,0,2,AwayTeam,Group K,-,"Sep 29, 2011"
123,FC Twente Enschede,Wisla Kraków,4,1,HomeTeam,Group K,-,"Sep 29, 2011"
124,Wisla Kraków,Fulham FC,1,0,HomeTeam,Group K,-,"Oct 20, 2011"
125,Odense Boldklub,FC Twente Enschede,1,4,AwayTeam,Group K,-,"Oct 20, 2011"
126,Fulham FC,Wisla Kraków,4,1,HomeTeam,Group K,-,"Nov 3, 2011"
127,FC Twente Enschede,Odense Boldklub,3,2,HomeTeam,Group K,-,"Nov 3, 2011"
128,FC Twente Enschede,Fulham FC,1,0,HomeTeam,Group K,-,"Dec 1, 2011"
129,Odense Boldklub,Wisla Kraków,1,2,AwayTeam,Group K,-,"Dec 1, 2011"
130,Fulham FC,Odense Boldklub,2,2,Draw,Group K,-,"Dec 14, 2011"
131,Wisla Kraków,FC Twente Enschede,2,1,HomeTeam,Group K,-,"Dec 14, 2011"
132,RSC Anderlecht,AEK Athens,4,1,HomeTeam,Group L,-,"Sep 15, 2011"
133,SK Sturm Graz,Lokomotiv Moscow,1,2,AwayTeam,Group L,-,"Sep 15, 2011"
134,Lokomotiv Moscow,RSC Anderlecht,0,2,AwayTeam,Group L,-,"Sep 29, 2011"
135,AEK Athens,SK Sturm Graz,1,2,AwayTeam,Group L,-,"Sep 29, 2011"
136,Lokomotiv Moscow,AEK Athens,3,1,HomeTeam,Group L,-,"Oct 20, 2011"
137,SK Sturm Graz,RSC Anderlecht,0,2,AwayTeam,Group L,-,"Oct 20, 2011"
138,RSC Anderlecht,SK Sturm Graz,3,0,HomeTeam,Group L,-,"Nov 3, 2011"
139,AEK Athens,Lokomotiv Moscow,1,3,AwayTeam,Group L,-,"Nov 3, 2011"
140,Lokomotiv Moscow,SK Sturm Graz,3,1,HomeTeam,Group L,-,"Dec 1, 2011"
141,AEK Athens,RSC Anderlecht,1,2,AwayTeam,Group L,-,"Dec 1, 2011"
142,RSC Anderlecht,Lokomotiv Moscow,5,3,HomeTeam,Group L,-,"Dec 14, 2011"
143,SK Sturm Graz,AEK Athens,1,3,AwayTeam,Group L,-,"Dec 14, 2011"
144,Rubin Kazan,Olympiacos Piraeus,0,1,AwayTeam,Second Round 1st leg,-,"Feb 14, 2012"
145,SC Braga,Besiktas JK,0,2,AwayTeam,Second Round 1st leg,-,"Feb 14, 2012"
146,Lokomotiv Moscow,Athletic Bilbao,2,1,HomeTeam,Second Round 1st leg,-,"Feb 16, 2012"
147,Red Bull Salzburg,Metalist Kharkiv,0,4,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
148,FC Viktoria Plzen,FC Schalke 04,1,1,Draw,Second Round 1st leg,-,"Feb 16, 2012"
149,Legia Warszawa,Sporting CP,2,2,Draw,Second Round 1st leg,-,"Feb 16, 2012"
150,AZ Alkmaar,RSC Anderlecht,1,0,HomeTeam,Second Round 1st leg,-,"Feb 16, 2012"
151,Ajax Amsterdam,Manchester United,0,2,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
152,SS Lazio,Atlético Madrid,1,3,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
153,Stoke City,Valencia CF,0,1,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
154,Trabzonspor,PSV Eindhoven,1,2,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
155,Wisla Kraków,Standard Liège,1,1,Draw,Second Round 1st leg,-,"Feb 16, 2012"
156,FC Porto,Manchester City,1,2,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
157,Hannover 96,Club Brugge KV,2,1,HomeTeam,Second Round 1st leg,-,"Feb 16, 2012"
158,Udinese Calcio,PAOK Thessaloniki,0,0,Draw,Second Round 1st leg,-,"Feb 16, 2012"
159,Steaua Bukarest,FC Twente Enschede,0,1,AwayTeam,Second Round 1st leg,-,"Feb 16, 2012"
160,Manchester City,FC Porto,4,0,HomeTeam,Second Round 2nd leg,Manchester City,"Feb 22, 2012"
161,Standard Liège,Wisla Kraków,0,0,Draw,Second Round 2nd leg,Standard Liège,"Feb 23, 2012"
162,PSV Eindhoven,Trabzonspor,4,1,HomeTeam,Second Round 2nd leg,PSV Eindhoven,"Feb 23, 2012"
163,FC Twente Enschede,Steaua Bukarest,1,0,HomeTeam,Second Round 2nd leg,FC Twente Enschede,"Feb 23, 2012"
164,Valencia CF,Stoke City,1,0,HomeTeam,Second Round 2nd leg,Valencia CF,"Feb 23, 2012"
165,Club Brugge KV,Hannover 96,0,1,AwayTeam,Second Round 2nd leg,Hannover 96,"Feb 23, 2012"
166,PAOK Thessaloniki,Udinese Calcio,0,3,AwayTeam,Second Round 2nd leg,Udinese Calcio,"Feb 23, 2012"
167,Athletic Bilbao,Lokomotiv Moscow,1,0,HomeTeam,Second Round 2nd leg,Athletic Bilbao,"Feb 23, 2012"
168,Metalist Kharkiv,Red Bull Salzburg,4,1,HomeTeam,Second Round 2nd leg,Metalist Kharkiv,"Feb 23, 2012"
169,Atlético Madrid,SS Lazio,1,0,HomeTeam,Second Round 2nd leg,Atlético Madrid,"Feb 23, 2012"
170,FC Schalke 04,FC Viktoria Plzen,3,1,HomeTeam,Second Round 2nd leg,FC Schalke 04,"Feb 23, 2012"
171,Manchester United,Ajax Amsterdam,1,2,AwayTeam,Second Round 2nd leg,Manchester United,"Feb 23, 2012"
172,RSC Anderlecht,AZ Alkmaar,0,1,AwayTeam,Second Round 2nd leg,AZ Alkmaar,"Feb 23, 2012"
173,Olympiacos Piraeus,Rubin Kazan,1,0,HomeTeam,Second Round 2nd leg,Olympiacos Piraeus,"Feb 23, 2012"
174,Sporting CP,Legia Warszawa,1,0,HomeTeam,Second Round 2nd leg,Sporting CP,"Feb 23, 2012"
175,Besiktas JK,SC Braga,0,1,AwayTeam,Second Round 2nd leg,Besiktas JK,"Feb 23, 2012"
176,Metalist Kharkiv,Olympiacos Piraeus,0,1,AwayTeam,last 16 1st leg,-,"Mar 8, 2012"
177,Sporting CP,Manchester City,1,0,HomeTeam,last 16 1st leg,-,"Mar 8, 2012"
178,Atlético Madrid,Besiktas JK,3,1,HomeTeam,last 16 1st leg,-,"Mar 8, 2012"
179,FC Twente Enschede,FC Schalke 04,1,0,HomeTeam,last 16 1st leg,-,"Mar 8, 2012"
180,Manchester United,Athletic Bilbao,2,3,AwayTeam,last 16 1st leg,-,"Mar 8, 2012"
181,AZ Alkmaar,Udinese Calcio,2,0,HomeTeam,last 16 1st leg,-,"Mar 8, 2012"
182,Standard Liège,Hannover 96,2,2,Draw,last 16 1st leg,-,"Mar 8, 2012"
183,Valencia CF,PSV Eindhoven,4,2,HomeTeam,last 16 1st leg,-,"Mar 8, 2012"
184,Athletic Bilbao,Manchester United,2,1,HomeTeam,last 16 2nd leg,Athletic Bilbao,"Mar 15, 2012"
185,Udinese Calcio,AZ Alkmaar,2,1,HomeTeam,last 16 2nd leg,AZ Alkmaar,"Mar 15, 2012"
186,Hannover 96,Standard Liège,4,0,HomeTeam,last 16 2nd leg,Hannover 96,"Mar 15, 2012"
187,PSV Eindhoven,Valencia CF,1,1,Draw,last 16 2nd leg,Valencia CF,"Mar 15, 2012"
188,Olympiacos Piraeus,Metalist Kharkiv,1,2,AwayTeam,last 16 2nd leg,Metalist Kharkiv,"Mar 15, 2012"
189,Manchester City,Sporting CP,3,2,HomeTeam,last 16 2nd leg,Sporting CP,"Mar 15, 2012"
190,Besiktas JK,Atlético Madrid,0,3,AwayTeam,last 16 2nd leg,Atlético Madrid,"Mar 15, 2012"
191,FC Schalke 04,FC Twente Enschede,4,1,HomeTeam,last 16 2nd leg,FC Schalke 04,"Mar 15, 2012"
192,AZ Alkmaar,Valencia CF,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Mar 29, 2012"
193,Sporting CP,Metalist Kharkiv,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Mar 29, 2012"
194,Atlético Madrid,Hannover 96,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Mar 29, 2012"
195,FC Schalke 04,Athletic Bilbao,2,4,AwayTeam,Quarter-Finals 1st leg,-,"Mar 29, 2012"
196,Valencia CF,AZ Alkmaar,4,0,HomeTeam,Quarter-Finals 2nd leg,Valencia CF,"Apr 5, 2012"
197,Hannover 96,Atlético Madrid,1,2,AwayTeam,Quarter-Finals 2nd leg,Atlético Madrid,"Apr 5, 2012"
198,Athletic Bilbao,FC Schalke 04,2,2,Draw,Quarter-Finals 2nd leg,Athletic Bilbao,"Apr 5, 2012"
199,Metalist Kharkiv,Sporting CP,1,1,Draw,Quarter-Finals 2nd leg,Sporting CP,"Apr 5, 2012"
200,Atlético Madrid,Valencia CF,4,2,HomeTeam,Semi-Finals 1st Leg,-,"Apr 19, 2012"
201,Sporting CP,Athletic Bilbao,2,1,HomeTeam,Semi-Finals 1st Leg,-,"Apr 19, 2012"
202,Valencia CF,Atlético Madrid,0,1,AwayTeam,Semi-Finals 2nd Leg,Atlético Madrid,"Apr 26, 2012"
203,Athletic Bilbao,Sporting CP,3,1,HomeTeam,Semi-Finals 2nd Leg,Athletic Bilbao,"Apr 26, 2012"
204,Atlético Madrid,Athletic Bilbao,3,0,HomeTeam,Final,Atlético Madrid,"May 9, 2012"
