,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,FC Saburtalo,Dinamo Batumi,1,0,HomeTeam,1.Matchday,"Mar 1, 2019"
1,FC Locomotive Tbilisi,FC Rustavi,4,1,HomeTeam,1.Matchday,"Mar 2, 2019"
2,Torpedo Kutaisi,Sioni Bolnisi,3,2,HomeTeam,1.Matchday,"Mar 2, 2019"
3,Dinamo Tbilisi,Chikhura Sachkhere,2,0,HomeTeam,1.Matchday,"Mar 3, 2019"
4,FC Dila Gori,WIT Georgia Tbilisi,0,1,AwayTeam,1.Matchday,"Mar 3, 2019"
5,FC Locomotive Tbilisi,FC Saburtalo,1,3,AwayTeam,2.Matchday,"Mar 5, 2019"
6,Dinamo Batumi,Torpedo Kutaisi,0,2,AwayTeam,2.Matchday,"Mar 5, 2019"
7,Sioni Bolnisi,Dinamo Tbilisi,2,1,HomeTeam,2.Matchday,"Mar 6, 2019"
8,FC Rustavi,WIT Georgia Tbilisi,0,0,Draw,2.Matchday,"Mar 6, 2019"
9,Chikhura Sachkhere,FC Dila Gori,1,1,Draw,2.Matchday,"Mar 6, 2019"
10,Torpedo Kutaisi,FC Locomotive Tbilisi,0,2,AwayTeam,3.Matchday,"Mar 9, 2019"
11,FC Saburtalo,FC Rustavi,2,1,HomeTeam,3.Matchday,"Mar 10, 2019"
12,Dinamo Tbilisi,Dinamo Batumi,0,1,AwayTeam,3.Matchday,"Mar 10, 2019"
13,WIT Georgia Tbilisi,Chikhura Sachkhere,1,1,Draw,3.Matchday,"Mar 11, 2019"
14,FC Dila Gori,Sioni Bolnisi,0,0,Draw,3.Matchday,"Mar 11, 2019"
15,FC Saburtalo,Torpedo Kutaisi,3,0,HomeTeam,4.Matchday,"Mar 15, 2019"
16,FC Rustavi,Chikhura Sachkhere,1,1,Draw,4.Matchday,"Mar 16, 2019"
17,Dinamo Batumi,FC Dila Gori,1,0,HomeTeam,4.Matchday,"Mar 16, 2019"
18,Sioni Bolnisi,WIT Georgia Tbilisi,1,0,HomeTeam,4.Matchday,"Mar 17, 2019"
19,FC Locomotive Tbilisi,Dinamo Tbilisi,0,4,AwayTeam,4.Matchday,"Mar 17, 2019"
20,Chikhura Sachkhere,Sioni Bolnisi,5,0,HomeTeam,5.Matchday,"Mar 30, 2019"
21,FC Dila Gori,FC Locomotive Tbilisi,3,1,HomeTeam,5.Matchday,"Mar 30, 2019"
22,WIT Georgia Tbilisi,Dinamo Batumi,0,1,AwayTeam,5.Matchday,"Mar 30, 2019"
23,Torpedo Kutaisi,FC Rustavi,2,0,HomeTeam,5.Matchday,"Mar 31, 2019"
24,Dinamo Tbilisi,FC Saburtalo,4,2,HomeTeam,5.Matchday,"Mar 31, 2019"
25,FC Locomotive Tbilisi,WIT Georgia Tbilisi,0,1,AwayTeam,6.Matchday,"Apr 2, 2019"
26,Dinamo Batumi,Chikhura Sachkhere,0,0,Draw,6.Matchday,"Apr 2, 2019"
27,Torpedo Kutaisi,Dinamo Tbilisi,0,0,Draw,6.Matchday,"Apr 3, 2019"
28,FC Rustavi,Sioni Bolnisi,1,1,Draw,6.Matchday,"Apr 3, 2019"
29,FC Saburtalo,FC Dila Gori,2,1,HomeTeam,6.Matchday,"Apr 3, 2019"
30,Chikhura Sachkhere,FC Locomotive Tbilisi,1,0,HomeTeam,7.Matchday,"Apr 6, 2019"
31,Sioni Bolnisi,Dinamo Batumi,2,4,AwayTeam,7.Matchday,"Apr 7, 2019"
32,Dinamo Tbilisi,FC Rustavi,3,1,HomeTeam,7.Matchday,"Apr 7, 2019"
33,FC Dila Gori,Torpedo Kutaisi,0,2,AwayTeam,7.Matchday,"Apr 7, 2019"
34,WIT Georgia Tbilisi,FC Saburtalo,0,3,AwayTeam,7.Matchday,"Apr 8, 2019"
35,FC Locomotive Tbilisi,Sioni Bolnisi,1,2,AwayTeam,8.Matchday,"Apr 12, 2019"
36,Dinamo Tbilisi,FC Dila Gori,1,0,HomeTeam,8.Matchday,"Apr 12, 2019"
37,Torpedo Kutaisi,WIT Georgia Tbilisi,2,1,HomeTeam,8.Matchday,"Apr 13, 2019"
38,FC Rustavi,Dinamo Batumi,0,2,AwayTeam,8.Matchday,"Apr 13, 2019"
39,FC Saburtalo,Chikhura Sachkhere,2,3,AwayTeam,8.Matchday,"Apr 13, 2019"
40,Sioni Bolnisi,FC Saburtalo,2,3,AwayTeam,9.Matchday,"Apr 20, 2019"
41,FC Dila Gori,FC Rustavi,2,1,HomeTeam,9.Matchday,"Apr 20, 2019"
42,Dinamo Batumi,FC Locomotive Tbilisi,2,1,HomeTeam,9.Matchday,"Apr 20, 2019"
43,Chikhura Sachkhere,Torpedo Kutaisi,0,0,Draw,9.Matchday,"Apr 21, 2019"
44,WIT Georgia Tbilisi,Dinamo Tbilisi,1,0,HomeTeam,9.Matchday,"Apr 21, 2019"
45,FC Rustavi,FC Locomotive Tbilisi,0,2,AwayTeam,10.Matchday,"Apr 24, 2019"
46,Dinamo Batumi,FC Saburtalo,4,2,HomeTeam,10.Matchday,"Apr 24, 2019"
47,Sioni Bolnisi,Torpedo Kutaisi,2,1,HomeTeam,10.Matchday,"Apr 25, 2019"
48,Chikhura Sachkhere,Dinamo Tbilisi,2,2,Draw,10.Matchday,"Apr 25, 2019"
49,WIT Georgia Tbilisi,FC Dila Gori,0,1,AwayTeam,10.Matchday,"Apr 25, 2019"
50,WIT Georgia Tbilisi,FC Rustavi,2,3,AwayTeam,11.Matchday,"May 4, 2019"
51,Torpedo Kutaisi,Dinamo Batumi,3,2,HomeTeam,11.Matchday,"May 4, 2019"
52,Dinamo Tbilisi,Sioni Bolnisi,5,1,HomeTeam,11.Matchday,"May 4, 2019"
53,FC Dila Gori,Chikhura Sachkhere,2,0,HomeTeam,11.Matchday,"May 5, 2019"
54,FC Saburtalo,FC Locomotive Tbilisi,1,0,HomeTeam,11.Matchday,"May 5, 2019"
55,FC Locomotive Tbilisi,Torpedo Kutaisi,1,3,AwayTeam,12.Matchday,"May 10, 2019"
56,FC Rustavi,FC Saburtalo,3,1,HomeTeam,12.Matchday,"May 10, 2019"
57,Sioni Bolnisi,FC Dila Gori,2,1,HomeTeam,12.Matchday,"May 11, 2019"
58,Chikhura Sachkhere,WIT Georgia Tbilisi,1,0,HomeTeam,12.Matchday,"May 11, 2019"
59,Dinamo Batumi,Dinamo Tbilisi,3,2,HomeTeam,12.Matchday,"May 11, 2019"
60,Torpedo Kutaisi,FC Saburtalo,2,3,AwayTeam,13.Matchday,"May 14, 2019"
61,WIT Georgia Tbilisi,Sioni Bolnisi,0,1,AwayTeam,13.Matchday,"May 14, 2019"
62,Chikhura Sachkhere,FC Rustavi,0,0,Draw,13.Matchday,"May 15, 2019"
63,FC Dila Gori,Dinamo Batumi,1,0,HomeTeam,13.Matchday,"May 15, 2019"
64,Dinamo Tbilisi,FC Locomotive Tbilisi,1,3,AwayTeam,13.Matchday,"May 15, 2019"
65,Sioni Bolnisi,Chikhura Sachkhere,0,5,AwayTeam,14.Matchday,"May 19, 2019"
66,FC Locomotive Tbilisi,FC Dila Gori,1,0,HomeTeam,14.Matchday,"May 19, 2019"
67,Dinamo Batumi,WIT Georgia Tbilisi,2,0,HomeTeam,14.Matchday,"May 19, 2019"
