,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,UTA Arad,Farul Constanta,1,1,Draw,1.Matchday,"Jul 28, 2006"
1,Ceahlaul Piatra Neamt,Gloria Bistrita,1,0,HomeTeam,1.Matchday,"Jul 28, 2006"
2,Universitatea Craiova,FC Vaslui,0,0,Draw,1.Matchday,"Jul 29, 2006"
3,Unirea Urziceni,Politehnica Iasi,0,2,AwayTeam,1.Matchday,"Jul 29, 2006"
4,Politehnica Timisoara,Steaua Bukarest,0,0,Draw,1.Matchday,"Jul 29, 2006"
5,Otelul Galati,CFR Cluj,1,3,AwayTeam,1.Matchday,"Jul 30, 2006"
6,Pandurii Targu Jiu,FC Rapid 1923,1,1,Draw,1.Matchday,"Jul 30, 2006"
7,Jiul Petrosani,FC Arges Pitesti,0,1,AwayTeam,1.Matchday,"Jul 30, 2006"
8,FC National Bukarest,Dinamo Bukarest,1,2,AwayTeam,1.Matchday,"Jul 30, 2006"
9,Gloria Bistrita,FC National Bukarest,2,0,HomeTeam,2.Matchday,"Aug 4, 2006"
10,Farul Constanta,Otelul Galati,3,1,HomeTeam,2.Matchday,"Aug 4, 2006"
11,FC Arges Pitesti,Politehnica Timisoara,0,2,AwayTeam,2.Matchday,"Aug 5, 2006"
12,FC Vaslui,UTA Arad,2,5,AwayTeam,2.Matchday,"Aug 5, 2006"
13,FC Rapid 1923,Jiul Petrosani,1,0,HomeTeam,2.Matchday,"Aug 5, 2006"
14,Steaua Bukarest,Universitatea Craiova,3,0,HomeTeam,2.Matchday,"Aug 5, 2006"
15,Politehnica Iasi,Ceahlaul Piatra Neamt,1,0,HomeTeam,2.Matchday,"Aug 6, 2006"
16,CFR Cluj,Unirea Urziceni,4,0,HomeTeam,2.Matchday,"Aug 6, 2006"
17,Dinamo Bukarest,Pandurii Targu Jiu,1,0,HomeTeam,2.Matchday,"Aug 6, 2006"
18,Unirea Urziceni,Otelul Galati,1,0,HomeTeam,3.Matchday,"Aug 11, 2006"
