,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,FC Nordsjaelland,FC Vestsjaelland,3,2,HomeTeam,1.Matchday,"Jul 18, 2014"
1,SönderjyskE,Aalborg BK,0,0,Draw,1.Matchday,"Jul 19, 2014"
2,Odense Boldklub,Hobro IK,1,2,AwayTeam,1.Matchday,"Jul 20, 2014"
3,Silkeborg IF,FC Copenhagen,0,0,Draw,1.Matchday,"Jul 20, 2014"
4,FC Midtjylland,Bröndby IF,3,1,HomeTeam,1.Matchday,"Jul 20, 2014"
5,Esbjerg fB,Randers FC,0,1,AwayTeam,1.Matchday,"Jul 21, 2014"
6,FC Vestsjaelland,Odense Boldklub,3,1,HomeTeam,2.Matchday,"Jul 25, 2014"
7,Aalborg BK,FC Midtjylland,2,0,HomeTeam,2.Matchday,"Jul 26, 2014"
8,FC Copenhagen,FC Nordsjaelland,2,1,HomeTeam,2.Matchday,"Jul 26, 2014"
9,Randers FC,Hobro IK,2,1,HomeTeam,2.Matchday,"Jul 27, 2014"
10,Esbjerg fB,SönderjyskE,1,1,Draw,2.Matchday,"Jul 27, 2014"
11,Bröndby IF,Silkeborg IF,2,0,HomeTeam,2.Matchday,"Jul 28, 2014"
12,Silkeborg IF,SönderjyskE,0,2,AwayTeam,3.Matchday,"Aug 1, 2014"
13,FC Vestsjaelland,FC Copenhagen,2,2,Draw,3.Matchday,"Aug 2, 2014"
14,Odense Boldklub,Aalborg BK,1,1,Draw,3.Matchday,"Aug 2, 2014"
15,FC Nordsjaelland,Esbjerg fB,3,2,HomeTeam,3.Matchday,"Aug 3, 2014"
16,Hobro IK,Bröndby IF,2,0,HomeTeam,3.Matchday,"Aug 3, 2014"
17,FC Midtjylland,Randers FC,3,1,HomeTeam,3.Matchday,"Aug 4, 2014"
18,Randers FC,FC Vestsjaelland,1,0,HomeTeam,4.Matchday,"Aug 8, 2014"
19,Aalborg BK,FC Nordsjaelland,1,2,AwayTeam,4.Matchday,"Aug 9, 2014"
20,SönderjyskE,FC Midtjylland,1,3,AwayTeam,4.Matchday,"Aug 10, 2014"
21,FC Copenhagen,Hobro IK,0,3,AwayTeam,4.Matchday,"Aug 10, 2014"
22,Bröndby IF,Odense Boldklub,1,1,Draw,4.Matchday,"Aug 10, 2014"
