,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,AEL Kalloni,Iraklis Thessaloniki,0,1,AwayTeam,1.Matchday,"Aug 22, 2015"
1,Panthrakikos Komotini,Asteras Tripolis,0,2,AwayTeam,1.Matchday,"Aug 22, 2015"
2,AEK Athens,AO Platanias,3,0,HomeTeam,1.Matchday,"Aug 22, 2015"
3,Atromitos Athen,APO Levadiakos,1,0,HomeTeam,1.Matchday,"Aug 23, 2015"
4,PAE Veria,PAS Giannina,1,1,Draw,1.Matchday,"Aug 23, 2015"
5,PAOK Thessaloniki,Skoda Xanthi,0,0,Draw,1.Matchday,"Aug 23, 2015"
6,Olympiacos Piraeus,Panionios Athens,3,0,HomeTeam,1.Matchday,"Aug 23, 2015"
7,Panetolikos GFS,Panathinaikos Athens,1,2,AwayTeam,1.Matchday,"Aug 24, 2015"
8,APO Levadiakos,Olympiacos Piraeus,0,2,AwayTeam,2.Matchday,"Aug 29, 2015"
9,Panthrakikos Komotini,PAE Veria,0,2,AwayTeam,2.Matchday,"Aug 29, 2015"
10,Skoda Xanthi,AEK Athens,0,0,Draw,2.Matchday,"Aug 29, 2015"
11,Asteras Tripolis,Panetolikos GFS,0,2,AwayTeam,2.Matchday,"Aug 30, 2015"
12,Iraklis Thessaloniki,Panionios Athens,0,1,AwayTeam,2.Matchday,"Aug 30, 2015"
13,Panathinaikos Athens,AEL Kalloni,4,0,HomeTeam,2.Matchday,"Aug 30, 2015"
14,PAS Giannina,PAOK Thessaloniki,3,1,HomeTeam,2.Matchday,"Aug 30, 2015"
15,AO Platanias,Atromitos Athen,1,2,AwayTeam,2.Matchday,"Aug 31, 2015"
16,AEL Kalloni,Asteras Tripolis,1,1,Draw,3.Matchday,"Sep 12, 2015"
17,PAE Veria,PAOK Thessaloniki,0,3,AwayTeam,3.Matchday,"Sep 12, 2015"
18,Olympiacos Piraeus,AO Platanias,3,1,HomeTeam,3.Matchday,"Sep 12, 2015"
19,AEK Athens,PAS Giannina,3,1,HomeTeam,3.Matchday,"Sep 13, 2015"
20,Atromitos Athen,Skoda Xanthi,0,1,AwayTeam,3.Matchday,"Sep 13, 2015"
21,Panetolikos GFS,Panthrakikos Komotini,1,0,HomeTeam,3.Matchday,"Sep 13, 2015"
22,Panionios Athens,Panathinaikos Athens,1,0,HomeTeam,3.Matchday,"Sep 13, 2015"
23,Iraklis Thessaloniki,APO Levadiakos,0,1,AwayTeam,3.Matchday,"Sep 14, 2015"
24,Panetolikos GFS,PAE Veria,1,1,Draw,4.Matchday,"Sep 22, 2015"
25,AO Platanias,Iraklis Thessaloniki,0,0,Draw,4.Matchday,"Sep 22, 2015"
26,Skoda Xanthi,Olympiacos Piraeus,1,3,AwayTeam,4.Matchday,"Sep 22, 2015"
27,Panathinaikos Athens,APO Levadiakos,3,0,HomeTeam,4.Matchday,"Sep 23, 2015"
28,Asteras Tripolis,Panionios Athens,2,1,HomeTeam,4.Matchday,"Sep 23, 2015"
29,Panthrakikos Komotini,AEL Kalloni,0,0,Draw,4.Matchday,"Sep 23, 2015"
30,PAS Giannina,Atromitos Athen,1,0,HomeTeam,4.Matchday,"Sep 23, 2015"
31,PAOK Thessaloniki,AEK Athens,2,1,HomeTeam,4.Matchday,"Sep 23, 2015"
32,AEL Kalloni,Panetolikos GFS,5,1,HomeTeam,5.Matchday,"Sep 26, 2015"
33,Iraklis Thessaloniki,Skoda Xanthi,1,1,Draw,5.Matchday,"Sep 26, 2015"
34,Olympiacos Piraeus,PAS Giannina,5,1,HomeTeam,5.Matchday,"Sep 26, 2015"
35,Panathinaikos Athens,AO Platanias,1,0,HomeTeam,5.Matchday,"Sep 27, 2015"
36,APO Levadiakos,Asteras Tripolis,2,1,HomeTeam,5.Matchday,"Sep 27, 2015"
37,Panionios Athens,Panthrakikos Komotini,1,1,Draw,5.Matchday,"Sep 27, 2015"
38,Atromitos Athen,PAOK Thessaloniki,1,2,AwayTeam,5.Matchday,"Sep 27, 2015"
39,PAE Veria,AEK Athens,1,2,AwayTeam,5.Matchday,"Sep 28, 2015"
40,Panthrakikos Komotini,APO Levadiakos,1,3,AwayTeam,6.Matchday,"Oct 3, 2015"
41,Panetolikos GFS,Panionios Athens,1,5,AwayTeam,6.Matchday,"Oct 3, 2015"
42,Skoda Xanthi,Panathinaikos Athens,0,1,AwayTeam,6.Matchday,"Oct 3, 2015"
43,AEK Athens,Atromitos Athen,1,0,HomeTeam,6.Matchday,"Oct 4, 2015"
44,AEL Kalloni,PAE Veria,0,1,AwayTeam,6.Matchday,"Oct 4, 2015"
45,PAS Giannina,Iraklis Thessaloniki,2,2,Draw,6.Matchday,"Oct 4, 2015"
