,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,SK Tavriya Simferopol,Nyva Ternopil,3,0,HomeTeam,1.Matchday,"Jul 12, 2000"
1,Stal Alchevsk,ZSKA Kyiv,1,2,AwayTeam,1.Matchday,"Jul 12, 2000"
2,Shakhtar Donetsk,MetallurgDonetsk,3,0,HomeTeam,1.Matchday,"Jul 12, 2000"
3,Metalist Kharkiv,Vorskla Poltava,3,1,HomeTeam,1.Matchday,"Jul 12, 2000"
4,Kryvbas Kryvyi Rig,Karpaty Lviv,5,2,HomeTeam,1.Matchday,"Jul 12, 2000"
5,Metalurg Mariupol,Metalurg Zaporizhya,3,1,HomeTeam,1.Matchday,"Jul 12, 2000"
6,Dnipro Dnipropetrovsk,Dynamo Kyiv,1,1,Draw,1.Matchday,"Jul 12, 2000"
7,Dynamo Kyiv,SK Tavriya Simferopol,3,0,HomeTeam,2.Matchday,"Jul 16, 2000"
8,Nyva Ternopil,Stal Alchevsk,0,0,Draw,2.Matchday,"Jul 16, 2000"
9,ZSKA Kyiv,Shakhtar Donetsk,1,0,HomeTeam,2.Matchday,"Jul 16, 2000"
10,MetallurgDonetsk,Metalist Kharkiv,2,1,HomeTeam,2.Matchday,"Jul 16, 2000"
11,Vorskla Poltava,Kryvbas Kryvyi Rig,0,1,AwayTeam,2.Matchday,"Jul 16, 2000"
12,Karpaty Lviv,Metalurg Mariupol,3,0,HomeTeam,2.Matchday,"Jul 16, 2000"
13,Metalurg Zaporizhya,Dnipro Dnipropetrovsk,1,2,AwayTeam,2.Matchday,"Jul 16, 2000"
14,SK Tavriya Simferopol,Stal Alchevsk,3,2,HomeTeam,3.Matchday,"Jul 22, 2000"
15,Shakhtar Donetsk,Nyva Ternopil,2,1,HomeTeam,3.Matchday,"Jul 22, 2000"
16,Metalist Kharkiv,ZSKA Kyiv,0,0,Draw,3.Matchday,"Jul 22, 2000"
17,Kryvbas Kryvyi Rig,MetallurgDonetsk,3,2,HomeTeam,3.Matchday,"Jul 22, 2000"
18,Metalurg Mariupol,Vorskla Poltava,1,0,HomeTeam,3.Matchday,"Jul 22, 2000"
19,Dnipro Dnipropetrovsk,Karpaty Lviv,1,0,HomeTeam,3.Matchday,"Jul 22, 2000"
20,Dynamo Kyiv,Metalurg Zaporizhya,2,1,HomeTeam,3.Matchday,"Jul 22, 2000"
21,Metalurg Zaporizhya,SK Tavriya Simferopol,0,2,AwayTeam,4.Matchday,"Jul 30, 2000"
22,Stal Alchevsk,Shakhtar Donetsk,2,5,AwayTeam,4.Matchday,"Jul 30, 2000"
23,Nyva Ternopil,Metalist Kharkiv,1,1,Draw,4.Matchday,"Jul 30, 2000"
24,ZSKA Kyiv,Kryvbas Kryvyi Rig,1,1,Draw,4.Matchday,"Jul 30, 2000"
25,MetallurgDonetsk,Metalurg Mariupol,1,0,HomeTeam,4.Matchday,"Jul 30, 2000"
26,Vorskla Poltava,Dnipro Dnipropetrovsk,0,1,AwayTeam,4.Matchday,"Jul 30, 2000"
27,Karpaty Lviv,Dynamo Kyiv,2,0,HomeTeam,4.Matchday,"Jul 30, 2000"
28,Metalist Kharkiv,Stal Alchevsk,2,0,HomeTeam,5.Matchday,"Aug 5, 2000"
29,Kryvbas Kryvyi Rig,Nyva Ternopil,0,1,AwayTeam,5.Matchday,"Aug 5, 2000"
30,Metalurg Mariupol,ZSKA Kyiv,1,1,Draw,5.Matchday,"Aug 5, 2000"
31,Dnipro Dnipropetrovsk,MetallurgDonetsk,0,1,AwayTeam,5.Matchday,"Aug 5, 2000"
32,Dynamo Kyiv,Vorskla Poltava,2,1,HomeTeam,5.Matchday,"Aug 5, 2000"
33,Metalurg Zaporizhya,Karpaty Lviv,1,0,HomeTeam,5.Matchday,"Aug 5, 2000"
34,SK Tavriya Simferopol,Shakhtar Donetsk,0,0,Draw,5.Matchday,"Nov 15, 2000"
35,Karpaty Lviv,SK Tavriya Simferopol,4,1,HomeTeam,6.Matchday,"Aug 13, 2000"
36,Stal Alchevsk,Kryvbas Kryvyi Rig,1,0,HomeTeam,6.Matchday,"Aug 13, 2000"
