,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
50,Aalborg BK,Manchester United,0,3,AwayTeam,Group E,-,"Sep 30, 2008"
51,Villarreal CF,Celtic FC,1,0,HomeTeam,Group E,-,"Sep 30, 2008"
52,Villarreal CF,Aalborg BK,6,3,HomeTeam,Group E,-,"Oct 21, 2008"
53,Manchester United,Celtic FC,3,0,HomeTeam,Group E,-,"Oct 21, 2008"
54,Aalborg BK,Villarreal CF,2,2,Draw,Group E,-,"Nov 5, 2008"
55,Celtic FC,Manchester United,1,1,Draw,Group E,-,"Nov 5, 2008"
56,Aalborg BK,Celtic FC,2,1,HomeTeam,Group E,-,"Nov 25, 2008"
57,Villarreal CF,Manchester United,0,0,Draw,Group E,-,"Nov 25, 2008"
58,Celtic FC,Villarreal CF,2,0,HomeTeam,Group E,-,"Dec 10, 2008"
59,Manchester United,Aalborg BK,2,2,Draw,Group E,-,"Dec 10, 2008"
60,Olympique Lyon,ACF Fiorentina,2,2,Draw,Group F,-,"Sep 17, 2008"
61,Steaua Bukarest,Bayern Munich,0,1,AwayTeam,Group F,-,"Sep 17, 2008"
62,ACF Fiorentina,Steaua Bukarest,0,0,Draw,Group F,-,"Sep 30, 2008"
63,Bayern Munich,Olympique Lyon,1,1,Draw,Group F,-,"Sep 30, 2008"
64,Steaua Bukarest,Olympique Lyon,3,5,AwayTeam,Group F,-,"Oct 21, 2008"
65,Bayern Munich,ACF Fiorentina,3,0,HomeTeam,Group F,-,"Oct 21, 2008"
66,ACF Fiorentina,Bayern Munich,1,1,Draw,Group F,-,"Nov 5, 2008"
67,Olympique Lyon,Steaua Bukarest,2,0,HomeTeam,Group F,-,"Nov 5, 2008"
68,ACF Fiorentina,Olympique Lyon,1,2,AwayTeam,Group F,-,"Nov 25, 2008"
69,Bayern Munich,Steaua Bukarest,3,0,HomeTeam,Group F,-,"Nov 25, 2008"
70,Steaua Bukarest,ACF Fiorentina,0,1,AwayTeam,Group F,-,"Dec 10, 2008"
71,Olympique Lyon,Bayern Munich,2,3,AwayTeam,Group F,-,"Dec 10, 2008"
72,FC Porto,Fenerbahce SK,3,1,HomeTeam,Group G,-,"Sep 17, 2008"
73,Dynamo Kyiv,Arsenal FC,1,1,Draw,Group G,-,"Sep 17, 2008"
74,Fenerbahce SK,Dynamo Kyiv,0,0,Draw,Group G,-,"Sep 30, 2008"
75,Arsenal FC,FC Porto,4,0,HomeTeam,Group G,-,"Sep 30, 2008"
76,Fenerbahce SK,Arsenal FC,2,5,AwayTeam,Group G,-,"Oct 21, 2008"
77,FC Porto,Dynamo Kyiv,0,1,AwayTeam,Group G,-,"Oct 21, 2008"
78,Dynamo Kyiv,FC Porto,1,2,AwayTeam,Group G,-,"Nov 5, 2008"
79,Arsenal FC,Fenerbahce SK,0,0,Draw,Group G,-,"Nov 5, 2008"
80,Fenerbahce SK,FC Porto,1,2,AwayTeam,Group G,-,"Nov 25, 2008"
81,Arsenal FC,Dynamo Kyiv,1,0,HomeTeam,Group G,-,"Nov 25, 2008"
82,Dynamo Kyiv,Fenerbahce SK,1,0,HomeTeam,Group G,-,"Dec 10, 2008"
83,FC Porto,Arsenal FC,2,0,HomeTeam,Group G,-,"Dec 10, 2008"
84,Real Madrid,BATE Borisov,2,0,HomeTeam,Group H,-,"Sep 17, 2008"
85,Juventus FC,Zenit St. Petersburg,1,0,HomeTeam,Group H,-,"Sep 17, 2008"
86,Zenit St. Petersburg,Real Madrid,1,2,AwayTeam,Group H,-,"Sep 30, 2008"
87,BATE Borisov,Juventus FC,2,2,Draw,Group H,-,"Sep 30, 2008"
88,Zenit St. Petersburg,BATE Borisov,1,1,Draw,Group H,-,"Oct 21, 2008"
89,Juventus FC,Real Madrid,2,1,HomeTeam,Group H,-,"Oct 21, 2008"
90,BATE Borisov,Zenit St. Petersburg,0,2,AwayTeam,Group H,-,"Nov 5, 2008"
91,Real Madrid,Juventus FC,0,2,AwayTeam,Group H,-,"Nov 5, 2008"
92,Zenit St. Petersburg,Juventus FC,0,0,Draw,Group H,-,"Nov 25, 2008"
93,BATE Borisov,Real Madrid,0,1,AwayTeam,Group H,-,"Nov 25, 2008"
94,Juventus FC,BATE Borisov,0,0,Draw,Group H,-,"Dec 10, 2008"
95,Real Madrid,Zenit St. Petersburg,3,0,HomeTeam,Group H,-,"Dec 10, 2008"
96,Atlético Madrid,FC Porto,2,2,Draw,last 16 1st leg,-,"Feb 24, 2009"
97,FC Internazionale,Manchester United,0,0,Draw,last 16 1st leg,-,"Feb 24, 2009"
98,Olympique Lyon,FC Barcelona,1,1,Draw,last 16 1st leg,-,"Feb 24, 2009"
99,Arsenal FC,AS Roma,1,0,HomeTeam,last 16 1st leg,-,"Feb 24, 2009"
100,Real Madrid,Liverpool FC,0,1,AwayTeam,last 16 1st leg,-,"Feb 25, 2009"
101,Villarreal CF,Panathinaikos Athens,1,1,Draw,last 16 1st leg,-,"Feb 25, 2009"
102,Sporting CP,Bayern Munich,0,5,AwayTeam,last 16 1st leg,-,"Feb 25, 2009"
103,Chelsea FC,Juventus FC,1,0,HomeTeam,last 16 1st leg,-,"Feb 25, 2009"
104,Liverpool FC,Real Madrid,4,0,HomeTeam,last 16 2nd leg,Liverpool FC,"Mar 10, 2009"
105,Panathinaikos Athens,Villarreal CF,1,2,AwayTeam,last 16 2nd leg,Villarreal CF,"Mar 10, 2009"
106,Bayern Munich,Sporting CP,7,1,HomeTeam,last 16 2nd leg,Bayern Munich,"Mar 10, 2009"
107,Juventus FC,Chelsea FC,2,2,Draw,last 16 2nd leg,Chelsea FC,"Mar 10, 2009"
108,FC Porto,Atlético Madrid,0,0,Draw,last 16 2nd leg,FC Porto,"Mar 11, 2009"
109,Manchester United,FC Internazionale,2,0,HomeTeam,last 16 2nd leg,Manchester United,"Mar 11, 2009"
110,FC Barcelona,Olympique Lyon,5,2,HomeTeam,last 16 2nd leg,FC Barcelona,"Mar 11, 2009"
111,AS Roma,Arsenal FC,7,7,Draw,last 16 2nd leg,-,"Mar 11, 2009"
112,Villarreal CF,Arsenal FC,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 7, 2009"
113,Manchester United,FC Porto,2,2,Draw,Quarter-Finals 1st leg,-,"Apr 7, 2009"
114,FC Barcelona,Bayern Munich,4,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 8, 2009"
115,Liverpool FC,Chelsea FC,1,3,AwayTeam,Quarter-Finals 1st leg,-,"Apr 8, 2009"
116,Bayern Munich,FC Barcelona,1,1,Draw,Quarter-Finals 2nd leg,FC Barcelona,"Apr 14, 2009"
117,Chelsea FC,Liverpool FC,4,4,Draw,Quarter-Finals 2nd leg,Chelsea FC,"Apr 14, 2009"
118,Arsenal FC,Villarreal CF,3,0,HomeTeam,Quarter-Finals 2nd leg,Arsenal FC,"Apr 15, 2009"
119,FC Porto,Manchester United,0,1,AwayTeam,Quarter-Finals 2nd leg,Manchester United,"Apr 15, 2009"
120,FC Barcelona,Chelsea FC,0,0,Draw,Semi-Finals 1st Leg,-,"Apr 28, 2009"
121,Manchester United,Arsenal FC,1,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 29, 2009"
122,Arsenal FC,Manchester United,1,3,AwayTeam,Semi-Finals 2nd Leg,Manchester United,"May 5, 2009"
123,Chelsea FC,FC Barcelona,1,1,Draw,Semi-Finals 2nd Leg,FC Barcelona,"May 6, 2009"
124,FC Barcelona,Manchester United,2,0,HomeTeam,Final,FC Barcelona,"May 27, 2009"
