,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Maccabi Haifa,Bayern Munich,0,3,AwayTeam,Group A,-,"Sep 15, 2009"
1,Juventus FC,FC Girondins Bordeaux,1,1,Draw,Group A,-,"Sep 15, 2009"
2,FC Girondins Bordeaux,Maccabi Haifa,1,0,HomeTeam,Group A,-,"Sep 30, 2009"
3,Bayern Munich,Juventus FC,0,0,Draw,Group A,-,"Sep 30, 2009"
4,Juventus FC,Maccabi Haifa,1,0,HomeTeam,Group A,-,"Oct 21, 2009"
5,FC Girondins Bordeaux,Bayern Munich,2,1,HomeTeam,Group A,-,"Oct 21, 2009"
6,Bayern Munich,FC Girondins Bordeaux,0,2,AwayTeam,Group A,-,"Nov 3, 2009"
7,Maccabi Haifa,Juventus FC,0,1,AwayTeam,Group A,-,"Nov 3, 2009"
8,Bayern Munich,Maccabi Haifa,1,0,HomeTeam,Group A,-,"Nov 25, 2009"
9,FC Girondins Bordeaux,Juventus FC,2,0,HomeTeam,Group A,-,"Nov 25, 2009"
10,Maccabi Haifa,FC Girondins Bordeaux,0,1,AwayTeam,Group A,-,"Dec 8, 2009"
11,Juventus FC,Bayern Munich,1,4,AwayTeam,Group A,-,"Dec 8, 2009"
12,Besiktas JK,Manchester United,0,1,AwayTeam,Group B,-,"Sep 15, 2009"
13,VfL Wolfsburg,CSKA Moscow,3,1,HomeTeam,Group B,-,"Sep 15, 2009"
14,CSKA Moscow,Besiktas JK,2,1,HomeTeam,Group B,-,"Sep 30, 2009"
15,Manchester United,VfL Wolfsburg,2,1,HomeTeam,Group B,-,"Sep 30, 2009"
16,VfL Wolfsburg,Besiktas JK,0,0,Draw,Group B,-,"Oct 21, 2009"
17,CSKA Moscow,Manchester United,0,1,AwayTeam,Group B,-,"Oct 21, 2009"
18,Besiktas JK,VfL Wolfsburg,0,3,AwayTeam,Group B,-,"Nov 3, 2009"
19,Manchester United,CSKA Moscow,3,3,Draw,Group B,-,"Nov 3, 2009"
20,CSKA Moscow,VfL Wolfsburg,2,1,HomeTeam,Group B,-,"Nov 25, 2009"
21,Manchester United,Besiktas JK,0,1,AwayTeam,Group B,-,"Nov 25, 2009"
22,Besiktas JK,CSKA Moscow,1,2,AwayTeam,Group B,-,"Dec 8, 2009"
23,VfL Wolfsburg,Manchester United,1,3,AwayTeam,Group B,-,"Dec 8, 2009"
24,FC Zürich,Real Madrid,2,5,AwayTeam,Group C,-,"Sep 15, 2009"
25,Olympique Marseille,AC Milan,1,2,AwayTeam,Group C,-,"Sep 15, 2009"
26,AC Milan,FC Zürich,0,1,AwayTeam,Group C,-,"Sep 30, 2009"
27,Real Madrid,Olympique Marseille,3,0,HomeTeam,Group C,-,"Sep 30, 2009"
28,FC Zürich,Olympique Marseille,0,1,AwayTeam,Group C,-,"Oct 21, 2009"
29,Real Madrid,AC Milan,2,3,AwayTeam,Group C,-,"Oct 21, 2009"
30,Olympique Marseille,FC Zürich,6,1,HomeTeam,Group C,-,"Nov 3, 2009"
31,AC Milan,Real Madrid,1,1,Draw,Group C,-,"Nov 3, 2009"
32,AC Milan,Olympique Marseille,1,1,Draw,Group C,-,"Nov 25, 2009"
33,Real Madrid,FC Zürich,1,0,HomeTeam,Group C,-,"Nov 25, 2009"
34,FC Zürich,AC Milan,1,1,Draw,Group C,-,"Dec 8, 2009"
35,Olympique Marseille,Real Madrid,1,3,AwayTeam,Group C,-,"Dec 8, 2009"
