,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Fenerbahce SK,Molde FK,1,3,AwayTeam,Group A,-,"Sep 17, 2015"
1,Ajax Amsterdam,Celtic FC,2,2,Draw,Group A,-,"Sep 17, 2015"
2,Molde FK,Ajax Amsterdam,1,1,Draw,Group A,-,"Oct 1, 2015"
3,Celtic FC,Fenerbahce SK,2,2,Draw,Group A,-,"Oct 1, 2015"
4,Fenerbahce SK,Ajax Amsterdam,1,0,HomeTeam,Group A,-,"Oct 22, 2015"
5,Molde FK,Celtic FC,3,1,HomeTeam,Group A,-,"Oct 22, 2015"
6,Ajax Amsterdam,Fenerbahce SK,0,0,Draw,Group A,-,"Nov 5, 2015"
7,Celtic FC,Molde FK,1,2,AwayTeam,Group A,-,"Nov 5, 2015"
8,Celtic FC,Ajax Amsterdam,1,2,AwayTeam,Group A,-,"Nov 26, 2015"
9,Molde FK,Fenerbahce SK,0,2,AwayTeam,Group A,-,"Nov 26, 2015"
10,Ajax Amsterdam,Molde FK,1,1,Draw,Group A,-,"Dec 10, 2015"
11,Fenerbahce SK,Celtic FC,1,1,Draw,Group A,-,"Dec 10, 2015"
12,FC Girondins Bordeaux,Liverpool FC,1,1,Draw,Group B,-,"Sep 17, 2015"
13,FC Sion,Rubin Kazan,2,1,HomeTeam,Group B,-,"Sep 17, 2015"
14,Liverpool FC,FC Sion,1,1,Draw,Group B,-,"Oct 1, 2015"
15,Rubin Kazan,FC Girondins Bordeaux,0,0,Draw,Group B,-,"Oct 1, 2015"
16,FC Girondins Bordeaux,FC Sion,0,1,AwayTeam,Group B,-,"Oct 22, 2015"
17,Liverpool FC,Rubin Kazan,1,1,Draw,Group B,-,"Oct 22, 2015"
18,FC Sion,FC Girondins Bordeaux,1,1,Draw,Group B,-,"Nov 5, 2015"
19,Rubin Kazan,Liverpool FC,0,1,AwayTeam,Group B,-,"Nov 5, 2015"
20,Rubin Kazan,FC Sion,2,0,HomeTeam,Group B,-,"Nov 26, 2015"
21,Liverpool FC,FC Girondins Bordeaux,2,1,HomeTeam,Group B,-,"Nov 26, 2015"
22,FC Sion,Liverpool FC,0,0,Draw,Group B,-,"Dec 10, 2015"
23,FC Girondins Bordeaux,Rubin Kazan,2,2,Draw,Group B,-,"Dec 10, 2015"
24,FK Qabala,PAOK Thessaloniki,0,0,Draw,Group C,-,"Sep 17, 2015"
25,Borussia Dortmund,FK Krasnodar,2,1,HomeTeam,Group C,-,"Sep 17, 2015"
26,PAOK Thessaloniki,Borussia Dortmund,1,1,Draw,Group C,-,"Oct 1, 2015"
27,FK Krasnodar,FK Qabala,2,1,HomeTeam,Group C,-,"Oct 1, 2015"
28,FK Qabala,Borussia Dortmund,1,3,AwayTeam,Group C,-,"Oct 22, 2015"
29,PAOK Thessaloniki,FK Krasnodar,0,0,Draw,Group C,-,"Oct 22, 2015"
30,FK Krasnodar,PAOK Thessaloniki,2,1,HomeTeam,Group C,-,"Nov 5, 2015"
31,Borussia Dortmund,FK Qabala,4,0,HomeTeam,Group C,-,"Nov 5, 2015"
32,FK Krasnodar,Borussia Dortmund,1,0,HomeTeam,Group C,-,"Nov 26, 2015"
33,PAOK Thessaloniki,FK Qabala,0,0,Draw,Group C,-,"Nov 26, 2015"
34,Borussia Dortmund,PAOK Thessaloniki,0,1,AwayTeam,Group C,-,"Dec 10, 2015"
35,FK Qabala,FK Krasnodar,0,3,AwayTeam,Group C,-,"Dec 10, 2015"
36,SSC Napoli,Club Brugge KV,5,0,HomeTeam,Group D,-,"Sep 17, 2015"
37,FC Midtjylland,Legia Warszawa,1,0,HomeTeam,Group D,-,"Sep 17, 2015"
38,Legia Warszawa,SSC Napoli,0,2,AwayTeam,Group D,-,"Oct 1, 2015"
39,Club Brugge KV,FC Midtjylland,1,3,AwayTeam,Group D,-,"Oct 1, 2015"
40,FC Midtjylland,SSC Napoli,1,4,AwayTeam,Group D,-,"Oct 22, 2015"
41,Legia Warszawa,Club Brugge KV,1,1,Draw,Group D,-,"Oct 22, 2015"
42,Club Brugge KV,Legia Warszawa,1,0,HomeTeam,Group D,-,"Nov 5, 2015"
43,SSC Napoli,FC Midtjylland,5,0,HomeTeam,Group D,-,"Nov 5, 2015"
44,Legia Warszawa,FC Midtjylland,1,0,HomeTeam,Group D,-,"Nov 26, 2015"
45,Club Brugge KV,SSC Napoli,0,1,AwayTeam,Group D,-,"Nov 26, 2015"
46,FC Midtjylland,Club Brugge KV,1,1,Draw,Group D,-,"Dec 10, 2015"
47,SSC Napoli,Legia Warszawa,5,2,HomeTeam,Group D,-,"Dec 10, 2015"
48,Rapid Vienna,Villarreal CF,2,1,HomeTeam,Group E,-,"Sep 17, 2015"
49,FC Viktoria Plzen,Dinamo Minsk,2,0,HomeTeam,Group E,-,"Sep 17, 2015"
50,Villarreal CF,FC Viktoria Plzen,1,0,HomeTeam,Group E,-,"Oct 1, 2015"
51,Dinamo Minsk,Rapid Vienna,0,1,AwayTeam,Group E,-,"Oct 1, 2015"
52,Rapid Vienna,FC Viktoria Plzen,3,2,HomeTeam,Group E,-,"Oct 22, 2015"
53,Villarreal CF,Dinamo Minsk,4,0,HomeTeam,Group E,-,"Oct 22, 2015"
54,FC Viktoria Plzen,Rapid Vienna,1,2,AwayTeam,Group E,-,"Nov 5, 2015"
55,Dinamo Minsk,Villarreal CF,1,2,AwayTeam,Group E,-,"Nov 5, 2015"
56,Dinamo Minsk,FC Viktoria Plzen,1,0,HomeTeam,Group E,-,"Nov 26, 2015"
57,Villarreal CF,Rapid Vienna,1,0,HomeTeam,Group E,-,"Nov 26, 2015"
58,FC Viktoria Plzen,Villarreal CF,3,3,Draw,Group E,-,"Dec 10, 2015"
59,Rapid Vienna,Dinamo Minsk,2,1,HomeTeam,Group E,-,"Dec 10, 2015"
60,FC Slovan Liberec,SC Braga,0,1,AwayTeam,Group F,-,"Sep 17, 2015"
61,FC Groningen,Olympique Marseille,0,3,AwayTeam,Group F,-,"Sep 17, 2015"
62,SC Braga,FC Groningen,1,0,HomeTeam,Group F,-,"Oct 1, 2015"
63,Olympique Marseille,FC Slovan Liberec,0,1,AwayTeam,Group F,-,"Oct 1, 2015"
64,FC Slovan Liberec,FC Groningen,1,1,Draw,Group F,-,"Oct 22, 2015"
65,SC Braga,Olympique Marseille,3,2,HomeTeam,Group F,-,"Oct 22, 2015"
66,FC Groningen,FC Slovan Liberec,0,1,AwayTeam,Group F,-,"Nov 5, 2015"
67,Olympique Marseille,SC Braga,1,0,HomeTeam,Group F,-,"Nov 5, 2015"
68,Olympique Marseille,FC Groningen,2,1,HomeTeam,Group F,-,"Nov 26, 2015"
69,SC Braga,FC Slovan Liberec,2,1,HomeTeam,Group F,-,"Nov 26, 2015"
70,FC Groningen,SC Braga,0,0,Draw,Group F,-,"Dec 10, 2015"
71,FC Slovan Liberec,Olympique Marseille,2,4,AwayTeam,Group F,-,"Dec 10, 2015"
72,Dnipro Dnipropetrovsk,SS Lazio,1,1,Draw,Group G,-,"Sep 17, 2015"
73,AS Saint-Étienne,Rosenborg BK,2,2,Draw,Group G,-,"Sep 17, 2015"
74,SS Lazio,AS Saint-Étienne,3,2,HomeTeam,Group G,-,"Oct 1, 2015"
75,Rosenborg BK,Dnipro Dnipropetrovsk,0,1,AwayTeam,Group G,-,"Oct 1, 2015"
76,Dnipro Dnipropetrovsk,AS Saint-Étienne,0,1,AwayTeam,Group G,-,"Oct 22, 2015"
77,SS Lazio,Rosenborg BK,3,1,HomeTeam,Group G,-,"Oct 22, 2015"
78,AS Saint-Étienne,Dnipro Dnipropetrovsk,3,0,HomeTeam,Group G,-,"Nov 5, 2015"
79,Rosenborg BK,SS Lazio,0,2,AwayTeam,Group G,-,"Nov 5, 2015"
80,Rosenborg BK,AS Saint-Étienne,1,1,Draw,Group G,-,"Nov 26, 2015"
81,SS Lazio,Dnipro Dnipropetrovsk,3,1,HomeTeam,Group G,-,"Nov 26, 2015"
82,AS Saint-Étienne,SS Lazio,1,1,Draw,Group G,-,"Dec 10, 2015"
