,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,KF Korabi,KF Laçi,0,0,Draw,1.Matchday,"Sep 7, 2016"
1,KF Skënderbeu,Flamurtari FC,2,1,HomeTeam,1.Matchday,"Sep 7, 2016"
2,KF Teuta,KF Tirana,0,0,Draw,1.Matchday,"Sep 7, 2016"
3,FK Partizani,FC Luftëtari,1,0,HomeTeam,1.Matchday,"Sep 7, 2016"
4,KF Vllaznia,FK Kukësi,0,0,Draw,1.Matchday,"Sep 8, 2016"
5,KF Korabi,KF Skënderbeu,0,2,AwayTeam,2.Matchday,"Sep 11, 2016"
6,KF Laçi,KF Tirana,0,0,Draw,2.Matchday,"Sep 11, 2016"
7,Flamurtari FC,FC Luftëtari,5,0,HomeTeam,2.Matchday,"Sep 11, 2016"
8,FK Kukësi,KF Teuta,3,0,HomeTeam,2.Matchday,"Sep 12, 2016"
9,FK Partizani,KF Vllaznia,0,0,Draw,2.Matchday,"Sep 12, 2016"
10,KF Korabi,FC Luftëtari,0,1,AwayTeam,3.Matchday,"Sep 17, 2016"
11,KF Tirana,FK Kukësi,2,2,Draw,3.Matchday,"Sep 17, 2016"
12,KF Skënderbeu,KF Laçi,1,0,HomeTeam,3.Matchday,"Sep 17, 2016"
13,KF Vllaznia,Flamurtari FC,2,0,HomeTeam,3.Matchday,"Sep 18, 2016"
14,KF Teuta,FK Partizani,0,2,AwayTeam,3.Matchday,"Sep 18, 2016"
15,KF Laçi,FK Kukësi,0,0,Draw,4.Matchday,"Sep 24, 2016"
16,KF Korabi,KF Vllaznia,0,0,Draw,4.Matchday,"Sep 24, 2016"
17,KF Skënderbeu,FC Luftëtari,1,0,HomeTeam,4.Matchday,"Sep 24, 2016"
18,Flamurtari FC,KF Teuta,0,0,Draw,4.Matchday,"Sep 24, 2016"
19,FK Partizani,KF Tirana,0,0,Draw,4.Matchday,"Sep 25, 2016"
20,FC Luftëtari,KF Laçi,1,0,HomeTeam,5.Matchday,"Oct 1, 2016"
21,FK Kukësi,FK Partizani,1,0,HomeTeam,5.Matchday,"Oct 1, 2016"
22,KF Vllaznia,KF Skënderbeu,0,3,AwayTeam,5.Matchday,"Oct 1, 2016"
23,KF Tirana,Flamurtari FC,3,0,HomeTeam,5.Matchday,"Oct 2, 2016"
24,KF Teuta,KF Korabi,2,3,AwayTeam,5.Matchday,"Oct 2, 2016"
25,FC Luftëtari,KF Vllaznia,1,1,Draw,6.Matchday,"Oct 12, 2016"
26,KF Skënderbeu,KF Teuta,1,0,HomeTeam,6.Matchday,"Oct 12, 2016"
27,Flamurtari FC,FK Kukësi,1,1,Draw,6.Matchday,"Oct 12, 2016"
28,KF Korabi,KF Tirana,0,1,AwayTeam,6.Matchday,"Oct 12, 2016"
29,KF Laçi,FK Partizani,0,2,AwayTeam,6.Matchday,"Oct 13, 2016"
30,FK Kukësi,KF Korabi,2,0,HomeTeam,7.Matchday,"Oct 16, 2016"
31,KF Tirana,KF Skënderbeu,2,1,HomeTeam,7.Matchday,"Oct 16, 2016"
32,KF Vllaznia,KF Laçi,1,2,AwayTeam,7.Matchday,"Oct 17, 2016"
33,KF Teuta,FC Luftëtari,2,0,HomeTeam,7.Matchday,"Oct 17, 2016"
34,FK Partizani,Flamurtari FC,4,0,HomeTeam,7.Matchday,"Oct 17, 2016"
35,KF Laçi,Flamurtari FC,1,1,Draw,8.Matchday,"Oct 22, 2016"
36,KF Korabi,FK Partizani,0,1,AwayTeam,8.Matchday,"Oct 22, 2016"
37,KF Skënderbeu,FK Kukësi,0,0,Draw,8.Matchday,"Oct 22, 2016"
38,FC Luftëtari,KF Tirana,2,1,HomeTeam,8.Matchday,"Oct 23, 2016"
39,KF Vllaznia,KF Teuta,1,0,HomeTeam,8.Matchday,"Oct 23, 2016"
40,FK Kukësi,FC Luftëtari,1,0,HomeTeam,9.Matchday,"Oct 29, 2016"
41,KF Teuta,KF Laçi,3,1,HomeTeam,9.Matchday,"Oct 30, 2016"
42,KF Tirana,KF Vllaznia,0,0,Draw,9.Matchday,"Oct 30, 2016"
43,Flamurtari FC,KF Korabi,4,1,HomeTeam,9.Matchday,"Oct 30, 2016"
44,FK Partizani,KF Skënderbeu,0,0,Draw,9.Matchday,"Oct 30, 2016"
45,FC Luftëtari,FK Partizani,1,1,Draw,10.Matchday,"Nov 5, 2016"
46,KF Laçi,KF Korabi,1,0,HomeTeam,10.Matchday,"Nov 5, 2016"
47,Flamurtari FC,KF Skënderbeu,2,0,HomeTeam,10.Matchday,"Nov 5, 2016"
48,FK Kukësi,KF Vllaznia,3,1,HomeTeam,10.Matchday,"Nov 6, 2016"
49,KF Tirana,KF Teuta,3,1,HomeTeam,10.Matchday,"Nov 6, 2016"
50,FC Luftëtari,Flamurtari FC,1,1,Draw,11.Matchday,"Nov 20, 2016"
51,KF Skënderbeu,KF Korabi,1,0,HomeTeam,11.Matchday,"Nov 20, 2016"
52,KF Vllaznia,FK Partizani,1,1,Draw,11.Matchday,"Nov 20, 2016"
53,KF Tirana,KF Laçi,1,0,HomeTeam,11.Matchday,"Nov 20, 2016"
54,KF Teuta,FK Kukësi,1,2,AwayTeam,11.Matchday,"Nov 21, 2016"
55,Flamurtari FC,KF Vllaznia,0,1,AwayTeam,12.Matchday,"Nov 25, 2016"
56,KF Laçi,KF Skënderbeu,0,1,AwayTeam,12.Matchday,"Nov 26, 2016"
57,FK Kukësi,KF Tirana,0,0,Draw,12.Matchday,"Nov 26, 2016"
58,FC Luftëtari,KF Korabi,1,1,Draw,12.Matchday,"Nov 26, 2016"
59,FK Partizani,KF Teuta,1,0,HomeTeam,12.Matchday,"Nov 26, 2016"
60,FK Kukësi,KF Laçi,2,0,HomeTeam,13.Matchday,"Nov 30, 2016"
61,FC Luftëtari,KF Skënderbeu,0,0,Draw,13.Matchday,"Nov 30, 2016"
62,KF Teuta,Flamurtari FC,1,2,AwayTeam,13.Matchday,"Nov 30, 2016"
63,KF Vllaznia,KF Korabi,3,0,HomeTeam,13.Matchday,"Nov 30, 2016"
64,KF Tirana,FK Partizani,0,0,Draw,13.Matchday,"Dec 1, 2016"
65,KF Laçi,FC Luftëtari,2,2,Draw,14.Matchday,"Dec 4, 2016"
66,KF Korabi,KF Teuta,0,1,AwayTeam,14.Matchday,"Dec 4, 2016"
67,KF Vllaznia,KF Skënderbeu,0,0,Draw,14.Matchday,"Dec 4, 2016"
68,FK Partizani,FK Kukësi,0,0,Draw,14.Matchday,"Dec 6, 2016"
69,Flamurtari FC,KF Tirana,1,0,HomeTeam,14.Matchday,"Dec 6, 2016"
70,KF Teuta,KF Skënderbeu,0,0,Draw,15.Matchday,"Dec 9, 2016"
