,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Olympiacos Piraeus,Atlético Madrid,3,2,HomeTeam,Group A,-,"Sep 16, 2014"
1,Juventus FC,Malmö FF,2,0,HomeTeam,Group A,-,"Sep 16, 2014"
2,Malmö FF,Olympiacos Piraeus,2,0,HomeTeam,Group A,-,"Oct 1, 2014"
3,Atlético Madrid,Juventus FC,1,0,HomeTeam,Group A,-,"Oct 1, 2014"
4,Atlético Madrid,Malmö FF,5,0,HomeTeam,Group A,-,"Oct 22, 2014"
5,Olympiacos Piraeus,Juventus FC,1,0,HomeTeam,Group A,-,"Oct 22, 2014"
6,Juventus FC,Olympiacos Piraeus,3,2,HomeTeam,Group A,-,"Nov 4, 2014"
7,Malmö FF,Atlético Madrid,0,2,AwayTeam,Group A,-,"Nov 4, 2014"
8,Atlético Madrid,Olympiacos Piraeus,4,0,HomeTeam,Group A,-,"Nov 26, 2014"
9,Malmö FF,Juventus FC,0,2,AwayTeam,Group A,-,"Nov 26, 2014"
10,Olympiacos Piraeus,Malmö FF,4,2,HomeTeam,Group A,-,"Dec 9, 2014"
11,Juventus FC,Atlético Madrid,0,0,Draw,Group A,-,"Dec 9, 2014"
12,Liverpool FC,PFK Ludogorets Razgrad,2,1,HomeTeam,Group B,-,"Sep 16, 2014"
13,Real Madrid,FC Basel 1893,5,1,HomeTeam,Group B,-,"Sep 16, 2014"
14,FC Basel 1893,Liverpool FC,1,0,HomeTeam,Group B,-,"Oct 1, 2014"
15,PFK Ludogorets Razgrad,Real Madrid,1,2,AwayTeam,Group B,-,"Oct 1, 2014"
16,PFK Ludogorets Razgrad,FC Basel 1893,1,0,HomeTeam,Group B,-,"Oct 22, 2014"
17,Liverpool FC,Real Madrid,0,3,AwayTeam,Group B,-,"Oct 22, 2014"
18,FC Basel 1893,PFK Ludogorets Razgrad,4,0,HomeTeam,Group B,-,"Nov 4, 2014"
19,Real Madrid,Liverpool FC,1,0,HomeTeam,Group B,-,"Nov 4, 2014"
20,PFK Ludogorets Razgrad,Liverpool FC,2,2,Draw,Group B,-,"Nov 26, 2014"
21,FC Basel 1893,Real Madrid,0,1,AwayTeam,Group B,-,"Nov 26, 2014"
22,Real Madrid,PFK Ludogorets Razgrad,4,0,HomeTeam,Group B,-,"Dec 9, 2014"
23,Liverpool FC,FC Basel 1893,1,1,Draw,Group B,-,"Dec 9, 2014"
24,AS Monaco,Bayer 04 Leverkusen,1,0,HomeTeam,Group C,-,"Sep 16, 2014"
25,SL Benfica,Zenit St. Petersburg,0,2,AwayTeam,Group C,-,"Sep 16, 2014"
26,Zenit St. Petersburg,AS Monaco,0,0,Draw,Group C,-,"Oct 1, 2014"
27,Bayer 04 Leverkusen,SL Benfica,3,1,HomeTeam,Group C,-,"Oct 1, 2014"
28,Bayer 04 Leverkusen,Zenit St. Petersburg,2,0,HomeTeam,Group C,-,"Oct 22, 2014"
29,AS Monaco,SL Benfica,0,0,Draw,Group C,-,"Oct 22, 2014"
30,Zenit St. Petersburg,Bayer 04 Leverkusen,1,2,AwayTeam,Group C,-,"Nov 4, 2014"
31,SL Benfica,AS Monaco,1,0,HomeTeam,Group C,-,"Nov 4, 2014"
32,Zenit St. Petersburg,SL Benfica,1,0,HomeTeam,Group C,-,"Nov 26, 2014"
33,Bayer 04 Leverkusen,AS Monaco,0,1,AwayTeam,Group C,-,"Nov 26, 2014"
34,AS Monaco,Zenit St. Petersburg,2,0,HomeTeam,Group C,-,"Dec 9, 2014"
35,SL Benfica,Bayer 04 Leverkusen,0,0,Draw,Group C,-,"Dec 9, 2014"
36,Galatasaray SK,RSC Anderlecht,1,1,Draw,Group D,-,"Sep 16, 2014"
37,Borussia Dortmund,Arsenal FC,2,0,HomeTeam,Group D,-,"Sep 16, 2014"
38,Arsenal FC,Galatasaray SK,4,1,HomeTeam,Group D,-,"Oct 1, 2014"
39,RSC Anderlecht,Borussia Dortmund,0,3,AwayTeam,Group D,-,"Oct 1, 2014"
40,Galatasaray SK,Borussia Dortmund,0,4,AwayTeam,Group D,-,"Oct 22, 2014"
41,RSC Anderlecht,Arsenal FC,1,2,AwayTeam,Group D,-,"Oct 22, 2014"
42,Arsenal FC,RSC Anderlecht,3,3,Draw,Group D,-,"Nov 4, 2014"
43,Borussia Dortmund,Galatasaray SK,4,1,HomeTeam,Group D,-,"Nov 4, 2014"
44,RSC Anderlecht,Galatasaray SK,2,0,HomeTeam,Group D,-,"Nov 26, 2014"
45,Arsenal FC,Borussia Dortmund,2,0,HomeTeam,Group D,-,"Nov 26, 2014"
46,Borussia Dortmund,RSC Anderlecht,1,1,Draw,Group D,-,"Dec 9, 2014"
47,Galatasaray SK,Arsenal FC,1,4,AwayTeam,Group D,-,"Dec 9, 2014"
48,AS Roma,CSKA Moscow,5,1,HomeTeam,Group E,-,"Sep 17, 2014"
49,Bayern Munich,Manchester City,1,0,HomeTeam,Group E,-,"Sep 17, 2014"
50,CSKA Moscow,Bayern Munich,0,1,AwayTeam,Group E,-,"Sep 30, 2014"
51,Manchester City,AS Roma,1,1,Draw,Group E,-,"Sep 30, 2014"
52,CSKA Moscow,Manchester City,2,2,Draw,Group E,-,"Oct 21, 2014"
53,AS Roma,Bayern Munich,1,7,AwayTeam,Group E,-,"Oct 21, 2014"
54,Bayern Munich,AS Roma,2,0,HomeTeam,Group E,-,"Nov 5, 2014"
55,Manchester City,CSKA Moscow,1,2,AwayTeam,Group E,-,"Nov 5, 2014"
56,CSKA Moscow,AS Roma,1,1,Draw,Group E,-,"Nov 25, 2014"
57,Manchester City,Bayern Munich,3,2,HomeTeam,Group E,-,"Nov 25, 2014"
58,Bayern Munich,CSKA Moscow,3,0,HomeTeam,Group E,-,"Dec 10, 2014"
59,AS Roma,Manchester City,0,2,AwayTeam,Group E,-,"Dec 10, 2014"
60,Ajax Amsterdam,Paris Saint-Germain,1,1,Draw,Group F,-,"Sep 17, 2014"
61,FC Barcelona,APOEL Nicosia,1,0,HomeTeam,Group F,-,"Sep 17, 2014"
62,APOEL Nicosia,Ajax Amsterdam,1,1,Draw,Group F,-,"Sep 30, 2014"
63,Paris Saint-Germain,FC Barcelona,3,2,HomeTeam,Group F,-,"Sep 30, 2014"
64,FC Barcelona,Ajax Amsterdam,3,1,HomeTeam,Group F,-,"Oct 21, 2014"
65,APOEL Nicosia,Paris Saint-Germain,0,1,AwayTeam,Group F,-,"Oct 21, 2014"
66,Paris Saint-Germain,APOEL Nicosia,1,0,HomeTeam,Group F,-,"Nov 5, 2014"
67,Ajax Amsterdam,FC Barcelona,0,2,AwayTeam,Group F,-,"Nov 5, 2014"
68,Paris Saint-Germain,Ajax Amsterdam,3,1,HomeTeam,Group F,-,"Nov 25, 2014"
69,APOEL Nicosia,FC Barcelona,0,4,AwayTeam,Group F,-,"Nov 25, 2014"
70,Ajax Amsterdam,APOEL Nicosia,4,0,HomeTeam,Group F,-,"Dec 10, 2014"
71,FC Barcelona,Paris Saint-Germain,3,1,HomeTeam,Group F,-,"Dec 10, 2014"
72,Chelsea FC,FC Schalke 04,1,1,Draw,Group G,-,"Sep 17, 2014"
73,NK Maribor,Sporting CP,1,1,Draw,Group G,-,"Sep 17, 2014"
74,FC Schalke 04,NK Maribor,1,1,Draw,Group G,-,"Sep 30, 2014"
75,Sporting CP,Chelsea FC,0,1,AwayTeam,Group G,-,"Sep 30, 2014"
76,Chelsea FC,NK Maribor,6,0,HomeTeam,Group G,-,"Oct 21, 2014"
77,FC Schalke 04,Sporting CP,4,3,HomeTeam,Group G,-,"Oct 21, 2014"
78,Sporting CP,FC Schalke 04,4,2,HomeTeam,Group G,-,"Nov 5, 2014"
79,NK Maribor,Chelsea FC,1,1,Draw,Group G,-,"Nov 5, 2014"
80,Sporting CP,NK Maribor,3,1,HomeTeam,Group G,-,"Nov 25, 2014"
81,FC Schalke 04,Chelsea FC,0,5,AwayTeam,Group G,-,"Nov 25, 2014"
82,Chelsea FC,Sporting CP,3,1,HomeTeam,Group G,-,"Dec 10, 2014"
83,NK Maribor,FC Schalke 04,0,1,AwayTeam,Group G,-,"Dec 10, 2014"
84,FC Porto,BATE Borisov,6,0,HomeTeam,Group H,-,"Sep 17, 2014"
85,Athletic Bilbao,Shakhtar Donetsk,0,0,Draw,Group H,-,"Sep 17, 2014"
86,BATE Borisov,Athletic Bilbao,2,1,HomeTeam,Group H,-,"Sep 30, 2014"
87,Shakhtar Donetsk,FC Porto,2,2,Draw,Group H,-,"Sep 30, 2014"
88,FC Porto,Athletic Bilbao,2,1,HomeTeam,Group H,-,"Oct 21, 2014"
89,BATE Borisov,Shakhtar Donetsk,0,7,AwayTeam,Group H,-,"Oct 21, 2014"
90,Shakhtar Donetsk,BATE Borisov,5,0,HomeTeam,Group H,-,"Nov 5, 2014"
91,Athletic Bilbao,FC Porto,0,2,AwayTeam,Group H,-,"Nov 5, 2014"
92,BATE Borisov,FC Porto,0,3,AwayTeam,Group H,-,"Nov 25, 2014"
93,Shakhtar Donetsk,Athletic Bilbao,0,1,AwayTeam,Group H,-,"Nov 25, 2014"
94,Athletic Bilbao,BATE Borisov,2,0,HomeTeam,Group H,-,"Dec 10, 2014"
95,FC Porto,Shakhtar Donetsk,1,1,Draw,Group H,-,"Dec 10, 2014"
96,Paris Saint-Germain,Chelsea FC,1,1,Draw,last 16 1st leg,-,"Feb 17, 2015"
97,Shakhtar Donetsk,Bayern Munich,0,0,Draw,last 16 1st leg,-,"Feb 17, 2015"
98,FC Basel 1893,FC Porto,1,1,Draw,last 16 1st leg,-,"Feb 18, 2015"
99,FC Schalke 04,Real Madrid,0,2,AwayTeam,last 16 1st leg,-,"Feb 18, 2015"
100,Juventus FC,Borussia Dortmund,2,1,HomeTeam,last 16 1st leg,-,"Feb 24, 2015"
101,Manchester City,FC Barcelona,1,2,AwayTeam,last 16 1st leg,-,"Feb 24, 2015"
102,Arsenal FC,AS Monaco,1,3,AwayTeam,last 16 1st leg,-,"Feb 25, 2015"
103,Bayer 04 Leverkusen,Atlético Madrid,1,0,HomeTeam,last 16 1st leg,-,"Feb 25, 2015"
104,FC Porto,FC Basel 1893,4,0,HomeTeam,last 16 2nd leg,FC Porto,"Mar 10, 2015"
105,Real Madrid,FC Schalke 04,3,4,AwayTeam,last 16 2nd leg,Real Madrid,"Mar 10, 2015"
106,Chelsea FC,Paris Saint-Germain,2,2,Draw,last 16 2nd leg,Paris Saint-Germain,"Mar 11, 2015"
107,Bayern Munich,Shakhtar Donetsk,7,0,HomeTeam,last 16 2nd leg,Bayern Munich,"Mar 11, 2015"
108,AS Monaco,Arsenal FC,0,2,AwayTeam,last 16 2nd leg,AS Monaco,"Mar 17, 2015"
109,Atlético Madrid,Bayer 04 Leverkusen,4,2,HomeTeam,last 16 2nd leg,Atlético Madrid,"Mar 17, 2015"
110,Borussia Dortmund,Juventus FC,0,3,AwayTeam,last 16 2nd leg,Juventus FC,"Mar 18, 2015"
111,FC Barcelona,Manchester City,1,0,HomeTeam,last 16 2nd leg,FC Barcelona,"Mar 18, 2015"
112,Juventus FC,AS Monaco,1,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 14, 2015"
113,Atlético Madrid,Real Madrid,0,0,Draw,Quarter-Finals 1st leg,-,"Apr 14, 2015"
114,Paris Saint-Germain,FC Barcelona,1,3,AwayTeam,Quarter-Finals 1st leg,-,"Apr 15, 2015"
115,FC Porto,Bayern Munich,3,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 15, 2015"
116,FC Barcelona,Paris Saint-Germain,2,0,HomeTeam,Quarter-Finals 2nd leg,FC Barcelona,"Apr 21, 2015"
117,Bayern Munich,FC Porto,6,1,HomeTeam,Quarter-Finals 2nd leg,Bayern Munich,"Apr 21, 2015"
118,AS Monaco,Juventus FC,0,0,Draw,Quarter-Finals 2nd leg,Juventus FC,"Apr 22, 2015"
119,Real Madrid,Atlético Madrid,1,0,HomeTeam,Quarter-Finals 2nd leg,Real Madrid,"Apr 22, 2015"
120,Juventus FC,Real Madrid,2,1,HomeTeam,Semi-Finals 1st Leg,-,"May 5, 2015"
121,FC Barcelona,Bayern Munich,3,0,HomeTeam,Semi-Finals 1st Leg,-,"May 6, 2015"
122,Bayern Munich,FC Barcelona,3,2,HomeTeam,Semi-Finals 2nd Leg,FC Barcelona,"May 12, 2015"
123,Real Madrid,Juventus FC,1,1,Draw,Semi-Finals 2nd Leg,Juventus FC,"May 13, 2015"
124,Juventus FC,FC Barcelona,1,3,AwayTeam,Final,FC Barcelona,"Jun 6, 2015"
