,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Cherno More Varna,PFC Montana,2,0,HomeTeam,1.Matchday,"Aug 6, 2011"
1,POFK Botev Vratsa,PFK Svetkavitsa Targovishte,1,0,HomeTeam,1.Matchday,"Aug 6, 2011"
2,PFC Minyor Pernik,PFK Vidima-Rakovski,1,0,HomeTeam,1.Matchday,"Aug 6, 2011"
3,PFK Ludogorets Razgrad,Lokomotiv Plovdiv,0,0,Draw,1.Matchday,"Aug 6, 2011"
4,Lokomotiv Sofia,CSKA Sofia,1,2,AwayTeam,1.Matchday,"Aug 6, 2011"
5,Chernomorets Burgas,FK Kaliakra Kavarna,1,0,HomeTeam,1.Matchday,"Aug 6, 2011"
6,FC Litex Lovetch,PFC Beroe Stara Zagora,2,1,HomeTeam,1.Matchday,"Aug 7, 2011"
7,Levski Sofia,Slavia Sofia,1,0,HomeTeam,1.Matchday,"Aug 8, 2011"
8,PFC Montana,FK Kaliakra Kavarna,2,1,HomeTeam,2.Matchday,"Aug 13, 2011"
9,Lokomotiv Plovdiv,Lokomotiv Sofia,2,1,HomeTeam,2.Matchday,"Aug 13, 2011"
10,PFC Beroe Stara Zagora,PFK Ludogorets Razgrad,1,2,AwayTeam,2.Matchday,"Aug 13, 2011"
11,PFK Vidima-Rakovski,FC Litex Lovetch,1,1,Draw,2.Matchday,"Aug 13, 2011"
12,Cherno More Varna,Levski Sofia,3,1,HomeTeam,2.Matchday,"Aug 13, 2011"
13,CSKA Sofia,Chernomorets Burgas,1,0,HomeTeam,2.Matchday,"Aug 13, 2011"
14,PFK Svetkavitsa Targovishte,PFC Minyor Pernik,0,3,AwayTeam,2.Matchday,"Aug 14, 2011"
15,Slavia Sofia,POFK Botev Vratsa,3,2,HomeTeam,2.Matchday,"Aug 14, 2011"
16,POFK Botev Vratsa,Cherno More Varna,0,1,AwayTeam,3.Matchday,"Aug 20, 2011"
17,PFC Minyor Pernik,Slavia Sofia,1,1,Draw,3.Matchday,"Aug 20, 2011"
18,PFK Ludogorets Razgrad,PFK Vidima-Rakovski,4,0,HomeTeam,3.Matchday,"Aug 20, 2011"
19,Chernomorets Burgas,Lokomotiv Plovdiv,2,0,HomeTeam,3.Matchday,"Aug 20, 2011"
20,FC Litex Lovetch,PFK Svetkavitsa Targovishte,6,0,HomeTeam,3.Matchday,"Aug 21, 2011"
21,Lokomotiv Sofia,PFC Beroe Stara Zagora,3,0,HomeTeam,3.Matchday,"Aug 21, 2011"
22,FK Kaliakra Kavarna,CSKA Sofia,1,2,AwayTeam,3.Matchday,"Aug 21, 2011"
23,Levski Sofia,PFC Montana,1,0,HomeTeam,3.Matchday,"Aug 21, 2011"
24,PFC Beroe Stara Zagora,Chernomorets Burgas,1,2,AwayTeam,4.Matchday,"Aug 27, 2011"
25,PFK Svetkavitsa Targovishte,PFK Ludogorets Razgrad,0,1,AwayTeam,4.Matchday,"Aug 27, 2011"
26,Cherno More Varna,PFC Minyor Pernik,2,0,HomeTeam,4.Matchday,"Aug 27, 2011"
27,Levski Sofia,POFK Botev Vratsa,3,0,HomeTeam,4.Matchday,"Aug 27, 2011"
28,PFK Vidima-Rakovski,Lokomotiv Sofia,2,2,Draw,4.Matchday,"Aug 28, 2011"
29,PFC Montana,CSKA Sofia,0,5,AwayTeam,4.Matchday,"Aug 28, 2011"
30,Lokomotiv Plovdiv,FK Kaliakra Kavarna,2,0,HomeTeam,4.Matchday,"Aug 28, 2011"
31,Slavia Sofia,FC Litex Lovetch,0,2,AwayTeam,4.Matchday,"Aug 28, 2011"
32,Lokomotiv Sofia,PFK Svetkavitsa Targovishte,4,1,HomeTeam,5.Matchday,"Sep 9, 2011"
33,POFK Botev Vratsa,PFC Montana,2,4,AwayTeam,5.Matchday,"Sep 10, 2011"
34,FK Kaliakra Kavarna,PFC Beroe Stara Zagora,3,1,HomeTeam,5.Matchday,"Sep 10, 2011"
35,Chernomorets Burgas,PFK Vidima-Rakovski,4,0,HomeTeam,5.Matchday,"Sep 10, 2011"
36,FC Litex Lovetch,Cherno More Varna,1,0,HomeTeam,5.Matchday,"Sep 10, 2011"
37,PFC Minyor Pernik,Levski Sofia,0,1,AwayTeam,5.Matchday,"Sep 11, 2011"
38,PFK Ludogorets Razgrad,Slavia Sofia,6,0,HomeTeam,5.Matchday,"Sep 11, 2011"
39,CSKA Sofia,Lokomotiv Plovdiv,3,0,HomeTeam,5.Matchday,"Sep 12, 2011"
40,PFK Vidima-Rakovski,FK Kaliakra Kavarna,1,0,HomeTeam,6.Matchday,"Sep 16, 2011"
41,PFC Beroe Stara Zagora,CSKA Sofia,0,1,AwayTeam,6.Matchday,"Sep 17, 2011"
42,PFC Montana,Lokomotiv Plovdiv,2,2,Draw,6.Matchday,"Sep 17, 2011"
43,PFK Svetkavitsa Targovishte,Chernomorets Burgas,0,3,AwayTeam,6.Matchday,"Sep 17, 2011"
44,Levski Sofia,FC Litex Lovetch,3,2,HomeTeam,6.Matchday,"Sep 17, 2011"
45,Slavia Sofia,Lokomotiv Sofia,2,1,HomeTeam,6.Matchday,"Sep 18, 2011"
46,Cherno More Varna,PFK Ludogorets Razgrad,0,1,AwayTeam,6.Matchday,"Sep 18, 2011"
47,POFK Botev Vratsa,PFC Minyor Pernik,0,0,Draw,6.Matchday,"Sep 19, 2011"
48,Lokomotiv Plovdiv,PFC Beroe Stara Zagora,4,2,HomeTeam,7.Matchday,"Sep 23, 2011"
49,PFC Minyor Pernik,PFC Montana,3,1,HomeTeam,7.Matchday,"Sep 24, 2011"
50,FC Litex Lovetch,POFK Botev Vratsa,3,1,HomeTeam,7.Matchday,"Sep 24, 2011"
51,Lokomotiv Sofia,Cherno More Varna,0,0,Draw,7.Matchday,"Sep 24, 2011"
52,PFK Ludogorets Razgrad,Levski Sofia,2,1,HomeTeam,7.Matchday,"Sep 25, 2011"
53,Chernomorets Burgas,Slavia Sofia,2,3,AwayTeam,7.Matchday,"Sep 25, 2011"
54,FK Kaliakra Kavarna,PFK Svetkavitsa Targovishte,1,1,Draw,7.Matchday,"Sep 26, 2011"
55,CSKA Sofia,PFK Vidima-Rakovski,4,1,HomeTeam,7.Matchday,"Sep 26, 2011"
