,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Borussia Dortmund,Hamburger SV,3,1,HomeTeam,1.Matchday,"Aug 5, 2011"
1,SV Werder Bremen,1.FC Kaiserslautern,2,0,HomeTeam,1.Matchday,"Aug 6, 2011"
2,Hannover 96,TSG 1899 Hoffenheim,2,1,HomeTeam,1.Matchday,"Aug 6, 2011"
3,VfB Stuttgart,FC Schalke 04,3,0,HomeTeam,1.Matchday,"Aug 6, 2011"
4,1. FC Köln,VfL Wolfsburg,0,3,AwayTeam,1.Matchday,"Aug 6, 2011"
5,FC Augsburg,SC Freiburg,2,2,Draw,1.Matchday,"Aug 6, 2011"
6,Hertha BSC,1.FC Nuremberg,0,1,AwayTeam,1.Matchday,"Aug 6, 2011"
7,1.FSV Mainz 05,Bayer 04 Leverkusen,2,0,HomeTeam,1.Matchday,"Aug 7, 2011"
8,Bayern Munich,Borussia Mönchengladbach,0,1,AwayTeam,1.Matchday,"Aug 7, 2011"
9,Hamburger SV,Hertha BSC,2,2,Draw,2.Matchday,"Aug 13, 2011"
10,1.FC Nuremberg,Hannover 96,1,2,AwayTeam,2.Matchday,"Aug 13, 2011"
11,SC Freiburg,1.FSV Mainz 05,1,2,AwayTeam,2.Matchday,"Aug 13, 2011"
12,TSG 1899 Hoffenheim,Borussia Dortmund,1,0,HomeTeam,2.Matchday,"Aug 13, 2011"
13,VfL Wolfsburg,Bayern Munich,0,1,AwayTeam,2.Matchday,"Aug 13, 2011"
14,FC Schalke 04,1. FC Köln,5,1,HomeTeam,2.Matchday,"Aug 13, 2011"
15,Borussia Mönchengladbach,VfB Stuttgart,1,1,Draw,2.Matchday,"Aug 13, 2011"
16,1.FC Kaiserslautern,FC Augsburg,1,1,Draw,2.Matchday,"Aug 14, 2011"
17,Bayer 04 Leverkusen,SV Werder Bremen,1,0,HomeTeam,2.Matchday,"Aug 14, 2011"
18,Borussia Mönchengladbach,VfL Wolfsburg,4,1,HomeTeam,3.Matchday,"Aug 19, 2011"
19,Borussia Dortmund,1.FC Nuremberg,2,0,HomeTeam,3.Matchday,"Aug 20, 2011"
20,Bayern Munich,Hamburger SV,5,0,HomeTeam,3.Matchday,"Aug 20, 2011"
21,SV Werder Bremen,SC Freiburg,5,3,HomeTeam,3.Matchday,"Aug 20, 2011"
22,VfB Stuttgart,Bayer 04 Leverkusen,0,1,AwayTeam,3.Matchday,"Aug 20, 2011"
23,FC Augsburg,TSG 1899 Hoffenheim,0,2,AwayTeam,3.Matchday,"Aug 20, 2011"
24,1. FC Köln,1.FC Kaiserslautern,1,1,Draw,3.Matchday,"Aug 20, 2011"
25,1.FSV Mainz 05,FC Schalke 04,2,4,AwayTeam,3.Matchday,"Aug 21, 2011"
26,Hannover 96,Hertha BSC,1,1,Draw,3.Matchday,"Aug 21, 2011"
27,Hertha BSC,VfB Stuttgart,1,0,HomeTeam,4.Matchday,"Aug 26, 2011"
28,Hamburger SV,1. FC Köln,3,4,AwayTeam,4.Matchday,"Aug 27, 2011"
29,1.FC Nuremberg,FC Augsburg,1,0,HomeTeam,4.Matchday,"Aug 27, 2011"
