,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Real Madrid,Deportivo de La Coruña,3,2,HomeTeam,1.Matchday,"Aug 29, 2009"
1,Real Zaragoza,CD Tenerife,1,0,HomeTeam,1.Matchday,"Aug 29, 2009"
2,Málaga CF,Atlético Madrid,3,0,HomeTeam,1.Matchday,"Aug 30, 2009"
3,RCD Mallorca,Xerez CD,2,0,HomeTeam,1.Matchday,"Aug 30, 2009"
4,Racing Santander,Getafe CF,1,4,AwayTeam,1.Matchday,"Aug 30, 2009"
5,Athletic Bilbao,RCD Espanyol Barcelona,1,0,HomeTeam,1.Matchday,"Aug 30, 2009"
6,CA Osasuna,Villarreal CF,1,1,Draw,1.Matchday,"Aug 30, 2009"
7,Valencia CF,Sevilla FC,2,0,HomeTeam,1.Matchday,"Aug 30, 2009"
8,UD Almería,Real Valladolid CF,0,0,Draw,1.Matchday,"Aug 30, 2009"
9,FC Barcelona,Sporting Gijón,3,0,HomeTeam,1.Matchday,"Aug 31, 2009"
10,Getafe CF,FC Barcelona,0,2,AwayTeam,2.Matchday,"Sep 12, 2009"
11,Atlético Madrid,Racing Santander,1,1,Draw,2.Matchday,"Sep 12, 2009"
12,RCD Espanyol Barcelona,Real Madrid,0,3,AwayTeam,2.Matchday,"Sep 12, 2009"
13,Sevilla FC,Real Zaragoza,4,1,HomeTeam,2.Matchday,"Sep 12, 2009"
14,Deportivo de La Coruña,Málaga CF,1,0,HomeTeam,2.Matchday,"Sep 13, 2009"
15,Villarreal CF,RCD Mallorca,1,1,Draw,2.Matchday,"Sep 13, 2009"
16,CD Tenerife,CA Osasuna,2,1,HomeTeam,2.Matchday,"Sep 13, 2009"
17,Sporting Gijón,UD Almería,1,0,HomeTeam,2.Matchday,"Sep 13, 2009"
18,Real Valladolid CF,Valencia CF,2,4,AwayTeam,2.Matchday,"Sep 13, 2009"
19,Xerez CD,Athletic Bilbao,0,1,AwayTeam,2.Matchday,"Sep 13, 2009"
20,Deportivo de La Coruña,RCD Espanyol Barcelona,2,3,AwayTeam,3.Matchday,"Sep 19, 2009"
21,RCD Mallorca,CD Tenerife,4,0,HomeTeam,3.Matchday,"Sep 19, 2009"
22,CA Osasuna,Sevilla FC,0,2,AwayTeam,3.Matchday,"Sep 19, 2009"
