,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Terek Grozny,Krylya Sovetov Samara,0,3,AwayTeam,1.Matchday,"Mar 14, 2008"
1,CSKA Moscow,Shinnik Yaroslavl,1,1,Draw,1.Matchday,"Mar 15, 2008"
2,FK Khimki,Amkar Perm,0,3,AwayTeam,1.Matchday,"Mar 15, 2008"
3,Spartak Nalchik,Saturn Ramenskoe,2,1,HomeTeam,1.Matchday,"Mar 15, 2008"
4,Tom Tomsk,Dinamo Moscow,0,0,Draw,1.Matchday,"Mar 16, 2008"
5,Zenit St. Petersburg,Spartak Moscow,0,0,Draw,1.Matchday,"Mar 16, 2008"
6,Lokomotiv Moscow,Rubin Kazan,0,1,AwayTeam,1.Matchday,"Mar 16, 2008"
7,Luch Vladivostok,FK Moskau,1,1,Draw,1.Matchday,"Mar 16, 2008"
8,Krylya Sovetov Samara,CSKA Moscow,0,2,AwayTeam,2.Matchday,"Mar 22, 2008"
9,Shinnik Yaroslavl,Lokomotiv Moscow,1,2,AwayTeam,2.Matchday,"Mar 22, 2008"
10,Spartak Moscow,Tom Tomsk,1,0,HomeTeam,2.Matchday,"Mar 22, 2008"
11,Saturn Ramenskoe,Terek Grozny,3,1,HomeTeam,2.Matchday,"Mar 22, 2008"
12,Rubin Kazan,Luch Vladivostok,1,0,HomeTeam,2.Matchday,"Mar 23, 2008"
13,FK Moskau,Zenit St. Petersburg,0,2,AwayTeam,2.Matchday,"Mar 23, 2008"
14,Dinamo Moscow,FK Khimki,2,0,HomeTeam,2.Matchday,"Mar 23, 2008"
15,Spartak Nalchik,Amkar Perm,0,1,AwayTeam,2.Matchday,"Mar 23, 2008"
16,Tom Tomsk,FK Moskau,2,1,HomeTeam,3.Matchday,"Mar 29, 2008"
17,FK Khimki,Spartak Moscow,3,3,Draw,3.Matchday,"Mar 29, 2008"
18,Terek Grozny,Spartak Nalchik,2,1,HomeTeam,3.Matchday,"Mar 29, 2008"
19,Luch Vladivostok,Shinnik Yaroslavl,1,0,HomeTeam,3.Matchday,"Mar 29, 2008"
20,Amkar Perm,Dinamo Moscow,1,2,AwayTeam,3.Matchday,"Mar 30, 2008"
21,CSKA Moscow,Saturn Ramenskoe,1,0,HomeTeam,3.Matchday,"Mar 30, 2008"
22,Zenit St. Petersburg,Rubin Kazan,1,3,AwayTeam,3.Matchday,"Mar 30, 2008"
23,Lokomotiv Moscow,Krylya Sovetov Samara,2,0,HomeTeam,3.Matchday,"Mar 30, 2008"
24,FK Moskau,FK Khimki,2,2,Draw,4.Matchday,"Apr 4, 2008"
25,Terek Grozny,CSKA Moscow,1,0,HomeTeam,4.Matchday,"Apr 5, 2008"
26,Saturn Ramenskoe,Lokomotiv Moscow,1,2,AwayTeam,4.Matchday,"Apr 5, 2008"
27,Rubin Kazan,Tom Tomsk,2,1,HomeTeam,4.Matchday,"Apr 5, 2008"
28,Krylya Sovetov Samara,Luch Vladivostok,2,1,HomeTeam,4.Matchday,"Apr 6, 2008"
29,Shinnik Yaroslavl,Zenit St. Petersburg,2,2,Draw,4.Matchday,"Apr 6, 2008"
30,Spartak Moscow,Amkar Perm,1,1,Draw,4.Matchday,"Apr 6, 2008"
31,Spartak Nalchik,Dinamo Moscow,0,2,AwayTeam,4.Matchday,"Apr 6, 2008"
32,Amkar Perm,FK Moskau,2,0,HomeTeam,5.Matchday,"Apr 12, 2008"
33,CSKA Moscow,Spartak Nalchik,0,1,AwayTeam,5.Matchday,"Apr 12, 2008"
34,FK Khimki,Rubin Kazan,0,4,AwayTeam,5.Matchday,"Apr 12, 2008"
35,Tom Tomsk,Shinnik Yaroslavl,2,1,HomeTeam,5.Matchday,"Apr 12, 2008"
36,Zenit St. Petersburg,Krylya Sovetov Samara,1,1,Draw,5.Matchday,"Apr 13, 2008"
37,Dinamo Moscow,Spartak Moscow,4,3,HomeTeam,5.Matchday,"Apr 13, 2008"
38,Lokomotiv Moscow,Terek Grozny,2,0,HomeTeam,5.Matchday,"Apr 13, 2008"
39,Luch Vladivostok,Saturn Ramenskoe,0,0,Draw,5.Matchday,"Apr 13, 2008"
40,Shinnik Yaroslavl,FK Khimki,3,2,HomeTeam,6.Matchday,"Apr 18, 2008"
41,FK Moskau,Dinamo Moscow,1,1,Draw,6.Matchday,"Apr 19, 2008"
42,Saturn Ramenskoe,Zenit St. Petersburg,1,1,Draw,6.Matchday,"Apr 19, 2008"
43,Spartak Nalchik,Spartak Moscow,1,2,AwayTeam,6.Matchday,"Apr 19, 2008"
44,Krylya Sovetov Samara,Tom Tomsk,3,0,HomeTeam,6.Matchday,"Apr 19, 2008"
45,Rubin Kazan,Amkar Perm,1,0,HomeTeam,6.Matchday,"Apr 20, 2008"
46,CSKA Moscow,Lokomotiv Moscow,0,0,Draw,6.Matchday,"Apr 20, 2008"
47,Terek Grozny,Luch Vladivostok,2,1,HomeTeam,6.Matchday,"Apr 20, 2008"
48,Dinamo Moscow,Rubin Kazan,0,2,AwayTeam,7.Matchday,"Apr 25, 2008"
49,FK Khimki,Krylya Sovetov Samara,1,0,HomeTeam,7.Matchday,"Apr 26, 2008"
50,Luch Vladivostok,CSKA Moscow,1,3,AwayTeam,7.Matchday,"Apr 26, 2008"
51,Amkar Perm,Shinnik Yaroslavl,2,0,HomeTeam,7.Matchday,"Apr 26, 2008"
52,Spartak Moscow,FK Moskau,1,1,Draw,7.Matchday,"Apr 27, 2008"
53,Lokomotiv Moscow,Spartak Nalchik,0,0,Draw,7.Matchday,"Apr 27, 2008"
54,Tom Tomsk,Saturn Ramenskoe,0,1,AwayTeam,7.Matchday,"Apr 27, 2008"
55,Zenit St. Petersburg,Terek Grozny,3,1,HomeTeam,7.Matchday,"Aug 13, 2008"
56,Krylya Sovetov Samara,Amkar Perm,2,0,HomeTeam,8.Matchday,"May 2, 2008"
57,Rubin Kazan,Spartak Moscow,0,3,AwayTeam,8.Matchday,"May 2, 2008"
58,Shinnik Yaroslavl,Dinamo Moscow,2,0,HomeTeam,8.Matchday,"May 2, 2008"
59,Spartak Nalchik,FK Moskau,0,3,AwayTeam,8.Matchday,"May 2, 2008"
60,Saturn Ramenskoe,FK Khimki,2,2,Draw,8.Matchday,"May 3, 2008"
61,Terek Grozny,Tom Tomsk,1,3,AwayTeam,8.Matchday,"May 3, 2008"
62,Lokomotiv Moscow,Luch Vladivostok,2,2,Draw,8.Matchday,"May 3, 2008"
63,CSKA Moscow,Zenit St. Petersburg,0,0,Draw,8.Matchday,"Jul 30, 2008"
64,Spartak Moscow,Shinnik Yaroslavl,4,2,HomeTeam,9.Matchday,"May 6, 2008"
65,FK Moskau,Rubin Kazan,1,2,AwayTeam,9.Matchday,"May 6, 2008"
66,Tom Tomsk,CSKA Moscow,0,0,Draw,9.Matchday,"May 7, 2008"
67,Amkar Perm,Saturn Ramenskoe,1,0,HomeTeam,9.Matchday,"May 7, 2008"
68,FK Khimki,Terek Grozny,0,1,AwayTeam,9.Matchday,"May 7, 2008"
69,Dinamo Moscow,Krylya Sovetov Samara,2,2,Draw,9.Matchday,"May 7, 2008"
70,Luch Vladivostok,Spartak Nalchik,0,2,AwayTeam,9.Matchday,"May 7, 2008"
71,Zenit St. Petersburg,Lokomotiv Moscow,1,1,Draw,9.Matchday,"Jul 23, 2008"
72,Shinnik Yaroslavl,FK Moskau,0,1,AwayTeam,10.Matchday,"May 10, 2008"
73,Spartak Nalchik,Rubin Kazan,2,0,HomeTeam,10.Matchday,"May 10, 2008"
74,Lokomotiv Moscow,Tom Tomsk,2,0,HomeTeam,10.Matchday,"May 10, 2008"
75,Saturn Ramenskoe,Dinamo Moscow,2,0,HomeTeam,10.Matchday,"May 11, 2008"
76,Krylya Sovetov Samara,Spartak Moscow,1,1,Draw,10.Matchday,"May 11, 2008"
77,CSKA Moscow,FK Khimki,4,3,HomeTeam,10.Matchday,"May 11, 2008"
78,Terek Grozny,Amkar Perm,0,1,AwayTeam,10.Matchday,"May 11, 2008"
79,Luch Vladivostok,Zenit St. Petersburg,0,0,Draw,10.Matchday,"Jul 16, 2008"
80,Tom Tomsk,Luch Vladivostok,1,1,Draw,11.Matchday,"May 15, 2008"
81,Rubin Kazan,Shinnik Yaroslavl,1,1,Draw,11.Matchday,"May 15, 2008"
82,Spartak Moscow,Saturn Ramenskoe,1,0,HomeTeam,11.Matchday,"May 15, 2008"
83,FK Moskau,Krylya Sovetov Samara,1,1,Draw,11.Matchday,"May 15, 2008"
