,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Valencia CF,Swansea City,0,3,AwayTeam,Group A,-,"Sep 19, 2013"
1,FC St. Gallen 1879,Kuban Krasnodar,2,0,HomeTeam,Group A,-,"Sep 19, 2013"
2,Kuban Krasnodar,Valencia CF,0,2,AwayTeam,Group A,-,"Oct 3, 2013"
3,Swansea City,FC St. Gallen 1879,1,0,HomeTeam,Group A,-,"Oct 3, 2013"
4,Valencia CF,FC St. Gallen 1879,5,1,HomeTeam,Group A,-,"Oct 24, 2013"
5,Swansea City,Kuban Krasnodar,1,1,Draw,Group A,-,"Oct 24, 2013"
6,Kuban Krasnodar,Swansea City,1,1,Draw,Group A,-,"Nov 7, 2013"
7,FC St. Gallen 1879,Valencia CF,2,3,AwayTeam,Group A,-,"Nov 7, 2013"
8,Kuban Krasnodar,FC St. Gallen 1879,4,0,HomeTeam,Group A,-,"Nov 28, 2013"
9,Swansea City,Valencia CF,0,1,AwayTeam,Group A,-,"Nov 28, 2013"
10,FC St. Gallen 1879,Swansea City,1,0,HomeTeam,Group A,-,"Dec 12, 2013"
11,Valencia CF,Kuban Krasnodar,1,1,Draw,Group A,-,"Dec 12, 2013"
12,GNK Dinamo Zagreb,Chornomorets Odessa,1,2,AwayTeam,Group B,-,"Sep 19, 2013"
13,PSV Eindhoven,PFK Ludogorets Razgrad,0,2,AwayTeam,Group B,-,"Sep 19, 2013"
14,Chornomorets Odessa,PSV Eindhoven,0,2,AwayTeam,Group B,-,"Oct 3, 2013"
15,PFK Ludogorets Razgrad,GNK Dinamo Zagreb,3,0,HomeTeam,Group B,-,"Oct 3, 2013"
16,GNK Dinamo Zagreb,PSV Eindhoven,0,0,Draw,Group B,-,"Oct 24, 2013"
17,Chornomorets Odessa,PFK Ludogorets Razgrad,0,1,AwayTeam,Group B,-,"Oct 24, 2013"
18,PSV Eindhoven,GNK Dinamo Zagreb,2,0,HomeTeam,Group B,-,"Nov 7, 2013"
19,PFK Ludogorets Razgrad,Chornomorets Odessa,1,1,Draw,Group B,-,"Nov 7, 2013"
20,PFK Ludogorets Razgrad,PSV Eindhoven,2,0,HomeTeam,Group B,-,"Nov 28, 2013"
21,Chornomorets Odessa,GNK Dinamo Zagreb,2,1,HomeTeam,Group B,-,"Nov 28, 2013"
22,PSV Eindhoven,Chornomorets Odessa,0,1,AwayTeam,Group B,-,"Dec 12, 2013"
23,GNK Dinamo Zagreb,PFK Ludogorets Razgrad,1,2,AwayTeam,Group B,-,"Dec 12, 2013"
24,Red Bull Salzburg,IF Elfsborg,4,0,HomeTeam,Group C,-,"Sep 19, 2013"
25,Standard Liège,Esbjerg fB,1,2,AwayTeam,Group C,-,"Sep 19, 2013"
26,IF Elfsborg,Standard Liège,1,1,Draw,Group C,-,"Oct 3, 2013"
27,Esbjerg fB,Red Bull Salzburg,1,2,AwayTeam,Group C,-,"Oct 3, 2013"
28,Red Bull Salzburg,Standard Liège,2,1,HomeTeam,Group C,-,"Oct 24, 2013"
29,IF Elfsborg,Esbjerg fB,1,2,AwayTeam,Group C,-,"Oct 24, 2013"
30,Standard Liège,Red Bull Salzburg,1,3,AwayTeam,Group C,-,"Nov 7, 2013"
31,Esbjerg fB,IF Elfsborg,1,0,HomeTeam,Group C,-,"Nov 7, 2013"
32,Esbjerg fB,Standard Liège,2,1,HomeTeam,Group C,-,"Nov 28, 2013"
33,IF Elfsborg,Red Bull Salzburg,0,1,AwayTeam,Group C,-,"Nov 28, 2013"
34,Standard Liège,IF Elfsborg,1,3,AwayTeam,Group C,-,"Dec 12, 2013"
35,Red Bull Salzburg,Esbjerg fB,3,0,HomeTeam,Group C,-,"Dec 12, 2013"
36,SV Zulte Waregem,Wigan Athletic,0,0,Draw,Group D,-,"Sep 19, 2013"
37,NK Maribor,Rubin Kazan,2,5,AwayTeam,Group D,-,"Sep 19, 2013"
38,Rubin Kazan,SV Zulte Waregem,4,0,HomeTeam,Group D,-,"Oct 3, 2013"
39,Wigan Athletic,NK Maribor,3,1,HomeTeam,Group D,-,"Oct 3, 2013"
40,SV Zulte Waregem,NK Maribor,1,3,AwayTeam,Group D,-,"Oct 24, 2013"
41,Wigan Athletic,Rubin Kazan,1,1,Draw,Group D,-,"Oct 24, 2013"
42,Rubin Kazan,Wigan Athletic,1,0,HomeTeam,Group D,-,"Nov 7, 2013"
43,NK Maribor,SV Zulte Waregem,0,1,AwayTeam,Group D,-,"Nov 7, 2013"
44,Rubin Kazan,NK Maribor,1,1,Draw,Group D,-,"Nov 28, 2013"
45,Wigan Athletic,SV Zulte Waregem,1,2,AwayTeam,Group D,-,"Nov 28, 2013"
46,NK Maribor,Wigan Athletic,2,1,HomeTeam,Group D,-,"Dec 12, 2013"
47,SV Zulte Waregem,Rubin Kazan,0,2,AwayTeam,Group D,-,"Dec 12, 2013"
48,ACF Fiorentina,FC Paços de Ferreira,3,0,HomeTeam,Group E,-,"Sep 19, 2013"
49,Pandurii Targu Jiu,Dnipro Dnipropetrovsk,0,1,AwayTeam,Group E,-,"Sep 19, 2013"
50,FC Paços de Ferreira,Pandurii Targu Jiu,1,1,Draw,Group E,-,"Oct 3, 2013"
51,Dnipro Dnipropetrovsk,ACF Fiorentina,1,2,AwayTeam,Group E,-,"Oct 3, 2013"
52,ACF Fiorentina,Pandurii Targu Jiu,3,0,HomeTeam,Group E,-,"Oct 24, 2013"
53,FC Paços de Ferreira,Dnipro Dnipropetrovsk,0,2,AwayTeam,Group E,-,"Oct 24, 2013"
54,Pandurii Targu Jiu,ACF Fiorentina,1,2,AwayTeam,Group E,-,"Nov 7, 2013"
55,Dnipro Dnipropetrovsk,FC Paços de Ferreira,2,0,HomeTeam,Group E,-,"Nov 7, 2013"
56,Dnipro Dnipropetrovsk,Pandurii Targu Jiu,4,1,HomeTeam,Group E,-,"Nov 28, 2013"
57,FC Paços de Ferreira,ACF Fiorentina,0,0,Draw,Group E,-,"Nov 28, 2013"
58,Pandurii Targu Jiu,FC Paços de Ferreira,0,0,Draw,Group E,-,"Dec 12, 2013"
59,ACF Fiorentina,Dnipro Dnipropetrovsk,2,1,HomeTeam,Group E,-,"Dec 12, 2013"
