,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
60,Eintracht Frankfurt,FC Girondins Bordeaux,3,0,HomeTeam,Group F,-,"Sep 19, 2013"
61,Maccabi Tel Aviv,APOEL Nicosia,0,0,Draw,Group F,-,"Sep 19, 2013"
62,FC Girondins Bordeaux,Maccabi Tel Aviv,1,2,AwayTeam,Group F,-,"Oct 3, 2013"
63,APOEL Nicosia,Eintracht Frankfurt,0,3,AwayTeam,Group F,-,"Oct 3, 2013"
64,Eintracht Frankfurt,Maccabi Tel Aviv,2,0,HomeTeam,Group F,-,"Oct 24, 2013"
65,FC Girondins Bordeaux,APOEL Nicosia,2,1,HomeTeam,Group F,-,"Oct 24, 2013"
66,Maccabi Tel Aviv,Eintracht Frankfurt,4,2,HomeTeam,Group F,-,"Nov 7, 2013"
67,APOEL Nicosia,FC Girondins Bordeaux,2,1,HomeTeam,Group F,-,"Nov 7, 2013"
68,APOEL Nicosia,Maccabi Tel Aviv,0,0,Draw,Group F,-,"Nov 28, 2013"
69,FC Girondins Bordeaux,Eintracht Frankfurt,0,1,AwayTeam,Group F,-,"Nov 28, 2013"
70,Maccabi Tel Aviv,FC Girondins Bordeaux,1,0,HomeTeam,Group F,-,"Dec 12, 2013"
71,Eintracht Frankfurt,APOEL Nicosia,2,0,HomeTeam,Group F,-,"Dec 12, 2013"
72,Dynamo Kyiv,KRC Genk,0,1,AwayTeam,Group G,-,"Sep 19, 2013"
73,FC Thun,Rapid Vienna,1,0,HomeTeam,Group G,-,"Sep 19, 2013"
74,KRC Genk,FC Thun,2,1,HomeTeam,Group G,-,"Oct 3, 2013"
75,Rapid Vienna,Dynamo Kyiv,2,2,Draw,Group G,-,"Oct 3, 2013"
76,Dynamo Kyiv,FC Thun,3,0,HomeTeam,Group G,-,"Oct 24, 2013"
77,KRC Genk,Rapid Vienna,1,1,Draw,Group G,-,"Oct 24, 2013"
78,FC Thun,Dynamo Kyiv,0,2,AwayTeam,Group G,-,"Nov 7, 2013"
79,Rapid Vienna,KRC Genk,2,2,Draw,Group G,-,"Nov 7, 2013"
80,Rapid Vienna,FC Thun,2,1,HomeTeam,Group G,-,"Nov 28, 2013"
81,KRC Genk,Dynamo Kyiv,3,1,HomeTeam,Group G,-,"Nov 28, 2013"
82,FC Thun,KRC Genk,0,1,AwayTeam,Group G,-,"Dec 12, 2013"
83,Dynamo Kyiv,Rapid Vienna,3,1,HomeTeam,Group G,-,"Dec 12, 2013"
84,SC Freiburg,FC Slovan Liberec,2,2,Draw,Group H,-,"Sep 19, 2013"
85,Estoril Praia,Sevilla FC,1,2,AwayTeam,Group H,-,"Sep 19, 2013"
86,FC Slovan Liberec,Estoril Praia,2,1,HomeTeam,Group H,-,"Oct 3, 2013"
87,Sevilla FC,SC Freiburg,2,0,HomeTeam,Group H,-,"Oct 3, 2013"
88,SC Freiburg,Estoril Praia,1,1,Draw,Group H,-,"Oct 24, 2013"
89,FC Slovan Liberec,Sevilla FC,1,1,Draw,Group H,-,"Oct 24, 2013"
90,Estoril Praia,SC Freiburg,0,0,Draw,Group H,-,"Nov 7, 2013"
91,Sevilla FC,FC Slovan Liberec,1,1,Draw,Group H,-,"Nov 7, 2013"
92,Sevilla FC,Estoril Praia,1,1,Draw,Group H,-,"Nov 28, 2013"
93,FC Slovan Liberec,SC Freiburg,1,2,AwayTeam,Group H,-,"Nov 28, 2013"
94,Estoril Praia,FC Slovan Liberec,1,2,AwayTeam,Group H,-,"Dec 12, 2013"
95,SC Freiburg,Sevilla FC,0,2,AwayTeam,Group H,-,"Dec 12, 2013"
96,Real Betis Balompié,Olympique Lyon,0,0,Draw,Group I,-,"Sep 19, 2013"
97,Vitória Guimarães SC,HNK Rijeka,4,0,HomeTeam,Group I,-,"Sep 19, 2013"
98,Olympique Lyon,Vitória Guimarães SC,1,1,Draw,Group I,-,"Oct 3, 2013"
99,HNK Rijeka,Real Betis Balompié,1,1,Draw,Group I,-,"Oct 3, 2013"
100,Real Betis Balompié,Vitória Guimarães SC,1,0,HomeTeam,Group I,-,"Oct 24, 2013"
101,Olympique Lyon,HNK Rijeka,1,0,HomeTeam,Group I,-,"Oct 24, 2013"
102,Vitória Guimarães SC,Real Betis Balompié,0,1,AwayTeam,Group I,-,"Nov 7, 2013"
103,HNK Rijeka,Olympique Lyon,1,1,Draw,Group I,-,"Nov 7, 2013"
104,HNK Rijeka,Vitória Guimarães SC,0,0,Draw,Group I,-,"Nov 28, 2013"
105,Olympique Lyon,Real Betis Balompié,1,0,HomeTeam,Group I,-,"Nov 28, 2013"
106,Vitória Guimarães SC,Olympique Lyon,1,2,AwayTeam,Group I,-,"Dec 12, 2013"
107,Real Betis Balompié,HNK Rijeka,0,0,Draw,Group I,-,"Dec 12, 2013"
108,Apollon Limassol,Trabzonspor,1,2,AwayTeam,Group J,-,"Sep 19, 2013"
109,SS Lazio,Legia Warszawa,1,0,HomeTeam,Group J,-,"Sep 19, 2013"
110,Trabzonspor,SS Lazio,3,3,Draw,Group J,-,"Oct 3, 2013"
111,Legia Warszawa,Apollon Limassol,0,1,AwayTeam,Group J,-,"Oct 3, 2013"
112,Apollon Limassol,SS Lazio,0,0,Draw,Group J,-,"Oct 24, 2013"
113,Trabzonspor,Legia Warszawa,2,0,HomeTeam,Group J,-,"Oct 24, 2013"
114,SS Lazio,Apollon Limassol,2,1,HomeTeam,Group J,-,"Nov 7, 2013"
115,Legia Warszawa,Trabzonspor,0,2,AwayTeam,Group J,-,"Nov 7, 2013"
116,Legia Warszawa,SS Lazio,0,2,AwayTeam,Group J,-,"Nov 28, 2013"
117,Trabzonspor,Apollon Limassol,4,2,HomeTeam,Group J,-,"Nov 28, 2013"
118,SS Lazio,Trabzonspor,0,0,Draw,Group J,-,"Dec 12, 2013"
119,Apollon Limassol,Legia Warszawa,0,2,AwayTeam,Group J,-,"Dec 12, 2013"
120,Sheriff Tiraspol,Anzhi Makhachkala,0,0,Draw,Group K,-,"Sep 19, 2013"
121,Tottenham Hotspur,Tromsø IL,3,0,HomeTeam,Group K,-,"Sep 19, 2013"
122,Anzhi Makhachkala,Tottenham Hotspur,0,2,AwayTeam,Group K,-,"Oct 3, 2013"
123,Tromsø IL,Sheriff Tiraspol,1,1,Draw,Group K,-,"Oct 3, 2013"
124,Anzhi Makhachkala,Tromsø IL,1,0,HomeTeam,Group K,-,"Oct 24, 2013"
125,Sheriff Tiraspol,Tottenham Hotspur,0,2,AwayTeam,Group K,-,"Oct 24, 2013"
126,Tottenham Hotspur,Sheriff Tiraspol,2,1,HomeTeam,Group K,-,"Nov 7, 2013"
127,Tromsø IL,Anzhi Makhachkala,0,1,AwayTeam,Group K,-,"Nov 7, 2013"
128,Anzhi Makhachkala,Sheriff Tiraspol,1,1,Draw,Group K,-,"Nov 28, 2013"
129,Tromsø IL,Tottenham Hotspur,0,2,AwayTeam,Group K,-,"Nov 28, 2013"
130,Tottenham Hotspur,Anzhi Makhachkala,4,1,HomeTeam,Group K,-,"Dec 12, 2013"
131,Sheriff Tiraspol,Tromsø IL,2,0,HomeTeam,Group K,-,"Dec 12, 2013"
132,PAOK Thessaloniki,Shakhter Karaganda,2,1,HomeTeam,Group L,-,"Sep 19, 2013"
133,Maccabi Haifa,AZ Alkmaar,0,1,AwayTeam,Group L,-,"Sep 19, 2013"
134,Shakhter Karaganda,Maccabi Haifa,2,2,Draw,Group L,-,"Oct 3, 2013"
135,AZ Alkmaar,PAOK Thessaloniki,1,1,Draw,Group L,-,"Oct 3, 2013"
136,Shakhter Karaganda,AZ Alkmaar,1,1,Draw,Group L,-,"Oct 24, 2013"
137,PAOK Thessaloniki,Maccabi Haifa,3,2,HomeTeam,Group L,-,"Oct 24, 2013"
138,Maccabi Haifa,PAOK Thessaloniki,0,0,Draw,Group L,-,"Nov 7, 2013"
139,AZ Alkmaar,Shakhter Karaganda,1,0,HomeTeam,Group L,-,"Nov 7, 2013"
140,Shakhter Karaganda,PAOK Thessaloniki,0,2,AwayTeam,Group L,-,"Nov 28, 2013"
141,AZ Alkmaar,Maccabi Haifa,2,0,HomeTeam,Group L,-,"Nov 28, 2013"
142,Maccabi Haifa,Shakhter Karaganda,2,1,HomeTeam,Group L,-,"Dec 12, 2013"
143,PAOK Thessaloniki,AZ Alkmaar,2,2,Draw,Group L,-,"Dec 12, 2013"
144,Anzhi Makhachkala,KRC Genk,0,0,Draw,Second Round 1st leg,-,"Feb 20, 2014"
145,Esbjerg fB,ACF Fiorentina,1,3,AwayTeam,Second Round 1st leg,-,"Feb 20, 2014"
146,Dnipro Dnipropetrovsk,Tottenham Hotspur,1,0,HomeTeam,Second Round 1st leg,-,"Feb 20, 2014"
147,FC Slovan Liberec,AZ Alkmaar,0,1,AwayTeam,Second Round 1st leg,-,"Feb 20, 2014"
148,Dynamo Kyiv,Valencia CF,0,2,AwayTeam,Second Round 1st leg,-,"Feb 20, 2014"
149,Juventus FC,Trabzonspor,2,0,HomeTeam,Second Round 1st leg,-,"Feb 20, 2014"
150,Chornomorets Odessa,Olympique Lyon,0,0,Draw,Second Round 1st leg,-,"Feb 20, 2014"
151,PAOK Thessaloniki,SL Benfica,0,1,AwayTeam,Second Round 1st leg,-,"Feb 20, 2014"
152,Maccabi Tel Aviv,FC Basel 1893,0,0,Draw,Second Round 1st leg,-,"Feb 20, 2014"
153,Swansea City,SSC Napoli,0,0,Draw,Second Round 1st leg,-,"Feb 20, 2014"
154,FC Viktoria Plzen,Shakhtar Donetsk,1,1,Draw,Second Round 1st leg,-,"Feb 20, 2014"
155,FC Porto,Eintracht Frankfurt,2,2,Draw,Second Round 1st leg,-,"Feb 20, 2014"
156,SS Lazio,PFK Ludogorets Razgrad,0,1,AwayTeam,Second Round 1st leg,-,"Feb 20, 2014"
157,Real Betis Balompié,Rubin Kazan,1,1,Draw,Second Round 1st leg,-,"Feb 20, 2014"
158,NK Maribor,Sevilla FC,2,2,Draw,Second Round 1st leg,-,"Feb 20, 2014"
159,Ajax Amsterdam,Red Bull Salzburg,0,3,AwayTeam,Second Round 1st leg,-,"Feb 20, 2014"
160,Rubin Kazan,Real Betis Balompié,0,2,AwayTeam,Second Round 2nd leg,Real Betis Balompié,"Feb 27, 2014"
161,FC Basel 1893,Maccabi Tel Aviv,3,0,HomeTeam,Second Round 2nd leg,FC Basel 1893,"Feb 27, 2014"
162,Eintracht Frankfurt,FC Porto,3,3,Draw,Second Round 2nd leg,FC Porto,"Feb 27, 2014"
163,Shakhtar Donetsk,FC Viktoria Plzen,1,2,AwayTeam,Second Round 2nd leg,FC Viktoria Plzen,"Feb 27, 2014"
164,SSC Napoli,Swansea City,3,1,HomeTeam,Second Round 2nd leg,SSC Napoli,"Feb 27, 2014"
165,PFK Ludogorets Razgrad,SS Lazio,3,3,Draw,Second Round 2nd leg,PFK Ludogorets Razgrad,"Feb 27, 2014"
166,Red Bull Salzburg,Ajax Amsterdam,3,1,HomeTeam,Second Round 2nd leg,Red Bull Salzburg,"Feb 27, 2014"
167,Sevilla FC,NK Maribor,2,1,HomeTeam,Second Round 2nd leg,Sevilla FC,"Feb 27, 2014"
168,Olympique Lyon,Chornomorets Odessa,1,0,HomeTeam,Second Round 2nd leg,Olympique Lyon,"Feb 27, 2014"
169,SL Benfica,PAOK Thessaloniki,3,0,HomeTeam,Second Round 2nd leg,SL Benfica,"Feb 27, 2014"
170,KRC Genk,Anzhi Makhachkala,0,2,AwayTeam,Second Round 2nd leg,Anzhi Makhachkala,"Feb 27, 2014"
171,ACF Fiorentina,Esbjerg fB,1,1,Draw,Second Round 2nd leg,ACF Fiorentina,"Feb 27, 2014"
172,Trabzonspor,Juventus FC,0,2,AwayTeam,Second Round 2nd leg,Juventus FC,"Feb 27, 2014"
173,AZ Alkmaar,FC Slovan Liberec,1,1,Draw,Second Round 2nd leg,AZ Alkmaar,"Feb 27, 2014"
174,Valencia CF,Dynamo Kyiv,0,0,Draw,Second Round 2nd leg,Valencia CF,"Feb 27, 2014"
175,Tottenham Hotspur,Dnipro Dnipropetrovsk,3,1,HomeTeam,Second Round 2nd leg,Tottenham Hotspur,"Feb 27, 2014"
176,PFK Ludogorets Razgrad,Valencia CF,0,3,AwayTeam,last 16 1st leg,-,"Mar 13, 2014"
177,FC Basel 1893,Red Bull Salzburg,0,0,Draw,last 16 1st leg,-,"Mar 13, 2014"
178,FC Porto,SSC Napoli,1,0,HomeTeam,last 16 1st leg,-,"Mar 13, 2014"
179,AZ Alkmaar,Anzhi Makhachkala,1,0,HomeTeam,last 16 1st leg,-,"Mar 13, 2014"
180,Juventus FC,ACF Fiorentina,1,1,Draw,last 16 1st leg,-,"Mar 13, 2014"
181,Tottenham Hotspur,SL Benfica,1,3,AwayTeam,last 16 1st leg,-,"Mar 13, 2014"
182,Olympique Lyon,FC Viktoria Plzen,4,1,HomeTeam,last 16 1st leg,-,"Mar 13, 2014"
183,Sevilla FC,Real Betis Balompié,0,2,AwayTeam,last 16 1st leg,-,"Mar 13, 2014"
184,Anzhi Makhachkala,AZ Alkmaar,0,0,Draw,last 16 2nd leg,AZ Alkmaar,"Mar 20, 2014"
185,ACF Fiorentina,Juventus FC,0,1,AwayTeam,last 16 2nd leg,Juventus FC,"Mar 20, 2014"
186,SL Benfica,Tottenham Hotspur,2,2,Draw,last 16 2nd leg,SL Benfica,"Mar 20, 2014"
187,FC Viktoria Plzen,Olympique Lyon,2,1,HomeTeam,last 16 2nd leg,Olympique Lyon,"Mar 20, 2014"
188,Valencia CF,PFK Ludogorets Razgrad,1,0,HomeTeam,last 16 2nd leg,Valencia CF,"Mar 20, 2014"
189,Red Bull Salzburg,FC Basel 1893,1,2,AwayTeam,last 16 2nd leg,FC Basel 1893,"Mar 20, 2014"
190,Real Betis Balompié,Sevilla FC,0,2,AwayTeam,last 16 2nd leg,Sevilla FC,"Mar 20, 2014"
191,SSC Napoli,FC Porto,2,2,Draw,last 16 2nd leg,FC Porto,"Mar 20, 2014"
192,FC Basel 1893,Valencia CF,3,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 3, 2014"
193,AZ Alkmaar,SL Benfica,0,1,AwayTeam,Quarter-Finals 1st leg,-,"Apr 3, 2014"
194,FC Porto,Sevilla FC,1,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 3, 2014"
195,Olympique Lyon,Juventus FC,0,1,AwayTeam,Quarter-Finals 1st leg,-,"Apr 3, 2014"
196,SL Benfica,AZ Alkmaar,2,0,HomeTeam,Quarter-Finals 2nd leg,SL Benfica,"Apr 10, 2014"
197,Sevilla FC,FC Porto,4,1,HomeTeam,Quarter-Finals 2nd leg,Sevilla FC,"Apr 10, 2014"
198,Juventus FC,Olympique Lyon,2,1,HomeTeam,Quarter-Finals 2nd leg,Juventus FC,"Apr 10, 2014"
199,Valencia CF,FC Basel 1893,5,0,HomeTeam,Quarter-Finals 2nd leg,Valencia CF,"Apr 10, 2014"
200,Sevilla FC,Valencia CF,2,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 24, 2014"
201,SL Benfica,Juventus FC,2,1,HomeTeam,Semi-Finals 1st Leg,-,"Apr 24, 2014"
202,Juventus FC,SL Benfica,0,0,Draw,Semi-Finals 2nd Leg,SL Benfica,"May 1, 2014"
203,Valencia CF,Sevilla FC,3,1,HomeTeam,Semi-Finals 2nd Leg,Sevilla FC,"May 1, 2014"
204,Sevilla FC,SL Benfica,4,2,HomeTeam,Final,Sevilla FC,"May 14, 2014"
