,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
27,FC Girondins Bordeaux,PSV Eindhoven,0,1,AwayTeam,Group C,-,"Sep 27, 2006"
28,FC Girondins Bordeaux,Liverpool FC,0,1,AwayTeam,Group C,-,"Oct 18, 2006"
29,Galatasaray SK,PSV Eindhoven,1,2,AwayTeam,Group C,-,"Oct 18, 2006"
30,PSV Eindhoven,Galatasaray SK,2,0,HomeTeam,Group C,-,"Oct 31, 2006"
31,Liverpool FC,FC Girondins Bordeaux,3,0,HomeTeam,Group C,-,"Oct 31, 2006"
32,Liverpool FC,PSV Eindhoven,2,0,HomeTeam,Group C,-,"Nov 22, 2006"
33,FC Girondins Bordeaux,Galatasaray SK,3,1,HomeTeam,Group C,-,"Nov 22, 2006"
34,Galatasaray SK,Liverpool FC,3,2,HomeTeam,Group C,-,"Dec 5, 2006"
35,PSV Eindhoven,FC Girondins Bordeaux,1,3,AwayTeam,Group C,-,"Dec 5, 2006"
36,AS Roma,Shakhtar Donetsk,4,0,HomeTeam,Group D,-,"Sep 12, 2006"
37,Olympiacos Piraeus,Valencia CF,2,4,AwayTeam,Group D,-,"Sep 12, 2006"
38,Valencia CF,AS Roma,2,1,HomeTeam,Group D,-,"Sep 27, 2006"
39,Shakhtar Donetsk,Olympiacos Piraeus,2,2,Draw,Group D,-,"Sep 27, 2006"
40,Valencia CF,Shakhtar Donetsk,2,0,HomeTeam,Group D,-,"Oct 18, 2006"
41,Olympiacos Piraeus,AS Roma,0,1,AwayTeam,Group D,-,"Oct 18, 2006"
42,AS Roma,Olympiacos Piraeus,1,1,Draw,Group D,-,"Oct 31, 2006"
43,Shakhtar Donetsk,Valencia CF,2,2,Draw,Group D,-,"Oct 31, 2006"
44,Shakhtar Donetsk,AS Roma,1,0,HomeTeam,Group D,-,"Nov 22, 2006"
45,Valencia CF,Olympiacos Piraeus,2,0,HomeTeam,Group D,-,"Nov 22, 2006"
46,Olympiacos Piraeus,Shakhtar Donetsk,1,1,Draw,Group D,-,"Dec 5, 2006"
47,AS Roma,Valencia CF,1,0,HomeTeam,Group D,-,"Dec 5, 2006"
48,Dynamo Kyiv,Steaua Bukarest,1,4,AwayTeam,Group E,-,"Sep 13, 2006"
49,Olympique Lyon,Real Madrid,2,0,HomeTeam,Group E,-,"Sep 13, 2006"
50,Steaua Bukarest,Olympique Lyon,0,3,AwayTeam,Group E,-,"Sep 26, 2006"
51,Real Madrid,Dynamo Kyiv,5,1,HomeTeam,Group E,-,"Sep 26, 2006"
52,Steaua Bukarest,Real Madrid,1,4,AwayTeam,Group E,-,"Oct 17, 2006"
53,Dynamo Kyiv,Olympique Lyon,0,3,AwayTeam,Group E,-,"Oct 17, 2006"
54,Olympique Lyon,Dynamo Kyiv,1,0,HomeTeam,Group E,-,"Nov 1, 2006"
55,Real Madrid,Steaua Bukarest,1,0,HomeTeam,Group E,-,"Nov 1, 2006"
56,Steaua Bukarest,Dynamo Kyiv,1,1,Draw,Group E,-,"Nov 21, 2006"
57,Real Madrid,Olympique Lyon,2,2,Draw,Group E,-,"Nov 21, 2006"
58,Olympique Lyon,Steaua Bukarest,1,1,Draw,Group E,-,"Dec 6, 2006"
59,Dynamo Kyiv,Real Madrid,2,2,Draw,Group E,-,"Dec 6, 2006"
60,Manchester United,Celtic FC,3,2,HomeTeam,Group F,-,"Sep 13, 2006"
61,FC Copenhagen,SL Benfica,0,0,Draw,Group F,-,"Sep 13, 2006"
62,SL Benfica,Manchester United,0,1,AwayTeam,Group F,-,"Sep 26, 2006"
63,Celtic FC,FC Copenhagen,1,0,HomeTeam,Group F,-,"Sep 26, 2006"
64,Celtic FC,SL Benfica,3,0,HomeTeam,Group F,-,"Oct 17, 2006"
65,Manchester United,FC Copenhagen,3,0,HomeTeam,Group F,-,"Oct 17, 2006"
66,SL Benfica,Celtic FC,3,0,HomeTeam,Group F,-,"Nov 1, 2006"
67,FC Copenhagen,Manchester United,1,0,HomeTeam,Group F,-,"Nov 1, 2006"
68,SL Benfica,FC Copenhagen,3,1,HomeTeam,Group F,-,"Nov 21, 2006"
69,Celtic FC,Manchester United,1,0,HomeTeam,Group F,-,"Nov 21, 2006"
70,FC Copenhagen,Celtic FC,3,1,HomeTeam,Group F,-,"Dec 6, 2006"
71,Manchester United,SL Benfica,3,1,HomeTeam,Group F,-,"Dec 6, 2006"
72,FC Porto,CSKA Moscow,0,0,Draw,Group G,-,"Sep 13, 2006"
73,Hamburger SV,Arsenal FC,1,2,AwayTeam,Group G,-,"Sep 13, 2006"
74,CSKA Moscow,Hamburger SV,1,0,HomeTeam,Group G,-,"Sep 26, 2006"
75,Arsenal FC,FC Porto,2,0,HomeTeam,Group G,-,"Sep 26, 2006"
76,CSKA Moscow,Arsenal FC,1,0,HomeTeam,Group G,-,"Oct 17, 2006"
77,FC Porto,Hamburger SV,4,1,HomeTeam,Group G,-,"Oct 17, 2006"
78,Hamburger SV,FC Porto,1,3,AwayTeam,Group G,-,"Nov 1, 2006"
79,Arsenal FC,CSKA Moscow,0,0,Draw,Group G,-,"Nov 1, 2006"
80,CSKA Moscow,FC Porto,0,2,AwayTeam,Group G,-,"Nov 21, 2006"
81,Arsenal FC,Hamburger SV,3,1,HomeTeam,Group G,-,"Nov 21, 2006"
82,FC Porto,Arsenal FC,0,0,Draw,Group G,-,"Dec 6, 2006"
83,Hamburger SV,CSKA Moscow,3,2,HomeTeam,Group G,-,"Dec 6, 2006"
84,AC Milan,AEK Athens,3,0,HomeTeam,Group H,-,"Sep 13, 2006"
85,RSC Anderlecht,LOSC Lille,1,1,Draw,Group H,-,"Sep 13, 2006"
86,AEK Athens,RSC Anderlecht,1,1,Draw,Group H,-,"Sep 26, 2006"
87,LOSC Lille,AC Milan,0,0,Draw,Group H,-,"Sep 26, 2006"
88,LOSC Lille,AEK Athens,3,1,HomeTeam,Group H,-,"Oct 17, 2006"
89,RSC Anderlecht,AC Milan,0,1,AwayTeam,Group H,-,"Oct 17, 2006"
90,AC Milan,RSC Anderlecht,4,1,HomeTeam,Group H,-,"Nov 1, 2006"
91,AEK Athens,LOSC Lille,1,0,HomeTeam,Group H,-,"Nov 1, 2006"
92,AEK Athens,AC Milan,1,0,HomeTeam,Group H,-,"Nov 21, 2006"
93,LOSC Lille,RSC Anderlecht,2,2,Draw,Group H,-,"Nov 21, 2006"
94,RSC Anderlecht,AEK Athens,2,2,Draw,Group H,-,"Dec 6, 2006"
95,AC Milan,LOSC Lille,0,2,AwayTeam,Group H,-,"Dec 6, 2006"
96,Celtic FC,AC Milan,0,0,Draw,last 16 1st leg,-,"Feb 20, 2007"
97,Real Madrid,Bayern Munich,3,2,HomeTeam,last 16 1st leg,-,"Feb 20, 2007"
98,PSV Eindhoven,Arsenal FC,1,0,HomeTeam,last 16 1st leg,-,"Feb 20, 2007"
99,LOSC Lille,Manchester United,0,1,AwayTeam,last 16 1st leg,-,"Feb 20, 2007"
100,FC Internazionale,Valencia CF,2,2,Draw,last 16 1st leg,-,"Feb 21, 2007"
101,AS Roma,Olympique Lyon,0,0,Draw,last 16 1st leg,-,"Feb 21, 2007"
102,FC Barcelona,Liverpool FC,1,2,AwayTeam,last 16 1st leg,-,"Feb 21, 2007"
103,FC Porto,Chelsea FC,1,1,Draw,last 16 1st leg,-,"Feb 21, 2007"
104,Chelsea FC,FC Porto,2,1,HomeTeam,last 16 2nd leg,Chelsea FC,"Mar 6, 2007"
105,Olympique Lyon,AS Roma,0,2,AwayTeam,last 16 2nd leg,AS Roma,"Mar 6, 2007"
106,Liverpool FC,FC Barcelona,0,1,AwayTeam,last 16 2nd leg,Liverpool FC,"Mar 6, 2007"
107,Valencia CF,FC Internazionale,0,0,Draw,last 16 2nd leg,Valencia CF,"Mar 6, 2007"
108,AC Milan,Celtic FC,1,0,HomeTeam,last 16 2nd leg,AC Milan,"Mar 7, 2007"
109,Bayern Munich,Real Madrid,2,1,HomeTeam,last 16 2nd leg,Bayern Munich,"Mar 7, 2007"
110,Arsenal FC,PSV Eindhoven,1,1,Draw,last 16 2nd leg,PSV Eindhoven,"Mar 7, 2007"
111,Manchester United,LOSC Lille,1,0,HomeTeam,last 16 2nd leg,Manchester United,"Mar 7, 2007"
112,AC Milan,Bayern Munich,2,2,Draw,Quarter-Finals 1st leg,-,"Apr 3, 2007"
113,PSV Eindhoven,Liverpool FC,0,3,AwayTeam,Quarter-Finals 1st leg,-,"Apr 3, 2007"
114,Chelsea FC,Valencia CF,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 4, 2007"
115,AS Roma,Manchester United,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 4, 2007"
116,Valencia CF,Chelsea FC,1,2,AwayTeam,Quarter-Finals 2nd leg,Chelsea FC,"Apr 10, 2007"
117,Manchester United,AS Roma,7,1,HomeTeam,Quarter-Finals 2nd leg,Manchester United,"Apr 10, 2007"
118,Liverpool FC,PSV Eindhoven,1,0,HomeTeam,Quarter-Finals 2nd leg,Liverpool FC,"Apr 11, 2007"
119,Bayern Munich,AC Milan,0,2,AwayTeam,Quarter-Finals 2nd leg,AC Milan,"Apr 11, 2007"
120,Manchester United,AC Milan,3,2,HomeTeam,Semi-Finals 1st Leg,-,"Apr 24, 2007"
121,Chelsea FC,Liverpool FC,1,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 25, 2007"
122,Liverpool FC,Chelsea FC,4,1,HomeTeam,Semi-Finals 2nd Leg,Liverpool FC,"May 1, 2007"
123,AC Milan,Manchester United,3,0,HomeTeam,Semi-Finals 2nd Leg,AC Milan,"May 2, 2007"
124,Liverpool FC,AC Milan,1,2,AwayTeam,Final,AC Milan,"May 23, 2007"
