,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Slaven Belupo Koprivnica,NK Inter Zapresic,2,0,HomeTeam,1.Matchday,"Jul 15, 2016"
1,NK Istra 1961,NK Osijek,0,1,AwayTeam,1.Matchday,"Jul 16, 2016"
2,RNK Split,HNK Rijeka,0,3,AwayTeam,1.Matchday,"Jul 16, 2016"
3,GNK Dinamo Zagreb,NK Lokomotiva Zagreb,3,1,HomeTeam,1.Matchday,"Jul 17, 2016"
4,HNK Cibalia Vinkovci,HNK Hajduk Split,0,2,AwayTeam,1.Matchday,"Jul 17, 2016"
5,HNK Rijeka,NK Istra 1961,4,1,HomeTeam,2.Matchday,"Jul 22, 2016"
6,Slaven Belupo Koprivnica,HNK Cibalia Vinkovci,3,2,HomeTeam,2.Matchday,"Jul 23, 2016"
7,NK Inter Zapresic,NK Osijek,0,2,AwayTeam,2.Matchday,"Jul 23, 2016"
8,NK Lokomotiva Zagreb,RNK Split,0,0,Draw,2.Matchday,"Jul 24, 2016"
9,HNK Hajduk Split,GNK Dinamo Zagreb,0,4,AwayTeam,2.Matchday,"Aug 10, 2016"
10,GNK Dinamo Zagreb,Slaven Belupo Koprivnica,1,1,Draw,3.Matchday,"Jul 29, 2016"
11,HNK Cibalia Vinkovci,NK Inter Zapresic,3,3,Draw,3.Matchday,"Jul 30, 2016"
12,NK Istra 1961,NK Lokomotiva Zagreb,1,1,Draw,3.Matchday,"Jul 31, 2016"
13,NK Osijek,HNK Rijeka,0,1,AwayTeam,3.Matchday,"Jul 31, 2016"
14,RNK Split,HNK Hajduk Split,0,1,AwayTeam,3.Matchday,"Jul 31, 2016"
15,Slaven Belupo Koprivnica,RNK Split,0,0,Draw,4.Matchday,"Aug 5, 2016"
16,HNK Cibalia Vinkovci,GNK Dinamo Zagreb,0,2,AwayTeam,4.Matchday,"Aug 6, 2016"
17,NK Inter Zapresic,HNK Rijeka,1,1,Draw,4.Matchday,"Aug 7, 2016"
18,HNK Hajduk Split,NK Istra 1961,4,0,HomeTeam,4.Matchday,"Aug 7, 2016"
19,NK Lokomotiva Zagreb,NK Osijek,2,3,AwayTeam,4.Matchday,"Aug 8, 2016"
20,RNK Split,HNK Cibalia Vinkovci,2,2,Draw,5.Matchday,"Aug 12, 2016"
21,GNK Dinamo Zagreb,NK Inter Zapresic,2,1,HomeTeam,5.Matchday,"Aug 13, 2016"
22,HNK Rijeka,NK Lokomotiva Zagreb,1,0,HomeTeam,5.Matchday,"Aug 13, 2016"
23,NK Istra 1961,Slaven Belupo Koprivnica,0,0,Draw,5.Matchday,"Aug 14, 2016"
24,NK Osijek,HNK Hajduk Split,1,1,Draw,5.Matchday,"Aug 14, 2016"
25,GNK Dinamo Zagreb,RNK Split,1,0,HomeTeam,6.Matchday,"Aug 19, 2016"
26,HNK Cibalia Vinkovci,NK Istra 1961,1,1,Draw,6.Matchday,"Aug 20, 2016"
27,Slaven Belupo Koprivnica,NK Osijek,2,3,AwayTeam,6.Matchday,"Aug 20, 2016"
28,NK Inter Zapresic,NK Lokomotiva Zagreb,2,1,HomeTeam,6.Matchday,"Aug 21, 2016"
