,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
59,SL Benfica,AEK Athens,1,0,HomeTeam,Group E,-,"Dec 12, 2018"
60,Shakhtar Donetsk,TSG 1899 Hoffenheim,2,2,Draw,Group F,-,"Sep 19, 2018"
61,Manchester City,Olympique Lyon,1,2,AwayTeam,Group F,-,"Sep 19, 2018"
62,TSG 1899 Hoffenheim,Manchester City,1,2,AwayTeam,Group F,-,"Oct 2, 2018"
63,Olympique Lyon,Shakhtar Donetsk,2,2,Draw,Group F,-,"Oct 2, 2018"
64,TSG 1899 Hoffenheim,Olympique Lyon,3,3,Draw,Group F,-,"Oct 23, 2018"
65,Shakhtar Donetsk,Manchester City,0,3,AwayTeam,Group F,-,"Oct 23, 2018"
66,Olympique Lyon,TSG 1899 Hoffenheim,2,2,Draw,Group F,-,"Nov 7, 2018"
67,Manchester City,Shakhtar Donetsk,6,0,HomeTeam,Group F,-,"Nov 7, 2018"
68,TSG 1899 Hoffenheim,Shakhtar Donetsk,2,3,AwayTeam,Group F,-,"Nov 27, 2018"
69,Olympique Lyon,Manchester City,2,2,Draw,Group F,-,"Nov 27, 2018"
70,Manchester City,TSG 1899 Hoffenheim,2,1,HomeTeam,Group F,-,"Dec 12, 2018"
71,Shakhtar Donetsk,Olympique Lyon,1,1,Draw,Group F,-,"Dec 12, 2018"
72,Real Madrid,AS Roma,3,0,HomeTeam,Group G,-,"Sep 19, 2018"
73,FC Viktoria Plzen,CSKA Moscow,2,2,Draw,Group G,-,"Sep 19, 2018"
74,CSKA Moscow,Real Madrid,1,0,HomeTeam,Group G,-,"Oct 2, 2018"
75,AS Roma,FC Viktoria Plzen,5,0,HomeTeam,Group G,-,"Oct 2, 2018"
76,Real Madrid,FC Viktoria Plzen,2,1,HomeTeam,Group G,-,"Oct 23, 2018"
77,AS Roma,CSKA Moscow,3,0,HomeTeam,Group G,-,"Oct 23, 2018"
78,CSKA Moscow,AS Roma,1,2,AwayTeam,Group G,-,"Nov 7, 2018"
79,FC Viktoria Plzen,Real Madrid,0,5,AwayTeam,Group G,-,"Nov 7, 2018"
80,CSKA Moscow,FC Viktoria Plzen,1,2,AwayTeam,Group G,-,"Nov 27, 2018"
81,AS Roma,Real Madrid,0,2,AwayTeam,Group G,-,"Nov 27, 2018"
82,Real Madrid,CSKA Moscow,0,3,AwayTeam,Group G,-,"Dec 12, 2018"
83,FC Viktoria Plzen,AS Roma,2,1,HomeTeam,Group G,-,"Dec 12, 2018"
84,Valencia CF,Juventus FC,0,2,AwayTeam,Group H,-,"Sep 19, 2018"
85,BSC Young Boys,Manchester United,0,3,AwayTeam,Group H,-,"Sep 19, 2018"
86,Juventus FC,BSC Young Boys,3,0,HomeTeam,Group H,-,"Oct 2, 2018"
87,Manchester United,Valencia CF,0,0,Draw,Group H,-,"Oct 2, 2018"
88,BSC Young Boys,Valencia CF,1,1,Draw,Group H,-,"Oct 23, 2018"
89,Manchester United,Juventus FC,0,1,AwayTeam,Group H,-,"Oct 23, 2018"
90,Valencia CF,BSC Young Boys,3,1,HomeTeam,Group H,-,"Nov 7, 2018"
91,Juventus FC,Manchester United,1,2,AwayTeam,Group H,-,"Nov 7, 2018"
92,Juventus FC,Valencia CF,1,0,HomeTeam,Group H,-,"Nov 27, 2018"
93,Manchester United,BSC Young Boys,1,0,HomeTeam,Group H,-,"Nov 27, 2018"
94,Valencia CF,Manchester United,2,1,HomeTeam,Group H,-,"Dec 12, 2018"
95,BSC Young Boys,Juventus FC,2,1,HomeTeam,Group H,-,"Dec 12, 2018"
96,AS Roma,FC Porto,2,1,HomeTeam,last 16 1st leg,-,"Feb 12, 2019"
97,Manchester United,Paris Saint-Germain,0,2,AwayTeam,last 16 1st leg,-,"Feb 12, 2019"
98,Ajax Amsterdam,Real Madrid,1,2,AwayTeam,last 16 1st leg,-,"Feb 13, 2019"
99,Tottenham Hotspur,Borussia Dortmund,3,0,HomeTeam,last 16 1st leg,-,"Feb 13, 2019"
100,Liverpool FC,Bayern Munich,0,0,Draw,last 16 1st leg,-,"Feb 19, 2019"
101,Olympique Lyon,FC Barcelona,0,0,Draw,last 16 1st leg,-,"Feb 19, 2019"
102,Atlético Madrid,Juventus FC,2,0,HomeTeam,last 16 1st leg,-,"Feb 20, 2019"
103,FC Schalke 04,Manchester City,2,3,AwayTeam,last 16 1st leg,-,"Feb 20, 2019"
104,Real Madrid,Ajax Amsterdam,1,4,AwayTeam,last 16 2nd leg,Ajax Amsterdam,"Mar 5, 2019"
105,Borussia Dortmund,Tottenham Hotspur,0,1,AwayTeam,last 16 2nd leg,Tottenham Hotspur,"Mar 5, 2019"
106,Paris Saint-Germain,Manchester United,1,3,AwayTeam,last 16 2nd leg,Manchester United,"Mar 6, 2019"
107,FC Porto,AS Roma,3,1,HomeTeam,last 16 2nd leg,FC Porto,"Mar 6, 2019"
108,Manchester City,FC Schalke 04,7,0,HomeTeam,last 16 2nd leg,Manchester City,"Mar 12, 2019"
109,Juventus FC,Atlético Madrid,3,0,HomeTeam,last 16 2nd leg,Juventus FC,"Mar 12, 2019"
110,FC Barcelona,Olympique Lyon,5,1,HomeTeam,last 16 2nd leg,FC Barcelona,"Mar 13, 2019"
111,Bayern Munich,Liverpool FC,1,3,AwayTeam,last 16 2nd leg,Liverpool FC,"Mar 13, 2019"
112,Liverpool FC,FC Porto,2,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 9, 2019"
113,Tottenham Hotspur,Manchester City,1,0,HomeTeam,Quarter-Finals 1st leg,-,"Apr 9, 2019"
114,Ajax Amsterdam,Juventus FC,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 10, 2019"
115,Manchester United,FC Barcelona,0,1,AwayTeam,Quarter-Finals 1st leg,-,"Apr 10, 2019"
116,Juventus FC,Ajax Amsterdam,1,2,AwayTeam,Quarter-Finals 2nd leg,Ajax Amsterdam,"Apr 16, 2019"
117,FC Barcelona,Manchester United,3,0,HomeTeam,Quarter-Finals 2nd leg,FC Barcelona,"Apr 16, 2019"
118,FC Porto,Liverpool FC,1,4,AwayTeam,Quarter-Finals 2nd leg,Liverpool FC,"Apr 17, 2019"
119,Manchester City,Tottenham Hotspur,4,3,HomeTeam,Quarter-Finals 2nd leg,Tottenham Hotspur,"Apr 17, 2019"
120,Tottenham Hotspur,Ajax Amsterdam,0,1,AwayTeam,Semi-Finals 1st Leg,-,"Apr 30, 2019"
121,FC Barcelona,Liverpool FC,3,0,HomeTeam,Semi-Finals 1st Leg,-,"May 1, 2019"
122,Liverpool FC,FC Barcelona,4,0,HomeTeam,Semi-Finals 2nd Leg,Liverpool FC,"May 7, 2019"
123,Ajax Amsterdam,Tottenham Hotspur,2,3,AwayTeam,Semi-Finals 2nd Leg,Tottenham Hotspur,"May 8, 2019"
124,Tottenham Hotspur,Liverpool FC,0,2,AwayTeam,Final,Liverpool FC,"Jun 1, 2019"
