,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
53,Estoril Praia,Dinamo Moscow,1,2,AwayTeam,Group E,-,"Oct 23, 2014"
54,Dinamo Moscow,Estoril Praia,1,0,HomeTeam,Group E,-,"Nov 6, 2014"
55,Panathinaikos Athens,PSV Eindhoven,2,3,AwayTeam,Group E,-,"Nov 6, 2014"
56,Dinamo Moscow,Panathinaikos Athens,2,1,HomeTeam,Group E,-,"Nov 27, 2014"
57,Estoril Praia,PSV Eindhoven,3,3,Draw,Group E,-,"Nov 27, 2014"
58,Panathinaikos Athens,Estoril Praia,1,1,Draw,Group E,-,"Dec 11, 2014"
59,PSV Eindhoven,Dinamo Moscow,0,1,AwayTeam,Group E,-,"Dec 11, 2014"
60,Qarabağ Ağdam,AS Saint-Étienne,0,0,Draw,Group F,-,"Sep 18, 2014"
61,Dnipro Dnipropetrovsk,Inter Milan,0,1,AwayTeam,Group F,-,"Sep 18, 2014"
62,AS Saint-Étienne,Dnipro Dnipropetrovsk,0,0,Draw,Group F,-,"Oct 2, 2014"
63,Inter Milan,Qarabağ Ağdam,2,0,HomeTeam,Group F,-,"Oct 2, 2014"
64,Inter Milan,AS Saint-Étienne,0,0,Draw,Group F,-,"Oct 23, 2014"
65,Dnipro Dnipropetrovsk,Qarabağ Ağdam,0,1,AwayTeam,Group F,-,"Oct 23, 2014"
66,Qarabağ Ağdam,Dnipro Dnipropetrovsk,1,2,AwayTeam,Group F,-,"Nov 6, 2014"
67,AS Saint-Étienne,Inter Milan,1,1,Draw,Group F,-,"Nov 6, 2014"
68,Inter Milan,Dnipro Dnipropetrovsk,2,1,HomeTeam,Group F,-,"Nov 27, 2014"
69,AS Saint-Étienne,Qarabağ Ağdam,1,1,Draw,Group F,-,"Nov 27, 2014"
70,Qarabağ Ağdam,Inter Milan,0,0,Draw,Group F,-,"Dec 11, 2014"
71,Dnipro Dnipropetrovsk,AS Saint-Étienne,1,0,HomeTeam,Group F,-,"Dec 11, 2014"
72,Sevilla FC,Feyenoord Rotterdam,2,0,HomeTeam,Group G,-,"Sep 18, 2014"
73,Standard Liège,HNK Rijeka,2,0,HomeTeam,Group G,-,"Sep 18, 2014"
74,Feyenoord Rotterdam,Standard Liège,2,1,HomeTeam,Group G,-,"Oct 2, 2014"
75,HNK Rijeka,Sevilla FC,2,2,Draw,Group G,-,"Oct 2, 2014"
76,HNK Rijeka,Feyenoord Rotterdam,3,1,HomeTeam,Group G,-,"Oct 23, 2014"
77,Standard Liège,Sevilla FC,0,0,Draw,Group G,-,"Oct 23, 2014"
78,Feyenoord Rotterdam,HNK Rijeka,2,0,HomeTeam,Group G,-,"Nov 6, 2014"
79,Sevilla FC,Standard Liège,3,1,HomeTeam,Group G,-,"Nov 6, 2014"
80,HNK Rijeka,Standard Liège,2,0,HomeTeam,Group G,-,"Nov 27, 2014"
81,Feyenoord Rotterdam,Sevilla FC,2,0,HomeTeam,Group G,-,"Nov 27, 2014"
82,Sevilla FC,HNK Rijeka,1,0,HomeTeam,Group G,-,"Dec 11, 2014"
83,Standard Liège,Feyenoord Rotterdam,0,3,AwayTeam,Group G,-,"Dec 11, 2014"
84,Everton FC,VfL Wolfsburg,4,1,HomeTeam,Group H,-,"Sep 18, 2014"
85,LOSC Lille,FK Krasnodar,1,1,Draw,Group H,-,"Sep 18, 2014"
86,FK Krasnodar,Everton FC,1,1,Draw,Group H,-,"Oct 2, 2014"
87,VfL Wolfsburg,LOSC Lille,1,1,Draw,Group H,-,"Oct 2, 2014"
88,FK Krasnodar,VfL Wolfsburg,2,4,AwayTeam,Group H,-,"Oct 23, 2014"
89,LOSC Lille,Everton FC,0,0,Draw,Group H,-,"Oct 23, 2014"
90,VfL Wolfsburg,FK Krasnodar,5,1,HomeTeam,Group H,-,"Nov 6, 2014"
91,Everton FC,LOSC Lille,3,0,HomeTeam,Group H,-,"Nov 6, 2014"
92,FK Krasnodar,LOSC Lille,1,1,Draw,Group H,-,"Nov 27, 2014"
93,VfL Wolfsburg,Everton FC,0,2,AwayTeam,Group H,-,"Nov 27, 2014"
94,Everton FC,FK Krasnodar,0,1,AwayTeam,Group H,-,"Dec 11, 2014"
95,LOSC Lille,VfL Wolfsburg,0,3,AwayTeam,Group H,-,"Dec 11, 2014"
96,SSC Napoli,AC Sparta Praha,3,1,HomeTeam,Group I,-,"Sep 18, 2014"
97,BSC Young Boys,Slovan Bratislava,5,0,HomeTeam,Group I,-,"Sep 18, 2014"
98,AC Sparta Praha,BSC Young Boys,3,1,HomeTeam,Group I,-,"Oct 2, 2014"
99,Slovan Bratislava,SSC Napoli,0,2,AwayTeam,Group I,-,"Oct 2, 2014"
100,Slovan Bratislava,AC Sparta Praha,0,3,AwayTeam,Group I,-,"Oct 23, 2014"
101,BSC Young Boys,SSC Napoli,2,0,HomeTeam,Group I,-,"Oct 23, 2014"
102,AC Sparta Praha,Slovan Bratislava,4,0,HomeTeam,Group I,-,"Nov 6, 2014"
103,SSC Napoli,BSC Young Boys,3,0,HomeTeam,Group I,-,"Nov 6, 2014"
104,Slovan Bratislava,BSC Young Boys,1,3,AwayTeam,Group I,-,"Nov 27, 2014"
105,AC Sparta Praha,SSC Napoli,0,0,Draw,Group I,-,"Nov 27, 2014"
106,SSC Napoli,Slovan Bratislava,3,0,HomeTeam,Group I,-,"Dec 11, 2014"
107,BSC Young Boys,AC Sparta Praha,2,0,HomeTeam,Group I,-,"Dec 11, 2014"
108,Rio Ave FC,Dynamo Kyiv,0,3,AwayTeam,Group J,-,"Sep 18, 2014"
109,Steaua Bukarest,Aalborg BK,6,0,HomeTeam,Group J,-,"Sep 18, 2014"
110,Aalborg BK,Rio Ave FC,1,0,HomeTeam,Group J,-,"Oct 2, 2014"
111,Dynamo Kyiv,Steaua Bukarest,3,1,HomeTeam,Group J,-,"Oct 2, 2014"
112,Steaua Bukarest,Rio Ave FC,2,1,HomeTeam,Group J,-,"Oct 23, 2014"
113,Aalborg BK,Dynamo Kyiv,3,0,HomeTeam,Group J,-,"Oct 23, 2014"
114,Dynamo Kyiv,Aalborg BK,2,0,HomeTeam,Group J,-,"Nov 6, 2014"
115,Rio Ave FC,Steaua Bukarest,2,2,Draw,Group J,-,"Nov 6, 2014"
116,Dynamo Kyiv,Rio Ave FC,2,0,HomeTeam,Group J,-,"Nov 27, 2014"
117,Aalborg BK,Steaua Bukarest,1,0,HomeTeam,Group J,-,"Nov 27, 2014"
118,Rio Ave FC,Aalborg BK,2,0,HomeTeam,Group J,-,"Dec 11, 2014"
119,Steaua Bukarest,Dynamo Kyiv,0,2,AwayTeam,Group J,-,"Dec 11, 2014"
120,ACF Fiorentina,EA Guingamp,3,0,HomeTeam,Group K,-,"Sep 18, 2014"
121,PAOK Thessaloniki,Dinamo Minsk,6,1,HomeTeam,Group K,-,"Sep 18, 2014"
122,EA Guingamp,PAOK Thessaloniki,2,0,HomeTeam,Group K,-,"Oct 2, 2014"
123,Dinamo Minsk,ACF Fiorentina,0,3,AwayTeam,Group K,-,"Oct 2, 2014"
124,Dinamo Minsk,EA Guingamp,0,0,Draw,Group K,-,"Oct 23, 2014"
125,PAOK Thessaloniki,ACF Fiorentina,0,1,AwayTeam,Group K,-,"Oct 23, 2014"
126,EA Guingamp,Dinamo Minsk,2,0,HomeTeam,Group K,-,"Nov 6, 2014"
127,ACF Fiorentina,PAOK Thessaloniki,1,1,Draw,Group K,-,"Nov 6, 2014"
128,Dinamo Minsk,PAOK Thessaloniki,0,2,AwayTeam,Group K,-,"Nov 27, 2014"
129,EA Guingamp,ACF Fiorentina,1,2,AwayTeam,Group K,-,"Nov 27, 2014"
130,ACF Fiorentina,Dinamo Minsk,1,2,AwayTeam,Group K,-,"Dec 11, 2014"
131,PAOK Thessaloniki,EA Guingamp,1,2,AwayTeam,Group K,-,"Dec 11, 2014"
132,Metalist Kharkiv,Trabzonspor,1,2,AwayTeam,Group L,-,"Sep 18, 2014"
133,Legia Warszawa,KSC Lokeren,1,0,HomeTeam,Group L,-,"Sep 18, 2014"
134,KSC Lokeren,Metalist Kharkiv,1,0,HomeTeam,Group L,-,"Oct 2, 2014"
135,Trabzonspor,Legia Warszawa,0,1,AwayTeam,Group L,-,"Oct 2, 2014"
136,Metalist Kharkiv,Legia Warszawa,0,1,AwayTeam,Group L,-,"Oct 22, 2014"
137,Trabzonspor,KSC Lokeren,2,0,HomeTeam,Group L,-,"Oct 23, 2014"
138,Legia Warszawa,Metalist Kharkiv,2,1,HomeTeam,Group L,-,"Nov 6, 2014"
139,KSC Lokeren,Trabzonspor,1,1,Draw,Group L,-,"Nov 6, 2014"
140,KSC Lokeren,Legia Warszawa,1,0,HomeTeam,Group L,-,"Nov 27, 2014"
141,Trabzonspor,Metalist Kharkiv,3,1,HomeTeam,Group L,-,"Nov 27, 2014"
142,Metalist Kharkiv,KSC Lokeren,0,1,AwayTeam,Group L,-,"Dec 11, 2014"
143,Legia Warszawa,Trabzonspor,2,0,HomeTeam,Group L,-,"Dec 11, 2014"
144,BSC Young Boys,Everton FC,1,4,AwayTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
145,AS Roma,Feyenoord Rotterdam,1,1,Draw,intermediate stage 1st leg,-,"Feb 19, 2015"
146,Dnipro Dnipropetrovsk,Olympiacos Piraeus,2,0,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
147,Aalborg BK,Club Brugge KV,1,3,AwayTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
148,VfL Wolfsburg,Sporting CP,2,0,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
149,Torino FC,Athletic Bilbao,2,2,Draw,intermediate stage 1st leg,-,"Feb 19, 2015"
150,PSV Eindhoven,Zenit St. Petersburg,0,1,AwayTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
151,Trabzonspor,SSC Napoli,0,4,AwayTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
152,Celtic FC,Inter Milan,3,3,Draw,intermediate stage 1st leg,-,"Feb 19, 2015"
153,Liverpool FC,Besiktas JK,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
154,EA Guingamp,Dynamo Kyiv,2,1,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
155,Tottenham Hotspur,ACF Fiorentina,1,1,Draw,intermediate stage 1st leg,-,"Feb 19, 2015"
156,Villarreal CF,Red Bull Salzburg,2,1,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
157,RSC Anderlecht,Dinamo Moscow,0,0,Draw,intermediate stage 1st leg,-,"Feb 19, 2015"
158,Ajax Amsterdam,Legia Warszawa,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
159,Sevilla FC,Borussia Mönchengladbach,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 19, 2015"
160,Zenit St. Petersburg,PSV Eindhoven,3,0,HomeTeam,intermediate stage 2nd leg,Zenit St. Petersburg,"Feb 26, 2015"
161,Dinamo Moscow,RSC Anderlecht,3,1,HomeTeam,intermediate stage 2nd leg,Dinamo Moscow,"Feb 26, 2015"
162,Inter Milan,Celtic FC,1,0,HomeTeam,intermediate stage 2nd leg,Inter Milan,"Feb 26, 2015"
163,Borussia Mönchengladbach,Sevilla FC,2,3,AwayTeam,intermediate stage 2nd leg,Sevilla FC,"Feb 26, 2015"
164,Besiktas JK,Liverpool FC,6,4,HomeTeam,intermediate stage 2nd leg,Besiktas JK,"Feb 26, 2015"
165,Red Bull Salzburg,Villarreal CF,1,3,AwayTeam,intermediate stage 2nd leg,Villarreal CF,"Feb 26, 2015"
166,ACF Fiorentina,Tottenham Hotspur,2,0,HomeTeam,intermediate stage 2nd leg,ACF Fiorentina,"Feb 26, 2015"
167,Dynamo Kyiv,EA Guingamp,3,1,HomeTeam,intermediate stage 2nd leg,Dynamo Kyiv,"Feb 26, 2015"
168,Legia Warszawa,Ajax Amsterdam,0,3,AwayTeam,intermediate stage 2nd leg,Ajax Amsterdam,"Feb 26, 2015"
169,SSC Napoli,Trabzonspor,1,0,HomeTeam,intermediate stage 2nd leg,SSC Napoli,"Feb 26, 2015"
170,Feyenoord Rotterdam,AS Roma,1,2,AwayTeam,intermediate stage 2nd leg,AS Roma,"Feb 26, 2015"
171,Club Brugge KV,Aalborg BK,3,0,HomeTeam,intermediate stage 2nd leg,Club Brugge KV,"Feb 26, 2015"
172,Athletic Bilbao,Torino FC,2,3,AwayTeam,intermediate stage 2nd leg,Torino FC,"Feb 26, 2015"
173,Sporting CP,VfL Wolfsburg,0,0,Draw,intermediate stage 2nd leg,VfL Wolfsburg,"Feb 26, 2015"
174,Everton FC,BSC Young Boys,3,1,HomeTeam,intermediate stage 2nd leg,Everton FC,"Feb 26, 2015"
175,Olympiacos Piraeus,Dnipro Dnipropetrovsk,2,2,Draw,intermediate stage 2nd leg,Dnipro Dnipropetrovsk,"Feb 26, 2015"
176,Zenit St. Petersburg,Torino FC,2,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2015"
177,VfL Wolfsburg,Inter Milan,3,1,HomeTeam,last 16 1st leg,-,"Mar 12, 2015"
178,Dnipro Dnipropetrovsk,Ajax Amsterdam,1,0,HomeTeam,last 16 1st leg,-,"Mar 12, 2015"
179,Club Brugge KV,Besiktas JK,2,1,HomeTeam,last 16 1st leg,-,"Mar 12, 2015"
180,Everton FC,Dynamo Kyiv,2,1,HomeTeam,last 16 1st leg,-,"Mar 12, 2015"
181,ACF Fiorentina,AS Roma,1,1,Draw,last 16 1st leg,-,"Mar 12, 2015"
182,SSC Napoli,Dinamo Moscow,3,1,HomeTeam,last 16 1st leg,-,"Mar 12, 2015"
183,Villarreal CF,Sevilla FC,1,3,AwayTeam,last 16 1st leg,-,"Mar 12, 2015"
184,Dinamo Moscow,SSC Napoli,0,0,Draw,last 16 2nd leg,SSC Napoli,"Mar 19, 2015"
185,Dynamo Kyiv,Everton FC,5,2,HomeTeam,last 16 2nd leg,Dynamo Kyiv,"Mar 19, 2015"
186,AS Roma,ACF Fiorentina,0,3,AwayTeam,last 16 2nd leg,ACF Fiorentina,"Mar 19, 2015"
187,Inter Milan,VfL Wolfsburg,1,2,AwayTeam,last 16 2nd leg,VfL Wolfsburg,"Mar 19, 2015"
188,Ajax Amsterdam,Dnipro Dnipropetrovsk,2,1,HomeTeam,last 16 2nd leg,Dnipro Dnipropetrovsk,"Mar 19, 2015"
189,Besiktas JK,Club Brugge KV,1,3,AwayTeam,last 16 2nd leg,Club Brugge KV,"Mar 19, 2015"
190,Sevilla FC,Villarreal CF,2,1,HomeTeam,last 16 2nd leg,Sevilla FC,"Mar 19, 2015"
191,Torino FC,Zenit St. Petersburg,1,0,HomeTeam,last 16 2nd leg,Zenit St. Petersburg,"Mar 19, 2015"
192,Sevilla FC,Zenit St. Petersburg,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 16, 2015"
193,Club Brugge KV,Dnipro Dnipropetrovsk,0,0,Draw,Quarter-Finals 1st leg,-,"Apr 16, 2015"
194,Dynamo Kyiv,ACF Fiorentina,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 16, 2015"
195,VfL Wolfsburg,SSC Napoli,1,4,AwayTeam,Quarter-Finals 1st leg,-,"Apr 16, 2015"
196,Zenit St. Petersburg,Sevilla FC,2,2,Draw,Quarter-Finals 2nd leg,Sevilla FC,"Apr 23, 2015"
197,Dnipro Dnipropetrovsk,Club Brugge KV,1,0,HomeTeam,Quarter-Finals 2nd leg,Dnipro Dnipropetrovsk,"Apr 23, 2015"
198,ACF Fiorentina,Dynamo Kyiv,2,0,HomeTeam,Quarter-Finals 2nd leg,ACF Fiorentina,"Apr 23, 2015"
199,SSC Napoli,VfL Wolfsburg,2,2,Draw,Quarter-Finals 2nd leg,SSC Napoli,"Apr 23, 2015"
200,SSC Napoli,Dnipro Dnipropetrovsk,1,1,Draw,Semi-Finals 1st Leg,-,"May 7, 2015"
201,Sevilla FC,ACF Fiorentina,3,0,HomeTeam,Semi-Finals 1st Leg,-,"May 7, 2015"
202,Dnipro Dnipropetrovsk,SSC Napoli,1,0,HomeTeam,Semi-Finals 2nd Leg,Dnipro Dnipropetrovsk,"May 14, 2015"
203,ACF Fiorentina,Sevilla FC,0,2,AwayTeam,Semi-Finals 2nd Leg,Sevilla FC,"May 14, 2015"
204,Dnipro Dnipropetrovsk,Sevilla FC,2,3,AwayTeam,Final,Sevilla FC,"May 27, 2015"
