,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,MFK Ruzomberok,MFK Skalica,1,3,AwayTeam,1.Matchday,"Jul 18, 2015"
1,DAC Dunajska Streda,FK Senica,2,0,HomeTeam,1.Matchday,"Jul 18, 2015"
2,MFK Zemplin Michalovce,AS Trencin,0,1,AwayTeam,1.Matchday,"Jul 18, 2015"
3,FC ViOn Zlate Moravce-Vrable,Slovan Bratislava,1,2,AwayTeam,1.Matchday,"Jul 19, 2015"
4,Spartak Myjava,Spartak Trnava,4,2,HomeTeam,1.Matchday,"Jul 19, 2015"
5,ZP Sport Podbrezova,MSK Zilina,2,3,AwayTeam,1.Matchday,"Sep 15, 2015"
6,FK Senica,MFK Ruzomberok,1,1,Draw,2.Matchday,"Jul 24, 2015"
7,ZP Sport Podbrezova,AS Trencin,0,2,AwayTeam,2.Matchday,"Jul 25, 2015"
8,MFK Skalica,MFK Zemplin Michalovce,1,0,HomeTeam,2.Matchday,"Jul 25, 2015"
9,DAC Dunajska Streda,Spartak Trnava,2,1,HomeTeam,2.Matchday,"Jul 26, 2015"
10,MSK Zilina,FC ViOn Zlate Moravce-Vrable,5,1,HomeTeam,2.Matchday,"Jul 26, 2015"
11,Slovan Bratislava,Spartak Myjava,0,1,AwayTeam,2.Matchday,"Jul 26, 2015"
12,ZP Sport Podbrezova,MFK Zemplin Michalovce,6,2,HomeTeam,3.Matchday,"Aug 1, 2015"
13,FC ViOn Zlate Moravce-Vrable,AS Trencin,0,1,AwayTeam,3.Matchday,"Aug 1, 2015"
14,FK Senica,MFK Skalica,2,1,HomeTeam,3.Matchday,"Aug 1, 2015"
15,DAC Dunajska Streda,Slovan Bratislava,1,1,Draw,3.Matchday,"Aug 2, 2015"
16,Spartak Myjava,MSK Zilina,1,4,AwayTeam,3.Matchday,"Aug 2, 2015"
17,MFK Ruzomberok,Spartak Trnava,0,0,Draw,3.Matchday,"Aug 19, 2015"
18,MFK Skalica,ZP Sport Podbrezova,0,0,Draw,4.Matchday,"Aug 7, 2015"
19,Spartak Myjava,AS Trencin,0,1,AwayTeam,4.Matchday,"Aug 8, 2015"
20,MFK Zemplin Michalovce,FC ViOn Zlate Moravce-Vrable,2,1,HomeTeam,4.Matchday,"Aug 8, 2015"
21,FK Senica,Spartak Trnava,0,0,Draw,4.Matchday,"Aug 9, 2015"
22,MSK Zilina,DAC Dunajska Streda,1,1,Draw,4.Matchday,"Aug 9, 2015"
23,Slovan Bratislava,MFK Ruzomberok,2,1,HomeTeam,4.Matchday,"Aug 9, 2015"
24,FK Senica,Slovan Bratislava,1,1,Draw,5.Matchday,"Aug 15, 2015"
25,DAC Dunajska Streda,AS Trencin,0,2,AwayTeam,5.Matchday,"Aug 15, 2015"
26,Spartak Myjava,MFK Zemplin Michalovce,2,1,HomeTeam,5.Matchday,"Aug 15, 2015"
27,FC ViOn Zlate Moravce-Vrable,ZP Sport Podbrezova,2,2,Draw,5.Matchday,"Aug 15, 2015"
28,MFK Skalica,Spartak Trnava,2,3,AwayTeam,5.Matchday,"Aug 16, 2015"
29,MFK Ruzomberok,MSK Zilina,2,2,Draw,5.Matchday,"Aug 16, 2015"
30,MFK Skalica,FC ViOn Zlate Moravce-Vrable,2,3,AwayTeam,6.Matchday,"Aug 22, 2015"
31,MFK Zemplin Michalovce,DAC Dunajska Streda,0,3,AwayTeam,6.Matchday,"Aug 22, 2015"
32,ZP Sport Podbrezova,Spartak Myjava,1,2,AwayTeam,6.Matchday,"Aug 22, 2015"
33,AS Trencin,MFK Ruzomberok,1,1,Draw,6.Matchday,"Aug 23, 2015"
34,MSK Zilina,FK Senica,4,1,HomeTeam,6.Matchday,"Aug 23, 2015"
35,Slovan Bratislava,Spartak Trnava,2,0,HomeTeam,6.Matchday,"Aug 25, 2015"
36,DAC Dunajska Streda,ZP Sport Podbrezova,5,1,HomeTeam,7.Matchday,"Aug 29, 2015"
37,Spartak Myjava,FC ViOn Zlate Moravce-Vrable,0,0,Draw,7.Matchday,"Aug 29, 2015"
38,Slovan Bratislava,MFK Skalica,4,1,HomeTeam,7.Matchday,"Aug 29, 2015"
39,FK Senica,AS Trencin,1,4,AwayTeam,7.Matchday,"Aug 29, 2015"
40,MFK Ruzomberok,MFK Zemplin Michalovce,2,2,Draw,7.Matchday,"Aug 29, 2015"
41,Spartak Trnava,MSK Zilina,2,0,HomeTeam,7.Matchday,"Aug 30, 2015"
42,MFK Skalica,Spartak Myjava,0,0,Draw,8.Matchday,"Sep 12, 2015"
43,MSK Zilina,Slovan Bratislava,3,0,HomeTeam,8.Matchday,"Sep 12, 2015"
