,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
23,Arsenal FC,Lokomotiv Moscow,2,0,HomeTeam,Group B,-,"Dec 10, 2003"
24,AEK Athens,Deportivo de La Coruña,1,1,Draw,Group C,-,"Sep 17, 2003"
25,PSV Eindhoven,AS Monaco,1,2,AwayTeam,Group C,-,"Sep 17, 2003"
26,Deportivo de La Coruña,PSV Eindhoven,2,0,HomeTeam,Group C,-,"Sep 30, 2003"
27,AS Monaco,AEK Athens,4,0,HomeTeam,Group C,-,"Sep 30, 2003"
28,AEK Athens,PSV Eindhoven,0,1,AwayTeam,Group C,-,"Oct 21, 2003"
29,Deportivo de La Coruña,AS Monaco,1,0,HomeTeam,Group C,-,"Oct 21, 2003"
30,PSV Eindhoven,AEK Athens,2,0,HomeTeam,Group C,-,"Nov 5, 2003"
31,AS Monaco,Deportivo de La Coruña,8,3,HomeTeam,Group C,-,"Nov 5, 2003"
32,Deportivo de La Coruña,AEK Athens,3,0,HomeTeam,Group C,-,"Nov 25, 2003"
33,AS Monaco,PSV Eindhoven,1,1,Draw,Group C,-,"Nov 25, 2003"
34,AEK Athens,AS Monaco,0,0,Draw,Group C,-,"Dec 10, 2003"
35,PSV Eindhoven,Deportivo de La Coruña,3,2,HomeTeam,Group C,-,"Dec 10, 2003"
36,Real Sociedad,Olympiacos Piraeus,1,0,HomeTeam,Group D,-,"Sep 17, 2003"
37,Juventus FC,Galatasaray SK,2,1,HomeTeam,Group D,-,"Sep 17, 2003"
38,Galatasaray SK,Real Sociedad,1,2,AwayTeam,Group D,-,"Sep 30, 2003"
39,Olympiacos Piraeus,Juventus FC,1,2,AwayTeam,Group D,-,"Sep 30, 2003"
40,Galatasaray SK,Olympiacos Piraeus,1,0,HomeTeam,Group D,-,"Oct 21, 2003"
41,Juventus FC,Real Sociedad,4,2,HomeTeam,Group D,-,"Oct 21, 2003"
42,Real Sociedad,Juventus FC,0,0,Draw,Group D,-,"Nov 5, 2003"
43,Olympiacos Piraeus,Galatasaray SK,3,0,HomeTeam,Group D,-,"Nov 5, 2003"
44,Olympiacos Piraeus,Real Sociedad,2,2,Draw,Group D,-,"Nov 25, 2003"
45,Galatasaray SK,Juventus FC,2,0,HomeTeam,Group D,-,"Dec 2, 2003"
46,Real Sociedad,Galatasaray SK,1,1,Draw,Group D,-,"Dec 10, 2003"
47,Juventus FC,Olympiacos Piraeus,7,0,HomeTeam,Group D,-,"Dec 10, 2003"
48,Rangers FC,VfB Stuttgart,2,1,HomeTeam,Group E,-,"Sep 16, 2003"
49,Manchester United,Panathinaikos Athens,5,0,HomeTeam,Group E,-,"Sep 16, 2003"
50,Panathinaikos Athens,Rangers FC,1,1,Draw,Group E,-,"Oct 1, 2003"
51,VfB Stuttgart,Manchester United,2,1,HomeTeam,Group E,-,"Oct 1, 2003"
52,VfB Stuttgart,Panathinaikos Athens,2,0,HomeTeam,Group E,-,"Oct 22, 2003"
53,Rangers FC,Manchester United,0,1,AwayTeam,Group E,-,"Oct 22, 2003"
54,Panathinaikos Athens,VfB Stuttgart,1,3,AwayTeam,Group E,-,"Nov 4, 2003"
55,Manchester United,Rangers FC,3,0,HomeTeam,Group E,-,"Nov 4, 2003"
56,VfB Stuttgart,Rangers FC,1,0,HomeTeam,Group E,-,"Nov 26, 2003"
57,Panathinaikos Athens,Manchester United,0,1,AwayTeam,Group E,-,"Nov 26, 2003"
58,Rangers FC,Panathinaikos Athens,1,3,AwayTeam,Group E,-,"Dec 9, 2003"
59,Manchester United,VfB Stuttgart,2,0,HomeTeam,Group E,-,"Dec 9, 2003"
60,FK Partizan Belgrade,FC Porto,1,1,Draw,Group F,-,"Sep 16, 2003"
61,Real Madrid,Olympique Marseille,4,2,HomeTeam,Group F,-,"Sep 16, 2003"
62,Olympique Marseille,FK Partizan Belgrade,3,0,HomeTeam,Group F,-,"Oct 1, 2003"
63,FC Porto,Real Madrid,1,3,AwayTeam,Group F,-,"Oct 1, 2003"
64,Real Madrid,FK Partizan Belgrade,1,0,HomeTeam,Group F,-,"Oct 22, 2003"
65,Olympique Marseille,FC Porto,2,3,AwayTeam,Group F,-,"Oct 22, 2003"
66,FK Partizan Belgrade,Real Madrid,0,0,Draw,Group F,-,"Nov 4, 2003"
67,FC Porto,Olympique Marseille,1,0,HomeTeam,Group F,-,"Nov 4, 2003"
68,FC Porto,FK Partizan Belgrade,2,1,HomeTeam,Group F,-,"Nov 26, 2003"
69,Olympique Marseille,Real Madrid,1,2,AwayTeam,Group F,-,"Nov 26, 2003"
70,FK Partizan Belgrade,Olympique Marseille,1,1,Draw,Group F,-,"Dec 9, 2003"
71,Real Madrid,FC Porto,1,1,Draw,Group F,-,"Dec 9, 2003"
72,AC Sparta Praha,Chelsea FC,0,1,AwayTeam,Group G,-,"Sep 16, 2003"
73,Besiktas JK,SS Lazio,0,2,AwayTeam,Group G,-,"Sep 16, 2003"
74,SS Lazio,AC Sparta Praha,2,2,Draw,Group G,-,"Oct 1, 2003"
75,Chelsea FC,Besiktas JK,0,2,AwayTeam,Group G,-,"Oct 1, 2003"
76,AC Sparta Praha,Besiktas JK,2,1,HomeTeam,Group G,-,"Oct 22, 2003"
77,Chelsea FC,SS Lazio,2,1,HomeTeam,Group G,-,"Oct 22, 2003"
78,SS Lazio,Chelsea FC,0,4,AwayTeam,Group G,-,"Nov 4, 2003"
79,Besiktas JK,AC Sparta Praha,1,0,HomeTeam,Group G,-,"Nov 4, 2003"
80,SS Lazio,Besiktas JK,1,1,Draw,Group G,-,"Nov 26, 2003"
81,Chelsea FC,AC Sparta Praha,0,0,Draw,Group G,-,"Nov 26, 2003"
82,Besiktas JK,Chelsea FC,0,2,AwayTeam,Group G,-,"Dec 9, 2003"
83,AC Sparta Praha,SS Lazio,1,0,HomeTeam,Group G,-,"Dec 9, 2003"
84,Club Brugge KV,Celta de Vigo,1,1,Draw,Group H,-,"Sep 16, 2003"
85,Milan AC,Ajax Amsterdam,1,0,HomeTeam,Group H,-,"Sep 16, 2003"
86,Ajax Amsterdam,Club Brugge KV,2,0,HomeTeam,Group H,-,"Oct 1, 2003"
87,Celta de Vigo,Milan AC,0,0,Draw,Group H,-,"Oct 1, 2003"
88,Milan AC,Club Brugge KV,0,1,AwayTeam,Group H,-,"Oct 22, 2003"
89,Ajax Amsterdam,Celta de Vigo,1,0,HomeTeam,Group H,-,"Oct 22, 2003"
90,Club Brugge KV,Milan AC,0,1,AwayTeam,Group H,-,"Nov 4, 2003"
91,Celta de Vigo,Ajax Amsterdam,3,2,HomeTeam,Group H,-,"Nov 4, 2003"
92,Celta de Vigo,Club Brugge KV,1,1,Draw,Group H,-,"Nov 26, 2003"
93,Ajax Amsterdam,Milan AC,0,1,AwayTeam,Group H,-,"Nov 26, 2003"
94,Club Brugge KV,Ajax Amsterdam,2,1,HomeTeam,Group H,-,"Dec 9, 2003"
95,Milan AC,Celta de Vigo,1,2,AwayTeam,Group H,-,"Dec 9, 2003"
96,Lokomotiv Moscow,AS Monaco,2,1,HomeTeam,last 16 1st leg,-,"Feb 24, 2004"
97,AC Sparta Praha,Milan AC,0,0,Draw,last 16 1st leg,-,"Feb 24, 2004"
98,Celta de Vigo,Arsenal FC,2,3,AwayTeam,last 16 1st leg,-,"Feb 24, 2004"
99,Bayern Munich,Real Madrid,1,1,Draw,last 16 1st leg,-,"Feb 24, 2004"
100,FC Porto,Manchester United,2,1,HomeTeam,last 16 1st leg,-,"Feb 25, 2004"
101,Deportivo de La Coruña,Juventus FC,1,0,HomeTeam,last 16 1st leg,-,"Feb 25, 2004"
102,Real Sociedad,Olympique Lyon,0,1,AwayTeam,last 16 1st leg,-,"Feb 25, 2004"
103,VfB Stuttgart,Chelsea FC,0,1,AwayTeam,last 16 1st leg,-,"Feb 25, 2004"
104,Juventus FC,Deportivo de La Coruña,0,1,AwayTeam,last 16 2nd leg,Deportivo de La Coruña,"Mar 9, 2004"
105,Chelsea FC,VfB Stuttgart,0,0,Draw,last 16 2nd leg,Chelsea FC,"Mar 9, 2004"
106,Olympique Lyon,Real Sociedad,1,0,HomeTeam,last 16 2nd leg,Olympique Lyon,"Mar 9, 2004"
107,Manchester United,FC Porto,1,1,Draw,last 16 2nd leg,FC Porto,"Mar 9, 2004"
108,AS Monaco,Lokomotiv Moscow,1,0,HomeTeam,last 16 2nd leg,AS Monaco,"Mar 10, 2004"
109,Milan AC,AC Sparta Praha,4,1,HomeTeam,last 16 2nd leg,Milan AC,"Mar 10, 2004"
110,Real Madrid,Bayern Munich,1,0,HomeTeam,last 16 2nd leg,Real Madrid,"Mar 10, 2004"
111,Arsenal FC,Celta de Vigo,2,0,HomeTeam,last 16 2nd leg,Arsenal FC,"Mar 10, 2004"
112,FC Porto,Olympique Lyon,2,0,HomeTeam,Quarter-Finals 1st leg,-,"Mar 23, 2004"
113,Milan AC,Deportivo de La Coruña,4,1,HomeTeam,Quarter-Finals 1st leg,-,"Mar 23, 2004"
114,Chelsea FC,Arsenal FC,1,1,Draw,Quarter-Finals 1st leg,-,"Mar 24, 2004"
115,Real Madrid,AS Monaco,4,2,HomeTeam,Quarter-Finals 1st leg,-,"Mar 24, 2004"
116,Olympique Lyon,FC Porto,2,2,Draw,Quarter-Finals 2nd leg,FC Porto,"Apr 6, 2004"
117,Deportivo de La Coruña,Milan AC,4,0,HomeTeam,Quarter-Finals 2nd leg,Deportivo de La Coruña,"Apr 6, 2004"
118,Arsenal FC,Chelsea FC,1,2,AwayTeam,Quarter-Finals 2nd leg,Chelsea FC,"Apr 7, 2004"
119,AS Monaco,Real Madrid,3,1,HomeTeam,Quarter-Finals 2nd leg,AS Monaco,"Apr 7, 2004"
120,AS Monaco,Chelsea FC,3,1,HomeTeam,Semi-Finals 1st Leg,-,"Apr 20, 2004"
121,FC Porto,Deportivo de La Coruña,0,0,Draw,Semi-Finals 1st Leg,-,"Apr 21, 2004"
122,Deportivo de La Coruña,FC Porto,0,1,AwayTeam,Semi-Finals 2nd Leg,FC Porto,"May 4, 2004"
123,Chelsea FC,AS Monaco,2,2,Draw,Semi-Finals 2nd Leg,AS Monaco,"May 5, 2004"
124,AS Monaco,FC Porto,0,3,AwayTeam,Final,FC Porto,"May 26, 2004"
