,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,FC Twente Enschede,FC Internazionale,2,2,Draw,Group A,-,"Sep 14, 2010"
1,SV Werder Bremen,Tottenham Hotspur,2,2,Draw,Group A,-,"Sep 14, 2010"
2,Tottenham Hotspur,FC Twente Enschede,4,1,HomeTeam,Group A,-,"Sep 29, 2010"
3,FC Internazionale,SV Werder Bremen,4,0,HomeTeam,Group A,-,"Sep 29, 2010"
4,FC Internazionale,Tottenham Hotspur,4,3,HomeTeam,Group A,-,"Oct 20, 2010"
5,FC Twente Enschede,SV Werder Bremen,1,1,Draw,Group A,-,"Oct 20, 2010"
6,SV Werder Bremen,FC Twente Enschede,0,2,AwayTeam,Group A,-,"Nov 2, 2010"
7,Tottenham Hotspur,FC Internazionale,3,1,HomeTeam,Group A,-,"Nov 2, 2010"
8,FC Internazionale,FC Twente Enschede,1,0,HomeTeam,Group A,-,"Nov 24, 2010"
9,Tottenham Hotspur,SV Werder Bremen,3,0,HomeTeam,Group A,-,"Nov 24, 2010"
10,FC Twente Enschede,Tottenham Hotspur,3,3,Draw,Group A,-,"Dec 7, 2010"
11,SV Werder Bremen,FC Internazionale,3,0,HomeTeam,Group A,-,"Dec 7, 2010"
12,Olympique Lyon,FC Schalke 04,1,0,HomeTeam,Group B,-,"Sep 14, 2010"
13,SL Benfica,Hapoel Tel Aviv,2,0,HomeTeam,Group B,-,"Sep 14, 2010"
14,FC Schalke 04,SL Benfica,2,0,HomeTeam,Group B,-,"Sep 29, 2010"
15,Hapoel Tel Aviv,Olympique Lyon,1,3,AwayTeam,Group B,-,"Sep 29, 2010"
16,FC Schalke 04,Hapoel Tel Aviv,3,1,HomeTeam,Group B,-,"Oct 20, 2010"
17,Olympique Lyon,SL Benfica,2,0,HomeTeam,Group B,-,"Oct 20, 2010"
18,Hapoel Tel Aviv,FC Schalke 04,0,0,Draw,Group B,-,"Nov 2, 2010"
19,SL Benfica,Olympique Lyon,4,3,HomeTeam,Group B,-,"Nov 2, 2010"
20,Hapoel Tel Aviv,SL Benfica,3,0,HomeTeam,Group B,-,"Nov 24, 2010"
21,FC Schalke 04,Olympique Lyon,3,0,HomeTeam,Group B,-,"Nov 24, 2010"
22,Olympique Lyon,Hapoel Tel Aviv,2,2,Draw,Group B,-,"Dec 7, 2010"
23,SL Benfica,FC Schalke 04,1,2,AwayTeam,Group B,-,"Dec 7, 2010"
24,Bursaspor,Valencia CF,0,4,AwayTeam,Group C,-,"Sep 14, 2010"
25,Manchester United,Rangers FC,0,0,Draw,Group C,-,"Sep 14, 2010"
26,Rangers FC,Bursaspor,1,0,HomeTeam,Group C,-,"Sep 29, 2010"
27,Valencia CF,Manchester United,0,1,AwayTeam,Group C,-,"Sep 29, 2010"
28,Manchester United,Bursaspor,1,0,HomeTeam,Group C,-,"Oct 20, 2010"
29,Rangers FC,Valencia CF,1,1,Draw,Group C,-,"Oct 20, 2010"
30,Valencia CF,Rangers FC,3,0,HomeTeam,Group C,-,"Nov 2, 2010"
31,Bursaspor,Manchester United,0,3,AwayTeam,Group C,-,"Nov 2, 2010"
32,Valencia CF,Bursaspor,6,1,HomeTeam,Group C,-,"Nov 24, 2010"
33,Rangers FC,Manchester United,0,1,AwayTeam,Group C,-,"Nov 24, 2010"
34,Bursaspor,Rangers FC,1,1,Draw,Group C,-,"Dec 7, 2010"
35,Manchester United,Valencia CF,1,1,Draw,Group C,-,"Dec 7, 2010"
36,FC Barcelona,Panathinaikos Athens,5,1,HomeTeam,Group D,-,"Sep 14, 2010"
37,FC Copenhagen,Rubin Kazan,1,0,HomeTeam,Group D,-,"Sep 14, 2010"
38,Rubin Kazan,FC Barcelona,1,1,Draw,Group D,-,"Sep 29, 2010"
39,Panathinaikos Athens,FC Copenhagen,0,2,AwayTeam,Group D,-,"Sep 29, 2010"
40,Panathinaikos Athens,Rubin Kazan,0,0,Draw,Group D,-,"Oct 20, 2010"
41,FC Barcelona,FC Copenhagen,2,0,HomeTeam,Group D,-,"Oct 20, 2010"
42,Rubin Kazan,Panathinaikos Athens,0,0,Draw,Group D,-,"Nov 2, 2010"
43,FC Copenhagen,FC Barcelona,1,1,Draw,Group D,-,"Nov 2, 2010"
44,Rubin Kazan,FC Copenhagen,1,0,HomeTeam,Group D,-,"Nov 24, 2010"
45,Panathinaikos Athens,FC Barcelona,0,3,AwayTeam,Group D,-,"Nov 24, 2010"
46,FC Barcelona,Rubin Kazan,2,0,HomeTeam,Group D,-,"Dec 7, 2010"
47,FC Copenhagen,Panathinaikos Athens,3,1,HomeTeam,Group D,-,"Dec 7, 2010"
48,Bayern Munich,AS Roma,2,0,HomeTeam,Group E,-,"Sep 15, 2010"
49,CFR Cluj,FC Basel 1893,2,1,HomeTeam,Group E,-,"Sep 15, 2010"
50,AS Roma,CFR Cluj,2,1,HomeTeam,Group E,-,"Sep 28, 2010"
51,FC Basel 1893,Bayern Munich,1,2,AwayTeam,Group E,-,"Sep 28, 2010"
52,Bayern Munich,CFR Cluj,3,2,HomeTeam,Group E,-,"Oct 19, 2010"
53,AS Roma,FC Basel 1893,1,3,AwayTeam,Group E,-,"Oct 19, 2010"
54,FC Basel 1893,AS Roma,2,3,AwayTeam,Group E,-,"Nov 3, 2010"
55,CFR Cluj,Bayern Munich,0,4,AwayTeam,Group E,-,"Nov 3, 2010"
56,FC Basel 1893,CFR Cluj,1,0,HomeTeam,Group E,-,"Nov 23, 2010"
57,AS Roma,Bayern Munich,3,2,HomeTeam,Group E,-,"Nov 23, 2010"
58,Bayern Munich,FC Basel 1893,3,0,HomeTeam,Group E,-,"Dec 8, 2010"
59,CFR Cluj,AS Roma,1,1,Draw,Group E,-,"Dec 8, 2010"
60,MSK Zilina,Chelsea FC,1,4,AwayTeam,Group F,-,"Sep 15, 2010"
61,Olympique Marseille,Spartak Moscow,0,1,AwayTeam,Group F,-,"Sep 15, 2010"
62,Spartak Moscow,MSK Zilina,3,0,HomeTeam,Group F,-,"Sep 28, 2010"
63,Chelsea FC,Olympique Marseille,2,0,HomeTeam,Group F,-,"Sep 28, 2010"
64,Spartak Moscow,Chelsea FC,0,2,AwayTeam,Group F,-,"Oct 19, 2010"
65,Olympique Marseille,MSK Zilina,1,0,HomeTeam,Group F,-,"Oct 19, 2010"
66,Chelsea FC,Spartak Moscow,4,1,HomeTeam,Group F,-,"Nov 3, 2010"
67,MSK Zilina,Olympique Marseille,0,7,AwayTeam,Group F,-,"Nov 3, 2010"
68,Spartak Moscow,Olympique Marseille,0,3,AwayTeam,Group F,-,"Nov 23, 2010"
69,Chelsea FC,MSK Zilina,2,1,HomeTeam,Group F,-,"Nov 23, 2010"
70,MSK Zilina,Spartak Moscow,1,2,AwayTeam,Group F,-,"Dec 8, 2010"
71,Olympique Marseille,Chelsea FC,1,0,HomeTeam,Group F,-,"Dec 8, 2010"
72,Real Madrid,Ajax Amsterdam,2,0,HomeTeam,Group G,-,"Sep 15, 2010"
73,AC Milan,AJ Auxerre,2,0,HomeTeam,Group G,-,"Sep 15, 2010"
74,AJ Auxerre,Real Madrid,0,1,AwayTeam,Group G,-,"Sep 28, 2010"
75,Ajax Amsterdam,AC Milan,1,1,Draw,Group G,-,"Sep 28, 2010"
