,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Deportivo de La Coruña,Olympiacos Piraeus,0,0,Draw,Group A,-,"Sep 15, 2004"
1,Liverpool FC,AS Monaco,2,0,HomeTeam,Group A,-,"Sep 15, 2004"
2,Olympiacos Piraeus,Liverpool FC,1,0,HomeTeam,Group A,-,"Sep 28, 2004"
3,AS Monaco,Deportivo de La Coruña,2,0,HomeTeam,Group A,-,"Sep 28, 2004"
4,AS Monaco,Olympiacos Piraeus,2,1,HomeTeam,Group A,-,"Oct 19, 2004"
5,Liverpool FC,Deportivo de La Coruña,0,0,Draw,Group A,-,"Oct 19, 2004"
6,Olympiacos Piraeus,AS Monaco,1,0,HomeTeam,Group A,-,"Nov 3, 2004"
7,Deportivo de La Coruña,Liverpool FC,0,1,AwayTeam,Group A,-,"Nov 3, 2004"
8,Olympiacos Piraeus,Deportivo de La Coruña,1,0,HomeTeam,Group A,-,"Nov 23, 2004"
9,AS Monaco,Liverpool FC,1,0,HomeTeam,Group A,-,"Nov 23, 2004"
10,Liverpool FC,Olympiacos Piraeus,3,1,HomeTeam,Group A,-,"Dec 8, 2004"
11,Deportivo de La Coruña,AS Monaco,0,5,AwayTeam,Group A,-,"Dec 8, 2004"
12,Bayer 04 Leverkusen,Real Madrid,3,0,HomeTeam,Group B,-,"Sep 15, 2004"
13,AS Roma,Dynamo Kyiv,0,3,AwayTeam,Group B,-,"Sep 15, 2004"
14,Real Madrid,AS Roma,4,2,HomeTeam,Group B,-,"Sep 28, 2004"
15,Dynamo Kyiv,Bayer 04 Leverkusen,4,2,HomeTeam,Group B,-,"Sep 28, 2004"
16,Real Madrid,Dynamo Kyiv,1,0,HomeTeam,Group B,-,"Oct 19, 2004"
17,Bayer 04 Leverkusen,AS Roma,3,1,HomeTeam,Group B,-,"Oct 19, 2004"
18,AS Roma,Bayer 04 Leverkusen,1,1,Draw,Group B,-,"Nov 3, 2004"
19,Dynamo Kyiv,Real Madrid,2,2,Draw,Group B,-,"Nov 3, 2004"
20,Real Madrid,Bayer 04 Leverkusen,1,1,Draw,Group B,-,"Nov 23, 2004"
21,Dynamo Kyiv,AS Roma,2,0,HomeTeam,Group B,-,"Nov 23, 2004"
22,AS Roma,Real Madrid,0,3,AwayTeam,Group B,-,"Dec 8, 2004"
23,Bayer 04 Leverkusen,Dynamo Kyiv,3,0,HomeTeam,Group B,-,"Dec 8, 2004"
24,Ajax Amsterdam,Juventus FC,0,1,AwayTeam,Group C,-,"Sep 15, 2004"
25,Maccabi Tel Aviv,Bayern Munich,0,1,AwayTeam,Group C,-,"Sep 15, 2004"
26,Juventus FC,Maccabi Tel Aviv,1,0,HomeTeam,Group C,-,"Sep 28, 2004"
27,Bayern Munich,Ajax Amsterdam,4,0,HomeTeam,Group C,-,"Sep 28, 2004"
28,Juventus FC,Bayern Munich,1,0,HomeTeam,Group C,-,"Oct 19, 2004"
29,Ajax Amsterdam,Maccabi Tel Aviv,3,0,HomeTeam,Group C,-,"Oct 19, 2004"
30,Maccabi Tel Aviv,Ajax Amsterdam,2,1,HomeTeam,Group C,-,"Nov 3, 2004"
31,Bayern Munich,Juventus FC,0,1,AwayTeam,Group C,-,"Nov 3, 2004"
32,Juventus FC,Ajax Amsterdam,1,0,HomeTeam,Group C,-,"Nov 23, 2004"
33,Bayern Munich,Maccabi Tel Aviv,5,1,HomeTeam,Group C,-,"Nov 23, 2004"
34,Maccabi Tel Aviv,Juventus FC,1,1,Draw,Group C,-,"Dec 8, 2004"
35,Ajax Amsterdam,Bayern Munich,2,2,Draw,Group C,-,"Dec 8, 2004"
36,Fenerbahce SK,AC Sparta Praha,1,0,HomeTeam,Group D,-,"Sep 15, 2004"
37,Olympique Lyon,Manchester United,2,2,Draw,Group D,-,"Sep 15, 2004"
38,AC Sparta Praha,Olympique Lyon,1,2,AwayTeam,Group D,-,"Sep 28, 2004"
39,Manchester United,Fenerbahce SK,6,2,HomeTeam,Group D,-,"Sep 28, 2004"
40,AC Sparta Praha,Manchester United,0,0,Draw,Group D,-,"Oct 19, 2004"
41,Fenerbahce SK,Olympique Lyon,1,3,AwayTeam,Group D,-,"Oct 19, 2004"
42,Manchester United,AC Sparta Praha,4,1,HomeTeam,Group D,-,"Nov 3, 2004"
43,Olympique Lyon,Fenerbahce SK,4,2,HomeTeam,Group D,-,"Nov 3, 2004"
44,AC Sparta Praha,Fenerbahce SK,0,1,AwayTeam,Group D,-,"Nov 23, 2004"
45,Manchester United,Olympique Lyon,2,1,HomeTeam,Group D,-,"Nov 23, 2004"
46,Olympique Lyon,AC Sparta Praha,5,0,HomeTeam,Group D,-,"Dec 8, 2004"
47,Fenerbahce SK,Manchester United,3,0,HomeTeam,Group D,-,"Dec 8, 2004"
48,Arsenal FC,PSV Eindhoven,1,0,HomeTeam,Group E,-,"Sep 14, 2004"
49,Panathinaikos Athens,Rosenborg BK,2,1,HomeTeam,Group E,-,"Sep 14, 2004"
50,Rosenborg BK,Arsenal FC,1,1,Draw,Group E,-,"Sep 29, 2004"
51,PSV Eindhoven,Panathinaikos Athens,1,0,HomeTeam,Group E,-,"Sep 29, 2004"
52,Rosenborg BK,PSV Eindhoven,1,2,AwayTeam,Group E,-,"Oct 20, 2004"
53,Panathinaikos Athens,Arsenal FC,2,2,Draw,Group E,-,"Oct 20, 2004"
54,PSV Eindhoven,Rosenborg BK,1,0,HomeTeam,Group E,-,"Nov 2, 2004"
55,Arsenal FC,Panathinaikos Athens,1,1,Draw,Group E,-,"Nov 2, 2004"
56,Rosenborg BK,Panathinaikos Athens,2,2,Draw,Group E,-,"Nov 24, 2004"
57,PSV Eindhoven,Arsenal FC,1,1,Draw,Group E,-,"Nov 24, 2004"
58,Panathinaikos Athens,PSV Eindhoven,4,1,HomeTeam,Group E,-,"Dec 7, 2004"
59,Arsenal FC,Rosenborg BK,5,1,HomeTeam,Group E,-,"Dec 7, 2004"
60,Celtic FC,FC Barcelona,1,3,AwayTeam,Group F,-,"Sep 14, 2004"
61,Shakhtar Donetsk,AC Milan,0,1,AwayTeam,Group F,-,"Sep 14, 2004"
62,AC Milan,Celtic FC,3,1,HomeTeam,Group F,-,"Sep 29, 2004"
63,FC Barcelona,Shakhtar Donetsk,3,0,HomeTeam,Group F,-,"Sep 29, 2004"
64,Shakhtar Donetsk,Celtic FC,3,0,HomeTeam,Group F,-,"Oct 20, 2004"
65,AC Milan,FC Barcelona,1,0,HomeTeam,Group F,-,"Oct 20, 2004"
66,Celtic FC,Shakhtar Donetsk,1,0,HomeTeam,Group F,-,"Nov 2, 2004"
67,FC Barcelona,AC Milan,2,1,HomeTeam,Group F,-,"Nov 2, 2004"
68,AC Milan,Shakhtar Donetsk,4,0,HomeTeam,Group F,-,"Nov 24, 2004"
69,FC Barcelona,Celtic FC,1,1,Draw,Group F,-,"Nov 24, 2004"
70,Shakhtar Donetsk,FC Barcelona,2,0,HomeTeam,Group F,-,"Dec 7, 2004"
71,Celtic FC,AC Milan,0,0,Draw,Group F,-,"Dec 7, 2004"
72,FC Internazionale,SV Werder Bremen,2,0,HomeTeam,Group G,-,"Sep 14, 2004"
73,Valencia CF,RSC Anderlecht,2,0,HomeTeam,Group G,-,"Sep 14, 2004"
74,SV Werder Bremen,Valencia CF,2,1,HomeTeam,Group G,-,"Sep 29, 2004"
