,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,SV Mattersburg,SC Wiener Neustadt,1,2,AwayTeam,1.Matchday,"Jul 16, 2011"
1,Rapid Vienna,FC Admira Wacker Mödling,2,0,HomeTeam,1.Matchday,"Jul 16, 2011"
2,SV Ried,SK Sturm Graz,1,1,Draw,1.Matchday,"Jul 16, 2011"
3,SV Kapfenberg,FC Wacker Innsbruck,2,3,AwayTeam,1.Matchday,"Jul 16, 2011"
4,Red Bull Salzburg,Austria Vienna,2,0,HomeTeam,1.Matchday,"Jul 17, 2011"
5,SK Sturm Graz,SV Mattersburg,2,2,Draw,2.Matchday,"Jul 23, 2011"
6,SC Wiener Neustadt,Rapid Vienna,0,2,AwayTeam,2.Matchday,"Jul 23, 2011"
7,FC Admira Wacker Mödling,SV Kapfenberg,1,1,Draw,2.Matchday,"Jul 23, 2011"
8,FC Wacker Innsbruck,Red Bull Salzburg,0,1,AwayTeam,2.Matchday,"Jul 24, 2011"
9,Austria Vienna,SV Ried,2,1,HomeTeam,2.Matchday,"Jul 24, 2011"
10,SV Kapfenberg,SK Sturm Graz,3,0,HomeTeam,3.Matchday,"Jul 30, 2011"
11,FC Admira Wacker Mödling,SC Wiener Neustadt,3,0,HomeTeam,3.Matchday,"Jul 30, 2011"
12,Red Bull Salzburg,SV Mattersburg,0,0,Draw,3.Matchday,"Jul 31, 2011"
13,FC Wacker Innsbruck,Austria Vienna,0,0,Draw,3.Matchday,"Jul 31, 2011"
14,Rapid Vienna,SV Ried,0,0,Draw,3.Matchday,"Jul 31, 2011"
15,FC Admira Wacker Mödling,SV Mattersburg,2,1,HomeTeam,4.Matchday,"Aug 13, 2011"
16,SK Sturm Graz,Rapid Vienna,1,0,HomeTeam,4.Matchday,"Aug 13, 2011"
17,Austria Vienna,SV Kapfenberg,5,0,HomeTeam,4.Matchday,"Aug 13, 2011"
18,SC Wiener Neustadt,FC Wacker Innsbruck,0,0,Draw,4.Matchday,"Aug 13, 2011"
19,SV Ried,Red Bull Salzburg,1,3,AwayTeam,4.Matchday,"Aug 14, 2011"
20,FC Wacker Innsbruck,FC Admira Wacker Mödling,2,2,Draw,5.Matchday,"Aug 20, 2011"
21,SV Kapfenberg,SC Wiener Neustadt,0,2,AwayTeam,5.Matchday,"Aug 20, 2011"
22,SV Mattersburg,SV Ried,2,3,AwayTeam,5.Matchday,"Aug 21, 2011"
23,Rapid Vienna,Austria Vienna,0,3,AwayTeam,5.Matchday,"Aug 21, 2011"
24,Red Bull Salzburg,SK Sturm Graz,1,1,Draw,5.Matchday,"Aug 21, 2011"
25,SV Mattersburg,FC Wacker Innsbruck,1,1,Draw,6.Matchday,"Aug 27, 2011"
26,SK Sturm Graz,SC Wiener Neustadt,5,0,HomeTeam,6.Matchday,"Aug 27, 2011"
27,Red Bull Salzburg,Rapid Vienna,0,0,Draw,6.Matchday,"Aug 28, 2011"
28,SV Ried,SV Kapfenberg,1,0,HomeTeam,6.Matchday,"Aug 28, 2011"
29,Austria Vienna,FC Admira Wacker Mödling,2,4,AwayTeam,6.Matchday,"Aug 28, 2011"
30,FC Wacker Innsbruck,SV Ried,0,5,AwayTeam,7.Matchday,"Sep 10, 2011"
31,FC Admira Wacker Mödling,SK Sturm Graz,4,2,HomeTeam,7.Matchday,"Sep 10, 2011"
32,Rapid Vienna,SV Mattersburg,1,1,Draw,7.Matchday,"Sep 10, 2011"
33,SV Kapfenberg,Red Bull Salzburg,1,3,AwayTeam,7.Matchday,"Sep 10, 2011"
34,SC Wiener Neustadt,Austria Vienna,1,1,Draw,7.Matchday,"Sep 11, 2011"
35,SV Ried,FC Admira Wacker Mödling,1,1,Draw,8.Matchday,"Sep 17, 2011"
36,Rapid Vienna,SV Kapfenberg,5,1,HomeTeam,8.Matchday,"Sep 17, 2011"
37,Red Bull Salzburg,SC Wiener Neustadt,3,0,HomeTeam,8.Matchday,"Sep 18, 2011"
38,SK Sturm Graz,FC Wacker Innsbruck,1,1,Draw,8.Matchday,"Sep 18, 2011"
39,SV Mattersburg,Austria Vienna,2,4,AwayTeam,8.Matchday,"Sep 18, 2011"
40,FC Wacker Innsbruck,Rapid Vienna,0,3,AwayTeam,9.Matchday,"Sep 24, 2011"
41,SC Wiener Neustadt,SV Ried,2,2,Draw,9.Matchday,"Sep 24, 2011"
42,Austria Vienna,SK Sturm Graz,2,1,HomeTeam,9.Matchday,"Sep 24, 2011"
43,SV Kapfenberg,SV Mattersburg,1,0,HomeTeam,9.Matchday,"Sep 24, 2011"
44,FC Admira Wacker Mödling,Red Bull Salzburg,2,1,HomeTeam,9.Matchday,"Sep 25, 2011"
45,FC Wacker Innsbruck,SV Kapfenberg,3,1,HomeTeam,10.Matchday,"Oct 1, 2011"
46,SC Wiener Neustadt,SV Mattersburg,1,2,AwayTeam,10.Matchday,"Oct 1, 2011"
47,FC Admira Wacker Mödling,Rapid Vienna,4,3,HomeTeam,10.Matchday,"Oct 1, 2011"
48,Austria Vienna,Red Bull Salzburg,3,2,HomeTeam,10.Matchday,"Oct 2, 2011"
49,SK Sturm Graz,SV Ried,1,0,HomeTeam,10.Matchday,"Oct 2, 2011"
50,SV Kapfenberg,FC Admira Wacker Mödling,0,0,Draw,11.Matchday,"Oct 15, 2011"
51,Rapid Vienna,SC Wiener Neustadt,1,1,Draw,11.Matchday,"Oct 15, 2011"
52,SV Ried,Austria Vienna,2,1,HomeTeam,11.Matchday,"Oct 15, 2011"
53,Red Bull Salzburg,FC Wacker Innsbruck,1,1,Draw,11.Matchday,"Oct 15, 2011"
54,SV Mattersburg,SK Sturm Graz,3,3,Draw,11.Matchday,"Oct 16, 2011"
55,SV Ried,SV Mattersburg,2,0,HomeTeam,12.Matchday,"Oct 22, 2011"
56,SC Wiener Neustadt,SV Kapfenberg,2,0,HomeTeam,12.Matchday,"Oct 22, 2011"
57,FC Admira Wacker Mödling,FC Wacker Innsbruck,3,2,HomeTeam,12.Matchday,"Oct 22, 2011"
58,Austria Vienna,Rapid Vienna,1,1,Draw,12.Matchday,"Oct 23, 2011"
59,SK Sturm Graz,Red Bull Salzburg,2,1,HomeTeam,12.Matchday,"Oct 23, 2011"
60,Red Bull Salzburg,SV Ried,1,1,Draw,13.Matchday,"Oct 29, 2011"
61,Rapid Vienna,SK Sturm Graz,3,2,HomeTeam,13.Matchday,"Oct 29, 2011"
62,FC Wacker Innsbruck,SC Wiener Neustadt,2,0,HomeTeam,13.Matchday,"Oct 29, 2011"
63,SV Mattersburg,FC Admira Wacker Mödling,0,0,Draw,13.Matchday,"Oct 29, 2011"
64,SV Kapfenberg,Austria Vienna,2,2,Draw,13.Matchday,"Oct 30, 2011"
65,SC Wiener Neustadt,FC Admira Wacker Mödling,0,0,Draw,14.Matchday,"Nov 5, 2011"
66,SV Ried,Rapid Vienna,1,1,Draw,14.Matchday,"Nov 5, 2011"
67,SV Mattersburg,Red Bull Salzburg,3,0,HomeTeam,14.Matchday,"Nov 6, 2011"
68,SK Sturm Graz,SV Kapfenberg,1,0,HomeTeam,14.Matchday,"Nov 6, 2011"
69,Austria Vienna,FC Wacker Innsbruck,2,2,Draw,14.Matchday,"Nov 6, 2011"
70,SC Wiener Neustadt,SK Sturm Graz,3,1,HomeTeam,15.Matchday,"Nov 19, 2011"
71,FC Wacker Innsbruck,SV Mattersburg,1,1,Draw,15.Matchday,"Nov 19, 2011"
72,FC Admira Wacker Mödling,Austria Vienna,0,3,AwayTeam,15.Matchday,"Nov 19, 2011"
73,SV Kapfenberg,SV Ried,1,3,AwayTeam,15.Matchday,"Nov 19, 2011"
74,Rapid Vienna,Red Bull Salzburg,4,2,HomeTeam,15.Matchday,"Nov 20, 2011"
75,SV Ried,FC Wacker Innsbruck,1,0,HomeTeam,16.Matchday,"Nov 26, 2011"
76,SV Mattersburg,Rapid Vienna,1,2,AwayTeam,16.Matchday,"Nov 26, 2011"
77,Red Bull Salzburg,SV Kapfenberg,6,0,HomeTeam,16.Matchday,"Nov 26, 2011"
78,Austria Vienna,SC Wiener Neustadt,2,2,Draw,16.Matchday,"Nov 26, 2011"
79,SK Sturm Graz,FC Admira Wacker Mödling,3,1,HomeTeam,16.Matchday,"Nov 27, 2011"
80,Austria Vienna,SV Mattersburg,0,0,Draw,17.Matchday,"Dec 3, 2011"
81,SV Kapfenberg,Rapid Vienna,0,0,Draw,17.Matchday,"Dec 3, 2011"
82,FC Admira Wacker Mödling,SV Ried,1,1,Draw,17.Matchday,"Dec 3, 2011"
83,FC Wacker Innsbruck,SK Sturm Graz,1,0,HomeTeam,17.Matchday,"Dec 4, 2011"
84,SC Wiener Neustadt,Red Bull Salzburg,0,0,Draw,17.Matchday,"Dec 4, 2011"
85,Rapid Vienna,FC Wacker Innsbruck,0,0,Draw,18.Matchday,"Dec 10, 2011"
86,SK Sturm Graz,Austria Vienna,5,1,HomeTeam,18.Matchday,"Dec 10, 2011"
87,SV Mattersburg,SV Kapfenberg,2,0,HomeTeam,18.Matchday,"Dec 10, 2011"
88,SV Ried,SC Wiener Neustadt,2,0,HomeTeam,18.Matchday,"Dec 10, 2011"
89,Red Bull Salzburg,FC Admira Wacker Mödling,2,1,HomeTeam,18.Matchday,"Dec 11, 2011"
90,SV Ried,SK Sturm Graz,1,1,Draw,19.Matchday,"Dec 17, 2011"
91,Rapid Vienna,FC Admira Wacker Mödling,2,1,HomeTeam,19.Matchday,"Dec 17, 2011"
92,SV Mattersburg,SC Wiener Neustadt,0,1,AwayTeam,19.Matchday,"Dec 17, 2011"
93,SV Kapfenberg,FC Wacker Innsbruck,0,1,AwayTeam,19.Matchday,"Dec 17, 2011"
94,Red Bull Salzburg,Austria Vienna,3,0,HomeTeam,19.Matchday,"Dec 18, 2011"
95,Austria Vienna,SV Ried,2,0,HomeTeam,20.Matchday,"Feb 11, 2012"
96,SK Sturm Graz,SV Mattersburg,1,0,HomeTeam,20.Matchday,"Feb 11, 2012"
97,SC Wiener Neustadt,Rapid Vienna,0,0,Draw,20.Matchday,"Feb 12, 2012"
98,FC Admira Wacker Mödling,SV Kapfenberg,3,1,HomeTeam,20.Matchday,"Mar 7, 2012"
99,FC Wacker Innsbruck,Red Bull Salzburg,1,1,Draw,20.Matchday,"Mar 7, 2012"
100,FC Wacker Innsbruck,FC Admira Wacker Mödling,2,1,HomeTeam,21.Matchday,"Feb 18, 2012"
101,SV Mattersburg,SV Ried,4,1,HomeTeam,21.Matchday,"Feb 18, 2012"
102,Rapid Vienna,Austria Vienna,0,0,Draw,21.Matchday,"Feb 18, 2012"
103,Red Bull Salzburg,SK Sturm Graz,0,0,Draw,21.Matchday,"Feb 19, 2012"
104,SV Kapfenberg,SC Wiener Neustadt,1,0,HomeTeam,21.Matchday,"Mar 14, 2012"
105,FC Admira Wacker Mödling,SV Mattersburg,0,1,AwayTeam,22.Matchday,"Feb 25, 2012"
106,SK Sturm Graz,Rapid Vienna,0,0,Draw,22.Matchday,"Feb 25, 2012"
107,Austria Vienna,SV Kapfenberg,0,1,AwayTeam,22.Matchday,"Feb 25, 2012"
108,SC Wiener Neustadt,FC Wacker Innsbruck,0,0,Draw,22.Matchday,"Feb 25, 2012"
109,SV Ried,Red Bull Salzburg,0,1,AwayTeam,22.Matchday,"Feb 26, 2012"
110,Rapid Vienna,SV Ried,1,0,HomeTeam,23.Matchday,"Mar 3, 2012"
111,FC Admira Wacker Mödling,SC Wiener Neustadt,2,0,HomeTeam,23.Matchday,"Mar 3, 2012"
112,FC Wacker Innsbruck,Austria Vienna,0,1,AwayTeam,23.Matchday,"Mar 3, 2012"
113,Red Bull Salzburg,SV Mattersburg,0,1,AwayTeam,23.Matchday,"Mar 3, 2012"
114,SV Kapfenberg,SK Sturm Graz,0,0,Draw,23.Matchday,"Mar 4, 2012"
115,SK Sturm Graz,SC Wiener Neustadt,0,1,AwayTeam,24.Matchday,"Mar 10, 2012"
116,SV Ried,SV Kapfenberg,3,0,HomeTeam,24.Matchday,"Mar 10, 2012"
117,Red Bull Salzburg,Rapid Vienna,3,1,HomeTeam,24.Matchday,"Mar 10, 2012"
118,SV Mattersburg,FC Wacker Innsbruck,0,1,AwayTeam,24.Matchday,"Mar 10, 2012"
119,Austria Vienna,FC Admira Wacker Mödling,2,1,HomeTeam,24.Matchday,"Mar 11, 2012"
120,SV Kapfenberg,Red Bull Salzburg,0,1,AwayTeam,25.Matchday,"Mar 17, 2012"
121,FC Wacker Innsbruck,SV Ried,0,0,Draw,25.Matchday,"Mar 17, 2012"
122,Rapid Vienna,SV Mattersburg,1,1,Draw,25.Matchday,"Mar 17, 2012"
123,SC Wiener Neustadt,Austria Vienna,0,0,Draw,25.Matchday,"Mar 17, 2012"
124,FC Admira Wacker Mödling,SK Sturm Graz,2,0,HomeTeam,25.Matchday,"Mar 18, 2012"
125,SV Mattersburg,Austria Vienna,2,0,HomeTeam,26.Matchday,"Mar 20, 2012"
126,Red Bull Salzburg,SC Wiener Neustadt,2,1,HomeTeam,26.Matchday,"Mar 21, 2012"
127,SK Sturm Graz,FC Wacker Innsbruck,1,0,HomeTeam,26.Matchday,"Mar 21, 2012"
128,Rapid Vienna,SV Kapfenberg,3,0,HomeTeam,26.Matchday,"Mar 21, 2012"
129,SV Ried,FC Admira Wacker Mödling,2,1,HomeTeam,26.Matchday,"Mar 21, 2012"
130,SV Kapfenberg,SV Mattersburg,1,1,Draw,27.Matchday,"Mar 24, 2012"
131,SC Wiener Neustadt,SV Ried,1,1,Draw,27.Matchday,"Mar 24, 2012"
132,FC Admira Wacker Mödling,Red Bull Salzburg,2,2,Draw,27.Matchday,"Mar 24, 2012"
133,Austria Vienna,SK Sturm Graz,1,1,Draw,27.Matchday,"Mar 24, 2012"
134,FC Wacker Innsbruck,Rapid Vienna,2,1,HomeTeam,27.Matchday,"Mar 25, 2012"
135,SK Sturm Graz,SV Ried,0,0,Draw,28.Matchday,"Mar 31, 2012"
136,FC Wacker Innsbruck,SV Kapfenberg,2,0,HomeTeam,28.Matchday,"Mar 31, 2012"
137,FC Admira Wacker Mödling,Rapid Vienna,0,4,AwayTeam,28.Matchday,"Mar 31, 2012"
138,SC Wiener Neustadt,SV Mattersburg,0,0,Draw,28.Matchday,"Mar 31, 2012"
139,Austria Vienna,Red Bull Salzburg,1,1,Draw,28.Matchday,"Apr 1, 2012"
140,Red Bull Salzburg,FC Wacker Innsbruck,2,0,HomeTeam,29.Matchday,"Apr 7, 2012"
141,SV Ried,Austria Vienna,0,1,AwayTeam,29.Matchday,"Apr 7, 2012"
142,SV Kapfenberg,FC Admira Wacker Mödling,2,3,AwayTeam,29.Matchday,"Apr 7, 2012"
143,Rapid Vienna,SC Wiener Neustadt,2,1,HomeTeam,29.Matchday,"Apr 7, 2012"
144,SV Mattersburg,SK Sturm Graz,0,2,AwayTeam,29.Matchday,"Apr 8, 2012"
145,SC Wiener Neustadt,SV Kapfenberg,0,0,Draw,30.Matchday,"Apr 14, 2012"
146,FC Admira Wacker Mödling,FC Wacker Innsbruck,1,1,Draw,30.Matchday,"Apr 14, 2012"
147,SK Sturm Graz,Red Bull Salzburg,2,2,Draw,30.Matchday,"Apr 14, 2012"
148,SV Ried,SV Mattersburg,2,0,HomeTeam,30.Matchday,"Apr 14, 2012"
149,Austria Vienna,Rapid Vienna,0,0,Draw,30.Matchday,"Apr 15, 2012"
150,FC Wacker Innsbruck,SC Wiener Neustadt,2,0,HomeTeam,31.Matchday,"Apr 21, 2012"
151,SV Kapfenberg,Austria Vienna,1,0,HomeTeam,31.Matchday,"Apr 21, 2012"
152,SV Mattersburg,FC Admira Wacker Mödling,1,2,AwayTeam,31.Matchday,"Apr 21, 2012"
153,Red Bull Salzburg,SV Ried,2,0,HomeTeam,31.Matchday,"Apr 21, 2012"
154,Rapid Vienna,SK Sturm Graz,1,1,Draw,31.Matchday,"Apr 22, 2012"
155,Austria Vienna,FC Wacker Innsbruck,3,0,HomeTeam,32.Matchday,"Apr 28, 2012"
156,SC Wiener Neustadt,FC Admira Wacker Mödling,1,4,AwayTeam,32.Matchday,"Apr 28, 2012"
157,SV Mattersburg,Red Bull Salzburg,0,1,AwayTeam,32.Matchday,"Apr 28, 2012"
158,SK Sturm Graz,SV Kapfenberg,2,1,HomeTeam,32.Matchday,"Apr 28, 2012"
159,SV Ried,Rapid Vienna,2,3,AwayTeam,32.Matchday,"Apr 29, 2012"
160,SC Wiener Neustadt,SK Sturm Graz,0,0,Draw,33.Matchday,"May 5, 2012"
