,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,ÍBV Vestmannaeyjar,ÍA Akranes,1,0,HomeTeam,1.Matchday,"May 5, 2013"
1,UMF Víkingur Ólafsvík,Fram Reykjavík,1,2,AwayTeam,1.Matchday,"May 5, 2013"
2,Breidablik Kópavogur,Thór Akureyri,4,1,HomeTeam,1.Matchday,"May 5, 2013"
3,FH Hafnarfjördur,Keflavík ÍF,2,1,HomeTeam,1.Matchday,"May 6, 2013"
4,Fylkir Reykjavík,Valur Reykjavík,1,2,AwayTeam,1.Matchday,"May 6, 2013"
5,KR Reykjavík,Stjarnan Gardabaer,2,1,HomeTeam,1.Matchday,"May 6, 2013"
6,ÍBV Vestmannaeyjar,Breidablik Kópavogur,4,1,HomeTeam,2.Matchday,"May 12, 2013"
7,Thór Akureyri,FH Hafnarfjördur,0,3,AwayTeam,2.Matchday,"May 12, 2013"
8,Stjarnan Gardabaer,UMF Víkingur Ólafsvík,3,2,HomeTeam,2.Matchday,"May 12, 2013"
9,Keflavík ÍF,KR Reykjavík,0,2,AwayTeam,2.Matchday,"May 12, 2013"
10,Fram Reykjavík,Fylkir Reykjavík,1,1,Draw,2.Matchday,"May 13, 2013"
11,ÍA Akranes,Valur Reykjavík,1,3,AwayTeam,2.Matchday,"May 13, 2013"
12,KR Reykjavík,Thór Akureyri,3,0,HomeTeam,3.Matchday,"May 16, 2013"
13,Breidablik Kópavogur,ÍA Akranes,4,1,HomeTeam,3.Matchday,"May 16, 2013"
14,Valur Reykjavík,Fram Reykjavík,1,1,Draw,3.Matchday,"May 16, 2013"
15,UMF Víkingur Ólafsvík,Keflavík ÍF,1,3,AwayTeam,3.Matchday,"May 16, 2013"
16,Fylkir Reykjavík,Stjarnan Gardabaer,0,1,AwayTeam,3.Matchday,"May 16, 2013"
17,FH Hafnarfjördur,ÍBV Vestmannaeyjar,1,1,Draw,3.Matchday,"May 16, 2013"
18,ÍBV Vestmannaeyjar,KR Reykjavík,0,2,AwayTeam,4.Matchday,"May 20, 2013"
19,Thór Akureyri,UMF Víkingur Ólafsvík,1,0,HomeTeam,4.Matchday,"May 20, 2013"
20,Keflavík ÍF,Fylkir Reykjavík,2,2,Draw,4.Matchday,"May 20, 2013"
21,ÍA Akranes,Fram Reykjavík,2,0,HomeTeam,4.Matchday,"May 21, 2013"
22,Stjarnan Gardabaer,Valur Reykjavík,1,1,Draw,4.Matchday,"May 21, 2013"
23,Breidablik Kópavogur,FH Hafnarfjördur,0,1,AwayTeam,4.Matchday,"May 21, 2013"
24,UMF Víkingur Ólafsvík,ÍBV Vestmannaeyjar,0,0,Draw,5.Matchday,"May 26, 2013"
25,Valur Reykjavík,Keflavík ÍF,4,0,HomeTeam,5.Matchday,"May 26, 2013"
26,FH Hafnarfjördur,ÍA Akranes,2,0,HomeTeam,5.Matchday,"May 26, 2013"
27,Fylkir Reykjavík,Thór Akureyri,1,4,AwayTeam,5.Matchday,"May 26, 2013"
28,Fram Reykjavík,Stjarnan Gardabaer,0,1,AwayTeam,5.Matchday,"May 27, 2013"
29,KR Reykjavík,Breidablik Kópavogur,1,1,Draw,5.Matchday,"May 27, 2013"
30,ÍBV Vestmannaeyjar,Fylkir Reykjavík,3,1,HomeTeam,6.Matchday,"Jun 2, 2013"
31,Thór Akureyri,Valur Reykjavík,3,5,AwayTeam,6.Matchday,"Jun 9, 2013"
32,ÍA Akranes,Stjarnan Gardabaer,1,3,AwayTeam,6.Matchday,"Jun 9, 2013"
33,Breidablik Kópavogur,UMF Víkingur Ólafsvík,2,0,HomeTeam,6.Matchday,"Jun 10, 2013"
34,Keflavík ÍF,Fram Reykjavík,1,2,AwayTeam,6.Matchday,"Jun 10, 2013"
