,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Grasshopper Club Zurich,FC Lausanne-Sport,3,0,HomeTeam,1.Matchday,"Jul 15, 2000"
1,FC Basel 1893,FC Sion,4,1,HomeTeam,1.Matchday,"Jul 15, 2000"
2,FC Lugano,FC St. Gallen 1879,1,0,HomeTeam,1.Matchday,"Jul 15, 2000"
3,Servette FC,FC Aarau,2,1,HomeTeam,1.Matchday,"Jul 15, 2000"
4,Yverdon-Sport FC,FC Zürich,1,1,Draw,1.Matchday,"Jul 15, 2000"
5,FC Luzern,Neuchâtel Xamax,2,0,HomeTeam,1.Matchday,"Jul 15, 2000"
6,FC Zürich,Servette FC,2,2,Draw,2.Matchday,"Jul 18, 2000"
7,FC Aarau,FC Lugano,0,2,AwayTeam,2.Matchday,"Jul 19, 2000"
8,FC Lausanne-Sport,Yverdon-Sport FC,4,2,HomeTeam,2.Matchday,"Jul 19, 2000"
9,Neuchâtel Xamax,FC Basel 1893,2,0,HomeTeam,2.Matchday,"Jul 19, 2000"
10,FC Sion,Grasshopper Club Zurich,1,0,HomeTeam,2.Matchday,"Jul 19, 2000"
11,FC St. Gallen 1879,FC Luzern,2,1,HomeTeam,2.Matchday,"Jul 19, 2000"
12,Grasshopper Club Zurich,Neuchâtel Xamax,6,0,HomeTeam,3.Matchday,"Jul 22, 2000"
13,FC St. Gallen 1879,FC Aarau,3,0,HomeTeam,3.Matchday,"Jul 22, 2000"
14,FC Basel 1893,FC Luzern,7,4,HomeTeam,3.Matchday,"Jul 22, 2000"
15,FC Lugano,FC Zürich,1,0,HomeTeam,3.Matchday,"Jul 22, 2000"
16,Servette FC,FC Lausanne-Sport,0,4,AwayTeam,3.Matchday,"Jul 22, 2000"
17,Yverdon-Sport FC,FC Sion,0,1,AwayTeam,3.Matchday,"Jul 22, 2000"
18,FC Basel 1893,Grasshopper Club Zurich,1,0,HomeTeam,4.Matchday,"Jul 29, 2000"
19,FC Lausanne-Sport,FC Lugano,1,0,HomeTeam,4.Matchday,"Jul 29, 2000"
20,FC Luzern,FC Aarau,0,0,Draw,4.Matchday,"Jul 29, 2000"
21,Neuchâtel Xamax,Yverdon-Sport FC,1,1,Draw,4.Matchday,"Jul 29, 2000"
22,FC Sion,Servette FC,1,0,HomeTeam,4.Matchday,"Jul 29, 2000"
23,FC Zürich,FC St. Gallen 1879,0,0,Draw,4.Matchday,"Jul 29, 2000"
24,Servette FC,Neuchâtel Xamax,5,2,HomeTeam,5.Matchday,"Aug 4, 2000"
25,FC St. Gallen 1879,FC Lausanne-Sport,3,1,HomeTeam,5.Matchday,"Aug 4, 2000"
26,Grasshopper Club Zurich,FC Luzern,4,0,HomeTeam,5.Matchday,"Aug 5, 2000"
27,FC Aarau,FC Zürich,2,1,HomeTeam,5.Matchday,"Aug 5, 2000"
28,FC Lugano,FC Sion,0,0,Draw,5.Matchday,"Aug 5, 2000"
29,Yverdon-Sport FC,FC Basel 1893,1,0,HomeTeam,5.Matchday,"Aug 5, 2000"
30,FC Luzern,Yverdon-Sport FC,2,0,HomeTeam,6.Matchday,"Aug 12, 2000"
31,Neuchâtel Xamax,FC St. Gallen 1879,2,1,HomeTeam,6.Matchday,"Aug 12, 2000"
32,FC Sion,FC Aarau,0,1,AwayTeam,6.Matchday,"Aug 12, 2000"
33,Grasshopper Club Zurich,Servette FC,1,1,Draw,6.Matchday,"Aug 13, 2000"
34,FC Lausanne-Sport,FC Zürich,2,0,HomeTeam,6.Matchday,"Aug 13, 2000"
35,FC Basel 1893,FC Lugano,2,3,AwayTeam,6.Matchday,"Aug 13, 2000"
36,FC St. Gallen 1879,FC Sion,3,1,HomeTeam,7.Matchday,"Aug 18, 2000"
37,FC Aarau,FC Lausanne-Sport,1,2,AwayTeam,7.Matchday,"Aug 19, 2000"
38,FC Lugano,Neuchâtel Xamax,3,0,HomeTeam,7.Matchday,"Aug 19, 2000"
39,Servette FC,FC Basel 1893,1,1,Draw,7.Matchday,"Aug 19, 2000"
40,Yverdon-Sport FC,Grasshopper Club Zurich,2,3,AwayTeam,7.Matchday,"Aug 19, 2000"
41,FC Zürich,FC Luzern,4,2,HomeTeam,7.Matchday,"Aug 20, 2000"
42,Neuchâtel Xamax,FC Aarau,1,5,AwayTeam,8.Matchday,"Aug 26, 2000"
43,FC Sion,FC Zürich,3,3,Draw,8.Matchday,"Aug 26, 2000"
44,Yverdon-Sport FC,Servette FC,2,1,HomeTeam,8.Matchday,"Aug 26, 2000"
45,FC Basel 1893,FC St. Gallen 1879,2,2,Draw,8.Matchday,"Aug 27, 2000"
46,Grasshopper Club Zurich,FC Lugano,0,3,AwayTeam,8.Matchday,"Aug 27, 2000"
47,FC Luzern,FC Lausanne-Sport,2,1,HomeTeam,8.Matchday,"Aug 27, 2000"
48,FC Aarau,FC Basel 1893,0,1,AwayTeam,9.Matchday,"Sep 5, 2000"
49,FC Lausanne-Sport,FC Sion,3,2,HomeTeam,9.Matchday,"Sep 5, 2000"
50,FC Lugano,Yverdon-Sport FC,3,0,HomeTeam,9.Matchday,"Sep 5, 2000"
51,Servette FC,FC Luzern,2,0,HomeTeam,9.Matchday,"Sep 5, 2000"
52,FC St. Gallen 1879,Grasshopper Club Zurich,1,0,HomeTeam,9.Matchday,"Sep 5, 2000"
53,FC Zürich,Neuchâtel Xamax,3,0,HomeTeam,9.Matchday,"Sep 5, 2000"
54,FC Basel 1893,FC Zürich,1,1,Draw,10.Matchday,"Sep 8, 2000"
55,Neuchâtel Xamax,FC Lausanne-Sport,2,4,AwayTeam,10.Matchday,"Sep 9, 2000"
56,Servette FC,FC Lugano,2,0,HomeTeam,10.Matchday,"Sep 9, 2000"
57,Yverdon-Sport FC,FC St. Gallen 1879,1,1,Draw,10.Matchday,"Sep 9, 2000"
58,Grasshopper Club Zurich,FC Aarau,6,0,HomeTeam,10.Matchday,"Sep 10, 2000"
59,FC Luzern,FC Sion,3,1,HomeTeam,10.Matchday,"Sep 10, 2000"
60,FC Aarau,Yverdon-Sport FC,4,3,HomeTeam,11.Matchday,"Sep 16, 2000"
61,FC Lausanne-Sport,FC Basel 1893,3,0,HomeTeam,11.Matchday,"Sep 17, 2000"
62,FC Lugano,FC Luzern,3,0,HomeTeam,11.Matchday,"Sep 17, 2000"
63,FC Sion,Neuchâtel Xamax,2,1,HomeTeam,11.Matchday,"Sep 17, 2000"
64,FC St. Gallen 1879,Servette FC,0,0,Draw,11.Matchday,"Sep 18, 2000"
65,FC Zürich,Grasshopper Club Zurich,1,1,Draw,11.Matchday,"Sep 18, 2000"
66,Neuchâtel Xamax,FC Luzern,1,1,Draw,12.Matchday,"Sep 22, 2000"
67,FC Zürich,Yverdon-Sport FC,5,0,HomeTeam,12.Matchday,"Sep 22, 2000"
68,FC Lausanne-Sport,Grasshopper Club Zurich,0,2,AwayTeam,12.Matchday,"Sep 23, 2000"
69,FC Sion,FC Basel 1893,1,1,Draw,12.Matchday,"Sep 23, 2000"
70,FC Aarau,Servette FC,0,3,AwayTeam,12.Matchday,"Sep 24, 2000"
