,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,Manchester United,Bayer 04 Leverkusen,4,2,HomeTeam,Group A,-,"Sep 17, 2013"
1,Real Sociedad,Shakhtar Donetsk,0,2,AwayTeam,Group A,-,"Sep 17, 2013"
2,Bayer 04 Leverkusen,Real Sociedad,2,1,HomeTeam,Group A,-,"Oct 2, 2013"
3,Shakhtar Donetsk,Manchester United,1,1,Draw,Group A,-,"Oct 2, 2013"
4,Manchester United,Real Sociedad,1,0,HomeTeam,Group A,-,"Oct 23, 2013"
5,Bayer 04 Leverkusen,Shakhtar Donetsk,4,0,HomeTeam,Group A,-,"Oct 23, 2013"
6,Shakhtar Donetsk,Bayer 04 Leverkusen,0,0,Draw,Group A,-,"Nov 5, 2013"
7,Real Sociedad,Manchester United,0,0,Draw,Group A,-,"Nov 5, 2013"
8,Shakhtar Donetsk,Real Sociedad,4,0,HomeTeam,Group A,-,"Nov 27, 2013"
9,Bayer 04 Leverkusen,Manchester United,0,5,AwayTeam,Group A,-,"Nov 27, 2013"
10,Real Sociedad,Bayer 04 Leverkusen,0,1,AwayTeam,Group A,-,"Dec 10, 2013"
11,Manchester United,Shakhtar Donetsk,1,0,HomeTeam,Group A,-,"Dec 10, 2013"
12,Galatasaray SK,Real Madrid,1,6,AwayTeam,Group B,-,"Sep 17, 2013"
13,FC Copenhagen,Juventus FC,1,1,Draw,Group B,-,"Sep 17, 2013"
14,Real Madrid,FC Copenhagen,4,0,HomeTeam,Group B,-,"Oct 2, 2013"
15,Juventus FC,Galatasaray SK,2,2,Draw,Group B,-,"Oct 2, 2013"
16,Galatasaray SK,FC Copenhagen,3,1,HomeTeam,Group B,-,"Oct 23, 2013"
17,Real Madrid,Juventus FC,2,1,HomeTeam,Group B,-,"Oct 23, 2013"
18,FC Copenhagen,Galatasaray SK,1,0,HomeTeam,Group B,-,"Nov 5, 2013"
19,Juventus FC,Real Madrid,2,2,Draw,Group B,-,"Nov 5, 2013"
20,Juventus FC,FC Copenhagen,3,1,HomeTeam,Group B,-,"Nov 27, 2013"
21,Real Madrid,Galatasaray SK,4,1,HomeTeam,Group B,-,"Nov 27, 2013"
22,FC Copenhagen,Real Madrid,0,2,AwayTeam,Group B,-,"Dec 10, 2013"
23,Galatasaray SK,Juventus FC,1,0,HomeTeam,Group B,-,"Dec 11, 2013"
