,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,Date
0,Slavia Sofia,FC Litex Lovetch,0,3,AwayTeam,1.Matchday,"Aug 9, 2008"
1,Sliven OFK 2000,Lokomotiv Plovdiv,1,1,Draw,1.Matchday,"Aug 9, 2008"
2,PFC Vihren Sandanski,Levski Sofia,1,0,HomeTeam,1.Matchday,"Aug 9, 2008"
3,PFC Minyor Pernik,Lokomotiv Sofia,0,1,AwayTeam,1.Matchday,"Aug 9, 2008"
4,OFK Pirin Blagoevgrad,Cherno More Varna,1,2,AwayTeam,1.Matchday,"Aug 9, 2008"
5,Spartak Varna,Lokomotiv 2012 Mezdra,2,0,HomeTeam,1.Matchday,"Aug 9, 2008"
6,Botev Plovdiv,Chernomorets Burgas,0,1,AwayTeam,1.Matchday,"Aug 10, 2008"
7,CSKA Sofia,PFC Belasica Petrich,1,0,HomeTeam,1.Matchday,"Aug 10, 2008"
8,Sliven OFK 2000,CSKA Sofia,3,1,HomeTeam,2.Matchday,"Aug 15, 2008"
9,Lokomotiv 2012 Mezdra,Slavia Sofia,1,0,HomeTeam,2.Matchday,"Aug 16, 2008"
10,Lokomotiv Plovdiv,Chernomorets Burgas,1,1,Draw,2.Matchday,"Aug 16, 2008"
11,PFC Belasica Petrich,Spartak Varna,0,0,Draw,2.Matchday,"Aug 16, 2008"
12,Cherno More Varna,PFC Vihren Sandanski,2,0,HomeTeam,2.Matchday,"Aug 17, 2008"
13,Lokomotiv Sofia,OFK Pirin Blagoevgrad,1,0,HomeTeam,2.Matchday,"Aug 17, 2008"
14,Levski Sofia,Botev Plovdiv,6,0,HomeTeam,2.Matchday,"Aug 17, 2008"
15,FC Litex Lovetch,PFC Minyor Pernik,2,0,HomeTeam,2.Matchday,"Aug 17, 2008"
16,PFC Vihren Sandanski,Lokomotiv Sofia,1,0,HomeTeam,3.Matchday,"Aug 22, 2008"
17,CSKA Sofia,Lokomotiv Plovdiv,2,0,HomeTeam,3.Matchday,"Aug 22, 2008"
18,Spartak Varna,Sliven OFK 2000,2,2,Draw,3.Matchday,"Aug 23, 2008"
19,PFC Minyor Pernik,Lokomotiv 2012 Mezdra,2,0,HomeTeam,3.Matchday,"Aug 23, 2008"
20,Botev Plovdiv,Cherno More Varna,2,2,Draw,3.Matchday,"Aug 23, 2008"
21,OFK Pirin Blagoevgrad,FC Litex Lovetch,1,1,Draw,3.Matchday,"Aug 23, 2008"
22,Slavia Sofia,PFC Belasica Petrich,3,0,HomeTeam,3.Matchday,"Aug 24, 2008"
23,Chernomorets Burgas,Levski Sofia,2,2,Draw,3.Matchday,"Nov 5, 2008"
24,Sliven OFK 2000,Slavia Sofia,1,1,Draw,4.Matchday,"Aug 30, 2008"
